actionless_link_ordinal	event_id	statement_id	physical_page	register	surface	recipe	gdt562_completeness_role	effective_action_root	effective_argument_roots	gdt562_microphrase_de	gdt563_microphrase_de	microphrase_byte_identical	source_link_status
479	G407-E3146	G407-S487	f81v	BIOLOGICAL	teol	E+OL	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten; auf Grad I.	Weiter: wähle den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
480	G407-E3150	G407-S488	f81v	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; abschließen.	Danach: halte den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
481	G407-E3155	G407-S489	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
482	G407-E3157	G407-S489	f81v	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
483	G407-E3161	G407-S489	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
484	G407-E3202	G407-S498	f82r	BIOLOGICAL	ldy	L+DY	FULL_INHERITED_OPERATION	K	Y	Gib den Posten; über die Verbindung; abschließen.	Gib den Posten; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
485	G407-E3203	G407-S499	f82r	BIOLOGICAL	oteey	OT+EE+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad II.	Danach: gib den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
486	G407-E3207	G407-S499	f82r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
487	G407-E3213	G407-S500	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad II; abschließen.	Danach: bearbeite den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
488	G407-E3217	G407-S502	f82r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
489	G407-E3222	G407-S502	f82r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	K	AIIN	Danach: gib den Wert.	Danach: gib den Wert.	YES	EXACT_EVENT_JOIN
490	G407-E3231	G407-S505	f82r	BIOLOGICAL	ls	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
491	G407-E3240	G407-S507	f82r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; zum Zielort.	Danach: setze den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
492	G407-E3242	G407-S507	f82r	BIOLOGICAL	qoteor	OT+E+OR	FULL_INHERITED_OPERATION	CHD	OR	Danach: bearbeite die Einheit; auf Grad I.	Danach: bearbeite die Einheit; auf Grad I.	YES	EXACT_EVENT_JOIN
493	G407-E3252	G407-S509	f82r	BIOLOGICAL	qotedor	OT+E+D_ADDR+OR	FULL_INHERITED_OPERATION	P	OR	Danach: setze die Einheit ein; auf Grad I; hier.	Danach: setze die Einheit ein; auf Grad I; hier.	YES	EXACT_EVENT_JOIN
494	G407-E3254	G407-S509	f82r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; zum Zielort.	Danach: bearbeite den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
495	G407-E3257	G407-S509	f82r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I; abschließen.	Danach: gib den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
496	G407-E3259	G407-S510	f82r	BIOLOGICAL	olqo	OL+CARRIER_Q+O	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	YES	EXACT_EVENT_JOIN
497	G407-E3262	G407-S510	f82r	BIOLOGICAL	lolol	L+OL+OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; über die Verbindung; nochmals weiterführen.	Weiter: gib den Posten; über die Verbindung; nochmals weiterführen.	YES	EXACT_EVENT_JOIN
498	G407-E3268	G407-S512	f82r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
499	G407-E3298	G407-S521	f82r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	R	OR	Weiter: markiere die Einheit.	Weiter: markiere die Einheit.	YES	EXACT_EVENT_JOIN
500	G407-E3305	G407-S522	f82r	BIOLOGICAL	qoteey	OT+EE+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad II.	Danach: halte den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
501	G407-E3313	G407-S524	f82r	BIOLOGICAL	otain	OT+AIN	FULL_INHERITED_OPERATION	CHD	AIN	Danach: bearbeite den Anteil.	Danach: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
502	G407-E3337	G407-S530	f82r	BIOLOGICAL	qoly	OL+Y	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
503	G407-E3344	G407-S531	f82r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
504	G407-E3353	G407-S531	f82r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
505	G407-E3375	G407-S534	f82r	BIOLOGICAL	ydy	Y+DY	FULL_INHERITED_OPERATION	R	Y	Markiere den Posten; abschließen.	Markiere den Posten; abschließen.	YES	EXACT_EVENT_JOIN
506	G407-E3376	G407-S535	f82r	BIOLOGICAL	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	R	Y	Weiter: markiere den Posten; hier.	Weiter: markiere den Posten; hier.	YES	EXACT_EVENT_JOIN
507	G407-E3392	G407-S539	f82r	BIOLOGICAL	oteey	OT+EE+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad II.	Danach: wähle den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
508	G407-E3397	G407-S540	f82r	BIOLOGICAL	daldy	AL+DY	FULL_INHERITED_OPERATION	SH	Y	Halte den Posten; zum Zielort; abschließen.	Halte den Posten; zum Zielort; abschließen.	YES	EXACT_EVENT_JOIN
509	G407-E3400	G407-S543	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad II; abschließen.	Danach: halte den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
510	G407-E3406	G407-S548	f82r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert.	Danach: setze den Wert.	YES	EXACT_EVENT_JOIN
511	G407-E3408	G407-S548	f82r	BIOLOGICAL	qoteeol	OT+EE+OL	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad II; weiterführen.	Danach: stelle den Posten ein; auf Grad II; weiterführen.	YES	EXACT_EVENT_JOIN
512	G407-E3411	G407-S548	f82r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
513	G407-E3419	G407-S551	f82r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
514	G407-E3420	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten.	Danach: setze den Posten.	YES	EXACT_EVENT_JOIN
515	G407-E3421	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten.	Danach: setze den Posten.	YES	EXACT_EVENT_JOIN
516	G407-E3422	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II.	Danach: setze den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
517	G407-E3425	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad II.	Danach: nimm den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
518	G407-E3432	G407-S555	f82r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
519	G407-E3435	G407-S556	f82r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten.	Danach: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
520	G407-E3450	G407-S556	f82r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_EVENT_JOIN
521	G407-E3462	G407-S559	f83r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
522	G407-E3468	G407-S559	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad II; abschließen.	Danach: halte den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
523	G407-E3474	G407-S561	f83r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	K	OR	Danach: gib die Einheit; zum Zielort.	Danach: gib die Einheit; zum Zielort.	YES	EXACT_EVENT_JOIN
524	G407-E3481	G407-S563	f83r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; zum Zielort.	Danach: setze den Wert; zum Zielort.	YES	EXACT_EVENT_JOIN
525	G407-E3493	G407-S566	f83r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	CHD	AIIN	Danach: bearbeite den Wert.	Danach: bearbeite den Wert.	YES	EXACT_EVENT_JOIN
526	G407-E3495	G407-S566	f83r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_EVENT_JOIN
527	G407-E3500	G407-S567	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad II; abschließen.	Danach: bearbeite den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
528	G407-E3516	G407-S572	f83r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
529	G407-E3519	G407-S573	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II; abschließen.	Danach: setze den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
530	G407-E3520	G407-S574	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II; abschließen.	Danach: setze den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
531	G407-E3522	G407-S575	f83r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad I; abschließen.	Danach: bearbeite den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
532	G407-E3561	G407-S583	f83r	BIOLOGICAL	otal	OT+AL	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; zum Zielort.	Danach: gib den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
533	G407-E3575	G407-S587	f83r	BIOLOGICAL	qedy	CARRIER_Q+E+DY	FULL_INHERITED_OPERATION	OK	Y	Setze den Posten; am Beginn; auf Grad I; abschließen.	Setze den Posten; am Beginn; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
534	G407-E3613	G407-S598	f83r	BIOLOGICAL	otor	OT+OR	FULL_INHERITED_OPERATION	P	OR	Danach: setze die Einheit ein.	Danach: setze die Einheit ein.	YES	EXACT_EVENT_JOIN
535	G407-E3632	G407-S602	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad II; abschließen.	Danach: gib den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
536	G407-E3635	G407-S604	f83r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
537	G407-E3642	G407-S606	f83r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
538	G407-E3643	G407-S607	f83r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
539	G407-E3655	G407-S611	f83r	BIOLOGICAL	qotedaiin	OT+E+AIIN	FULL_INHERITED_OPERATION	CHD	AIIN	Danach: bearbeite den Wert; auf Grad I.	Danach: bearbeite den Wert; auf Grad I.	YES	EXACT_EVENT_JOIN
540	G407-E3656	G407-S611	f83r	BIOLOGICAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	CHD	AIIN	Danach: bearbeite den Wert.	Danach: bearbeite den Wert.	YES	EXACT_EVENT_JOIN
541	G407-E3657	G407-S611	f83r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	CHD	AIIN	Danach: bearbeite den Wert; auf Grad I; abschließen.	Danach: bearbeite den Wert; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
542	G407-E3658	G407-S612	f83r	BIOLOGICAL	ldy	L+DY	FULL_INHERITED_OPERATION	CHD	AIIN	Bearbeite den Wert; über die Verbindung; abschließen.	Bearbeite den Wert; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
543	G407-E3660	G407-S613	f83r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad I; abschließen.	Danach: bearbeite den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
544	G407-E3666	G407-S616	f83r	BIOLOGICAL	otor	OT+OR	FULL_INHERITED_OPERATION	T	OR	Danach: stelle die Einheit ein.	Danach: stelle die Einheit ein.	YES	EXACT_EVENT_JOIN
545	G407-E3671	G407-S616	f83r	BIOLOGICAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	T	AIIN	Danach: stelle den Wert ein.	Danach: stelle den Wert ein.	YES	EXACT_EVENT_JOIN
546	G407-E3672	G407-S616	f83r	BIOLOGICAL	olsaly	OL+AL+Y	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein; zum Zielort.	Weiter: stelle den Posten ein; zum Zielort.	YES	EXACT_EVENT_JOIN
547	G407-E3675	G407-S618	f83r	BIOLOGICAL	qolchey	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
548	G407-E3679	G407-S619	f83r	BIOLOGICAL	otal	OT+AL	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; zum Zielort.	Danach: bearbeite den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
549	G407-E3680	G407-S619	f83r	BIOLOGICAL	otchey	OT+Y	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten.	Danach: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
550	G407-E3696	G407-S626	f83r	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; abschließen.	Weiter: halte den Posten; abschließen.	YES	EXACT_EVENT_JOIN
551	G407-E3699	G407-S627	f83r	BIOLOGICAL	qody	CARRIER_Q+O+DY	FULL_INHERITED_OPERATION	SH	Y	Halte den Posten; am Beginn; zur Ausführung; abschließen.	Halte den Posten; am Beginn; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
552	G407-E3701	G407-S628	f83r	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; abschließen.	Weiter: gib den Posten; abschließen.	YES	EXACT_EVENT_JOIN
553	G407-E3710	G407-S633	f83r	BIOLOGICAL	ldy	L+DY	FULL_INHERITED_OPERATION	OK	Y	Setze den Posten; über die Verbindung; abschließen.	Setze den Posten; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
554	G407-E3736	G407-S637	f83r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
555	G407-E3744	G407-S640	f83r	BIOLOGICAL	dairydy	AIR+Y+DY	FULL_INHERITED_OPERATION	K	Y	Gib den Posten; entlang der Bahn; abschließen.	Gib den Posten; entlang der Bahn; abschließen.	YES	EXACT_EVENT_JOIN
556	G407-E3756	G407-S643	f83r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	K	AIN	Weiter: gib den Anteil.	Weiter: gib den Anteil.	YES	EXACT_EVENT_JOIN
557	G407-E3757	G407-S643	f83r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	AIN	Weiter: gib den Anteil.	Weiter: gib den Anteil.	YES	EXACT_EVENT_JOIN
558	G407-E3765	G407-S643	f83r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; zum Zielort.	Danach: bearbeite den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
559	G407-E3774	G407-S646	f83r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten; über die Verbindung.	Weiter: nimm den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
560	G407-E3777	G407-S646	f83r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	CHD	AIIN	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	YES	EXACT_EVENT_JOIN
561	G407-E3783	G407-S647	f83r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	R	Y	Weiter: markiere den Posten.	Weiter: markiere den Posten.	YES	EXACT_EVENT_JOIN
562	G407-E3786	G407-S647	f83r	BIOLOGICAL	qotar	OT+AR	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; vom Ausgang.	Danach: nimm den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
563	G407-E3787	G407-S647	f83r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
564	G407-E3789	G407-S647	f83r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CH	AIIN	Weiter: nimm den Wert.	Weiter: nimm den Wert.	YES	EXACT_EVENT_JOIN
565	G407-E3793	G407-S647	f83r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	CH	OR	Weiter: nimm die Einheit.	Weiter: nimm die Einheit.	YES	EXACT_EVENT_JOIN
566	G407-E3819	G407-S648	f88r	PHARMA	otam	OT+AM_ADDR	FULL_INHERITED_OPERATION	S	OR	Danach: wähle die Einheit; hier.	Danach: wähle die Einheit; hier.	YES	EXACT_EVENT_JOIN
567	G407-E3832	G407-S648	f88r	PHARMA	doleeey	D_ADDR+OL+EEE+Y	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten; hier; auf Grad III.	Weiter: nimm den Posten; hier; auf Grad III.	YES	EXACT_EVENT_JOIN
568	G407-E3848	G407-S649	f88r	PHARMA	oldy	OL+DY	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten; abschließen.	Weiter: nimm den Posten; abschließen.	YES	EXACT_EVENT_JOIN
569	G407-E3865	G407-S650	f88r	PHARMA	oteor	OT+E+OR	FULL_INHERITED_OPERATION	CH	OR	Danach: nimm die Einheit; auf Grad I.	Danach: nimm die Einheit; auf Grad I.	YES	EXACT_EVENT_JOIN
570	G407-E3868	G407-S650	f88r	PHARMA	teol	E+OL	FULL_INHERITED_OPERATION	S	AIIN	Weiter: wähle den Wert; auf Grad I.	Weiter: wähle den Wert; auf Grad I.	YES	EXACT_EVENT_JOIN
571	G407-E3873	G407-S650	f88r	PHARMA	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
572	G407-E3878	G407-S650	f88r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
573	G407-E3880	G407-S650	f88r	PHARMA	ol	OL	FULL_INHERITED_OPERATION	R	AIIN	Weiter: markiere den Wert.	Weiter: markiere den Wert.	YES	EXACT_EVENT_JOIN
574	G407-E3890	G407-S652	f88r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
575	G407-E3893	G407-S652	f88r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
576	G407-E3897	G407-S652	f88r	PHARMA	oldal	OL+DA+L	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert; auf der zweiten Stufe; über die Verbindung.	Weiter: halte den Wert; auf der zweiten Stufe; über die Verbindung.	YES	EXACT_EVENT_JOIN
577	G407-E3900	G407-S652	f88r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
578	G407-E3915	G407-S652	f88r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	CH	OR	Weiter: nimm die Einheit.	Weiter: nimm die Einheit.	YES	EXACT_EVENT_JOIN
579	G407-E3926	G407-S652	f88r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
580	G407-E3927	G407-S652	f88r	PHARMA	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten; hier.	Weiter: nimm den Posten; hier.	YES	EXACT_EVENT_JOIN
581	G407-E3970	G407-S656	f88v	PHARMA	qotody	OT+O+DY	OBJECTLESS_INHERITED_OPERATION	SH	NONE	Danach: halte; zur Ausführung; abschließen.	Danach: halte; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
582	G407-E3972	G407-S657	f88v	PHARMA	oldaiin	OL+D_ADDR+AIIN	FULL_INHERITED_OPERATION	K	AIIN	Weiter: gib den Wert; hier.	Weiter: gib den Wert; hier.	YES	EXACT_EVENT_JOIN
583	G407-E3973	G407-S657	f88v	PHARMA	qoteody	OT+E+O+DY	FULL_INHERITED_OPERATION	K	AIIN	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
584	G407-E3974	G407-S658	f88v	PHARMA	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	FULL_INHERITED_OPERATION	K	Y|AIIN	Weiter: gib den Posten und den Wert; hier.	Weiter: gib den Posten und den Wert; hier.	YES	EXACT_EVENT_JOIN
585	G407-E3988	G407-S658	f88v	PHARMA	oteody	OT+E+O+Y	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad I; zur Ausführung.	Danach: nimm den Posten; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
586	G407-E3995	G407-S659	f88v	PHARMA	otol	OT+OL	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; weiterführen.	Danach: gib den Posten; weiterführen.	YES	EXACT_EVENT_JOIN
587	G407-E3998	G407-S659	f88v	PHARMA	qotody	OT+O+DY	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; zur Ausführung; abschließen.	Danach: nimm den Posten; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
588	G407-E4003	G407-S660	f88v	PHARMA	ol	OL	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
589	G407-E4005	G407-S660	f88v	PHARMA	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
590	G407-E4008	G407-S660	f88v	PHARMA	oteody	OT+E+O+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
591	G407-E4012	G407-S660	f88v	PHARMA	oteol	OT+E+OL	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad I; weiterführen.	Danach: nimm den Posten; auf Grad I; weiterführen.	YES	EXACT_EVENT_JOIN
592	G407-E4016	G407-S660	f88v	PHARMA	oteeody	OT+EE+O+DY	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad II; zur Ausführung; abschließen.	Danach: stelle den Posten ein; auf Grad II; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
593	G407-E4027	G407-S663	f88v	PHARMA	qoteo	OT+E+O	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil; auf Grad I; zur Ausführung.	Danach: halte den Anteil; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
594	G407-E4070	G407-S667	f89r	PHARMA	oldain	OL+AIN	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_EVENT_JOIN
595	G407-E4081	G407-S668	f89r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
596	G407-E4083	G407-S668	f89r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
