recipe_profile_ordinal	recipe	event_count	physical_page_count	surface_count	distinct_microphrase_count	distinct_effective_action_signature_count	distinct_effective_argument_signature_count	resolution_mode_count	resolution_modes	context_variability_band	written_recipe_determines_microphrase	written_all_atom_default_de	most_common_microphrase_de	example_microphrases_de	example_event_ids	scope
238	OK+AL+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; zum Zielort; abschließen	Setze den Posten; zum Zielort; abschließen.	Setze den Posten; zum Zielort; abschließen.	G407-E1659	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
239	OK+AL+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; zum Zielort; zur Ausführung; abschließen	Setze den Anteil; zum Zielort; zur Ausführung; abschließen.	Setze den Anteil; zum Zielort; zur Ausführung; abschließen.	G407-E4427	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
240	OK+AR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; vom Ausgang; abschließen	Setze den Posten; vom Ausgang; abschließen.	Setze den Posten; vom Ausgang; abschließen.	G407-E1488	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
241	OK+CHD+DY+L	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; bearbeiten; abschließen; über die Verbindung	Setze den Posten und bearbeite den Posten; über die Verbindung; abschließen.	Setze den Posten und bearbeite den Posten; über die Verbindung; abschließen.	G407-E2236	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
242	OK+CHD+S+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; bearbeiten; wählen; abschließen	Setze den Posten und bearbeite den Posten und wähle den Posten; abschließen.	Setze den Posten und bearbeite den Posten und wähle den Posten; abschließen.	G407-E2022	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
243	OK+E+D_ADDR+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; auf Grad I; hier; weiter	Weiter: setze den Posten; auf Grad I; hier.	Weiter: setze den Posten; auf Grad I; hier.	G407-E3617	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
244	OK+E+OL+AIIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; auf Grad I; weiter; den Wert	Weiter: setze den Wert; auf Grad I.	Weiter: setze den Wert; auf Grad I.	G407-E1312	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
245	OK+E+S+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; auf Grad I; wählen; abschließen	Setze den Posten und wähle den Posten; auf Grad I; abschließen.	Setze den Posten und wähle den Posten; auf Grad I; abschließen.	G407-E2889	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
246	OK+EE+DY+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; auf Grad II; abschließen; weiter	Setze den Wert; auf Grad II; abschließen; danach weiterführen.	Setze den Wert; auf Grad II; abschließen; danach weiterführen.	G407-E1682	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
247	OK+EE+OL+S	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	setzen; auf Grad II; weiter; wählen	Weiter: setze und wähle; auf Grad II.	Weiter: setze und wähle; auf Grad II.	G407-E1206	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
248	OK+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; zur Ausführung; abschließen	Setze den Posten; zur Ausführung; abschließen.	Setze den Posten; zur Ausführung; abschließen.	G407-E3992	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
249	OK+SH+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; halten; abschließen	Setze den Posten und halte den Posten; abschließen.	Setze den Posten und halte den Posten; abschließen.	G407-E1478	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
250	OK+Y+L+D_ADDR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; den Posten; über die Verbindung; hier; abschließen	Setze den Posten; über die Verbindung; hier; abschließen.	Setze den Posten; über die Verbindung; hier; abschließen.	G407-E3685	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
251	OL+AIIN+Y	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; den Wert; den Posten	Weiter: halte den Wert und den Posten.	Weiter: halte den Wert und den Posten.	G407-E2509	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
252	OL+AL+Y	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; zum Zielort; den Posten	Weiter: stelle den Posten ein; zum Zielort.	Weiter: stelle den Posten ein; zum Zielort.	G407-E3672	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
253	OL+AM_ADDR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; hier	Weiter: bearbeite den Posten; hier.	Weiter: bearbeite den Posten; hier.	G407-E2831	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
254	OL+AR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; vom Ausgang	Weiter: setze den Wert; vom Ausgang.	Weiter: setze den Wert; vom Ausgang.	G407-E1014	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
255	OL+CARRIER_Q+O	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; am Beginn; zur Ausführung	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	G407-E3259	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
256	OL+CH+EE+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; nehmen; auf Grad II; abschließen	Weiter: nimm den Anteil; auf Grad II; abschließen.	Weiter: nimm den Anteil; auf Grad II; abschließen.	G407-E2558	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
257	OL+CH+T+D_ADDR+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; nehmen; einstellen; hier; den Posten	Weiter: nimm den Posten und stelle den Posten ein; hier.	Weiter: nimm den Posten und stelle den Posten ein; hier.	G407-E3138	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
258	OL+DA+L	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; auf der zweiten Stufe; über die Verbindung	Weiter: halte den Wert; auf der zweiten Stufe; über die Verbindung.	Weiter: halte den Wert; auf der zweiten Stufe; über die Verbindung.	G407-E3897	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
259	OL+D_ADDR+CH+K+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; hier; nehmen; geben; den Posten	Weiter: nimm den Posten und gib den Posten; hier.	Weiter: nimm den Posten und gib den Posten; hier.	G407-E0452	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
260	OL+E+OR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; auf Grad I; die Einheit	Weiter: stelle die Einheit ein; auf Grad I.	Weiter: stelle die Einheit ein; auf Grad I.	G407-E1189	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
261	OL+EEE+D_ADDR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; auf Grad III; hier	Weiter: halte den Anteil; auf Grad III; hier.	Weiter: halte den Anteil; auf Grad III; hier.	G407-E2033	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
262	OL+K+AL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; zum Zielort	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort.	G407-E2732	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
263	OL+K+AR+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; vom Ausgang; den Posten	Weiter: gib den Posten; vom Ausgang.	Weiter: gib den Posten; vom Ausgang.	G407-E1633	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
264	OL+K+CHD+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; bearbeiten; den Posten	Weiter: gib den Posten und bearbeite den Posten.	Weiter: gib den Posten und bearbeite den Posten.	G407-E4566	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
265	OL+K+EE+CH+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; auf Grad II; nehmen; den Posten	Weiter: gib den Posten und nimm den Posten; auf Grad II.	Weiter: gib den Posten und nimm den Posten; auf Grad II.	G407-E0791	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
266	OL+K+EE+OL+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; auf Grad II; weiter; den Posten	Weiter: gib den Posten; auf Grad II; nochmals weiterführen.	Weiter: gib den Posten; auf Grad II; nochmals weiterführen.	G407-E1555	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
267	OL+K+SH+D_ADDR+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; halten; hier; den Posten	Weiter: gib den Posten und halte den Posten; hier.	Weiter: gib den Posten und halte den Posten; hier.	G407-E2912	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
268	OL+L+CH+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; über die Verbindung; nehmen; den Posten	Weiter: nimm den Posten; über die Verbindung.	Weiter: nimm den Posten; über die Verbindung.	G407-E2163	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
269	OL+O+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; zur Ausführung; abschließen	Weiter: gib die Einheit; zur Ausführung; abschließen.	Weiter: gib die Einheit; zur Ausführung; abschließen.	G407-E0573	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
270	OL+O+IIN	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; zur Ausführung; auf der Stufe	Weiter: setze die Einheit; zur Ausführung; auf der Stufe.	Weiter: setze die Einheit; zur Ausführung; auf der Stufe.	G407-E2059	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
271	OL+OK+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; setzen; den Posten	Weiter: setze den Posten.	Weiter: setze den Posten.	G407-E2713	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
272	OL+P	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; einsetzen	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	G407-E1836	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
273	OL+P+CHD	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; einsetzen; bearbeiten	Weiter: setze den Posten ein und bearbeite den Posten.	Weiter: setze den Posten ein und bearbeite den Posten.	G515-E0307	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
274	OL+S+AIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; wählen; den Anteil	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	G407-E4407	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
275	OL+SH+E+OR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; halten; auf Grad I; die Einheit	Weiter: halte die Einheit; auf Grad I.	Weiter: halte die Einheit; auf Grad I.	G515-E0238	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
276	OL+SH+EE+D_ADDR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; halten; auf Grad II; hier	Weiter: halte den Posten; auf Grad II; hier.	Weiter: halte den Posten; auf Grad II; hier.	G407-E2346	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
277	OL+T+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; einstellen; den Posten	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	G407-E0784	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
278	OT+AIR+IIN	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; entlang der Bahn; auf der Stufe	Danach: halte den Posten; entlang der Bahn; auf der Stufe.	Danach: halte den Posten; entlang der Bahn; auf der Stufe.	G407-E0082	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
279	OT+AL+AIN	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; zum Zielort; den Anteil	Danach: gib den Anteil; zum Zielort.	Danach: gib den Anteil; zum Zielort.	G407-E4443	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
280	OT+AL+AM_ADDR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; zum Zielort; hier	Danach: stelle den Posten ein; zum Zielort; hier.	Danach: stelle den Posten ein; zum Zielort; hier.	G407-E2248	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
281	OT+AL+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; zum Zielort; abschließen	Danach: halte den Posten; zum Zielort; abschließen.	Danach: halte den Posten; zum Zielort; abschließen.	G407-E4494	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
282	OT+AL+D_ADDR+AR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; zum Zielort; hier; vom Ausgang	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	G407-E2865	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
283	OT+AL+OR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; zum Zielort; die Einheit	Danach: halte die Einheit; zum Zielort.	Danach: halte die Einheit; zum Zielort.	G515-E0417	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
284	OT+AN	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; als Klasse	Danach: bearbeite den Posten; als Klasse.	Danach: bearbeite den Posten; als Klasse.	G407-E1687	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
285	OT+AR+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; vom Ausgang; abschließen	Danach: gib den Anteil; vom Ausgang; abschließen.	Danach: gib den Anteil; vom Ausgang; abschließen.	G407-E4524	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
286	OT+AR+Y	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; vom Ausgang; den Posten	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	G407-E2578	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
287	OT+A_ADDR+K+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; hier; geben; den Posten	Danach: gib den Posten; hier.	Danach: gib den Posten; hier.	G407-E0765	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
288	OT+CH+E+O+D_ADDR+AL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; auf Grad I; zur Ausführung; hier; zum Zielort	Danach: nimm den Posten; auf Grad I; zur Ausführung; hier; zum Zielort.	Danach: nimm den Posten; auf Grad I; zur Ausführung; hier; zum Zielort.	G407-E1076	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
289	OT+CH+E+S	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; auf Grad I; wählen	Danach: nimm den Wert und wähle den Wert; auf Grad I.	Danach: nimm den Wert und wähle den Wert; auf Grad I.	G407-E4555	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
290	OT+CH+L	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; über die Verbindung	Danach: nimm den Posten; über die Verbindung.	Danach: nimm den Posten; über die Verbindung.	G407-E1038	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
291	OT+CH+O+IIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; zur Ausführung; auf der Stufe	Danach: nimm den Wert; zur Ausführung; auf der Stufe.	Danach: nimm den Wert; zur Ausführung; auf der Stufe.	G515-E0057	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
292	OT+CH+O+S	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; zur Ausführung; wählen	Danach: nimm die Einheit und wähle die Einheit; zur Ausführung.	Danach: nimm die Einheit und wähle die Einheit; zur Ausführung.	G407-E0623	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
293	OT+CH+O+SH+OR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; zur Ausführung; halten; die Einheit	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	G407-E0298	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
294	OT+CH+R	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; markieren	Danach: nimm den Posten und markiere den Posten.	Danach: nimm den Posten und markiere den Posten.	G407-E1109	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
295	OT+CHD+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; bearbeiten; den Posten	Danach: bearbeite den Posten.	Danach: bearbeite den Posten.	G407-E4410	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
296	OT+D_ADDR+D_ADDR+Y+AR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; hier; hier; den Posten; vom Ausgang	Danach: halte den Posten; hier; hier; vom Ausgang.	Danach: halte den Posten; hier; hier; vom Ausgang.	G407-E1846	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
297	OT+E+AL	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; zum Zielort	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	G515-E0332	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
298	OT+E+AR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; vom Ausgang	Danach: nimm den Posten; auf Grad I; vom Ausgang.	Danach: nimm den Posten; auf Grad I; vom Ausgang.	G407-E1198	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
299	OT+E+DY+L	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; abschließen; über die Verbindung	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	G407-E2009	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
300	OT+E+D_ADDR+AR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; hier; vom Ausgang	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	G407-E1403	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
301	OT+E+D_ADDR+OR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; hier; die Einheit	Danach: setze die Einheit ein; auf Grad I; hier.	Danach: setze die Einheit ein; auf Grad I; hier.	G407-E3252	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
302	OT+E+D_ADDR+SH+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; hier; halten; auf Grad I; abschließen	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.	G407-E1924	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
303	OT+E+O+CH+E+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; zur Ausführung; nehmen; auf Grad I; den Posten	Danach: nimm den Posten; auf Grad I; zur Ausführung; auf Grad I.	Danach: nimm den Posten; auf Grad I; zur Ausführung; auf Grad I.	G515-E0525	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
304	OT+E+O+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; zur Ausführung; abschließen	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	G407-E3973	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
305	OT+E+O+SH+AR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; zur Ausführung; halten; vom Ausgang	Danach: halte den Wert; auf Grad I; zur Ausführung; vom Ausgang.	Danach: halte den Wert; auf Grad I; zur Ausführung; vom Ausgang.	G407-E1086	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
306	OT+E+OL+Y	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; weiter; den Posten	Danach: halte den Posten; auf Grad I; weiterführen.	Danach: halte den Posten; auf Grad I; weiterführen.	G515-E0581	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
307	OT+E+S	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; wählen	Danach: wähle den Posten; auf Grad I.	Danach: wähle den Posten; auf Grad I.	G407-E1976	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
308	OT+EE+O	1	1	1	1	1	1	1	FORMAL_RELATION_PROLOGUE	ONE_MICROPHRASE	YES	danach; auf Grad II; zur Ausführung	Danach: auf Grad II; zur Ausführung.	Danach: auf Grad II; zur Ausführung.	G407-E1137	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
309	OT+EE+O+D_ADDR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad II; zur Ausführung; hier	Danach: halte den Posten; auf Grad II; zur Ausführung; hier.	Danach: halte den Posten; auf Grad II; zur Ausführung; hier.	G515-E0513	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
310	OT+EE+O+D_ADDR+AIIN	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad II; zur Ausführung; hier; den Wert	Danach: setze den Wert ein; auf Grad II; zur Ausführung; hier.	Danach: setze den Wert ein; auf Grad II; zur Ausführung; hier.	G407-E1061	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
311	OT+EE+O+S_ADDR	1	1	1	1	1	1	1	INHERITED_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad II; zur Ausführung; hier	Danach: nimm; auf Grad II; zur Ausführung; hier.	Danach: nimm; auf Grad II; zur Ausführung; hier.	G407-E1097	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
