unified_serial	dossier_id	case_phase	register	page	locus	semantic_or_operational_input_de	encoder_mode	encoder_rule_id	component_or_nomenclator_formula	selected_surface	renderer_or_address_choice	source_status
U100	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.19	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U101	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U102	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	auf Sollmaß einstellen	PARADIGM_RULE	P11	OK_SET+AIIN_TARGET_MEASURE	okaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U103	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	Beckenwasser	COMPOSE_FROM_COMPONENTS	NONE	K_BASIN+AIR_WATER	kair	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U104	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	dort ansetzen	PARADIGM_RULE	P13	OK_SET+AL_TO	okal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U105	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	daraus	PARADIGM_RULE	P07	AR_FROM	sar	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U106	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U107	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	eine Portion	PARADIGM_RULE	P04	AIN_PORTION	kain	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U108	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	weitere Portion	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+AIN_PORTION	olkain	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U109	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	dorthin	PARADIGM_RULE	P06	AL_TO	al	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U110	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U111	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	R_FRAME+OL_CONTINUE	rol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U112	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.2	Zusatz	COPY_WHOLE_CARD	NONE	DL_BATH_ADDITIVE_WHOLE_CARD	dl	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U113	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	Fortsetzungsansatz	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+OR_BATCH	olor	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U114	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U115	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	kurz zur Zielstelle durchleiten	COMPOSE_FROM_COMPONENTS	NONE	CKH_THROUGH+E_SHORT+AL_TO	sheckhal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U116	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U117	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	dort länger halten	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+EE_HOLD+AL_TO	qokeedal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U118	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U119	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	durchleiten	PARADIGM_RULE	P30	CKH_THROUGH+Y_ITEM	chckhy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U120	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	umsetzen; Schluss	PARADIGM_RULE	P20	CHED_TRANSFER+TERMINAL	schedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U121	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.7	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	qol	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U122	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	schwenken	COPY_WHOLE_CARD	NONE	SSHK_SWIVEL_WHOLE+CLOSE	sshkchdy	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U123	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U124	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U125	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U126	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	fortsetzen; Schluss	PARADIGM_RULE	P23	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	qolchedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U127	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	eine Portion zugeben	PARADIGM_RULE	P12	OK+AIN_PORTION	qokain	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U128	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	durchleiten	PARADIGM_RULE	P30	CKH_THROUGH+Y_ITEM	shckhy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U129	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	Zusatz	COPY_WHOLE_CARD	NONE	DL_BATH_ADDITIVE_WHOLE_CARD	dl	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U130	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.17	zur Zielstelle	COMPOSE_FROM_COMPONENTS	NONE	R_FRAME+AL_TO	ral	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U131	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	umsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OK+CHD_TRANSFER+CLOSE	qokchdy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U132	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	chey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U133	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U134	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	kurz wärmen	PARADIGM_RULE	P27	CHK_WARM+GRADE_1+Y_OPEN	cheky	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U135	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U136	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U137	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U138	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U139	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	durchleiten	PARADIGM_RULE	P30	CKH_THROUGH+Y_ITEM	chckhy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U140	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.18	Posten ansetzen	PARADIGM_RULE	P10	OK_SET+Y_OPEN	qoky	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U141	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	Waschgang	COMPOSE_FROM_COMPONENTS	NONE	LSH_WASH	lsho	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U142	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	kurz ansetzen	PARADIGM_RULE	P14	OK_SET+GRADE_1+Y_OPEN	qokey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U143	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	waschen; Schluss	PARADIGM_RULE	P32	LSH_WASH+DY_CLOSE	lshedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U144	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	waschen; Schluss	PARADIGM_RULE	P32	LSH_WASH+DY_CLOSE	lshedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U145	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U146	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	Q_FRAME+OL_CONTINUE+KY_PATH	qolky	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U147	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	Auslass	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+CHED_TRANSFER+AL_TO	lchedal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U148	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	qol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U149	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.21	danach von dort	COMPOSE_FROM_COMPONENTS	NONE	OT_NEXT+AR_FROM	otar	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U150	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	fuellen	COPY_WHOLE_CARD	NONE	MEMORIZED_WHOLE_CARD	ytey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U151	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	umsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OK+CHED_TRANSFER+CLOSE	okchedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U152	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	dort ansetzen	PARADIGM_RULE	P13	OK_SET+AL_TO	qokal	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U153	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	länger ansetzen	PARADIGM_RULE	P15	OK_SET+GRADE_2+Y_OPEN	okeey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U154	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	qol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U155	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	cheedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U156	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	dorthin	PARADIGM_RULE	P06	AL_TO	sal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U157	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	kurz weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	E_SHORT+OL_CONTINUE	teol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U158	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	umsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	D+CHD_TRANSFER+CLOSE	dchdy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U159	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.24	Gefaess	COPY_WHOLE_CARD	NONE	MEMORIZED_VESSEL_CARD	ly	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U160	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.27	kurz weiter ruhen lassen	COMPOSE_FROM_COMPONENTS	NONE	SH_REST+E_SHORT+OL_CONTINUE	dsheol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U161	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.27	Sollstufe	PARADIGM_RULE	P05	IIN_TARGET_STAGE	oiiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U162	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.27	länger sammeln; Schluss	PARADIGM_RULE	P35	SOLK_COLLECT+EE_LONG+TERMINAL	olkeedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U163	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.27	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	tedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U164	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.27	kurz wärmen	PARADIGM_RULE	P27	CHK_WARM+GRADE_1+Y_OPEN	cheky	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U165	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.27	seihen; Schluss	PARADIGM_RULE	P31	CKHE_STRAIN+TERMINAL	shckhedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U166	D1_ROOT_BATH_RIGHT_WHEEL	HOW	PROSE_WORKSHOP	f81v	f81v.27	dorthin	PARADIGM_RULE	P06	AL_TO	chal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U167	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	umsetzen; Schluss	PARADIGM_RULE	P20	CHED_TRANSFER+TERMINAL	dchedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U168	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	fortsetzen; Schluss	PARADIGM_RULE	P23	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	qolchedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U169	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	eine Portion zugeben	PARADIGM_RULE	P12	OK+AIN_PORTION	qokain	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U170	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	dy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U171	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	länger ansetzen; Schluss	PARADIGM_RULE	P17	OK_SET+GRADE_2+DY_CLOSE	qokeedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U172	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	dort ansetzen	PARADIGM_RULE	P13	OK_SET+AL_TO	qokal	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U173	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	Ausgangsdurchlass	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+CKH_THROUGH+Y_ITEM	lcheckhy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U174	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.2	abführen	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+CHED_TRANSFER	lched	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U175	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.3	länger ansetzen	PARADIGM_RULE	P15	OK_SET+GRADE_2+Y_OPEN	qokeey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U176	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.3	abseihen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+CKHE_STRAIN+TERMINAL	lcheckhedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U177	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.3	dies dort ansetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+AL_TO+Y_ITEM	qokaly	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U178	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.3	bis Sollmass sammeln	COMPOSE_FROM_COMPONENTS	NONE	SOLK_COLLECT+AIIN_MEASURE	solkaiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U179	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.3	durchleiten	PARADIGM_RULE	P30	CKH_THROUGH+Y_ITEM	chckhy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U180	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.3	auf Sollmaß einstellen	PARADIGM_RULE	P11	OK_SET+AIIN_TARGET_MEASURE	qokaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U181	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	auf Sollmaß einstellen	PARADIGM_RULE	P11	OK_SET+AIIN_TARGET_MEASURE	qokaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U182	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	bereit weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	CTH_READY+OL_CONTINUE	octheol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U183	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	länger wärmen	COMPOSE_FROM_COMPONENTS	NONE	CHK_WARM+GRADE_2+Y_CURRENT	chkeey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U184	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	abziehen; Ende	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+CLOSE_EXACT	ldy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U185	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	langer Folgeposten	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+GRADE_2+Y_ITEM	oteey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U186	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	dort ansetzen	PARADIGM_RULE	P13	OK_SET+AL_TO	qokal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U187	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	kurz durchleiten	COMPOSE_FROM_COMPONENTS	NONE	CKH_THROUGH+E_SHORT+Y_CURRENT	sheckhy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U188	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.4	Posten ansetzen	PARADIGM_RULE	P10	OK_SET+Y_OPEN	qoky	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U189	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	Frischwasser	COPY_WHOLE_CARD	NONE	DSHE_FRESH_WATER+DY_CLOSE	dshedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U190	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	Folgemaß	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+AIIN_MEASURE	sotaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U191	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	daraus ansetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+AR_FROM	qokar	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U192	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U193	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	weiter absetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+SHED_SETTLE+CLOSE	solshedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U194	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	länger ansetzen	PARADIGM_RULE	P15	OK_SET+GRADE_2+Y_OPEN	qokeey	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U195	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	Posten ansetzen	PARADIGM_RULE	P10	OK_SET+Y_OPEN	qoky	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U196	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	Auslass	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+S_PORT	ls	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U197	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.7	Klarlauf	PARADIGM_RULE	P37	SHEY_CLEAR_LIQUID_WHOLE	cheey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U198	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.19	eine Portion zugeben	PARADIGM_RULE	P12	OK+AIN_PORTION	okain	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U199	D2_CLEAR_EXTRACT_STAR_ATLAS	HOW	PROSE_WORKSHOP	f82r	f82r.19	daraus	PARADIGM_RULE	P07	AR_FROM	char	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
