control_edge_id	control_cohort	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	predecessor_line_position	head_id	body	registry_source	record_role	body_role_de	medial_predecessor	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-C0231	H3_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.21	S	B	@	S|B|@	7	8	rodaiin	cheockhy	1	1	MIDDLE	H3	odaiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Zubereitung: Dosis oder Wert III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yches oaiin or al chy cheody rodaiin cheockhy oeeody	0	0
G776-C0232	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.24	S	B	@	S|B|@	10	11	lor	ol	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	0	0
G776-C0233	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.27	S	B	@	S|B|@	2	3	los	ar	1	1	MIDDLE	H4	os	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitungsposten	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ysheeo los ar chey qoky chol kchedshedy qokaiin shey qoetar chol qokaram	0	0
G776-C0234	H3_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.29	S	B	@	S|B|@	7	8	ror	pchodar	1	1	MIDDLE	H3	or	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	fshedy shdalky cheedar qopchedy qopchedyd lksho ror pchodar ol chedyo	0	0
G776-C0235	H3_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.31	S	B	@	S|B|@	10	11	raiin	dlchd	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shod ykaiin chdy qotchedy dchol daiin qopol qokairor lchea raiin dlchd	0	0
G776-C0236	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.32	S	B	@	S|B|@	10	11	laiin	chedy	1	1	MIDDLE	H4	aiin	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sor chey okaiin qokeey qokeedy qoaiin chedy qotaiin chety laiin chedy	0	0
G776-C0237	H3_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.34	S	B	@	S|B|@	5	6	raiin	cheky	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cheeo l keeey okeey raiin cheky	0	0
G776-C0238	H3_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.38	S	B	@	S|B|@	7	8	raiin	shey	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dor cheol chot qotchy qokchy sol raiin shey kchedy daiin shedy qoty	0	0
G776-C0239	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.40	S	B	@	S|B|@	3	4	lchy	qokchedy	1	1	MIDDLE	H4	chy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	paiinody lkcheo lchy qokchedy qokl sheedy qokar aiir ar opchdain	0	0
G776-C0240	H3_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.42	S	B	@	S|B|@	2	3	raiin	chkar	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tcheodl raiin chkar qokol lchdy qorshy qokain qokain chep chotchdy	0	0
G776-C0241	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.8	S	B	@	S|B|@	6	7	lor	aiin	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kcheor cheol orair ot chedar lor aiin qokain qoteeol dar ar al opchedy darom	0	0
G776-C0242	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.13	S	B	3	S|B|3	3	4	rar	tcheody	1	1	MIDDLE	H3	ar	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchdarody pcheed rar tcheody polched lpchdy tol rchees cphor orair kol	0	0
G776-C0243	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.13	S	B	3	S|B|3	8	9	rchees	cphor	1	1	MIDDLE	H3	chees	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	getrocknete Mischung, Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchdarody pcheed rar tcheody polched lpchdy tol rchees cphor orair kol	0	0
G776-C0244	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.15	S	B	3	S|B|3	6	7	lr	chdain	1	1	MIDDLE	H4	r	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	verschachtelter H3-Kopf oder Bezugsslot	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	0	0
G776-C0245	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.20	S	B	3	S|B|3	3	4	lkeey	raiin	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ysheey qoteey lkeey raiin cheo lor otal otchedy	0	0
G776-C0246	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.20	S	B	3	S|B|3	4	5	raiin	cheo	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ysheey qoteey lkeey raiin cheo lor otal otchedy	0	0
G776-C0247	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.20	S	B	3	S|B|3	6	7	lor	otal	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ysheey qoteey lkeey raiin cheo lor otal otchedy	0	0
G776-C0248	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.21	S	B	3	S|B|3	5	6	lor	eees	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tshedy sheolkeedy lkeeshdy cheeo lor eees aiin okchedy qopcheddy lky	0	0
G776-C0249	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.26	S	B	3	S|B|3	3	4	lcheey	ror	1	1	MIDDLE	H4	cheey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheedy kchedy lcheey ror al chokedy dol qokeeeos qolkeedy qokar ar	0	0
G776-C0250	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.26	S	B	3	S|B|3	4	5	ror	al	1	1	MIDDLE	H3	or	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheedy kchedy lcheey ror al chokedy dol qokeeeos qolkeedy qokar ar	0	0
G776-C0251	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.29	S	B	3	S|B|3	11	12	lky	raram	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	polor sheedy qoteedy qokechy lraly l shey sheot shedy chteey lky raram	0	0
G776-C0252	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.30	S	B	3	S|B|3	5	6	rchedar	oteedal	1	1	MIDDLE	H3	chedar	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	abgemessene Trockenfraktion I, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheedaiin ol chlor lkchedy rchedar oteedal ar lky	0	0
G776-C0253	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.34	S	B	3	S|B|3	4	5	ldar	shdar	1	1	MIDDLE	H4	dar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	abgemessener Anteil, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	taiin sheeey lchckhy ldar shdar qotchdy qoky shedy qokar chckhy	0	0
G776-C0254	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.35	S	B	3	S|B|3	10	11	rain	checthey	1	1	MIDDLE	H3	ain	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham	0	0
G776-C0255	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.39	S	B	3	S|B|3	6	7	lkaiin	lkchey	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dairal chain ykeedy qokedy qokain lkaiin lkchey lkain lror	0	0
G776-C0256	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.39	S	B	3	S|B|3	8	9	lkain	lror	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dairal chain ykeedy qokedy qokain lkaiin lkchey lkain lror	0	0
G776-C0257	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.4	S	B	3	S|B|3	8	9	lched	otchd	1	1	MIDDLE	H4	ched	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Mittel-/Schlussform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykcheodain lkchedy otechdy qotar or al ytchedy lched otchd chokeedy	0	0
G776-C0258	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.42	S	B	3	S|B|3	9	10	lkar	lkl	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yair al sheey oteeol keody rcheey lkchdy qokchey lkar lkl rodam	0	0
G776-C0259	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.44	S	B	3	S|B|3	6	7	ral	rchos	1	1	MIDDLE	H3	al	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Materialstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ototar sheey qokey qokchey qokchey ral rchos oty lchedy	0	0
G776-C0260	H3_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.44	S	B	3	S|B|3	7	8	rchos	oty	1	1	MIDDLE	H3	chos	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	trockene Zubereitung oder Trockenposten	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ototar sheey qokey qokchey qokchey ral rchos oty lchedy	0	0
G776-C0261	H4_MEDIAL_EXACT_OUTGOING	f115v	f115	f115v.9	S	B	3	S|B|3	9	10	lchey	ror	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ychees chdaiin chotain cholkeedy qotchy chody qotain lkchey lchey ror	0	0
G776-C0262	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.10	S	B	3	S|B|3	7	8	rain	sheedy	1	1	MIDDLE	H3	ain	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	chdin checkhy dar shedy qokeedy shdy rain sheedy cphol r teol chcpham	0	0
G776-C0263	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.17	S	B	3	S|B|3	5	6	lain	okeey	1	1	MIDDLE	H4	ain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dain chey qokeey okeey lain okeey qol chedy	0	0
G776-C0264	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.18	S	B	3	S|B|3	7	8	lor	oiin	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pcharalor qokey r ain otedy opain lor oiin otain otar oteeedy ches ar y	0	0
G776-C0265	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.19	S	B	3	S|B|3	9	10	rain	otey	1	1	MIDDLE	H3	ain	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain	0	0
G776-C0266	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.2	S	B	3	S|B|3	7	8	lar	ar	1	1	MIDDLE	H4	ar	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam	0	0
G776-C0267	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.23	S	B	3	S|B|3	3	4	lkar	shedy	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dain cheeteey lkar shedy qokal shedy qoteedy ches ain ain aly salo lm	0	0
G776-C0268	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.27	S	B	3	S|B|3	4	5	lshedy	orain	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin chey qokey lshedy orain chckhy lkain chy pshedy lshedy qoky ram	0	0
G776-C0269	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.27	S	B	3	S|B|3	7	8	lkain	chy	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin chey qokey lshedy orain chckhy lkain chy pshedy lshedy qoky ram	0	0
G776-C0270	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.27	S	B	3	S|B|3	10	11	lshedy	qoky	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin chey qokey lshedy orain chckhy lkain chy pshedy lshedy qoky ram	0	0
G776-C0271	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.28	S	B	3	S|B|3	2	3	lchey	lkeey	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cheol lchey lkeey sheal lshalshy qotalshy cthedy l ky chedy oteedy lched	0	0
G776-C0272	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.28	S	B	3	S|B|3	3	4	lkeey	sheal	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cheol lchey lkeey sheal lshalshy qotalshy cthedy l ky chedy oteedy lched	0	0
G776-C0273	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.29	S	B	3	S|B|3	3	4	lkeeal	lshey	1	1	MIDDLE	H4	keeal	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	vollständig erhitztes Material, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory	0	0
G776-C0274	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.29	S	B	3	S|B|3	4	5	lshey	chl	1	1	MIDDLE	H4	shey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	feuchte oder angeweichte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory	0	0
G776-C0275	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.29	S	B	3	S|B|3	7	8	lkain	chear	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory	0	0
G776-C0276	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.29	S	B	3	S|B|3	13	14	raraiin	ory	1	1	MIDDLE	H3	araiin	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Teil-/Fraktionsstufe I: Wert III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory	0	0
G776-C0277	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.3	S	B	3	S|B|3	3	4	lshey	cthy	1	1	MIDDLE	H4	shey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	feuchte oder angeweichte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dain chl lshey cthy lshedy oteor shey qo saly	0	0
G776-C0278	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.3	S	B	3	S|B|3	5	6	lshedy	oteor	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dain chl lshey cthy lshedy oteor shey qo saly	0	0
G776-C0279	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.31	S	B	3	S|B|3	4	5	rain	alolfchy	1	1	MIDDLE	H3	ain	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchallarar al ckhal rain alolfchy rpchey shfy ches ar opchekan dlr	0	0
G776-C0280	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.31	S	B	3	S|B|3	6	7	rpchey	shfy	1	1	MIDDLE	H3	pchey	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Verweis auf H1-Trockenform-I-Eintrag	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchallarar al ckhal rain alolfchy rpchey shfy ches ar opchekan dlr	0	0
G776-C0281	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.32	S	B	3	S|B|3	2	3	rain	shey	1	1	MIDDLE	H3	ain	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	0	0
G776-C0282	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.32	S	B	3	S|B|3	8	9	lchedy	rshey	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	0	0
G776-C0283	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.32	S	B	3	S|B|3	9	10	rshey	qokeedy	1	1	MIDDLE	H3	shey	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	feuchte oder angeweichte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	0	0
G776-C0284	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.34	S	B	3	S|B|3	3	4	raiin	shek	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	0	0
G776-C0285	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.35	S	B	3	S|B|3	5	6	lchey	olkey	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shedy qokeey qokain qokeey lchey olkey raiin cthar shckhy qorar	0	0
G776-C0286	H3_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.36	S	B	3	S|B|3	2	3	rain	shey	1	1	MIDDLE	H3	ain	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeey rain shey okeey lkain l dain chey sheckhy qy qokl ain	0	0
G776-C0287	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.36	S	B	3	S|B|3	5	6	lkain	l	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeey rain shey okeey lkain l dain chey sheckhy qy qokl ain	0	0
G776-C0288	H4_MEDIAL_EXACT_OUTGOING	f116r	f116	f116r.37	S	B	3	S|B|3	7	8	lkeey	olkeey	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pairain sheek l y oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	0	0
