surface_id	visible_surface	register_status	common_atom_sequences	common_nucleus_de	prose_master_card_id	prose_short_value_de	prose_occurrences	astro_short_values_de	astro_occurrences	astro_owner_count	astro_owners	reading_rule_de
SF0471	yshey	ASTRO_ONLY	Y+CHEEY	SICHTBARES ERGEBNIS/ABLESEWERT	NONE	NONE	0	aktueller Ablesewert	1	1	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	lies CHEEY/SHEY als sichtbares Ergebnis; Besitzer erweitert zu Klarauszug oder Tafelablesung
SF0472	ytalchos	ASTRO_ONLY	YT+AL+HO	PLATZ/PHASE + ZIEL + EINGANGSPOSTEN	NONE	NONE	0	bezeichneter Platz oder Phase + AL+HO	1	1	A1_LEFT_OUTER_RING_TEXT	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0473	ytchodly	ASTRO_ONLY	YT+HO	PLATZ/PHASE + EINGANGSPOSTEN	NONE	NONE	0	bezeichneter Platz oder Phase + HO	1	1	A1_LEFT_OUTER_STAR_STATION_08	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0474	ytchody	ASTRO_ONLY	YT+HO	PLATZ/PHASE + EINGANGSPOSTEN	NONE	NONE	0	bezeichneter Platz oder Phase + HO	1	1	A2_STAR_STATION_10	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0475	yteody	ASTRO_ONLY	YT+E+OD+Y	diesen Platz kurz markieren	NONE	NONE	0	diesen Platz kurz markieren	1	1	A2_MIDDLE_PANEL_HEADER	lies OD als markiert/eingetragen; längere registrierte Körper blockieren die Teilung
SF0476	yteoor	ASTRO_ONLY	YT+OR	PLATZ/PHASE + SATZ/ANSATZ	NONE	NONE	0	bezeichneter Platz oder Phase + OR	1	1	A1_LEFT_LOCAL_FIELD_26	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0477	yteos	ASTRO_ONLY	YT	PLATZ/PHASE	NONE	NONE	0	bezeichneter Platz oder Phase	1	1	A1_LEFT_LOCAL_FIELD_40	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0478	ytey	PROSE_ONLY	Y+E+TY	AKTUELLER POSTEN + KURZ + TEIL	MC109	kurzen Teil des aktuellen Postens nehmen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0479	yto	ASTRO_ONLY	YT	PLATZ/PHASE	NONE	NONE	0	bezeichneter Platz oder Phase	2	2	A1_LEFT_LOCAL_FIELD_26|A3_LEFT_WHEEL_RING_TEXT	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0480	ytoaiin	ASTRO_ONLY	YT+AIIN	PLATZ/PHASE + SOLLWERT	NONE	NONE	0	bezeichneter Platz oder Phase + AIIN	1	1	A1_LEFT_LOCAL_FIELD_37	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0481	ytodal	ASTRO_ONLY	YT+AL	PLATZ/PHASE + ZIEL	NONE	NONE	0	bezeichneter Platz oder Phase + AL	1	1	A1_LEFT_OUTER_STAR_STATION_04	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0482	ytody	ASTRO_ONLY	YT+OD+Y	diesen Platz eintragen	NONE	NONE	0	diesen Platz eintragen	2	2	A1_LEFT_LOCAL_FIELD_29|A3_LEFT_RADIAL_SLOT_07	lies OD als markiert/eingetragen; längere registrierte Körper blockieren die Teilung
SF0483	ytoeopchey	ASTRO_ONLY	YT	PLATZ/PHASE	NONE	NONE	0	bezeichneter Platz oder Phase	1	1	A1_LEFT_LOCAL_FIELD_41	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0484	ytokar	ASTRO_ONLY	YT+OK+AR	PLATZ/PHASE + AKTIVIEREN/ANSETZEN + QUELLE	NONE	NONE	0	bezeichneter Platz oder Phase + OK+AR	1	1	A1_LEFT_OUTER_STAR_STATION_10	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0485	ytor	ASTRO_ONLY	YT+OR	PLATZ/PHASE + SATZ/ANSATZ	NONE	NONE	0	bezeichneter Platz oder Phase + OR	1	1	A1_LEFT_LOCAL_FIELD_36	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0486	ytory	ASTRO_ONLY	YT+OR	PLATZ/PHASE + SATZ/ANSATZ	NONE	NONE	0	bezeichneter Platz oder Phase + OR	1	1	A3_LEFT_RADIAL_SLOT_05	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
SF0487	ytyd	ASTRO_ONLY	YT+TY	PLATZ/PHASE + TEIL	NONE	NONE	0	bezeichneter Platz oder Phase + TY	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies lokalen Tabellenstamm; lies gemeinsame Kerne rechts davon; Besitzer liefert konkrete Klasse oder Stelle
