paragraph	locus	index	raw	D	H	status	U	R	C	row_status
f93r|f93r.1-f93r.32	f93r.2	3	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.2	4	chotom	[ungelesen: chotom]	[ungelesen: chotom]	UNREAD	[ungelesen: chotom]	[ungelesen: chotom]	[ungelesen: chotom]	recorded
f93r|f93r.1-f93r.32	f93r.2	5	cthodar	[ungelesen: cthodar]	[ungelesen: cthodar]	UNREAD	[ungelesen: cthodar]	[ungelesen: cthodar]	[ungelesen: cthodar]	recorded
f93r|f93r.1-f93r.32	f93r.2	6	sheo	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.2	7	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	8	oteodal	[ungelesen: oteodal]	[ungelesen: oteodal]	UNREAD	[ungelesen: oteodal]	[ungelesen: oteodal]	[ungelesen: oteodal]	recorded
f93r|f93r.1-f93r.32	f93r.2	9	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	10	ofchoshy	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	UNREAD	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	recorded
f93r|f93r.1-f93r.32	f93r.2	11	cthoshol	[ungelesen: cthoshol]	[ungelesen: cthoshol]	UNREAD	[ungelesen: cthoshol]	[ungelesen: cthoshol]	[ungelesen: cthoshol]	recorded
f93r|f93r.1-f93r.32	f93r.3	1	dsho	[ungelesen: dsho]	[ungelesen: dsho]	UNREAD	[ungelesen: dsho]	[ungelesen: dsho]	[ungelesen: dsho]	recorded
f93r|f93r.1-f93r.32	f93r.3	2	dal	Maß	Maß	ASSUMED	Maß	Maß	Maß	recorded
f93r|f93r.1-f93r.32	f93r.3	3	dalody	[ungelesen: dalody]	[ungelesen: dalody]	UNREAD	[ungelesen: dalody]	[ungelesen: dalody]	[ungelesen: dalody]	recorded
f93r|f93r.1-f93r.32	f93r.3	4	ytchchy	[ungelesen: ytchchy]	[ungelesen: ytchchy]	UNREAD	[ungelesen: ytchchy]	[ungelesen: ytchchy]	[ungelesen: ytchchy]	recorded
f93r|f93r.1-f93r.32	f93r.3	5	dam	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.3	6	chody	getrocknetes Material	getrocknetes Material	ASSUMED	getrocknetes Material	getrocknetes Material	getrocknetes Material	recorded
f93r|f93r.1-f93r.32	f93r.3	7	dal	Maß	Maß	ASSUMED	Maß	Maß	Maß	recorded
f93r|f93r.1-f93r.32	f93r.3	8	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.3	9	schodchy	[ungelesen: schodchy]	[ungelesen: schodchy]	UNREAD	[ungelesen: schodchy]	[ungelesen: schodchy]	[ungelesen: schodchy]	recorded
f93r|f93r.1-f93r.32	f93r.3	10	qotchd	[ungelesen: qotchd]	[ungelesen: qotchd]	UNREAD	[ungelesen: qotchd]	[ungelesen: qotchd]	[ungelesen: qotchd]	recorded
f93r|f93r.1-f93r.32	f93r.4	1	sol	[ungelesen: sol]	[ungelesen: sol]	UNREAD	[ungelesen: sol]	[ungelesen: sol]	[ungelesen: sol]	recorded
f93r|f93r.1-f93r.32	f93r.4	2	shotol	[ungelesen: shotol]	[ungelesen: shotol]	UNREAD	[ungelesen: shotol]	[ungelesen: shotol]	[ungelesen: shotol]	recorded
f93r|f93r.1-f93r.32	f93r.4	3	qokchodal	[ungelesen: qokchodal]	[ungelesen: qokchodal]	UNREAD	[ungelesen: qokchodal]	[ungelesen: qokchodal]	[ungelesen: qokchodal]	recorded
f93r|f93r.1-f93r.32	f93r.4	4	shody	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.4	5	chotol	[ungelesen: chotol]	[ungelesen: chotol]	UNREAD	[ungelesen: chotol]	[ungelesen: chotol]	[ungelesen: chotol]	recorded
f93r|f93r.1-f93r.32	f93r.4	6	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.4	7	otol	[ungelesen: otol]	[ungelesen: otol]	UNREAD	[ungelesen: otol]	[ungelesen: otol]	[ungelesen: otol]	recorded
f93r|f93r.1-f93r.32	f93r.4	8	ytchdg	[ungelesen: ytchdg]	[ungelesen: ytchdg]	UNREAD	[ungelesen: ytchdg]	[ungelesen: ytchdg]	[ungelesen: ytchdg]	recorded
f93r|f93r.1-f93r.32	f93r.5	1	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.5	2	chody	getrocknetes Material	getrocknetes Material	ASSUMED	getrocknetes Material	getrocknetes Material	getrocknetes Material	recorded
f93r|f93r.1-f93r.32	f93r.5	3	cfhol	[ungelesen: cfhol]	[ungelesen: cfhol]	UNREAD	[ungelesen: cfhol]	[ungelesen: cfhol]	[ungelesen: cfhol]	recorded
f93r|f93r.1-f93r.32	f93r.5	4	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.5	5	qokol	erwärmter Grundansatz	erwärmter Grundansatz	ASSUMED	erwärmter Grundansatz	erwärmter Grundansatz	erwärmter Grundansatz	recorded
f93r|f93r.1-f93r.32	f93r.5	6	otodar	[ungelesen: otodar]	[ungelesen: otodar]	UNREAD	[ungelesen: otodar]	[ungelesen: otodar]	[ungelesen: otodar]	recorded
f93r|f93r.1-f93r.32	f93r.5	7	chodain	[ungelesen: chodain]	[ungelesen: chodain]	UNREAD	[ungelesen: chodain]	[ungelesen: chodain]	[ungelesen: chodain]	recorded
f93r|f93r.1-f93r.32	f93r.6	1	tar	[ungelesen: tar]	[ungelesen: tar]	UNREAD	[ungelesen: tar]	[ungelesen: tar]	[ungelesen: tar]	recorded
f93r|f93r.1-f93r.32	f93r.6	2	otor	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.6	3	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.6	4	cho	Inneres	Inneres	ASSUMED	Inneres	Inneres	Inneres	recorded
f93r|f93r.1-f93r.32	f93r.6	5	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.6	6	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.6	7	sheoees	[ungelesen: sheoees]	[ungelesen: sheoees]	UNREAD	[ungelesen: sheoees]	[ungelesen: sheoees]	[ungelesen: sheoees]	recorded
f93r|f93r.1-f93r.32	f93r.7	1	shor	Samen	Samen	ASSUMED	Samen	Samen	Samen	recorded
f93r|f93r.1-f93r.32	f93r.7	2	shol	feucht	feucht	ASSUMED	feucht	feucht	feucht	recorded
f93r|f93r.1-f93r.32	f93r.7	3	ody	Endprodukt	Endprodukt	ASSUMED	Endprodukt	Endprodukt	Endprodukt	recorded
f93r|f93r.1-f93r.32	f93r.7	4	cheodaiin	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	UNREAD	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	recorded
f93r|f93r.1-f93r.32	f93r.7	5	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.8	1	lor	mit	mit	ASSUMED	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.8	2	sheeody	[ungelesen: sheeody]	[ungelesen: sheeody]	UNREAD	[ungelesen: sheeody]	[ungelesen: sheeody]	[ungelesen: sheeody]	recorded
f93r|f93r.1-f93r.32	f93r.8	3	chodaiin	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.8	4	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.8	5	odar	[ungelesen: odar]	[ungelesen: odar]	UNREAD	[ungelesen: odar]	[ungelesen: odar]	[ungelesen: odar]	recorded
f93r|f93r.1-f93r.32	f93r.9	1	shodam	[ungelesen: shodam]	[ungelesen: shodam]	UNREAD	[ungelesen: shodam]	[ungelesen: shodam]	[ungelesen: shodam]	recorded
f93r|f93r.1-f93r.32	f93r.9	2	okcheody	[ungelesen: okcheody]	[ungelesen: okcheody]	UNREAD	[ungelesen: okcheody]	[ungelesen: okcheody]	[ungelesen: okcheody]	recorded
f93r|f93r.1-f93r.32	f93r.9	3	cthoctho'l	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	UNREAD	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	recorded
f93r|f93r.1-f93r.32	f93r.10	1	ychos	zerkleinere	zerkleinere	ASSUMED	zerkleinere	zerkleinere	zerkleinere	recorded
f93r|f93r.1-f93r.32	f93r.10	2	chey	prüfe	prüfe	ASSUMED	prüfe	prüfe	prüfe	recorded
f93r|f93r.1-f93r.32	f93r.10	3	keol	[ungelesen: keol]	[ungelesen: keol]	UNREAD	[ungelesen: keol]	[ungelesen: keol]	[ungelesen: keol]	recorded
f93r|f93r.1-f93r.32	f93r.10	4	cheol	flüssige Zubereitung	flüssige Zubereitung	ASSUMED	flüssige Zubereitung	flüssige Zubereitung	flüssige Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.10	5	ckhody	[ungelesen: ckhody]	[ungelesen: ckhody]	UNREAD	[ungelesen: ckhody]	[ungelesen: ckhody]	[ungelesen: ckhody]	recorded
f93r|f93r.1-f93r.32	f93r.11	1	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	2	oteol	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	3	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.11	4	odam	[ungelesen: odam]	[ungelesen: odam]	UNREAD	[ungelesen: odam]	[ungelesen: odam]	[ungelesen: odam]	recorded
f93r|f93r.1-f93r.32	f93r.11	5	sheo	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	6	al	davon	davon	ASSUMED	davon	davon	davon	recorded
f93r|f93r.1-f93r.32	f93r.11	7	sal	[ungelesen: sal]	[ungelesen: sal]	UNREAD	[ungelesen: sal]	[ungelesen: sal]	[ungelesen: sal]	recorded
f93r|f93r.1-f93r.32	f93r.12	1	qokor	erhitze	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.12	2	shey	[ungelesen: shey]	[ungelesen: shey]	UNREAD	[ungelesen: shey]	[ungelesen: shey]	[ungelesen: shey]	recorded
f93r|f93r.1-f93r.32	f93r.12	3	okcheor	[ungelesen: okcheor]	[ungelesen: okcheor]	UNREAD	[ungelesen: okcheor]	[ungelesen: okcheor]	[ungelesen: okcheor]	recorded
f93r|f93r.1-f93r.32	f93r.12	4	sheodom	[ungelesen: sheodom]	[ungelesen: sheodom]	UNREAD	[ungelesen: sheodom]	[ungelesen: sheodom]	[ungelesen: sheodom]	recorded
f93r|f93r.1-f93r.32	f93r.13	1	shodaiin	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.13	2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f93r|f93r.1-f93r.32	f93r.13	3	kchol	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.13	4	r	darauf	darauf	ASSUMED	darauf	darauf	darauf	recorded
f93r|f93r.1-f93r.32	f93r.14	1	ychey	[ungelesen: ychey]	[ungelesen: ychey]	UNREAD	[ungelesen: ychey]	[ungelesen: ychey]	[ungelesen: ychey]	recorded
f93r|f93r.1-f93r.32	f93r.14	2	ckhos	[ungelesen: ckhos]	[ungelesen: ckhos]	UNREAD	[ungelesen: ckhos]	[ungelesen: ckhos]	[ungelesen: ckhos]	recorded
f93r|f93r.1-f93r.32	f93r.14	3	okcheod	[ungelesen: okcheod]	[ungelesen: okcheod]	UNREAD	[ungelesen: okcheod]	[ungelesen: okcheod]	[ungelesen: okcheod]	recorded
f93r|f93r.1-f93r.32	f93r.14	4	chr	Blütenrest	Blütenrest	ASSUMED	Blütenrest	Blütenrest	Blütenrest	recorded
f93r|f93r.1-f93r.32	f93r.15	1	ochol	[ungelesen: ochol]	[ungelesen: ochol]	UNREAD	[ungelesen: ochol]	[ungelesen: ochol]	[ungelesen: ochol]	recorded
f93r|f93r.1-f93r.32	f93r.15	2	shodal	[ungelesen: shodal]	[ungelesen: shodal]	UNREAD	[ungelesen: shodal]	[ungelesen: shodal]	[ungelesen: shodal]	recorded
f93r|f93r.1-f93r.32	f93r.15	3	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.15	4	cheodam	[ungelesen: cheodam]	[ungelesen: cheodam]	UNREAD	[ungelesen: cheodam]	[ungelesen: cheodam]	[ungelesen: cheodam]	recorded
f93r|f93r.1-f93r.32	f93r.16	1	choshy	[ungelesen: choshy]	[ungelesen: choshy]	UNREAD	[ungelesen: choshy]	[ungelesen: choshy]	[ungelesen: choshy]	recorded
f93r|f93r.1-f93r.32	f93r.16	2	qokor	erhitze	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.16	3	chckhs	[ungelesen: chckhs]	[ungelesen: chckhs]	UNREAD	[ungelesen: chckhs]	[ungelesen: chckhs]	[ungelesen: chckhs]	recorded
f93r|f93r.1-f93r.32	f93r.17	1	tcheo	[ungelesen: tcheo]	[ungelesen: tcheo]	UNREAD	[ungelesen: tcheo]	[ungelesen: tcheo]	[ungelesen: tcheo]	recorded
f93r|f93r.1-f93r.32	f93r.17	2	l	[ungelesen: l]	[ungelesen: l]	UNREAD	[ungelesen: l]	[ungelesen: l]	[ungelesen: l]	recorded
f93r|f93r.1-f93r.32	f93r.17	3	cholchecthody	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	UNREAD	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	recorded
f93r|f93r.1-f93r.32	f93r.18	1	olkees	[ungelesen: olkees]	[ungelesen: olkees]	UNREAD	[ungelesen: olkees]	[ungelesen: olkees]	[ungelesen: olkees]	recorded
f93r|f93r.1-f93r.32	f93r.18	2	shodaiin	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.18	3	shody	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.19	1	tchor	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f93r|f93r.1-f93r.32	f93r.19	2	shol	feucht	feucht	ASSUMED	feucht	feucht	feucht	recorded
f93r|f93r.1-f93r.32	f93r.19	3	r	darauf	darauf	ASSUMED	darauf	darauf	darauf	recorded
f93r|f93r.1-f93r.32	f93r.19	4	sheoky	[ungelesen: sheoky]	[ungelesen: sheoky]	UNREAD	[ungelesen: sheoky]	[ungelesen: sheoky]	[ungelesen: sheoky]	recorded
f93r|f93r.1-f93r.32	f93r.20	1	ychockhy	[ungelesen: ychockhy]	[ungelesen: ychockhy]	UNREAD	[ungelesen: ychockhy]	[ungelesen: ychockhy]	[ungelesen: ychockhy]	recorded
f93r|f93r.1-f93r.32	f93r.20	2	cthol	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.20	3	osos	[ungelesen: osos]	[ungelesen: osos]	UNREAD	[ungelesen: osos]	[ungelesen: osos]	[ungelesen: osos]	recorded
f93r|f93r.1-f93r.32	f93r.21	1	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.21	2	shol	feucht	feucht	ASSUMED	feucht	feucht	feucht	recorded
f93r|f93r.1-f93r.32	f93r.21	3	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f93r|f93r.1-f93r.32	f93r.21	4	shcthy	[ungelesen: shcthy]	[ungelesen: shcthy]	UNREAD	[ungelesen: shcthy]	[ungelesen: shcthy]	[ungelesen: shcthy]	recorded
f93r|f93r.1-f93r.32	f93r.22	1	kchor	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	ASSUMED	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.22	2	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f93r|f93r.1-f93r.32	f93r.22	3	chakal	[ungelesen: chakal]	[ungelesen: chakal]	UNREAD	[ungelesen: chakal]	[ungelesen: chakal]	[ungelesen: chakal]	recorded
f93r|f93r.1-f93r.32	f93r.22	4	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f93r|f93r.1-f93r.32	f93r.23	1	oain	[ungelesen: oain]	[ungelesen: oain]	UNREAD	[ungelesen: oain]	[ungelesen: oain]	[ungelesen: oain]	recorded
f93r|f93r.1-f93r.32	f93r.23	2	okor	[ungelesen: okor]	[ungelesen: okor]	UNREAD	[ungelesen: okor]	[ungelesen: okor]	[ungelesen: okor]	recorded
f93r|f93r.1-f93r.32	f93r.23	3	shody	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.23	4	teols	[ungelesen: teols]	[ungelesen: teols]	UNREAD	[ungelesen: teols]	[ungelesen: teols]	[ungelesen: teols]	recorded
f93r|f93r.1-f93r.32	f93r.24	1	ychocthy	[ungelesen: ychocthy]	[ungelesen: ychocthy]	UNREAD	[ungelesen: ychocthy]	[ungelesen: ychocthy]	[ungelesen: ychocthy]	recorded
f93r|f93r.1-f93r.32	f93r.24	2	chotey	[ungelesen: chotey]	[ungelesen: chotey]	UNREAD	[ungelesen: chotey]	[ungelesen: chotey]	[ungelesen: chotey]	recorded
f93r|f93r.1-f93r.32	f93r.24	3	teey	[ungelesen: teey]	[ungelesen: teey]	UNREAD	[ungelesen: teey]	[ungelesen: teey]	[ungelesen: teey]	recorded
f93r|f93r.1-f93r.32	f93r.24	4	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.25	1	ysaiin	[ungelesen: ysaiin]	[ungelesen: ysaiin]	UNREAD	[ungelesen: ysaiin]	[ungelesen: ysaiin]	[ungelesen: ysaiin]	recorded
f93r|f93r.1-f93r.32	f93r.25	2	chotar	[ungelesen: chotar]	[ungelesen: chotar]	UNREAD	[ungelesen: chotar]	[ungelesen: chotar]	[ungelesen: chotar]	recorded
f93r|f93r.1-f93r.32	f93r.25	3	shody	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.26	1	ocheodaiin	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	UNREAD	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	recorded
f93r|f93r.1-f93r.32	f93r.26	2	tchos	[ungelesen: tchos]	[ungelesen: tchos]	UNREAD	[ungelesen: tchos]	[ungelesen: tchos]	[ungelesen: tchos]	recorded
f93r|f93r.1-f93r.32	f93r.26	3	sor	weiterer Bestandteil	weiterer Bestandteil	ASSUMED	weiterer Bestandteil	weiterer Bestandteil	weiterer Bestandteil	recorded
f93r|f93r.1-f93r.32	f93r.27	1	qokor	erhitze	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.27	2	cheo	Zubereitung	Zubereitung	ASSUMED	Zubereitung	Zubereitung	Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.27	3	los	[ungelesen: los]	[ungelesen: los]	UNREAD	[ungelesen: los]	[ungelesen: los]	[ungelesen: los]	recorded
f93r|f93r.1-f93r.32	f93r.27	4	ckheody	[ungelesen: ckheody]	[ungelesen: ckheody]	UNREAD	[ungelesen: ckheody]	[ungelesen: ckheody]	[ungelesen: ckheody]	recorded
f93r|f93r.1-f93r.32	f93r.28	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f93r|f93r.1-f93r.32	f93r.28	2	odol	abgemessene Zubereitung	abgemessene Zubereitung	ASSUMED	abgemessene Zubereitung	abgemessene Zubereitung	abgemessene Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.28	3	chodaiin	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.28	4	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.29	1	dain	Dosis P	Dosis P	ASSUMED	Dosis P	Dosis P	Dosis P	recorded
f93r|f93r.1-f93r.32	f93r.29	2	{ck}cho	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	UNREAD	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	recorded
f93r|f93r.1-f93r.32	f93r.29	3	ctho	Krautmehl	Krautmehl	ASSUMED	Krautmehl	Krautmehl	Krautmehl	recorded
f93r|f93r.1-f93r.32	f93r.29	4	ctho[s:e]g	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	UNREAD	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	recorded
f93r|f93r.1-f93r.32	f93r.30	1	shodaiin	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.30	2	qokcho	verarbeite warm	verarbeite warm	ASSUMED	verarbeite warm	verarbeite warm	verarbeite warm	recorded
f93r|f93r.1-f93r.32	f93r.30	3	cthol	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.31	1	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.31	2	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.31	3	cthol	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.31	4	olchod	[ungelesen: olchod]	[ungelesen: olchod]	UNREAD	[ungelesen: olchod]	[ungelesen: olchod]	[ungelesen: olchod]	recorded
f93r|f93r.1-f93r.32	f93r.32	1	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.32	2	chokal	[ungelesen: chokal]	[ungelesen: chokal]	UNREAD	[ungelesen: chokal]	[ungelesen: chokal]	[ungelesen: chokal]	recorded
f93r|f93r.1-f93r.32	f93r.32	3	schos	[ungelesen: schos]	[ungelesen: schos]	UNREAD	[ungelesen: schos]	[ungelesen: schos]	[ungelesen: schos]	recorded
f99r|f99r.47-f99r.52	f99r.47	1	tol	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	ASSUMED	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	recorded
f99r|f99r.47-f99r.52	f99r.47	2	keey	[ungelesen: keey]	[ungelesen: keey]	UNREAD	[ungelesen: keey]	[ungelesen: keey]	[ungelesen: keey]	recorded
f99r|f99r.47-f99r.52	f99r.47	3	ctheey	Krautzubereitung	Krautzubereitung	ASSUMED	Krautzubereitung	Krautzubereitung	Krautzubereitung	recorded
