complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
55	1787	G407-S089	2	f75r	ACTION:G407-E1478@2:SH	G407-E1478	RUNNING:G407-E1478@2	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1478@1:OK	Halte den Zustand	Halte denselben Stationsansatz	YES
56	1789	G407-S090	1	f75r	ACTION:G407-E1479@2:T	G407-E1479	RUNNING:G407-E1479@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+AIN	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1479@2:T	Reguliere den Stationsansatz und die Anwendungsportion	Reguliere den Stationsansatz und die Anwendungsportion	NO
57	1790	G407-S090	2	f75r	ACTION:G407-E1480@1:CHD	G407-E1480	RUNNING:G407-E1480@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1480@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
58	1791	G407-S090	3	f75r	ACTION:G407-E1481@1:OK	G407-E1481	RUNNING:G407-E1481@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1481@1:OK	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung vor	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung vor	YES
59	1793	G407-S090	5	f75r	ACTION:G407-E1484@1:CHD	G407-E1484	RUNNING:G407-E1484@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1484@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
60	1794	G407-S090	6	f75r	ACTION:G407-E1485@1:OK	G407-E1485	RUNNING:G407-E1485@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1485@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
61	1795	G407-S090	7	f75r	ACTION:G407-E1486@1:S	G407-E1486	RUNNING:G407-E1486@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	2	OR+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1486@1:S	Wähle die Becken- oder Körpereinheit und den Stationsansatz aus	Wähle die Stationseinheit und den Stationsansatz aus	NO
62	1796	G407-S090	8	f75r	ACTION:G407-E1488@1:OK	G407-E1488	RUNNING:G407-E1488@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1486@1:S	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	Beschicke oder bereite denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor	YES
63	1798	G407-S091	1	f75r	ACTION:G407-E1489@2:SH	G407-E1489	RUNNING:G407-E1489@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:D_ADDR	Halte im Bad auf Grad I und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	NO
64	1799	G407-S091	2	f75r	ACTION:G407-E1489@4:CH	G407-E1489	RUNNING:G407-E1489@4	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1489@5:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
65	1800	G407-S091	3	f75r	ACTION:G407-E1489@5:K	G407-E1489	RUNNING:G407-E1489@5	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1489@5:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
66	1801	G407-S091	4	f75r	ACTION:G407-E1490@1:OK	G407-E1490	RUNNING:G407-E1490@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1490@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	YES
67	1802	G407-S091	5	f75r	ACTION:G407-E1491@1:CH	G407-E1491	RUNNING:G407-E1491@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1491@2:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
68	1803	G407-S091	6	f75r	ACTION:G407-E1491@2:K	G407-E1491	RUNNING:G407-E1491@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1491@2:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
69	1804	G407-S091	7	f75r	ACTION:G407-E1492@2:SH	G407-E1492	RUNNING:G407-E1492@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:L	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO
70	1806	G407-S093	1	f75r	ACTION:G407-E1494@1:OK	G407-E1494	RUNNING:G407-E1494@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T06_RIGHT_BOUNDED_COMPLETED_OR_DEFAULT	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1494@2:CHD	Beschicke oder bereite vor	Beschicke oder bereite den Stationsansatz vor	YES
71	1807	G407-S093	2	f75r	ACTION:G407-E1494@2:CHD	G407-E1494	RUNNING:G407-E1494@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	NO
72	1809	G407-S094	1	f75r	ACTION:G407-E1495@1:CH	G407-E1495	RUNNING:G407-E1495@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1495@3:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
73	1810	G407-S094	2	f75r	ACTION:G407-E1495@2:CH	G407-E1495	RUNNING:G407-E1495@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1495@3:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
74	1811	G407-S094	3	f75r	ACTION:G407-E1495@3:T	G407-E1495	RUNNING:G407-E1495@3	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1495@3:T	Reguliere den Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung	NO
75	1812	G407-S094	4	f75r	ACTION:G407-E1497@1:OK	G407-E1497	RUNNING:G407-E1497@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1495@3:T	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
76	1814	G407-S095	1	f75r	ACTION:G407-E1498@1:OK	G407-E1498	RUNNING:G407-E1498@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite in der bezeichneten Stationsart vor	Beschicke oder bereite den Stationsansatz in der bezeichneten Stationsart vor	YES
77	1815	G407-S095	2	f75r	ACTION:G407-E1499@1:CH	G407-E1499	RUNNING:G407-E1499@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1499@4:K	Entnimm oder lass auf Grad I ab	Entnimm oder lass den Stationsansatz auf Grad I ab	YES
78	1816	G407-S095	3	f75r	ACTION:G407-E1499@3:CH	G407-E1499	RUNNING:G407-E1499@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1499@4:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
79	1817	G407-S095	4	f75r	ACTION:G407-E1499@4:K	G407-E1499	RUNNING:G407-E1499@4	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1499@4:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
80	1818	G407-S095	5	f75r	ACTION:G407-E1500@1:OK	G407-E1500	RUNNING:G407-E1500@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1499@4:K	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	Beschicke oder bereite denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor	YES
81	1820	G407-S095	7	f75r	ACTION:G407-E1501@2:CHD	G407-E1501	RUNNING:G407-E1501@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1499@4:K	Behandle den Ansatz	Behandle denselben Stationsansatz	NO
82	1822	G407-S096	1	f75r	ACTION:G407-E1502@1:S	G407-E1502	RUNNING:G407-E1502@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	NO
83	1823	G407-S096	2	f75r	ACTION:G407-E1503@2:SH	G407-E1503	RUNNING:G407-E1503@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	OR	UNIT	Badeinheit	die Badeinheit	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1503:RUNNING:G407-E1503@3	Halte die Becken- oder Körpereinheit im Bad an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	Halte die Badeinheit im Bad an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	NO
84	1825	G407-S096	4	f75r	ACTION:G407-E1505@1:CHD	G407-E1505	RUNNING:G407-E1505@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1505@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
85	1826	G407-S096	5	f75r	ACTION:G407-E1506@1:SH	G407-E1506	RUNNING:G407-E1506@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1506:RUNNING:G407-E1506@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
86	1827	G407-S096	6	f75r	ACTION:G407-E1507@1:OK	G407-E1507	RUNNING:G407-E1507@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1507@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	YES
87	1828	G407-S096	7	f75r	ACTION:G407-E1508@1:CH	G407-E1508	RUNNING:G407-E1508@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1508@2:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
88	1829	G407-S096	8	f75r	ACTION:G407-E1508@2:K	G407-E1508	RUNNING:G407-E1508@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	3	Y+Y+Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1508@2:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
89	1832	G407-S096	11	f75r	ACTION:G407-E1511@1:T	G407-E1511	RUNNING:G407-E1511@1	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere auf Grad I	Temperiere den Stationsansatz auf Grad I	NO
90	1834	G407-S097	1	f75r	ACTION:G407-E1512@2:CHD	G407-E1512	RUNNING:G407-E1512@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	NO
91	1836	G407-S100	1	f75r	ACTION:G407-E1518@1:OK	G407-E1518	RUNNING:G407-E1518@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1518@1:OK	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
92	1837	G407-S100	2	f75r	ACTION:G407-E1519@1:OK	G407-E1519	RUNNING:G407-E1519@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1518@1:OK	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	Beschicke oder bereite denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor	YES
93	1838	G407-S100	3	f75r	ACTION:G407-E1520@1:SH	G407-E1520	RUNNING:G407-E1520@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E1517	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
94	1840	G407-S101	1	f75r	ACTION:G407-E1522@1:CH	G407-E1522	RUNNING:G407-E1522@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	OR	UNIT	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1522@1:CH	Entnimm oder lass die Becken- oder Körpereinheit an der Stations-Arbeitsstelle ab	Entnimm oder lass die Becken- oder Körpereinheit an der Stations-Arbeitsstelle ab	YES
95	1841	G407-S101	2	f75r	ACTION:G407-E1522@2:K	G407-E1522	RUNNING:G407-E1522@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	UNIT	Becken- oder Körpereinheit	dieselbe Becken- oder Körpereinheit	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1522@1:CH	Führe an der Stations-Nebenstelle zu	Bringe dieselbe Becken- oder Körpereinheit an der Stations-Nebenstelle ein	YES
96	1842	G407-S101	3	f75r	ACTION:G407-E1523@1:S	G407-E1523	RUNNING:G407-E1523@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	UNIT	Becken- oder Körpereinheit	dieselbe Becken- oder Körpereinheit	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1522@1:CH	Wähle die Einheit aus	Wähle dieselbe Becken- oder Körpereinheit aus	NO
97	1843	G407-S101	4	f75r	ACTION:G407-E1523@2:SH	G407-E1523	RUNNING:G407-E1523@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	UNIT	Becken- oder Körpereinheit	dieselbe Becken- oder Körpereinheit	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E1523:RUNNING:G407-E1521@2	Halte im Bad auf Grad I	Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I	NO
98	1844	G407-S101	5	f75r	ACTION:G407-E1523@4:CH	G407-E1523	RUNNING:G407-E1523@4	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1523@5:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
99	1845	G407-S101	6	f75r	ACTION:G407-E1523@5:K	G407-E1523	RUNNING:G407-E1523@5	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1523@5:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
100	1846	G407-S101	7	f75r	ACTION:G407-E1524@1:OK	G407-E1524	RUNNING:G407-E1524@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1524@1:OK	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
101	1848	G407-S101	9	f75r	ACTION:G407-E1526@1:SH	G407-E1526	RUNNING:G407-E1526@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1526:RUNNING:G407-E1526@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
102	1849	G407-S101	10	f75r	ACTION:G407-E1527@1:R	G407-E1527	RUNNING:G407-E1527@1	R	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1526@1:SH	Kennzeichne oder prüfe	Kennzeichne oder prüfe denselben Körper	YES
103	1851	G407-S101	12	f75r	ACTION:G407-E1529@1:SH	G407-E1529	RUNNING:G407-E1529@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1529:RUNNING:G407-E1529@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO
104	1852	G407-S101	13	f75r	ACTION:G407-E1530@1:SH	G407-E1530	RUNNING:G407-E1530@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	2	Y+Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1530:RUNNING:G407-E1530@3|RUNNING:G407-E1531@1	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
105	1854	G407-S101	15	f75r	ACTION:G407-E1532@2:SH	G407-E1532	RUNNING:G407-E1532@2	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1530@1:SH	Halte den Zustand	Halte denselben Körper	YES
106	1857	G407-S102	1	f75r	ACTION:G407-E1533@1:OK	G407-E1533	RUNNING:G407-E1533@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1533@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
107	1858	G407-S102	2	f75r	ACTION:G407-E1534@1:P	G407-E1534	RUNNING:G407-E1534@1	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1533@1:OK	Wende an	Setze denselben Stationsansatz ein	YES
108	1859	G407-S102	3	f75r	ACTION:G407-E1534@2:CHD	G407-E1534	RUNNING:G407-E1534@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1533@1:OK	Behandle den Ansatz	Behandle denselben Stationsansatz	NO
109	1861	G407-S108	1	f75r	ACTION:G407-E1540@1:OK	G407-E1540	RUNNING:G407-E1540@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1540@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	YES
110	1863	G407-S108	3	f75r	ACTION:G407-E1541@2:SH	G407-E1541	RUNNING:G407-E1541@2	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1540@1:OK	Halte den Zustand	Halte dieselbe Anwendungsportion	YES
