host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
1748	G407-S085	10	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1449@2:CH	G407-E1449	CH	RUNNING:G407-E1449@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1449@3:K	Entnimm oder lass im zweiten Durchgang ab	Entnimm oder lass im zweiten Durchgang ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz im zweiten Durchgang ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
1749	G407-S085	11	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1449@3:K	G407-E1449	K	RUNNING:G407-E1449@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1449@3:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1750	G407-S085	12	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1450@2:K	G407-E1450	K	RUNNING:G407-E1450@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1449@3:K	Führe in Anwendungsform, an der Stations-Nebenstelle und über den Stationskontakt oder die Leitung zu	Führe in Anwendungsform, an der Stations-Nebenstelle und über den Stationskontakt oder die Leitung zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe denselben Stationsansatz in Anwendungsform, an der Stations-Nebenstelle und über den Stationskontakt oder die Leitung zu	YES	ALL_ACTIONS_OBJECT_COMPLETE
1751	G407-S085	13	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1451@2:K	G407-E1451	K	RUNNING:G407-E1451@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	2	Y+Y	Stationsansatz|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1451@2:K	Führe den Stationsansatz auf Grad II zu	Führe den Stationsansatz auf Grad II zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz auf Grad II zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1752	G407-S085	14	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1452@2:SH	G407-E1452	SH	RUNNING:G407-E1452@2	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1452:RUNNING:G407-E1452@4	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
1753	G407-S085	15	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1453@1:K	G407-E1453	K	RUNNING:G407-E1453@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1453@1:K	Führe den Stationsansatz zur Zielstation oder ins Zielbecken zu	Führe den Stationsansatz zur Zielstation oder ins Zielbecken zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz zur Zielstation oder ins Zielbecken zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1754	G407-S085	16	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1455@1:SH	G407-E1455	SH	RUNNING:G407-E1455@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1455:RUNNING:G407-E1455@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
1755	G407-S085	17	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1456@1:OK	G407-E1456	OK	RUNNING:G407-E1456@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1455@1:SH	Beschicke oder bereite vor	Beschicke oder bereite vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite denselben Körper vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
1756	G407-S085	18	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1457@1:SH	G407-E1457	SH	RUNNING:G407-E1457@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1457:RUNNING:G407-E1457@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
1757	G407-S085	19	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1458@1:OK	G407-E1458	OK	RUNNING:G407-E1458@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1457@1:SH	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite auf Grad II vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite denselben Körper auf Grad II vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
1758	G407-S085	20	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1458@3:DY	G407-E1458	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
1759	G407-S086	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1459@1:SH	G407-E1459	SH	RUNNING:G407-E1459@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1459:RUNNING:G407-E1459@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
1760	G407-S086	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1460@1:K	G407-E1460	K	RUNNING:G407-E1460@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1460@1:K	Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu	Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1761	G407-S086	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1462@1:CH	G407-E1462	CH	RUNNING:G407-E1462@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1462@2:K	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
1762	G407-S086	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1462@2:K	G407-E1462	K	RUNNING:G407-E1462@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1462@2:K	Führe den Stationsansatz auf Grad I zu	Führe den Stationsansatz auf Grad I zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz auf Grad I zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1763	G407-S086	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1463@1:R	G407-E1463	R	RUNNING:G407-E1463@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1463@1:R	Kennzeichne oder prüfe die Anwendungsportion	Kennzeichne oder prüfe die Anwendungsportion	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Kennzeichne oder prüfe die Anwendungsportion	NO	ALL_ACTIONS_OBJECT_COMPLETE
1764	G407-S086	6	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1465@1:OL	G407-E1465	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
1765	G407-S086	7	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1466@1:OL	G407-E1466	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
1766	G407-S086	8	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1466@2:SH	G407-E1466	SH	RUNNING:G407-E1466@2	SH_REST_HOLD	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1463@1:R	Halte den Zustand	Halte den Zustand	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte dieselbe Anwendungsportion	YES	ALL_ACTIONS_OBJECT_COMPLETE
1767	G407-S086	9	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION_CHAIN:G407-E1466:SH	G407-E1466	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	NON_ACTION_RETAINED
1768	G407-S086	10	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1466@4:DY	G407-E1466	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
1769	G407-S087	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1467@1:OK	G407-E1467	OK	RUNNING:G407-E1467@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1467@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
1770	G407-S087	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1468@1:OK	G407-E1468	OK	RUNNING:G407-E1468@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1468@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
1771	G407-S087	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1469@1:P	G407-E1469	P	RUNNING:G407-E1469@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1469@1:P	Wende den Stationsansatz an	Wende den Stationsansatz an	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wende den Stationsansatz an	NO	ALL_ACTIONS_OBJECT_COMPLETE
1772	G407-S087	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1469@3:K	G407-E1469	K	RUNNING:G407-E1469@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	OR	Becken- oder Körpereinheit	UNIT	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1469@3:K	Führe die Becken- oder Körpereinheit auf Grad II zu	Führe die Becken- oder Körpereinheit auf Grad II zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe die Becken- oder Körpereinheit auf Grad II zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1773	G407-S087	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1470@1:OL	G407-E1470	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
1774	G407-S087	6	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1470@2:K	G407-E1470	K	RUNNING:G407-E1470@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1470@2:K	Führe den Stationsansatz an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken zu	Führe den Stationsansatz an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1775	G407-S087	7	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1472@1:OK	G407-E1472	OK	RUNNING:G407-E1472@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1472@1:OK	Beschicke oder bereite den Stationsansatz auf Grad I vor	Beschicke oder bereite den Stationsansatz auf Grad I vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz auf Grad I vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
1776	G407-S087	8	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1473@1:OK	G407-E1473	OK	RUNNING:G407-E1473@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1473@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite die Anwendungsportion vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
1777	G407-S087	9	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1474@1:CH	G407-E1474	CH	RUNNING:G407-E1474@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1474@3:T	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
1778	G407-S087	10	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1474@2:CH	G407-E1474	CH	RUNNING:G407-E1474@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1474@3:T	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
1779	G407-S087	11	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1474@3:T	G407-E1474	T	RUNNING:G407-E1474@3	T_BIO_STATION_REGULATE	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1474@3:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Reguliere den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
