statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	object_complete_action_count	remaining_action_gap_count	gdt599_new_completion_count	coverage_state	object_class_profile	gdt584_reader_de	gdt599_complete_reader_de	paragraph_count	paragraph_count_preserved
30	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	48	39	39	0	22	ALL_ACTIONS_OBJECT_COMPLETE	BODY:10|FLOW:1|PORTION:6|STATION:22	Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken vor. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz, die Becken- oder Körpereinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite die Anwendungsportion und den Stationsansatz in Anwendungsform vor. Entnimm oder lass ab. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Halte den Stationsansatz und die Becken- oder Körpereinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Nebenstelle. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz und die Becken- oder Körpereinheit. Halte den Stationsansatz im Bad auf Grad I. Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu. Behandle den Stationsansatz. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Wende den Stationsansatz an. Führe zu. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Wähle die Einheit aus. Halte den Stationsansatz im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite an der Stations-Nebenstelle vor. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu. Wähle die Anwendungsportion aus. Entnimm oder lass ab. Reguliere den Stationsansatz und die Becken- oder Körpereinheit über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Wähle die Anwendungsportion aus. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Halte den Körper im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken vor. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz, die Badeinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung. Halte den Körper im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite die Anwendungsportion und den Stationsansatz in Anwendungsform vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Halte den Stationsansatz und die Badeinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Nebenstelle. Halte den Körper im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz und die Stationseinheit. Halte den Körper im Bad auf Grad I. Bringe denselben Körper von der Ausgangsstation oder aus dem Ausgangsbecken ein. Behandle den Stationsansatz. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Wende den Stationsansatz an. Bringe den Körper ein. Halte den Körper im Bad auf Grad I. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite denselben Stationsansatz zur Zielstation oder ins Zielbecken vor. Wähle den Körper aus. Halte den Körper im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite denselben Stationsansatz an der Stations-Nebenstelle vor. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu. Wähle die Anwendungsportion aus. Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz und die Stationseinheit über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Wähle die Anwendungsportion aus. Halte den Stationsansatz. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beschicke oder bereite denselben Stationsansatz auf Grad II vor. Schließe den Arbeitsgang.	1	YES
31	G407-S121	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
32	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	17	9	9	0	5	ALL_ACTIONS_OBJECT_COMPLETE	BODY:3|PORTION:3|STATION:1|UNIT:2	"Kennzeichne oder prüfe die Anwendungsportion an der Stations-Nebenstelle. Fahre im selben Arbeitsgang fort. Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Wende an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken an. Halte die Becken- oder Körpereinheit im Bad. Halte den Zustand. Lass den Stationsansatz anschließend abkühlen. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Wende an. Halte den Zustand von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Kennzeichne oder prüfe die Anwendungsportion an der Stations-Nebenstelle. Fahre im selben Arbeitsgang fort. Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Setze die Badeinheit an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken ein. Halte die Badeinheit im Bad. Halte den Körper. Lass den Körper anschließend abkühlen. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Wende die Anwendungsportion an. Halte dieselbe Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken. Halte denselben Körper im Bad auf Grad I. Schließe den Arbeitsgang."	2	YES
33	G407-S125	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	7	5	5	0	2	ALL_ACTIONS_OBJECT_COMPLETE	CONDITION:1|STATION:4	Kennzeichne oder prüfe den Stationsansatz. Fahre im selben Arbeitsgang fort. Reguliere die Stationsbedingung. Behandle den Stationsansatz. Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	Kennzeichne oder prüfe den Stationsansatz. Fahre im selben Arbeitsgang fort. Reguliere die Stationsbedingung. Behandle den Stationsansatz. Setze denselben Stationsansatz ein. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	1	YES
34	G407-S126	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	10	5	5	0	2	ALL_ACTIONS_OBJECT_COMPLETE	STATION:5	Beschicke oder bereite den Stationsansatz auf Grad II und entlang des Stationswegs oder Kanals vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad II und entlang des Stationswegs oder Kanals vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte denselben Stationsansatz im Bad auf Grad I. Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad II. Schließe den Arbeitsgang.	1	YES
35	G407-S128	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Behandle den Ansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	1	YES
36	G407-S130	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	17	11	11	0	8	ALL_ACTIONS_OBJECT_COMPLETE	BODY_PART:1|PORTION:2|STATION:8	"Behandle den Stationsansatz und die Anwendungsportion. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt in der bezeichneten Stationsart. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz auf Grad I vor. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Führe zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Behandle den Körperteil. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt in der bezeichneten Stationsart. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz auf Grad I vor. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz auf Grad I zu. Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Führe denselben Stationsansatz zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	2	YES
37	G407-S131	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	5	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|STATION:1	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und an der Stations-Nebenstelle. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und an der Stations-Nebenstelle. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
38	G407-S132	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	5	5	0	4	ALL_ACTIONS_OBJECT_COMPLETE	STATION:5	Beschicke oder bereite den Stationsansatz auf Grad I vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad I vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beschicke oder bereite denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
39	G407-S135	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	5	3	3	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:3	Wende an. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Setze den Stationsansatz ein. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
40	G407-S136	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	3	3	0	2	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:3	Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Entnimm oder lass ab. Wähle die Einheit aus. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Nimm dieselbe Anwendungsportion heraus. Wähle dieselbe Anwendungsportion aus. Schließe den Arbeitsgang.	1	YES
41	G407-S137	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:1	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Halte die Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
42	G407-S138	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	"Beginne danach den nächsten Arbeitsgang.

Halte im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Schließe den Arbeitsgang."	2	YES
43	G407-S140	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Beschicke oder bereite den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
44	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	7	5	5	0	3	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:4|STATION:1	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Entnimm oder lass ab. Temperiere auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite die Anwendungsportion vor. Nimm dieselbe Anwendungsportion heraus. Nimm dieselbe Anwendungsportion heraus. Temperiere dieselbe Anwendungsportion auf Grad I. Schließe den Arbeitsgang.	1	YES
45	G407-S142	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Temperiere auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
46	G407-S143	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	UNIT:2	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Wähle die Stationseinheit aus. Fahre im selben Arbeitsgang fort. Bringe dieselbe Stationseinheit ein. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	1	YES
47	G407-S144	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	10	4	4	0	3	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:2|STATION:2	"Beschicke oder bereite den Stationsansatz an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Fahre im selben Arbeitsgang fort. Temperiere. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Fahre im selben Arbeitsgang fort. Temperiere dieselbe Anwendungsportion. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	3	YES
48	G407-S145	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	5	5	0	2	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|PORTION:3	Beschicke oder bereite die Anwendungsportion vor. Halte im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen. Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Halte den Körper im Bad auf Grad II. Lass den Körper anschließend abkühlen. Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
49	G407-S151	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	3	3	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:3	Halte den Stationsansatz im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad II. Lass den Körper anschließend abkühlen. Bereite denselben Körper auf Grad I vor. Schließe den Arbeitsgang.	1	YES
50	G407-S153	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Beschicke oder bereite auf Grad I vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad I vor. Behandle den Stationsansatz. Schließe den Arbeitsgang.	1	YES
51	G407-S160	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1	Halte den Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
52	G407-S165	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
53	G407-S166	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:2	Beschicke oder bereite die Anwendungsportion vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
