statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_bindings	owner_transition	concrete_station_statement	medical_statement_rival	formal_statement_rival	repair_cost_0_4	line_crossing	hardest_contradiction	direction_guard	semantic_ceiling
B4-S011	B4	f83r	F120|F121	7	338|339|340|341|342|343|344	F120=DIRECT_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION > F121=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F120:DIRECT_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F121:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	Fortschreibe Buchung `B4-S011` beim Besitzerposten „linken f83r-Unterlauf mit offenen Fransen“: trage den Masterwert `B4-S011:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; verknüpfe den laufenden Recordposten `B4:I005` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B4: ACTIVE `B4:I005`, TARGET `B4:T008`, PREVIOUS `B4:I004`.	[EXEMPLAR:A001+A002+A005+A007+A009+A010+A011+A012+A013+A015+A023:Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist; Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S012	B4	f83r	F122	1	345	F122=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F122:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	Fortschreibe Buchung `B4-S012` beim Besitzerposten „linken f83r-Unterlauf mit offenen Fransen“: schließe den lokalen End-/Ablassposten `B4-S012:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B4: ACTIVE `B4:I005`, TARGET `B4:T008`, PREVIOUS `B4:I004`.	[EXEMPLAR:A001+A002+A003+A011+A023:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	0	NO:f83r.37	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S013	B4	f83r	F123	2	346|347	F123=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F123:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	Fortschreibe Buchung `B4-S013` beim Besitzerposten „linken f83r-Unterlauf mit offenen Fransen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S013` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I005` und gegebenenfalls Ziel `B4:T008`. Endstand nur in B4: ACTIVE `B4:I005`, TARGET `B4:T008`, PREVIOUS `B4:I004`.	[EXEMPLAR:A001+A003+A011+A012+A013+A023:lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.37	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S014	B4	f83r	F124	4	348|349|350|351	F124=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F124:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	Fortschreibe Buchung `B4-S014` beim Besitzerposten „linken f83r-Unterlauf mit offenen Fransen“: verknüpfe den laufenden Recordposten `B4:I006` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B4: ACTIVE `B4:I006`, TARGET `B4:T009`, PREVIOUS `B4:I005`.	[EXEMPLAR:A001+A004+A005+A010+A011+A012+A014+A015+A023:der vorbereitete Bade- oder Waschposten ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f83r.38	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S015	B4	f83r	F125|F126	6	352|353|354|355|356|357	F125=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION > F126=DIRECT_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	INHERIT_OWNER[F125:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F126:DIRECT_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]	Fortschreibe Buchung `B4-S015` beim Besitzerposten „linken f83r-Unterlauf mit offenen Fransen“ sowie nach lokalem Reset beim Besitzerposten „rechten f83r-S-Lauf mit Mehrarmknoten“: prüfe den im Master bezeichneten Freigabezustand `B4-S015:STATE_GATE_01` und markiere erst danach den Posten bereit; schließe den lokalen End-/Ablassposten `B4-S015:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B4: ACTIVE `B4:I007`, TARGET `B4:T010`, PREVIOUS `B4:I006`.	[EXEMPLAR:A001+A002+A003+A009+A010+A011+A012+A023:gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer; öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	3	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet. Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S016	B4	f83r	F127|F128	4	358|359|360|361	F127=INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION > F128=INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	INHERIT_OWNER[F127:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F128:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	Fortschreibe Buchung `B4-S016` beim Besitzerposten „rechten f83r-S-Lauf mit Mehrarmknoten“: setze den lokalen Zielslot `B4:T012` aus `B4-S016:TARGET_ASSIGN_01`. Endstand nur in B4: ACTIVE `B4:I007`, TARGET `B4:T012`, PREVIOUS `B4:I006`.	[EXEMPLAR:A001+A002+A004+A008+A011+A012+A013+A014+A023:das untere Becken ; An die bezeichnete Zielstelle führen; gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f83r.41→f83r.44; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B5-S001	B5	f83r	F129	1	362	F129=DIRECT_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION	RESET_RECORD -> SET_DIRECT_OWNER[F129:DIRECT_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	Eröffne Buchung `B5-S001` beim Besitzerposten „linken offenen f83r-Endposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B5-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B5:I001` und gegebenenfalls Ziel `B5-S001:TARGET_UNSET`. Endstand nur in B5: ACTIVE `B5:I001`, TARGET `UNSET`, PREVIOUS `UNSET`.	[EXEMPLAR:A011+A024:ziehe es ab und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.47	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B5-S002	B5	f83r	F130	1	363	F130=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F130:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	Fortschreibe Buchung `B5-S002` beim Besitzerposten „linken offenen f83r-Endposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B5-S002` aus dem Master; buche ihn recordlokal als ACTIVE `B5:I001` und gegebenenfalls Ziel `B5-S002:TARGET_UNSET`. Endstand nur in B5: ACTIVE `B5:I001`, TARGET `UNSET`, PREVIOUS `UNSET`.	[EXEMPLAR:A008+A009+A011+A024:erwärme es einmal und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.47	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B5-S003	B5	f83r	F131|F132|F133	9	364|365|366|367|368|369|370|371|372	F131=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION > F132=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION > F133=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F131:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F132:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F133:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> RESET_AT_RECORD_END	Fortschreibe Buchung `B5-S003` beim Besitzerposten „linken offenen f83r-Endposten“: setze den lokalen Zielslot `B5:T002` aus `B5-S003:TARGET_ASSIGN_01`; verknüpfe den laufenden Recordposten `B5:I001` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; trage den Masterwert `B5-S003:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; verknüpfe den laufenden Recordposten `B5:I001` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B5: ACTIVE `B5:I001`, TARGET `B5:T002`, PREVIOUS `B5:I002`.	[EXEMPLAR:A003+A004+A007+A008+A009+A010+A011+A012+A013+A014+A024:für einen Zeitabschnitt; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß; Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f83r.47→f83r.48→f83r.49; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der linke Lauf endet offen; ein Übergang zum rechten Lauf ist nicht gezeichnet.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B6-S001	B6	f83r	F134|F135	9	373|374|375|376|377|378|379|380|381	F134=DIRECT_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION > F135=INHERITED_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION	RESET_RECORD -> SET_DIRECT_OWNER[F134:DIRECT_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F135:INHERITED_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	Eröffne Buchung `B6-S001` beim Besitzerposten „rechten f83r-S-Lauf-/Mehrarm-Endposten“: verknüpfe den laufenden Recordposten `B6:I001` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; trage den Masterwert `B6-S001:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; verknüpfe den laufenden Recordposten `B6:I001` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B6: ACTIVE `B6:I001`, TARGET `B6:T004`, PREVIOUS `B6:I002`.	[EXEMPLAR:A002+A003+A004+A006+A007+A008+A009+A010+A011+A012+A013+A014+A025:richte die bezeichnete Beckenstation ein ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter; Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f83r.52→f83r.54; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der Mehrarmknoten hat offene Arme; Ziel, Medium und Bewegungsrichtung fehlen.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
