bio_event_row	event_serial	page	locus	record_unit_id	field_id	statement_id	exact_card_id	surface_display_only	literal_exact_card_layer	v71_local_owner	owner_status	owner_transition	visible_contact_basis	concrete_german_default	source_layer	parse_status	working_confidence	confidence_label	confidence_scope	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	station_medical_model	station_bathhouse_model	strongest_rival	local_direction_status	global_flow_claim	contradiction	semantic_ceiling
93	193	f82r	f82r.7	B2	F055	B2-S009	daa1347f456415fe8737	solshedy	EXACT_CARD_ID=daa1347f456415fe8737 | SURFACE_DISPLAY_ONLY=solshedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Halte den örtlichen Posten warm und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Halte den örtlichen Posten warm und beende den Schritt.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Arbeitsziel an der Station bereitstellen.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Arbeitsziel an der Station bereitstellen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
94	194	f82r	f82r.7	B2	F056	B2-S010	0275fbf14e07935b0a45	qokeey	EXACT_CARD_ID=0275fbf14e07935b0a45 | SURFACE_DISPLAY_ONLY=qokeey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=TEMPERIEREN? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Temperiere die Charge für den vorgesehenen örtlichen Gebrauch.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Temperiere die Charge für den vorgesehenen örtlichen Gebrauch.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: aktive Charge an der Wärmestelle von dieser lokalen Station.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: aktive Charge an der Wärmestelle von dieser lokalen Station.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; TEMPERIEREN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
95	195	f82r	f82r.7	B2	F056	B2-S010	276a7c2d74d1143446f4	qoky	EXACT_CARD_ID=276a7c2d74d1143446f4 | SURFACE_DISPLAY_ONLY=qoky | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=ANWENDEN? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_FIELD_OWNER	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Gebrauche die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Gebrauche die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: aktive Charge an technischem Stationsziel F056.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: aktive Charge an technischem Stationsziel F056.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; ANWENDEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
96	196	f82r	f82r.7	B2	F056	B2-S010	5eff216ba51fbfb21f22	ls	EXACT_CARD_ID=5eff216ba51fbfb21f22 | SURFACE_DISPLAY_ONLY=ls | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_FIELD_OWNER	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.38	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Wärme mit der Handprobe prüfen.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Wärme mit der Handprobe prüfen.	LOCAL_EXEMPLAR_DIRECTION_ONLY	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
97	197	f82r	f82r.7	B2	F056	B2-S010	b5df9126607030b95175	cheey	EXACT_CARD_ID=b5df9126607030b95175 | SURFACE_DISPLAY_ONLY=cheey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=KLAR? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_FIELD_OWNER	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Prüfe den örtlich vorgeschriebenen Zustand der Charge.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Prüfe den örtlich vorgeschriebenen Zustand der Charge.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Arbeitsstand der Charge an dieser lokalen Station.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Arbeitsstand der Charge an dieser lokalen Station.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; KLAR? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
98	198	f82r	f82r.19	B2	F057	B2-S011	1645e612504fcef59ced	okain	EXACT_CARD_ID=1645e612504fcef59ced | SURFACE_DISPLAY_ONLY=okain | OPAQUE_FORMULA=SET(<ARG_AIN>) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	RESET_AT_V71_GAP_AND_MASTER_EXEMPLAR_OWNER_LOOKUP	horizontale Linie liegt nahe über dem Liegepodest, berührt es aber nicht sicher	Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß.	Badehausbetrieb an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Charge ruhig stehen lassen.	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	mögliche Liege- oder Teilbadstation, deren Zuordnung das Exemplar bestimmt	möglicher Inline-Knoten oder unabhängiges Podest	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
99	199	f82r	f82r.19	B2	F057	B2-S011	4d4559019a961b834aa1	char	EXACT_CARD_ID=4d4559019a961b834aa1 | SURFACE_DISPLAY_ONLY=char | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SAME_FIELD_OWNER	horizontale Linie liegt nahe über dem Liegepodest, berührt es aber nicht sicher	Nimm den nächsten Anteil aus demselben recordlokalen Ansatz.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Nimm den nächsten Anteil aus demselben recordlokalen Ansatz.	Badehausbetrieb an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: klaren Oberlauf abnehmen.	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	mögliche Liege- oder Teilbadstation, deren Zuordnung das Exemplar bestimmt	möglicher Inline-Knoten oder unabhängiges Podest	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
100	200	f82r	f82r.19	B2	F057	B2-S011	1645e612504fcef59ced	okain	EXACT_CARD_ID=1645e612504fcef59ced | SURFACE_DISPLAY_ONLY=okain | OPAQUE_FORMULA=SET(<ARG_AIN>) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SAME_FIELD_OWNER	horizontale Linie liegt nahe über dem Liegepodest, berührt es aber nicht sicher	Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß.	Badehausbetrieb an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Bodensatz zurückhalten.	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	mögliche Liege- oder Teilbadstation, deren Zuordnung das Exemplar bestimmt	möglicher Inline-Knoten oder unabhängiges Podest	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
101	201	f82r	f82r.19	B2	F057	B2-S011	7d25241b0e56c836372a	qokeedy	EXACT_CARD_ID=7d25241b0e56c836372a | SURFACE_DISPLAY_ONLY=qokeedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SAME_FIELD_OWNER	horizontale Linie liegt nahe über dem Liegepodest, berührt es aber nicht sicher	Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	Badehausbetrieb an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Klarstand im Register buchen.	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	mögliche Liege- oder Teilbadstation, deren Zuordnung das Exemplar bestimmt	möglicher Inline-Knoten oder unabhängiges Podest	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
102	202	f82r	f82r.19	B2	F058	B2-S012	0ab57b7166de99db3a55	lchy	EXACT_CARD_ID=0ab57b7166de99db3a55 | SURFACE_DISPLAY_ONLY=lchy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	horizontale Linie liegt nahe über dem Liegepodest, berührt es aber nicht sicher	Ziehe die klare örtliche Flüssigkeit ab.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Ziehe die klare örtliche Flüssigkeit ab.	Badehausbetrieb an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: Filter lösen.	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	mögliche Liege- oder Teilbadstation, deren Zuordnung das Exemplar bestimmt	möglicher Inline-Knoten oder unabhängiges Podest	Ikonographisch/formal an [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]: bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
103	203	f82r	f82r.23	B2	F059	B2-S012	b5df9126607030b95175	cheey	EXACT_CARD_ID=b5df9126607030b95175 | SURFACE_DISPLAY_ONLY=cheey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=KLAR? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	RESET_AT_V71_SCENE_GAP	zahlreiche Figuren schneiden dieselbe unregelmäßige grüne Fläche; zwei Vertikalformen reichen an den Rand	Prüfe den örtlich vorgeschriebenen Zustand der Charge.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.68	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Prüfe den örtlich vorgeschriebenen Zustand der Charge.	Badehausbetrieb an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Arbeitsstand der Charge an dieser lokalen Station.	Ikonographisch/formal an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: mehrere allegorische Figurenplätze ohne behauptete Badfunktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames unteres Mehrpersonenbad mit lokalen Benetzungs- und Halteschritten	großes unteres Becken für Füllen, Temperieren und Ablassen	Badehausbetrieb an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Arbeitsstand der Charge an dieser lokalen Station.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; KLAR? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
104	204	f82r	f82r.23	B2	F059	B2-S012	6b89d6dd70635bc60fe0	qcthey	EXACT_CARD_ID=6b89d6dd70635bc60fe0 | SURFACE_DISPLAY_ONLY=qcthey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_FIELD_OWNER	zahlreiche Figuren schneiden dieselbe unregelmäßige grüne Fläche; zwei Vertikalformen reichen an den Rand	Behalte für diesen örtlichen Schritt dieselbe Einstellung bei.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.48	MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Behalte für diesen örtlichen Schritt dieselbe Einstellung bei.	Badehausbetrieb an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Charge gelinde erwärmen.	Ikonographisch/formal an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: mehrere allegorische Figurenplätze ohne behauptete Badfunktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames unteres Mehrpersonenbad mit lokalen Benetzungs- und Halteschritten	großes unteres Becken für Füllen, Temperieren und Ablassen	Badehausbetrieb an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Charge gelinde erwärmen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
105	205	f82r	f82r.23	B2	F059	B2-S012	0275fbf14e07935b0a45	qokeey	EXACT_CARD_ID=0275fbf14e07935b0a45 | SURFACE_DISPLAY_ONLY=qokeey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=TEMPERIEREN? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_FIELD_OWNER	zahlreiche Figuren schneiden dieselbe unregelmäßige grüne Fläche; zwei Vertikalformen reichen an den Rand	Temperiere die Charge für den vorgesehenen örtlichen Gebrauch.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.68	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Temperiere die Charge für den vorgesehenen örtlichen Gebrauch.	Badehausbetrieb an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: aktive Charge an der Wärmestelle von dieser lokalen Station.	Ikonographisch/formal an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: mehrere allegorische Figurenplätze ohne behauptete Badfunktion; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames unteres Mehrpersonenbad mit lokalen Benetzungs- und Halteschritten	großes unteres Becken für Füllen, Temperieren und Ablassen	Badehausbetrieb an [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: aktive Charge an der Wärmestelle von dieser lokalen Station.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; TEMPERIEREN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
