bio_field_row	field_id	record_unit_id	page	locus	statement_id	event_count	event_serials	v71_local_owner	owner_status	owner_transition	visible_contact_basis	literal_exact_card_sequence	complete_event_default_sequence	readable_field_text	source_layer_counts	minimum_working_confidence	mean_working_confidence	medical_application_model	bathhouse_operation_model	iconographic_formal_model	strongest_rival	contradiction	global_flow_claim	semantic_ceiling
43	F063	B2	f82r	f82r.26	B2-S016	7	214|215|216|217|218|219|220	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E214:dd0ecaf5e27d81befffc > E215:0f15effeca7ab10bb026 > E216:db729b598e89e11452e0 > E217:2f1c5e56e8f0ff459065 > E218:5d5e0b288cf36864ed9d > E219:b5fcea1eaed06b2f2291 > E220:08bd5ca0c2ad137a056d	E214=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. | E215=Verwende kühles Wasser für diesen örtlichen Posten. | E216=Teile oder mische den örtlichen Posten zu gleichen Anteilen. | E217=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. | E218=Verwende den vorbereiteten Bade- oder Waschzusatz. | E219=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. | E220=Verwende warmes Wasser für diesen örtlichen Posten.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Verwende kühles Wasser für diesen örtlichen Posten. Teile oder mische den örtlichen Posten zu gleichen Anteilen. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Verwende den vorbereiteten Bade- oder Waschzusatz. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Verwende warmes Wasser für diesen örtlichen Posten.	"{""EXEMPLAR_ONLY"": 4, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 2, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.500	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Zieladresse=dieser lokalen Station. Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Zuführung öffnen. Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Wasser in das Becken einlassen. Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Mengenbuch=B2:F063:M. Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Vorratscharge bereitstellen. Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Mengenbuch=B2:F063:M. Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Wasser in das Becken einlassen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; STANDARDSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
44	F064	B2	f82r	f82r.27	B2-S016	1	221	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E221:65df3cd9e59060042d47	E221=Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Leitungszweig wählen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
45	F065	B2	f82r	f82r.27	B2-S017	2	222|223	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E222:98bdc4244c84cbef3321 > E223:78b3b3140714da19090d	E222=Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. | E223=Wiederhole den örtlichen Gebrauch an der zweiten Öffnung und beende den Schritt.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. Wiederhole den örtlichen Gebrauch an der zweiten Öffnung und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.38	0.400	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Filtertuch oder Sieb einsetzen. Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Charge durch den Filter führen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
46	F066	B2	f82r	f82r.27	B2-S018	1	224	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E224:7d25241b0e56c836372a	E224=Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Filter lösen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
47	F067	B2	f82r	f82r.27	B2-S019	1	225	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E225:7f68f60279efe6b28cd7	E225=Verwende den Anteil als örtliche Waschung und beende den Schritt.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Verwende den Anteil als örtliche Waschung und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Rücklaufleitung öffnen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
48	F068	B2	f82r	f82r.27	B2-S020	1	226	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E226:ff178343c18e287ce3b7	E226=Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den örtlichen Schritt.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den örtlichen Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: Spülwasser zuführen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
49	F069	B2	f82r	f82r.27	B2-S021	1	227	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E227:7d25241b0e56c836372a	E227=Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: unteren Ablauf öffnen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
50	F070	B2	f82r	f82r.27	B2-S022	1	228	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	E228:f2af6326898fb5b490a4	E228=Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	Badehausbetrieb an [B2_LOWER_POOL_EDGE_STATIONS]: fertige Charge markieren.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
51	F071	B3	f83r	f83r.3	B3-S001	1	229	B3_UPPER_MARGIN_OPEN_FAN_STATION	DIRECT_VISIBLE	RESET_AT_RECORD_START	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	E229:3b70942557b3a40e8030	E229=Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	Setze den lokalen Besitzer [B3_UPPER_MARGIN_OPEN_FAN_STATION] (oberste f83r-Randstation mit offenem Punkt-/Fächerende): Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.48	0.480	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Beckenrand und Fugen sichten.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
52	F072	B3	f83r	f83r.3	B3-S002	2	230|231	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	E230:90bcf0a9ec0ef56399e6 > E231:a84fbe3ad380df345b97	E230=Führe die Charge innerhalb dieser Station zum bezeichneten unteren Ablauf. | E231=Benetze den bezeichneten Bereich vollständig und beende den örtlichen Schritt.	An derselben lokalen Station [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Führe die Charge innerhalb dieser Station zum bezeichneten unteren Ablauf. Benetze den bezeichneten Bereich vollständig und beende den örtlichen Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.38	0.400	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Charge ruhig stehen lassen. Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: klaren Oberlauf abnehmen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
53	F073	B3	f83r	f83r.3	B3-S003	4	232|233|234|235	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	E232:b921a237be883a820352 > E233:2f1c5e56e8f0ff459065 > E234:b921a237be883a820352 > E235:de7321bface5628e35d6	E232=Verwende nun diese aktive Bade- oder Waschportion. | E233=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. | E234=Verwende nun diese aktive Bade- oder Waschportion. | E235=Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	An derselben lokalen Station [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Verwende nun diese aktive Bade- oder Waschportion. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Verwende nun diese aktive Bade- oder Waschportion. Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	"{""EXEMPLAR_ONLY"": 2, ""KNOWN_CARD_AND_FORMAL_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.510	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: unteren Ablauf öffnen. Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Mengenbuch=B3:F073:M. Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Restlauf am Auslass beobachten. Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Unterlauf von dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; VORGABEPARAMETER? bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ABLASSEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
54	F074	B3	f83r	f83r.3	B3-S004	3	236|237|238	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	E236:b5fcea1eaed06b2f2291 > E237:90bcf0a9ec0ef56399e6 > E238:4d4559019a961b834aa1	E236=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. | E237=Führe die Charge innerhalb dieser Station zum bezeichneten unteren Ablauf. | E238=Nimm den nächsten Anteil aus demselben recordlokalen Ansatz.	An derselben lokalen Station [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Führe die Charge innerhalb dieser Station zum bezeichneten unteren Ablauf. Nimm den nächsten Anteil aus demselben recordlokalen Ansatz.	"{""EXEMPLAR_ONLY"": 2, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.38	0.473	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Mengenbuch=B3:F074:M. Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Zuführung öffnen. Badehausbetrieb an [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Wasser in das Becken einlassen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; STANDARDSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
55	F075	B3	f83r	f83r.6	B3-S005	1	239	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	DIRECT_VISIBLE	RESET_AT_V71_SCENE_GAP	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	E239:259b2b3b0bf859882e2c	E239=Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	Setze den lokalen Besitzer [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] (mittlere f83r-Randfigur in rundem Gefäß): Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.44	0.440	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	Badehausbetrieb an [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Vorratscharge bereitstellen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
56	F076	B3	f83r	f83r.6	B3-S006	3	240|241|242	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	E240:5e8441397e7c0faf042b > E241:308e8ea2d5d190c498e8 > E242:28ffbc88b97772a75f1e	E240=Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. | E241=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. | E242=Stelle die Mischung im bedeckten örtlichen Auffanggefäß beiseite und beende den Schritt.	An derselben lokalen Station [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Stelle die Mischung im bedeckten örtlichen Auffanggefäß beiseite und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.473	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	Badehausbetrieb an [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Leitungszweig wählen. Badehausbetrieb an [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Zieladresse=dieser lokalen Station. Badehausbetrieb an [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Fluss zur Zielstation führen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; LOKALEN_RELATIONSSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
57	F077	B3	f83r	f83r.6	B3-S007	3	243|244|245	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	E243:b5fcea1eaed06b2f2291 > E244:6f7ff8287eddf4da9fdb > E245:7d25241b0e56c836372a	E243=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. | E244=Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. | E245=Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den lokalen Schritt.	An derselben lokalen Station [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den lokalen Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.487	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	Badehausbetrieb an [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Mengenbuch=B3:F077:M. Badehausbetrieb an [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Zuführung öffnen. Badehausbetrieb an [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Wasser in das Becken einlassen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; STANDARDSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
