event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	local_image_owner	local_owner_label	owner_status	owner_confidence	owner_break_before	exact_literal_card_formal_exemplar_layer	v69_source_status	concrete_german_meaning_in_context	meaning_in_context_confidence	strongest_bathhouse_technical_or_formal_rival	strongest_contradiction	unsupported_nouns	carry_policy	image_geometry_guard	terminal_status	semantic_ceiling
124	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
125	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
126	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Mischung|Gefäß|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
127	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gib einen abgemessenen Anteil in das Gefäß.	0.34	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Anteil|Gefäß|Maß/Menge	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
128	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Durch die verbundenen Läufe.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Lauf|Strom/Flussrichtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
129	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:0f18de177ed7c878bf95] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Der vorbereitete Bade- oder Waschzusatz.	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bade-/Waschzusatz|Waschung/Bad|Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
130	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:4da0f0f7b5fc7ac20067] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Und lasse es abkühlen.	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
131	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:87411f84689b4f93a303] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Erwärme es einmal und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
132	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Diese aktive Portion.	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Portion	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
133	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
134	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d904bf7b044dd3922781] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Bei sanfter Wärme.	0.34	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
135	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
136	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
137	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Waschflotte|Lauf|Station|Spülen	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
138	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Waschflotte|Lauf|Station|Spülen	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
139	B1	f81v	f81v.18	F033	B1-S011	2cc8bb3c2af19607888f	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Durch die verbundenen Läufe.	0.34	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Lauf|Strom/Flussrichtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
140	B1	f81v	f81v.18	F033	B1-S011	276a7c2d74d1143446f4	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	EXACT_WORKING_MNEMONIC	Die Badecharge am vorgesehenen Waschplatz gebrauchen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F033; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
141	B1	f81v	f81v.21	F034	B1-S012	be0974b366c981dc1eef	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:be0974b366c981dc1eef] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Beginne die Spülung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Spülen	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
142	B1	f81v	f81v.21	F034	B1-S012	08bd5ca0c2ad137a056d	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:08bd5ca0c2ad137a056d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Warmes Wasser.	0.34	Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wasser|Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
143	B1	f81v	f81v.21	F034	B1-S012	2e7e89e0bd12b999c280	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2e7e89e0bd12b999c280] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Wasche einmal und beende diesen Durchgang.	0.40	Badehaus-technischer Rivale am selben Besitzer: vorigen Arbeitsstand aufnehmen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
144	B1	f81v	f81v.21	F035	B1-S013	2e7e89e0bd12b999c280	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2e7e89e0bd12b999c280] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Wasche einmal und beende diesen Durchgang.	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
145	B1	f81v	f81v.21	F036	B1-S014	6f7ff8287eddf4da9fdb	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Rühre, bis alles gleichmäßig vermischt ist.	0.34	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	NONE__ACTION_ONLY	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
146	B1	f81v	f81v.21	F036	B1-S014	c205570c49d4d93c23d3	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:c205570c49d4d93c23d3] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Die betroffene Stelle.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
