bath_action_ordinal	source_event_id	action_slot_id	statement_id	physical_page	locus	surface	component_recipe	upstream_selection_route	typing_card_id	reference_scope_card_id	typing_token	scope_source_pointer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	selected_participant_position	participant_np_sequence_de	bath_frame	modifier_id_sequence	modifier_root_sequence	modifier_group_count	modifier_suffix_de	gdt595_clause_de	gdt596_reconstructed_clause_de	exact_replay	host_attachment_rival	default_survives_with_rival	guard
132	G407-E2912	RUNNING:G407-E2912@3	G407-S436	f81r	f81r.30	olkshdy	OL+K+SH+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E2912:RUNNING:G407-E2912@5	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M10_WORK_SITE	D_ADDR	1	 an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
133	G407-E2914	RUNNING:G407-E2914@1	G407-S436	f81r	f81r.31	shedy	SH+E+DY	EPISODE_CARRY	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	CARRY:G407-E2912	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
134	G407-E2917	RUNNING:G407-E2917@1	G407-S438	f81r	f81r.31	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
135	G407-E2925	RUNNING:G407-E2925@1	G407-S441	f81v	f81v.1	shey	SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E2925:RUNNING:G407-E2925@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
136	G407-E2927	RUNNING:G407-E2927@1	G407-S442	f81v	f81v.1	shekal	SH+E+K+AL	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
137	G407-E2932	RUNNING:G407-E2932@1	G407-S443	f81v	f81v.1	shek	SH+E+K	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
138	G407-E2934	RUNNING:G407-E2934@5	G407-S443	f81v	f81v.1	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:A_ADDR|L|LOCAL_CHAR_F|O	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M02_APPLY|M05_GRADE_I|M06_FINE|M08_MAIN_SITE|M14_CONTACT	O|E|LOCAL_CHAR_F|A_ADDR|L	5	 in Anwendungsform, auf Grad I, in Feinform, an der Stations-Hauptstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I, in Feinform, an der Stations-Hauptstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I, in Feinform, an der Stations-Hauptstelle und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
139	G407-E2952	RUNNING:G407-E2952@1	G407-S446	f81v	f81v.3	shek	SH+E+K	STATION_PORTION_PACKET_RIGHT_STATION_TIEBREAK	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	RIGHT_PACKET_STATION	RIGHT:G407-E2952:LEFT:RUNNING:G407-E2951@2|LEFT:RUNNING:G407-E2951@4|RIGHT:RUNNING:G407-E2953@2	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
140	G407-E2988	RUNNING:G407-E2988@1	G407-S449	f81v	f81v.7	sheckhal	SH+E+CH+K+AL	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_BATH_UNIT	GDT595:G407-E2988:RUNNING:G407-E2986@2	ANAPHORIC	BATH_UNIT	Becken- oder Körpereinheit	FEMININE	dieselbe	dieselbe Becken- oder Körpereinheit	1	1	dieselbe Becken- oder Körpereinheit	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I	Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
141	G407-E2997	RUNNING:G407-E2997@1	G407-S450	f81v	f81v.8	shedy	SH+E+DY	GDT569_OR_UNIT_PROMOTION	T04_STABLE_AIN_OR_TYPE	Q01_LEFT_ANAPHORIC	OR_UNIT_DEFAULT	GDT593:G407-E2996:OR	ANAPHORIC	BATH_UNIT	Stationseinheit	FEMININE	dieselbe	dieselbe Stationseinheit	1	1	dieselbe Stationseinheit	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte dieselbe Stationseinheit im Bad auf Grad I	Halte dieselbe Stationseinheit im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
142	G407-E2998	RUNNING:G407-E2998@1	G407-S451	f81v	f81v.8	sheedy	SH+EE+DY	GDT569_OR_UNIT_PROMOTION	T04_STABLE_AIN_OR_TYPE	Q03_LOCAL_OR_DEFAULT_DEFINITE	OR_UNIT_DEFAULT	TYPE_DEFAULT:OR	DEFINITE	BATH_UNIT	Badeinheit	FEMININE	die	die Badeinheit	1	1	die Badeinheit	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte die Badeinheit im Bad auf Grad II	Halte die Badeinheit im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
143	G407-E3012	RUNNING:G407-E3012@3	G407-S455	f81v	f81v.10	polshy	P+OL+SH+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3012:RUNNING:G407-E3012@4	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	NONE	NONE	0	NONE	Halte den Körper im Bad	Halte den Körper im Bad	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
144	G407-E3013	RUNNING:G407-E3013@2	G407-S455	f81v	f81v.10	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3013:RUNNING:G407-E3013@3	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M08_MAIN_SITE	A_ADDR	1	 an der Stations-Hauptstelle	Halte den Stationsansatz im Bad an der Stations-Hauptstelle	Halte den Stationsansatz im Bad an der Stations-Hauptstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
145	G407-E3017	RUNNING:G407-E3017@2	G407-S457	f81v	f81v.10	okshedy	OK+SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
146	G407-E3020	RUNNING:G407-E3020@2	G407-S458	f81v	f81v.11	yshey	Y+SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3020:RUNNING:G407-E3020@1|RUNNING:G407-E3020@4	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M08_MAIN_SITE|M09_SIDE_SITE|M10_WORK_SITE|M15_PATH	E|A_ADDR|AM_ADDR|D_ADDR|AIR	5	 auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals	Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals	Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
147	G407-E3030	RUNNING:G407-E3030@2	G407-S458	f81v	f81v.11	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3030:RUNNING:G407-E3030@4	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M10_WORK_SITE	D_ADDR	1	 an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
148	G407-E3034	RUNNING:G407-E3034@1	G407-S458	f81v	f81v.12	shedy	SH+E+DY	INTERVENING_OBJECT_HANDOFF	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	HANDOFF:G407-E3033:RUNNING:G407-E3033@2	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
149	G407-E3040	RUNNING:G407-E3040@4	G407-S462	f81v	f81v.13	ykeshey	Y+K+E+SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3040:RUNNING:G407-E3040@6	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
150	G407-E3049	RUNNING:G407-E3049@1	G407-S465	f81v	f81v.14	dshedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
151	G407-E3051	RUNNING:G407-E3051@1	G407-S466	f81v	f81v.14	sheeky	SH+EE+K+Y	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT595:G407-E3051:RUNNING:G407-E3050@1|RUNNING:G407-E3050@5	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
152	G407-E3060	RUNNING:G407-E3060@1	G407-S468	f81v	f81v.15	sheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3060:RUNNING:G407-E3060@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
153	G407-E3067	RUNNING:G407-E3067@1	G407-S468	f81v	f81v.16	shedy	SH+E+DY	INTERVENING_OBJECT_HANDOFF	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_BATH_UNIT	HANDOFF:G407-E3066:RUNNING:G407-E3066@2	ANAPHORIC	BATH_UNIT	Stationseinheit	FEMININE	dieselbe	dieselbe Stationseinheit	1	1	dieselbe Stationseinheit	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte dieselbe Stationseinheit im Bad auf Grad I	Halte dieselbe Stationseinheit im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
154	G407-E3071	RUNNING:G407-E3071@2	G407-S469	f81v	f81v.16	rshdy	R+SH+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3071:RUNNING:G407-E3071@4	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M10_WORK_SITE	D_ADDR	1	 an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
155	G407-E3072	RUNNING:G407-E3072@2	G407-S469	f81v	f81v.16	lshedy	L+SH+E+DY	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:L	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M14_CONTACT	E|L	2	 auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
156	G407-E3079	RUNNING:G407-E3079@1	G407-S471	f81v	f81v.17	shedy	SH+E+DY	GDT569_Y_LOCAL_STATION_DONOR	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT594:G407-E3077	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
157	G407-E3090	RUNNING:G407-E3090@1	G407-S474	f81v	f81v.18	shedy	SH+E+DY	GDT569_Y_LOCAL_STATION_DONOR	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT594:G407-E3088	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
158	G407-E3097	RUNNING:G407-E3097@1	G407-S477	f81v	f81v.19	shedy	SH+E+DY	GDT569_Y_LOCAL_STATION_DONOR	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT594:G407-E3095	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
159	G407-E3109	RUNNING:G407-E3109@2	G407-S480	f81v	f81v.20	lshety	L+SH+E+T+Y	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:L	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M14_CONTACT	E|L	2	 auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
160	G407-E3113	RUNNING:G407-E3113@2	G407-S482	f81v	f81v.21	lsho	L+SH+O	WRITTEN_AIN_PORTION	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	AIN_PORTION	HOST:G407-E3113:RUNNING:G407-E3112@2	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	1	die Anwendungsportion	BAD	M02_APPLY|M14_CONTACT	O|L	2	 in Anwendungsform und über den Stationskontakt oder die Leitung	Halte die Anwendungsportion im Bad in Anwendungsform und über den Stationskontakt oder die Leitung	Halte die Anwendungsportion im Bad in Anwendungsform und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
161	G407-E3115	RUNNING:G407-E3115@2	G407-S482	f81v	f81v.21	lshedy	L+SH+E+DY	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:L	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M14_CONTACT	E|L	2	 auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
162	G407-E3116	RUNNING:G407-E3116@2	G407-S483	f81v	f81v.21	lshedy	L+SH+E+DY	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:L	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M14_CONTACT	E|L	2	 auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
163	G407-E3125	RUNNING:G407-E3125@1	G407-S484	f81v	f81v.22	cheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3125:RUNNING:G407-E3125@3	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M04_GRADE_II|M12_TARGET	EE|AL	2	 auf Grad II und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
