unified_serial	section	page	unit_id	local_id	surface_display_only	read_aloud_de	copy_rule_de	owner_or_namespace	meaning_or_use_de	meaning_layer
97	HERBAL	f56r	H5	E097	sotodan	danach · Arbeitsgang · Portion	schreibe die globale Vorzugsform sotodan	abgebildete mehrköpfige stachelige Pflanze	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	COMPOSITIONAL_PROSE
98	HERBAL	f56r	H5	E098	otchey	danach · dieser Posten	schreibe die globale Vorzugsform otchey	abgebildete mehrköpfige stachelige Pflanze	Gib danach diesen Posten nach Maß zu.	COMPOSITIONAL_PROSE
99	HERBAL	f56r	H5	E099	keol	zuführen · kurz · fortsetzen	schreibe die globale Vorzugsform keol	abgebildete mehrköpfige stachelige Pflanze	Gib danach diesen Posten nach Maß zu.	COMPOSITIONAL_PROSE
100	HERBAL	f56r	H5	E100	daiin	vorgeschriebenes Maß	schreibe die globale Vorzugsform daiin	abgebildete mehrköpfige stachelige Pflanze	Gib danach diesen Posten nach Maß zu.	COMPOSITIONAL_PROSE
101	BIOLOGICAL	f81v	B1	E101	qokedy	ansetzen · kurz · Schluss	schreibe die globale Vorzugsform qokedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	COMPOSITIONAL_PROSE
102	BIOLOGICAL	f81v	B1	E102	okaiin	ansetzen · vorgeschriebenes Maß	in der gelernten Formelkadenz FC04 schreibe okaiin	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
103	BIOLOGICAL	f81v	B1	E103	kair	zuführen · laufender Bestand	schreibe die globale Vorzugsform kair	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
104	BIOLOGICAL	f81v	B1	E104	okal	ansetzen · bezeichnete Stelle	in der gelernten Formelkadenz FC04 schreibe okal	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
105	BIOLOGICAL	f81v	B1	E105	sar	von dort	in der gelernten Formelkadenz FC04 schreibe sar	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
106	BIOLOGICAL	f81v	B1	E106	ol	fortsetzen	schreibe die globale Vorzugsform ol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
107	BIOLOGICAL	f81v	B1	E107	kain	zuführen · Portion	schreibe die globale Vorzugsform kain	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
108	BIOLOGICAL	f81v	B1	E108	olkain	fortsetzen · zuführen · Portion	schreibe die globale Vorzugsform olkain	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
109	BIOLOGICAL	f81v	B1	E109	al	bezeichnete Stelle	in der gelernten Formelkadenz FC04 schreibe al	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
110	BIOLOGICAL	f81v	B1	E110	ol	fortsetzen	schreibe die globale Vorzugsform ol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
111	BIOLOGICAL	f81v	B1	E111	rol	abkühlen · fortsetzen	schreibe die globale Vorzugsform rol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
112	BIOLOGICAL	f81v	B1	E112	dl	führen	schreibe die globale Vorzugsform dl	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
113	BIOLOGICAL	f81v	B1	E113	olor	fortsetzen · Ansatz	schreibe die globale Vorzugsform olor	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
114	BIOLOGICAL	f81v	B1	E114	ol	fortsetzen	schreibe die globale Vorzugsform ol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
115	BIOLOGICAL	f81v	B1	E115	sheckhal	halten · kurz · Durchlass · bezeichnete Stelle	schreibe die globale Vorzugsform sheckhal	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
116	BIOLOGICAL	f81v	B1	E116	daiin	vorgeschriebenes Maß	schreibe die globale Vorzugsform daiin	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
117	BIOLOGICAL	f81v	B1	E117	qokeedal	ansetzen · länger · bezeichnete Stelle	schreibe die globale Vorzugsform qokeedal	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
118	BIOLOGICAL	f81v	B1	E118	daiin	vorgeschriebenes Maß	schreibe die globale Vorzugsform daiin	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
119	BIOLOGICAL	f81v	B1	E119	chckhy	Durchlass · dieser Posten	schreibe die globale Vorzugsform chckhy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
120	BIOLOGICAL	f81v	B1	E120	schedy	umsetzen · Schluss	schreibe die globale Vorzugsform schedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	COMPOSITIONAL_PROSE
121	BIOLOGICAL	f81v	B1	E121	qol	fortsetzen	am Recordmelodieplatz RM05:1 schreibe qol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	COMPOSITIONAL_PROSE
122	BIOLOGICAL	f81v	B1	E122	sshkchdy	halten · zuführen · umsetzen · Schluss	schreibe die globale Vorzugsform sshkchdy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	COMPOSITIONAL_PROSE
123	BIOLOGICAL	f81v	B1	E123	chedy	umsetzen · dieser Posten	schreibe die globale Vorzugsform chedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	COMPOSITIONAL_PROSE
124	BIOLOGICAL	f81v	B1	E124	ol	fortsetzen	schreibe die globale Vorzugsform ol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	COMPOSITIONAL_PROSE
125	BIOLOGICAL	f81v	B1	E125	shedy	absetzen · Schluss	schreibe die globale Vorzugsform shedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	COMPOSITIONAL_PROSE
126	BIOLOGICAL	f81v	B1	E126	qolchedy	fortsetzen · umsetzen · Schluss	schreibe die globale Vorzugsform qolchedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	COMPOSITIONAL_PROSE
127	BIOLOGICAL	f81v	B1	E127	qokain	ansetzen · Portion	schreibe die globale Vorzugsform qokain	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	COMPOSITIONAL_PROSE
128	BIOLOGICAL	f81v	B1	E128	shckhy	Durchlass · dieser Posten	am Recordmelodieplatz RM05:2 schreibe shckhy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	COMPOSITIONAL_PROSE
129	BIOLOGICAL	f81v	B1	E129	dl	führen	schreibe die globale Vorzugsform dl	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	COMPOSITIONAL_PROSE
130	BIOLOGICAL	f81v	B1	E130	ral	abkühlen · bezeichnete Stelle	schreibe die globale Vorzugsform ral	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	COMPOSITIONAL_PROSE
131	BIOLOGICAL	f81v	B1	E131	qokchdy	ansetzen · umsetzen · Schluss	schreibe die globale Vorzugsform qokchdy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	COMPOSITIONAL_PROSE
132	BIOLOGICAL	f81v	B1	E132	chey	dieser Posten	schreibe die globale Vorzugsform chey	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	COMPOSITIONAL_PROSE
133	BIOLOGICAL	f81v	B1	E133	ol	fortsetzen	schreibe die globale Vorzugsform ol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	COMPOSITIONAL_PROSE
134	BIOLOGICAL	f81v	B1	E134	cheky	wärmen · kurz · dieser Posten	schreibe die globale Vorzugsform cheky	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	COMPOSITIONAL_PROSE
135	BIOLOGICAL	f81v	B1	E135	ol	fortsetzen	schreibe die globale Vorzugsform ol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	COMPOSITIONAL_PROSE
136	BIOLOGICAL	f81v	B1	E136	shedy	absetzen · Schluss	schreibe die globale Vorzugsform shedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	COMPOSITIONAL_PROSE
137	BIOLOGICAL	f81v	B1	E137	qokedy	ansetzen · kurz · Schluss	schreibe die globale Vorzugsform qokedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	COMPOSITIONAL_PROSE
138	BIOLOGICAL	f81v	B1	E138	qokedy	ansetzen · kurz · Schluss	schreibe die globale Vorzugsform qokedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	COMPOSITIONAL_PROSE
139	BIOLOGICAL	f81v	B1	E139	chckhy	Durchlass · dieser Posten	schreibe die globale Vorzugsform chckhy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	COMPOSITIONAL_PROSE
140	BIOLOGICAL	f81v	B1	E140	qoky	ansetzen · dieser Posten	schreibe die globale Vorzugsform qoky	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	COMPOSITIONAL_PROSE
141	BIOLOGICAL	f81v	B1	E141	lsho	waschen · Arbeitsgang	schreibe die globale Vorzugsform lsho	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	COMPOSITIONAL_PROSE
142	BIOLOGICAL	f81v	B1	E142	qokey	ansetzen · kurz · dieser Posten	am Recordmelodieplatz RM05:3 schreibe qokey	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	COMPOSITIONAL_PROSE
143	BIOLOGICAL	f81v	B1	E143	lshedy	waschen · kurz · Schluss	schreibe die globale Vorzugsform lshedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	COMPOSITIONAL_PROSE
144	BIOLOGICAL	f81v	B1	E144	lshedy	waschen · kurz · Schluss	schreibe die globale Vorzugsform lshedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	COMPOSITIONAL_PROSE
145	BIOLOGICAL	f81v	B1	E145	chedy	umsetzen · dieser Posten	schreibe die globale Vorzugsform chedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	COMPOSITIONAL_PROSE
146	BIOLOGICAL	f81v	B1	E146	qolky	auffangen · dieser Posten	schreibe die globale Vorzugsform qolky	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	COMPOSITIONAL_PROSE
147	BIOLOGICAL	f81v	B1	E147	lchedal	führen · umsetzen · bezeichnete Stelle	schreibe die globale Vorzugsform lchedal	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	COMPOSITIONAL_PROSE
148	BIOLOGICAL	f81v	B1	E148	qol	fortsetzen	am Recordmelodieplatz RM05:3 schreibe qol	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	COMPOSITIONAL_PROSE
149	BIOLOGICAL	f81v	B1	E149	otar	danach · von dort	schreibe die globale Vorzugsform otar	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	COMPOSITIONAL_PROSE
150	BIOLOGICAL	f81v	B1	E150	ytey	eintragen · kurz · dieser Posten	schreibe die globale Vorzugsform ytey	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	COMPOSITIONAL_PROSE
151	BIOLOGICAL	f81v	B1	E151	okchedy	ansetzen · umsetzen · Schluss	schreibe die globale Vorzugsform okchedy	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	COMPOSITIONAL_PROSE
