register_replay_event_id	event_id	held_register	physical_page	statement_id	locus	surface	source_component_recipe	component_recipe	component_atom_count	surface_recipe_correction	all_atoms_on_fixed_sheet	outside_surface_registers	outside_surface_pages	outside_recipe_registers	outside_recipe_pages	register_replay_result
P1025-E0090	P912-E0090	HERBAL	f10r	P1009-S002	f10r.12	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0091	P912-E0091	HERBAL	f10r	P1009-S002	f10r.12	qotchy	OT+Y	OT+Y	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|CELESTIAL	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0092	P912-E0092	HERBAL	f10r	P1009-S002	f10r.12	qotor	OT+OR	OT+OR	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|CELESTIAL	f68r1|f71v|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0093	P912-E0093	HERBAL	f11r	P1009-S003	f11r.1	tshol	T+SH+OL	T+SH+OL	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0094	P912-E0094	HERBAL	f11r	P1009-S003	f11r.1	schoal	SH+O+AL	SH+O+AL	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0095	P912-E0095	HERBAL	f11r	P1009-S003	f11r.1	cfhy	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0096	P912-E0096	HERBAL	f11r	P1009-S003	f11r.1	shfydaiin	SH+Y+AIIN	SH+Y+AIIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0097	P912-E0097	HERBAL	f11r	P1009-S003	f11r.1	cphy	CH+P+Y	CH+P+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0098	P912-E0098	HERBAL	f11r	P1009-S003	f11r.1	shey	SH+E+Y	SH+E+Y	3	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0099	P912-E0099	HERBAL	f11r	P1009-S003	f11r.1	tchody	T+CH+O+DY	T+CH+O+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0100	P912-E0100	HERBAL	f11r	P1009-S004	f11r.1	shoyty	SH+O+Y+T+Y	SH+O+Y+T+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0101	P912-E0101	HERBAL	f11r	P1009-S004	f11r.2	socthody	S+O+CH+T+O+D_ADDR+Y	S+O+CH+T+O+D_ADDR+Y	7	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0102	P912-E0102	HERBAL	f11r	P1009-S004	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	CARRIER_Q+O+D_ADDR+OR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0103	P912-E0103	HERBAL	f11r	P1009-S004	f11r.2	y	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f81v|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0104	P912-E0104	HERBAL	f11r	P1009-S004	f11r.2	kshy	K+SH+Y	K+SH+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0105	P912-E0105	HERBAL	f11r	P1009-S004	f11r.2	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0106	P912-E0106	HERBAL	f11r	P1009-S004	f11r.2	ytchy	Y+T+Y	Y+T+Y	3	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0107	P912-E0107	HERBAL	f11r	P1009-S004	f11r.2	ytchoky	Y+T+OK+Y	Y+T+OK+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0108	P912-E0108	HERBAL	f11r	P1009-S004	f11r.2	kchol	K+OL	K+OL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|CELESTIAL	f72r|f75r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0109	P912-E0109	HERBAL	f11r	P1009-S004	f11r.2	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0110	P912-E0110	HERBAL	f11r	P1009-S004	f11r.3	qoty	OT+Y	OT+Y	2	UNCHANGED	YES	BIOLOGICAL	f75r|f76r|f77r|f81v|f82r|f83r	BIOLOGICAL|CELESTIAL	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0111	P912-E0111	HERBAL	f11r	P1009-S004	f11r.3	chol	OL	OL	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0112	P912-E0112	HERBAL	f11r	P1009-S004	f11r.3	cthy	CH+T+Y	CH+T+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0113	P912-E0113	HERBAL	f11r	P1009-S004	f11r.3	dor	D_ADDR+OR	D_ADDR+OR	2	UNCHANGED	YES	BIOLOGICAL	f75r|f83r	BIOLOGICAL	f75r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0114	P912-E0114	HERBAL	f11r	P1009-S004	f11r.3	ykychy	Y+K+Y+CH+Y	Y+K+Y+CH+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0115	P912-E0115	HERBAL	f11r	P1009-S004	f11r.3	choty	CH+OT+Y	CH+OT+Y	3	UNCHANGED	YES	CELESTIAL	f72r	CELESTIAL	f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0116	P912-E0116	HERBAL	f11r	P1009-S004	f11r.3	dain	AIN	AIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f75r|f76r|f81v|f83r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f75r|f76r|f77r|f81v|f83r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0117	P912-E0117	HERBAL	f11r	P1009-S004	f11r.3	chaiin	CH+AIIN	CH+AIIN	2	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0118	P912-E0118	HERBAL	f11r	P1009-S004	f11r.3	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0119	P912-E0119	HERBAL	f11r	P1009-S004	f11r.3	dod	D_ADDR+O+D_ADDR	D_ADDR+O+D_ADDR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0120	P912-E0120	HERBAL	f11r	P1009-S004	f11r.4	dchol	D_ADDR+OL	D_ADDR+OL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f88r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0121	P912-E0121	HERBAL	f11r	P1009-S004	f11r.4	chy	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f72r|f75r|f76r|f77r|f81v|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0122	P912-E0122	HERBAL	f11r	P1009-S004	f11r.4	kchy	K+Y	K+Y	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f76r|f81v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0123	P912-E0123	HERBAL	f11r	P1009-S004	f11r.4	dy	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0124	P912-E0124	HERBAL	f11r	P1009-S004	f11r.4	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0125	P912-E0125	HERBAL	f11r	P1009-S004	f11r.5	tchol	T+OL	T+OL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f83r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0126	P912-E0126	HERBAL	f11r	P1009-S004	f11r.5	shor	SH+OR	SH+OR	2	UNCHANGED	YES	BIOLOGICAL|PHARMA	f77r|f88v|f89r	BIOLOGICAL|PHARMA	f77r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0127	P912-E0127	HERBAL	f11r	P1009-S004	f11r.5	shor	SH+OR	SH+OR	2	UNCHANGED	YES	BIOLOGICAL|PHARMA	f77r|f88v|f89r	BIOLOGICAL|PHARMA	f77r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0128	P912-E0128	HERBAL	f11r	P1009-S004	f11r.5	dky	D_ADDR+K+Y	D_ADDR+K+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0129	P912-E0129	HERBAL	f11r	P1009-S004	f11r.5	y	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f81v|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0130	P912-E0130	HERBAL	f11r	P1009-S004	f11r.5	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0131	P912-E0131	HERBAL	f11r	P1009-S004	f11r.5	cthy	CH+T+Y	CH+T+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0132	P912-E0132	HERBAL	f11r	P1009-S004	f11r.5	d	D_ADDR	D_ADDR	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL	f72r|f77r|f82r	BIOLOGICAL|CELESTIAL	f72r|f77r|f82r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0133	P912-E0133	HERBAL	f11r	P1009-S004	f11r.5	y	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f81v|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0134	P912-E0134	HERBAL	f11r	P1009-S004	f11r.5	chodl	CH+O+D_ADDR+L	CH+O+D_ADDR+L	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0135	P912-E0135	HERBAL	f11r	P1009-S004	f11r.5	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0136	P912-E0136	HERBAL	f11r	P1009-S004	f11r.6	odl	O+D_ADDR+L	O+D_ADDR+L	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0137	P912-E0137	HERBAL	f11r	P1009-S004	f11r.6	d	D_ADDR	D_ADDR	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL	f72r|f77r|f82r	BIOLOGICAL|CELESTIAL	f72r|f77r|f82r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0138	P912-E0138	HERBAL	f11r	P1009-S004	f11r.6	s	S	S	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0139	P912-E0139	HERBAL	f11r	P1009-S004	f11r.6	y	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f81v|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0140	P912-E0140	HERBAL	f11r	P1009-S004	f11r.6	otol	OT+OL	OT+OL	2	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f88v|f89r	BIOLOGICAL|PHARMA	f75r|f77r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0141	P912-E0141	HERBAL	f11r	P1009-S004	f11r.6	chaiin	CH+AIIN	CH+AIIN	2	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0142	P912-E0142	HERBAL	f11r	P1009-S004	f11r.6	ykchor	Y+K+CH+OR	Y+K+CH+OR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0143	P912-E0143	HERBAL	f11r	P1009-S004	f11r.6	dair	D_ADDR+AIR	D_ADDR+AIR	2	UNCHANGED	YES	PHARMA	f88v|f89r	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0144	P912-E0144	HERBAL	f11r	P1009-S004	f11r.6	chody	CH+O+D_ADDR+Y	CH+O+D_ADDR+Y	4	UNCHANGED	YES	PHARMA	f88r|f88v|f89r	PHARMA	f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0145	P912-E0145	HERBAL	f11r	P1009-S004	f11r.6	cthy	CH+T+Y	CH+T+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0146	P912-E0146	HERBAL	f11r	P1009-S004	f11r.6	s	S	S	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0147	P912-E0147	HERBAL	f11r	P1009-S004	f11r.6	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0148	P912-E0148	HERBAL	f11r	P1009-S004	f11r.7	qotchy	OT+Y	OT+Y	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|CELESTIAL	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0149	P912-E0149	HERBAL	f11r	P1009-S004	f11r.7	okchol	OK+OL	OK+OL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f77r|f83r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0150	P912-E0150	HERBAL	f11r	P1009-S004	f11r.7	cthy	CH+T+Y	CH+T+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0151	P912-E0151	HERBAL	f11r	P1009-S004	f11r.7	dy	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0152	P912-E0152	HERBAL	f13r	P1009-S005	f13r.1	torshor	T+OR+SH+OR	T+OR+SH+OR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0153	P912-E0153	HERBAL	f13r	P1009-S005	f13r.1	opchy	O+P+Y	O+P+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|CELESTIAL	f67r2|f76r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0154	P912-E0154	HERBAL	f13r	P1009-S005	f13r.1	shol	SH+OL	SH+OL	2	UNCHANGED	YES	BIOLOGICAL|CELESTIAL	f72r|f76r|f77r|f81v|f83r	BIOLOGICAL|CELESTIAL|PHARMA	f72r|f76r|f77r|f81v|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0155	P912-E0155	HERBAL	f13r	P1009-S005	f13r.1	dy	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0156	P912-E0156	HERBAL	f13r	P1009-S005	f13r.1	qopchy	O+P+Y	O+P+Y	3	UNCHANGED	YES	CELESTIAL	f67r2	BIOLOGICAL|CELESTIAL	f67r2|f76r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0157	P912-E0157	HERBAL	f13r	P1009-S005	f13r.1	shol	SH+OL	SH+OL	2	UNCHANGED	YES	BIOLOGICAL|CELESTIAL	f72r|f76r|f77r|f81v|f83r	BIOLOGICAL|CELESTIAL|PHARMA	f72r|f76r|f77r|f81v|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0158	P912-E0158	HERBAL	f13r	P1009-S005	f13r.1	opchor	O+P+CH+OR	O+P+CH+OR	4	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0159	P912-E0159	HERBAL	f13r	P1009-S005	f13r.1	dypchy	D_ADDR+Y+P+Y	D_ADDR+Y+P+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0160	P912-E0160	HERBAL	f13r	P1009-S005	f13r.1	dchg	D_ADDR+CH+LOCAL_CHAR_G	D_ADDR+CH+LOCAL_CHAR_G	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0161	P912-E0161	HERBAL	f13r	P1009-S005	f13r.2	dchol	D_ADDR+OL	D_ADDR+OL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f88r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0162	P912-E0162	HERBAL	f13r	P1009-S005	f13r.2	chol	OL	OL	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0163	P912-E0163	HERBAL	f13r	P1009-S005	f13r.2	dol	D_ADDR+OL	D_ADDR+OL	2	UNCHANGED	YES	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f88r|f89r	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0164	P912-E0164	HERBAL	f13r	P1009-S005	f13r.2	shkchy	SH+K+Y	SH+K+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0165	P912-E0165	HERBAL	f13r	P1009-S005	f13r.2	ydal	Y+AL	Y+AL	2	UNCHANGED	YES	CELESTIAL	f72r	CELESTIAL	f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0166	P912-E0166	HERBAL	f13r	P1009-S005	f13r.2	shy	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f72r|f75r|f76r|f83r|f88r|f88v	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0167	P912-E0167	HERBAL	f13r	P1009-S005	f13r.2	ykchy	Y+K+Y	Y+K+Y	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f68r1	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0168	P912-E0168	HERBAL	f13r	P1009-S005	f13r.2	qoty	OT+Y	OT+Y	2	UNCHANGED	YES	BIOLOGICAL	f75r|f76r|f77r|f81v|f82r|f83r	BIOLOGICAL|CELESTIAL	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0169	P912-E0169	HERBAL	f13r	P1009-S005	f13r.2	daiin	AIIN	AIIN	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0170	P912-E0170	HERBAL	f13r	P1009-S005	f13r.2	s	S	S	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0171	P912-E0171	HERBAL	f13r	P1009-S005	f13r.2	y	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f81v|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0172	P912-E0172	HERBAL	f13r	P1009-S005	f13r.3	s	S	S	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0173	P912-E0173	HERBAL	f13r	P1009-S005	f13r.3	y	Y	Y	1	UNCHANGED	YES	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f72r|f76r|f77r|f81v|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0174	P912-E0174	HERBAL	f13r	P1009-S005	f13r.3	dchor	D_ADDR+CH+OR	D_ADDR+CH+OR	3	UNCHANGED	YES	CELESTIAL	f68r1	CELESTIAL	f68r1	EXACT_SURFACE_FROM_OTHER_REGISTER
