attachment_id	focus_core	focus_value_de	focus_family	event_id	book_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface_card	component_recipe	focus_atom_ordinal	left_atom	right_atom	same_card_left_actions	nearest_left_action	same_card_right_actions	nearest_right_action	previous_card_event_id	previous_card_recipe	previous_card_actions	previous_card_last_action	inherited_action_before_card	inherited_from_event_id	inherited_from_card_ordinal	owner_only_attachment	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	bracket_reading_de	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	next_card_event_id	next_card_recipe	next_card_actions	ambiguity_codes	pass1023_resolution_status	pass1023_ambiguity_classes	pass1023_decisions	pass1023_selected_attachment_de	pass1023_scope_de	pass1023_rule_ids	pass1023_changed_from_pass1022	pass1023_note_de
SA00032	Y	AKTIVER POSTEN	ARGUMENT	P912-E0034	34	f10r	HERBAL	P1009-S001	34	f10r.4	zweiknolliges blauköpfiges Heilkraut	ckhy	CH+K+Y	3	K	CARD_END	CH@1|K@2	K=GEBEN	NONE	NONE	P912-E0033	CH+T+O	CH@1|T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0033	33	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0034	34	2	K=GEBEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0035	OR	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	K=GEBEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00033	OR	EINHEIT	ARGUMENT	P912-E0035	35	f10r	HERBAL	P1009-S001	35	f10r.4	zweiknolliges blauköpfiges Heilkraut	or	OR	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0034	CH+K+Y	CH@1|K@2	K=GEBEN	K=GEBEN	P912-E0034	34	NO	PREVIOUS_CARD_ACTION	K	GEBEN	P912-E0034	34	2	K=GEBEN⟨VORIGE KARTE⟩[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0036	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN⟨VORIGE KARTE⟩[OR=EINHEIT]	K=GEBEN⟨VORIGE KARTE⟩[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00034	AIIN	WERT	ARGUMENT	P912-E0036	36	f10r	HERBAL	P1009-S001	36	f10r.4	zweiknolliges blauköpfiges Heilkraut	aiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0035	OR	NONE	NONE	K=GEBEN	P912-E0034	34	NO	INHERITED_ACTION	K	GEBEN	P912-E0034	34	2	K=GEBEN⟨GEERBT⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0037	CH+T+CH+OR	CH@1|T@2|CH@3	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN⟨GEERBT⟩[AIIN=WERT]	K=GEBEN⟨GEERBT⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00035	OR	EINHEIT	ARGUMENT	P912-E0037	37	f10r	HERBAL	P1009-S001	37	f10r.4	zweiknolliges blauköpfiges Heilkraut	chtchor	CH+T+CH+OR	4	CH	CARD_END	CH@1|T@2|CH@3	CH=NEHMEN	NONE	NONE	P912-E0036	AIIN	NONE	NONE	K=GEBEN	P912-E0034	34	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0037	37	3	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0038	D_ADDR+O+IIN+R	R@4	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00036	Y	AKTIVER POSTEN	ARGUMENT	P912-E0040	40	f10r	HERBAL	P1009-S002	1	f10r.5	zweiknolliges blauköpfiges Heilkraut	qokchy	OK+Y	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0040	1	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0041	OT+CH+OL	CH@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00037	Y	AKTIVER POSTEN	ARGUMENT	P912-E0043	43	f10r	HERBAL	P1009-S002	4	f10r.5	zweiknolliges blauköpfiges Heilkraut	cthy	CH+T+Y	3	T	CARD_END	CH@1|T@2	T=EINSTELLEN	NONE	NONE	P912-E0042	OL	NONE	NONE	CH=NEHMEN	P912-E0041	2	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0043	4	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0044	Y+CH+E+O+R	CH@2|R@5	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00038	Y	AKTIVER POSTEN	ARGUMENT	P912-E0044	44	f10r	HERBAL	P1009-S002	5	f10r.6	zweiknolliges blauköpfiges Heilkraut	ycheor	Y+CH+E+O+R	1	CARD_START	CH	NONE	NONE	CH@2|R@5	CH=NEHMEN	P912-E0043	CH+T+Y	CH@1|T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0043	4	NO	SAME_CARD_RIGHT_ACTION	CH	NEHMEN	P912-E0044	5	2	[Y=AKTIVER POSTEN]→CH=NEHMEN	SINGLE	SINGLE	NONE	P912-E0045	CH+T+Y	CH@1|T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	[Y=AKTIVER POSTEN]→CH=NEHMEN	[Y=AKTIVER POSTEN]→CH=NEHMEN	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00039	E	GRAD I	GRADE	P912-E0044	44	f10r	HERBAL	P1009-S002	5	f10r.6	zweiknolliges blauköpfiges Heilkraut	ycheor	Y+CH+E+O+R	3	CH	O	CH@2	CH=NEHMEN	R@5	R=MARKIEREN	P912-E0043	CH+T+Y	CH@1|T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0043	4	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0044	5	2	CH=NEHMEN[E=GRAD I]	SINGLE	SINGLE	NONE	P912-E0045	CH+T+Y	CH@1|T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[E=GRAD I]	CH=NEHMEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00040	Y	AKTIVER POSTEN	ARGUMENT	P912-E0045	45	f10r	HERBAL	P1009-S002	6	f10r.6	zweiknolliges blauköpfiges Heilkraut	cthy	CH+T+Y	3	T	CARD_END	CH@1|T@2	T=EINSTELLEN	NONE	NONE	P912-E0044	Y+CH+E+O+R	CH@2|R@5	R=MARKIEREN	R=MARKIEREN	P912-E0044	5	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0045	6	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0046	CH+OR	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00041	OR	EINHEIT	ARGUMENT	P912-E0046	46	f10r	HERBAL	P1009-S002	7	f10r.6	zweiknolliges blauköpfiges Heilkraut	chor	CH+OR	2	CH	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P912-E0045	CH+T+Y	CH@1|T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0045	6	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0046	7	1	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0047	CH+T+AIIN	CH@1|T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00042	AIIN	WERT	ARGUMENT	P912-E0047	47	f10r	HERBAL	P1009-S002	8	f10r.6	zweiknolliges blauköpfiges Heilkraut	cthaiin	CH+T+AIIN	3	T	CARD_END	CH@1|T@2	T=EINSTELLEN	NONE	NONE	P912-E0046	CH+OR	CH@1	CH=NEHMEN	CH=NEHMEN	P912-E0046	7	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0047	8	2	T=EINSTELLEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0048	CARRIER_Q+O+CH+T+OL+Y	CH@3|T@4	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[AIIN=WERT]	T=EINSTELLEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00043	Y	AKTIVER POSTEN	ARGUMENT	P912-E0048	48	f10r	HERBAL	P1009-S002	9	f10r.6	zweiknolliges blauköpfiges Heilkraut	qoctholy	CARRIER_Q+O+CH+T+OL+Y	6	OL	CARD_END	CH@3|T@4	T=EINSTELLEN	NONE	NONE	P912-E0047	CH+T+AIIN	CH@1|T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0047	8	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0048	9	4	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0049	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00044	Y	AKTIVER POSTEN	ARGUMENT	P912-E0049	49	f10r	HERBAL	P1009-S002	10	f10r.6	zweiknolliges blauköpfiges Heilkraut	dy	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0048	CARRIER_Q+O+CH+T+OL+Y	CH@3|T@4	T=EINSTELLEN	T=EINSTELLEN	P912-E0048	9	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0048	9	4	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0050	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00045	Y	AKTIVER POSTEN	ARGUMENT	P912-E0050	50	f10r	HERBAL	P1009-S002	11	f10r.6	zweiknolliges blauköpfiges Heilkraut	chy	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0049	Y	NONE	NONE	T=EINSTELLEN	P912-E0048	9	NO	INHERITED_ACTION	T	EINSTELLEN	P912-E0048	9	4	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0051	T+AIIN	T@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00046	AIIN	WERT	ARGUMENT	P912-E0051	51	f10r	HERBAL	P1009-S002	12	f10r.6	zweiknolliges blauköpfiges Heilkraut	taiin	T+AIIN	2	T	CARD_END	T@1	T=EINSTELLEN	NONE	NONE	P912-E0050	Y	NONE	NONE	T=EINSTELLEN	P912-E0048	9	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0051	12	1	T=EINSTELLEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0052	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[AIIN=WERT]	T=EINSTELLEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00047	Y	AKTIVER POSTEN	ARGUMENT	P912-E0052	52	f10r	HERBAL	P1009-S002	13	f10r.6	zweiknolliges blauköpfiges Heilkraut	shy	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0051	T+AIIN	T@1	T=EINSTELLEN	T=EINSTELLEN	P912-E0051	12	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0051	12	1	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0053	D_ADDR+Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00048	Y	AKTIVER POSTEN	ARGUMENT	P912-E0053	53	f10r	HERBAL	P1009-S002	14	f10r.7	zweiknolliges blauköpfiges Heilkraut	dchy	D_ADDR+Y	2	D_ADDR	CARD_END	NONE	NONE	NONE	NONE	P912-E0052	Y	NONE	NONE	T=EINSTELLEN	P912-E0051	12	NO	INHERITED_ACTION	T	EINSTELLEN	P912-E0051	12	1	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0054	OK+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00049	Y	AKTIVER POSTEN	ARGUMENT	P912-E0055	55	f10r	HERBAL	P1009-S002	16	f10r.7	zweiknolliges blauköpfiges Heilkraut	y	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0054	OK+OL	OK@1	OK=SETZEN	OK=SETZEN	P912-E0054	15	NO	PREVIOUS_CARD_ACTION	OK	SETZEN	P912-E0054	15	1	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0056	K+CH+AIIN	K@1|CH@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00050	AIIN	WERT	ARGUMENT	P912-E0056	56	f10r	HERBAL	P1009-S002	17	f10r.7	zweiknolliges blauköpfiges Heilkraut	kchaiin	K+CH+AIIN	3	CH	CARD_END	K@1|CH@2	CH=NEHMEN	NONE	NONE	P912-E0055	Y	NONE	NONE	OK=SETZEN	P912-E0054	15	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0056	17	2	CH=NEHMEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0057	Y+T+Y	T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[AIIN=WERT]	CH=NEHMEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00051	Y	AKTIVER POSTEN	ARGUMENT	P912-E0057	57	f10r	HERBAL	P1009-S002	18	f10r.7	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	1	CARD_START	T	NONE	NONE	T@2	T=EINSTELLEN	P912-E0056	K+CH+AIIN	K@1|CH@2	CH=NEHMEN	CH=NEHMEN	P912-E0056	17	NO	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0057	18	2	[Y=AKTIVER POSTEN]→T=EINSTELLEN	SINGLE	SINGLE	NONE	P912-E0058	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	[Y=AKTIVER POSTEN]→T=EINSTELLEN	[Y=AKTIVER POSTEN]→T=EINSTELLEN	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00052	Y	AKTIVER POSTEN	ARGUMENT	P912-E0057	57	f10r	HERBAL	P1009-S002	18	f10r.7	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	3	T	CARD_END	T@2	T=EINSTELLEN	NONE	NONE	P912-E0056	K+CH+AIIN	K@1|CH@2	CH=NEHMEN	CH=NEHMEN	P912-E0056	17	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0057	18	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0058	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00053	AIIN	WERT	ARGUMENT	P912-E0058	58	f10r	HERBAL	P1009-S002	19	f10r.7	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0057	Y+T+Y	T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0057	18	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0057	18	2	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0059	CH+T	CH@1|T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00054	AIN	ANTEIL	ARGUMENT	P912-E0060	60	f10r	HERBAL	P1009-S002	21	f10r.7	zweiknolliges blauköpfiges Heilkraut	dain	AIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0059	CH+T	CH@1|T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0059	20	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0059	20	2	T=EINSTELLEN⟨VORIGE KARTE⟩[AIN=ANTEIL]	SINGLE	SINGLE	NONE	P912-E0061	D_ADDR+AIR	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[AIN=ANTEIL]	T=EINSTELLEN⟨VORIGE KARTE⟩[AIN=ANTEIL]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00055	AIR	LAUF	RELATION	P912-E0061	61	f10r	HERBAL	P1009-S002	22	f10r.7	zweiknolliges blauköpfiges Heilkraut	dair	D_ADDR+AIR	2	D_ADDR	CARD_END	NONE	NONE	NONE	NONE	P912-E0060	AIN	NONE	NONE	T=EINSTELLEN	P912-E0059	20	NO	INHERITED_ACTION	T	EINSTELLEN	P912-E0059	20	2	T=EINSTELLEN⟨GEERBT⟩[AIR=LAUF]	SINGLE	SINGLE	NONE	P912-E0062	AM_ADDR	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨GEERBT⟩[AIR=LAUF]	T=EINSTELLEN⟨GEERBT⟩[AIR=LAUF]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00056	OR	EINHEIT	ARGUMENT	P912-E0063	63	f10r	HERBAL	P1009-S002	24	f10r.8	zweiknolliges blauköpfiges Heilkraut	qotchor	OT+CH+OR	3	CH	CARD_END	CH@2	CH=NEHMEN	NONE	NONE	P912-E0062	AM_ADDR	NONE	NONE	T=EINSTELLEN	P912-E0059	20	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0063	24	2	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0064	CH+OR	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00057	OR	EINHEIT	ARGUMENT	P912-E0064	64	f10r	HERBAL	P1009-S002	25	f10r.8	zweiknolliges blauköpfiges Heilkraut	chor	CH+OR	2	CH	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P912-E0063	OT+CH+OR	CH@2	CH=NEHMEN	CH=NEHMEN	P912-E0063	24	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0064	25	1	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0065	OT+OL	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00058	OR	EINHEIT	ARGUMENT	P912-E0067	67	f10r	HERBAL	P1009-S002	28	f10r.8	zweiknolliges blauköpfiges Heilkraut	cholor	OL+OR	2	OL	CARD_END	NONE	NONE	NONE	NONE	P912-E0066	OL	NONE	NONE	CH=NEHMEN	P912-E0064	25	NO	INHERITED_ACTION	CH	NEHMEN	P912-E0064	25	1	CH=NEHMEN⟨GEERBT⟩[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0068	OL	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[OR=EINHEIT]	CH=NEHMEN⟨GEERBT⟩[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00059	AIIN	WERT	ARGUMENT	P912-E0069	69	f10r	HERBAL	P1009-S002	30	f10r.8	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0068	OL	NONE	NONE	CH=NEHMEN	P912-E0064	25	NO	INHERITED_ACTION	CH	NEHMEN	P912-E0064	25	1	CH=NEHMEN⟨GEERBT⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0070	D_ADDR+AR	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[AIIN=WERT]	CH=NEHMEN⟨GEERBT⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00060	AR	AUSGANG	RELATION	P912-E0070	70	f10r	HERBAL	P1009-S002	31	f10r.8	zweiknolliges blauköpfiges Heilkraut	dar	D_ADDR+AR	2	D_ADDR	CARD_END	NONE	NONE	NONE	NONE	P912-E0069	AIIN	NONE	NONE	CH=NEHMEN	P912-E0064	25	NO	INHERITED_ACTION	CH	NEHMEN	P912-E0064	25	1	CH=NEHMEN⟨GEERBT⟩[AR=AUSGANG]	SINGLE	SINGLE	NONE	P912-E0071	O+Y+K+CH+OR	K@3|CH@4	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[AR=AUSGANG]	CH=NEHMEN⟨GEERBT⟩[AR=AUSGANG]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00061	Y	AKTIVER POSTEN	ARGUMENT	P912-E0071	71	f10r	HERBAL	P1009-S002	32	f10r.9	zweiknolliges blauköpfiges Heilkraut	oykchor	O+Y+K+CH+OR	2	O	K	NONE	NONE	K@3|CH@4	K=GEBEN	P912-E0070	D_ADDR+AR	NONE	NONE	CH=NEHMEN	P912-E0064	25	NO	SAME_CARD_RIGHT_ACTION	K	GEBEN	P912-E0071	32	3	[Y=AKTIVER POSTEN]→K=GEBEN	SINGLE	SINGLE	NONE	P912-E0072	SH+OR	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	[Y=AKTIVER POSTEN]→K=GEBEN	[Y=AKTIVER POSTEN]→K=GEBEN	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00062	OR	EINHEIT	ARGUMENT	P912-E0071	71	f10r	HERBAL	P1009-S002	32	f10r.9	zweiknolliges blauköpfiges Heilkraut	oykchor	O+Y+K+CH+OR	5	CH	CARD_END	K@3|CH@4	CH=NEHMEN	NONE	NONE	P912-E0070	D_ADDR+AR	NONE	NONE	CH=NEHMEN	P912-E0064	25	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0071	32	4	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0072	SH+OR	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00063	OR	EINHEIT	ARGUMENT	P912-E0072	72	f10r	HERBAL	P1009-S002	33	f10r.9	zweiknolliges blauköpfiges Heilkraut	shor	SH+OR	2	SH	CARD_END	SH@1	SH=HALTEN	NONE	NONE	P912-E0071	O+Y+K+CH+OR	K@3|CH@4	CH=NEHMEN	CH=NEHMEN	P912-E0071	32	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P912-E0072	33	1	SH=HALTEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0073	CH+OR	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[OR=EINHEIT]	SH=HALTEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
