alias_ordinal	alias_id	alias_class	event_id	statement_id	physical_page	register	owner_id	inherited_root	lexical_source_kind	lexical_source_event_id	lexical_source_atom_position	lexical_source_key	source_layer	guard
90	GDT581-I0090	ACTION_ALIAS	G407-E0272	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0271	2	G407-E0271@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
91	GDT581-I0091	ACTION_ALIAS	G407-E0274	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0273	2	G407-E0273@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
92	GDT581-I0092	ACTION_ALIAS	G407-E0275	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0273	2	G407-E0273@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
93	GDT581-I0093	ACTION_ALIAS	G407-E0276	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0273	2	G407-E0273@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
94	GDT581-I0094	ACTION_ALIAS	G407-E0279	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0278	1	G407-E0278@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
95	GDT581-I0095	ACTION_ALIAS	G407-E0280	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0278	1	G407-E0278@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
96	GDT581-I0096	ACTION_ALIAS	G407-E0281	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0278	1	G407-E0278@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
97	GDT581-I0097	ACTION_ALIAS	G407-E0282	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0278	1	G407-E0278@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
98	GDT581-I0098	ACTION_ALIAS	G407-E0283	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0278	1	G407-E0278@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
99	GDT581-I0099	ACTION_ALIAS	G407-E0284	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0278	1	G407-E0278@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
100	GDT581-I0100	ACTION_ALIAS	G407-E0288	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0287	1	G407-E0287@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
101	GDT581-I0101	ACTION_ALIAS	G407-E0290	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	K	SAME_STATEMENT_EVENT	G407-E0289	1	G407-E0289@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
102	GDT581-I0102	ACTION_ALIAS	G407-E0292	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0291	1	G407-E0291@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
103	GDT581-I0103	ACTION_ALIAS	G407-E0293	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	CH	SAME_STATEMENT_EVENT	G407-E0291	1	G407-E0291@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
104	GDT581-I0104	ACTION_ALIAS	G407-E0299	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	SH	SAME_STATEMENT_EVENT	G407-E0298	4	G407-E0298@4:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
105	GDT581-I0105	ACTION_ALIAS	G407-E0300	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	SH	SAME_STATEMENT_EVENT	G407-E0298	4	G407-E0298@4:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
106	GDT581-I0106	ACTION_ALIAS	G407-E0302	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0301	2	G407-E0301@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
107	GDT581-I0107	ACTION_ALIAS	G407-E0303	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0301	2	G407-E0301@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
108	GDT581-I0108	ACTION_ALIAS	G407-E0304	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0301	2	G407-E0301@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
109	GDT581-I0109	ACTION_ALIAS	G407-E0305	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0301	2	G407-E0301@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
110	GDT581-I0110	ACTION_ALIAS	G407-E0306	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	T	SAME_STATEMENT_EVENT	G407-E0301	2	G407-E0301@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
111	GDT581-I0111	ACTION_ALIAS	G407-E0316	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	T	SAME_STATEMENT_EVENT	G407-E0315	4	G407-E0315@4:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
112	GDT581-I0112	ACTION_ALIAS	G407-E0317	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	T	SAME_STATEMENT_EVENT	G407-E0315	4	G407-E0315@4:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
113	GDT581-I0113	ACTION_ALIAS	G407-E0319	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	SH	SAME_STATEMENT_EVENT	G407-E0318	2	G407-E0318@2:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
114	GDT581-I0114	ACTION_ALIAS	G407-E0323	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	K	SAME_STATEMENT_EVENT	G407-E0322	1	G407-E0322@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
115	GDT581-I0115	ACTION_ALIAS	G407-E0324	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	K	SAME_STATEMENT_EVENT	G407-E0322	1	G407-E0322@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
116	GDT581-I0116	ACTION_ALIAS	G407-E0325	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	K	SAME_STATEMENT_EVENT	G407-E0322	1	G407-E0322@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
117	GDT581-I0117	ACTION_ALIAS	G407-E0327	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	T	SAME_STATEMENT_EVENT	G407-E0326	2	G407-E0326@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
118	GDT581-I0118	ACTION_ALIAS	G407-E0330	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0329	1	G407-E0329@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
119	GDT581-I0119	ACTION_ALIAS	G407-E0332	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0331	1	G407-E0331@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
120	GDT581-I0120	ACTION_ALIAS	G407-E0333	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0331	1	G407-E0331@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
121	GDT581-I0121	ACTION_ALIAS	G407-E0334	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0331	1	G407-E0331@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
122	GDT581-I0122	ACTION_ALIAS	G407-E0335	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0331	1	G407-E0331@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
123	GDT581-I0123	ACTION_ALIAS	G407-E0337	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	K	SAME_STATEMENT_EVENT	G407-E0336	1	G407-E0336@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
124	GDT581-I0124	ACTION_ALIAS	G407-E0338	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	K	SAME_STATEMENT_EVENT	G407-E0336	1	G407-E0336@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
125	GDT581-I0125	ACTION_ALIAS	G407-E0343	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	K	SAME_STATEMENT_EVENT	G407-E0342	2	G407-E0342@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
126	GDT581-I0126	ACTION_ALIAS	G407-E0344	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	K	SAME_STATEMENT_EVENT	G407-E0342	2	G407-E0342@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
127	GDT581-I0127	ACTION_ALIAS	G407-E0346	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	T	SAME_STATEMENT_EVENT	G407-E0345	2	G407-E0345@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
128	GDT581-I0128	ACTION_ALIAS	G407-E0347	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	T	SAME_STATEMENT_EVENT	G407-E0345	2	G407-E0345@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
129	GDT581-I0129	ACTION_ALIAS	G407-E0349	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0348	1	G407-E0348@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
130	GDT581-I0130	ACTION_ALIAS	G407-E0350	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0348	1	G407-E0348@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
131	GDT581-I0131	ACTION_ALIAS	G407-E0351	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0348	1	G407-E0348@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
132	GDT581-I0132	ACTION_ALIAS	G407-E0353	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	S	SAME_STATEMENT_EVENT	G407-E0352	1	G407-E0352@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
133	GDT581-I0133	ACTION_ALIAS	G407-E0354	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	S	SAME_STATEMENT_EVENT	G407-E0352	1	G407-E0352@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
134	GDT581-I0134	ACTION_ALIAS	G407-E0357	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	CH	SAME_STATEMENT_EVENT	G407-E0356	3	G407-E0356@3:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
135	GDT581-I0135	ACTION_ALIAS	G407-E0361	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	S	SAME_STATEMENT_EVENT	G407-E0360	1	G407-E0360@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
136	GDT581-I0136	ACTION_ALIAS	G407-E0362	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	S	SAME_STATEMENT_EVENT	G407-E0360	1	G407-E0360@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
137	GDT581-I0137	ACTION_ALIAS	G407-E0365	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	T	SAME_STATEMENT_EVENT	G407-E0364	2	G407-E0364@2:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
138	GDT581-I0138	ACTION_ALIAS	G407-E0369	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	SH	SAME_STATEMENT_EVENT	G407-E0368	1	G407-E0368@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
139	GDT581-I0139	ACTION_ALIAS	G407-E0375	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0374	2	G407-E0374@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
140	GDT581-I0140	ACTION_ALIAS	G407-E0376	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0374	2	G407-E0374@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
141	GDT581-I0141	ACTION_ALIAS	G407-E0377	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0374	2	G407-E0374@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
142	GDT581-I0142	ACTION_ALIAS	G407-E0379	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0378	2	G407-E0378@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
143	GDT581-I0143	ACTION_ALIAS	G407-E0380	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0378	2	G407-E0378@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
144	GDT581-I0144	ACTION_ALIAS	G407-E0382	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0381	2	G407-E0381@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
145	GDT581-I0145	ACTION_ALIAS	G407-E0383	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0381	2	G407-E0381@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
146	GDT581-I0146	ACTION_ALIAS	G407-E0385	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	S	SAME_STATEMENT_EVENT	G407-E0384	1	G407-E0384@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
147	GDT581-I0147	ACTION_ALIAS	G407-E0387	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	S	SAME_STATEMENT_EVENT	G407-E0386	1	G407-E0386@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
148	GDT581-I0148	ACTION_ALIAS	G407-E0396	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0395	1	G407-E0395@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
149	GDT581-I0149	ACTION_ALIAS	G407-E0397	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0395	1	G407-E0395@1:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
150	GDT581-I0150	ACTION_ALIAS	G407-E0401	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	SH	SAME_STATEMENT_EVENT	G407-E0400	1	G407-E0400@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
151	GDT581-I0151	ACTION_ALIAS	G407-E0409	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0408	2	G407-E0408@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
152	GDT581-I0152	ACTION_ALIAS	G407-E0410	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0408	2	G407-E0408@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
153	GDT581-I0153	ACTION_ALIAS	G407-E0414	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0413	2	G407-E0413@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
154	GDT581-I0154	ACTION_ALIAS	G407-E0416	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0415	2	G407-E0415@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
155	GDT581-I0155	ACTION_ALIAS	G407-E0417	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	K	SAME_STATEMENT_EVENT	G407-E0415	2	G407-E0415@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
156	GDT581-I0156	ACTION_ALIAS	G407-E0419	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OK	SAME_STATEMENT_EVENT	G407-E0418	1	G407-E0418@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
157	GDT581-I0157	ACTION_ALIAS	G407-E0420	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OK	SAME_STATEMENT_EVENT	G407-E0418	1	G407-E0418@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
158	GDT581-I0158	ACTION_ALIAS	G407-E0421	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OK	SAME_STATEMENT_EVENT	G407-E0418	1	G407-E0418@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
159	GDT581-I0159	ACTION_ALIAS	G407-E0422	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OK	SAME_STATEMENT_EVENT	G407-E0418	1	G407-E0418@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
160	GDT581-I0160	ACTION_ALIAS	G407-E0423	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OK	SAME_STATEMENT_EVENT	G407-E0418	1	G407-E0418@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
161	GDT581-I0161	ACTION_ALIAS	G407-E0425	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0424	2	G407-E0424@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
162	GDT581-I0162	ACTION_ALIAS	G407-E0426	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0424	2	G407-E0424@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
163	GDT581-I0163	ACTION_ALIAS	G407-E0432	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OK	SAME_STATEMENT_EVENT	G407-E0431	1	G407-E0431@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
164	GDT581-I0164	ACTION_ALIAS	G407-E0433	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OK	SAME_STATEMENT_EVENT	G407-E0431	1	G407-E0431@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
165	GDT581-I0165	ACTION_ALIAS	G407-E0435	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	SH	SAME_STATEMENT_EVENT	G407-E0434	1	G407-E0434@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
166	GDT581-I0166	ACTION_ALIAS	G407-E0436	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	SH	SAME_STATEMENT_EVENT	G407-E0434	1	G407-E0434@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
167	GDT581-I0167	ACTION_ALIAS	G407-E0439	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	CH	SAME_STATEMENT_EVENT	G407-E0438	2	G407-E0438@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
168	GDT581-I0168	ACTION_ALIAS	G407-E0445	G407-S018	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	R	SAME_STATEMENT_EVENT	G407-E0444	2	G407-E0444@2:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
169	GDT581-I0169	ACTION_ALIAS	G407-E0446	G407-S018	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	R	SAME_STATEMENT_EVENT	G407-E0444	2	G407-E0444@2:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
170	GDT581-I0170	ACTION_ALIAS	G407-E0451	G407-S019	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH	SAME_STATEMENT_EVENT	G407-E0450	2	G407-E0450@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
171	GDT581-I0171	ACTION_ALIAS	G407-E0453	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	K	SAME_STATEMENT_EVENT	G407-E0452	4	G407-E0452@4:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
172	GDT581-I0172	ACTION_ALIAS	G407-E0456	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OK	SAME_STATEMENT_EVENT	G407-E0455	1	G407-E0455@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
173	GDT581-I0173	ACTION_ALIAS	G407-E0458	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	K	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
174	GDT581-I0174	ACTION_ALIAS	G407-E0462	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	S	SAME_STATEMENT_EVENT	G407-E0461	3	G407-E0461@3:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
175	GDT581-I0175	ACTION_ALIAS	G407-E0463	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	S	SAME_STATEMENT_EVENT	G407-E0461	3	G407-E0461@3:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
176	GDT581-I0176	ACTION_ALIAS	G407-E0464	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	S	SAME_STATEMENT_EVENT	G407-E0461	3	G407-E0461@3:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
177	GDT581-I0177	ACTION_ALIAS	G407-E0465	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	S	SAME_STATEMENT_EVENT	G407-E0461	3	G407-E0461@3:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
178	GDT581-I0178	ACTION_ALIAS	G407-E0472	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OK	SAME_STATEMENT_EVENT	G407-E0471	1	G407-E0471@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
179	GDT581-I0179	ACTION_ALIAS	G407-E0473	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OK	SAME_STATEMENT_EVENT	G407-E0471	1	G407-E0471@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
