voice_repair_ordinal	voice_repair_id	focus_host_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	focus_root	focus_family	focus_final_position	focus_machine_link	attachment_geometry	selected_head_link	selected_head_root	effective_grammar_host_kind	effective_grammar_host_key	voice_head_link	audible_first_action_root	audible_first_imperative	selector_trigger_class	voice_repair_class	source_clause_de	event_repair_id	explicit_head_block_de	guard
131	GDT581-V131	G407-A02603	G407-E2437	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolal	OL+AL	AL	RELATION	2	G407-A02603:G407-E2437@2:AL#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; zur Zielstation.	GDT581-EV113	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: zur Zielstation [G407-A02603:G407-E2437@2:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
132	GDT581-V132	G407-A02613	G407-E2446	G407-S328	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	E	GRADE	2	G407-A02613:G407-E2446@2:E#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2446:OT>G<DY	CONTROL:G407-E2446:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV114	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2446:OT>G<DY]: auf Grad I [G407-A02613:G407-E2446@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
133	GDT581-V133	G407-A02623	G407-E2456	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	L	RELATION	1	G407-A02623:G407-E2456@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E2457@1:S	S	PRIMARY_ACTION	ACTION:G407-E2457@1:S	G407-E2457@1:S	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	GDT581-EV115	Bezug auf das folgende Wählen [G407-E2457@1:S]: über die sichtbare Verbindung [G407-A02623:G407-E2456@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
134	GDT581-V134	G407-A02625	G407-E2458	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	AIIN	ARGUMENT	2	G407-A02625:G407-E2458@2:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2459@1:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E2459@1:CHD	G407-E2459@1:CHD	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationswert.	GDT581-EV116	Bezug auf das folgende Bearbeiten [G407-E2459@1:CHD]: den Stationswert [G407-A02625:G407-E2458@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
135	GDT581-V135	G407-A02631	G407-E2464	G407-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	L	RELATION	1	G407-A02631:G407-E2464@1:L#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an; über die sichtbare Verbindung.	GDT581-EV117	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: über die sichtbare Verbindung [G407-A02631:G407-E2464@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
136	GDT581-V136	G407-A02632	G407-E2465	G407-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A02632:G407-E2465@2:EE#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2465:OT>G<DY	CONTROL:G407-E2465:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	GDT581-EV118	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2465:OT>G<DY]: auf Grad II [G407-A02632:G407-E2465@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
137	GDT581-V137	G407-A02633	G407-E2466	G407-S338	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A02633:G407-E2466@2:EE#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2466:OT>G<DY	CONTROL:G407-E2466:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	GDT581-EV119	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2466:OT>G<DY]: auf Grad II [G407-A02633:G407-E2466@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
138	GDT581-V138	G407-A02642	G407-E2473	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	L	RELATION	1	G407-A02642:G407-E2473@1:L#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	GDT581-EV120	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: über die sichtbare Verbindung [G407-A02642:G407-E2473@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
139	GDT581-V139	G407-A02643	G407-E2474	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	AIIN	AIIN	ARGUMENT	1	G407-A02643:G407-E2474@1:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2475@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E2475@1:CH	G407-E2475@1:CH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationswert im Stationsgang an.	GDT581-EV121	Bezug auf das folgende Entnehmen [G407-E2475@1:CH]: den Stationswert [G407-A02643:G407-E2474@1:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
140	GDT581-V140	G407-A02658	G407-E2486	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchey	L+Y	L	RELATION	1	G407-A02658:G407-E2486@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E2487@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E2487@2:SH	G407-E2487@2:SH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	GDT581-EV122	Bezug auf das folgende Halten [G407-E2487@2:SH]: über die sichtbare Verbindung [G407-A02658:G407-E2486@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
141	GDT581-V141	G407-A02659	G407-E2486	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchey	L+Y	Y	ARGUMENT	2	G407-A02659:G407-E2486@2:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2487@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E2487@2:SH	G407-E2487@2:SH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	GDT581-EV122	Bezug auf das folgende Halten [G407-E2487@2:SH]: den Stationsposten [G407-A02659:G407-E2486@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
142	GDT581-V142	G407-A02694	G407-E2511	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	al	AL	AL	RELATION	1	G407-A02694:G407-E2511@1:AL#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	GDT581-EV123	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: zur Zielstation [G407-A02694:G407-E2511@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
143	GDT581-V143	G407-A02743	G407-E2554	G407-S364	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	E	GRADE	2	G407-A02743:G407-E2554@2:E#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2554:OT>G<DY	CONTROL:G407-E2554:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV124	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2554:OT>G<DY]: auf Grad I [G407-A02743:G407-E2554@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
144	GDT581-V144	G407-A02744	G407-E2555	G407-S365	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olchey	OL+Y	Y	ARGUMENT	2	G407-A02744:G407-E2555@2:Y#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT581-EV125	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationsposten [G407-A02744:G407-E2555@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
145	GDT581-V145	G407-A02768	G407-E2577	G407-S369	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	E	GRADE	2	G407-A02768:G407-E2577@2:E#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2577:OT>G<DY	CONTROL:G407-E2577:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV126	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2577:OT>G<DY]: auf Grad I [G407-A02768:G407-E2577@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
146	GDT581-V146	G407-A02769	G407-E2578	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotary	OT+AR+Y	AR	RELATION	2	G407-A02769:G407-E2578@2:AR#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT581-EV127	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: von der Ausgangsstation [G407-A02769:G407-E2578@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
147	GDT581-V147	G407-A02770	G407-E2578	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotary	OT+AR+Y	Y	ARGUMENT	3	G407-A02770:G407-E2578@3:Y#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT581-EV127	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationsposten [G407-A02770:G407-E2578@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
148	GDT581-V148	G407-A02771	G407-E2579	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qor	OR	OR	ARGUMENT	1	G407-A02771:G407-E2579@1:OR#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze die Stationseinheit im Stationsgang an.	GDT581-EV128	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: die Stationseinheit [G407-A02771:G407-E2579@1:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
149	GDT581-V149	G407-A02772	G407-E2580	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ain	AIN	AIN	ARGUMENT	1	G407-A02772:G407-E2580@1:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2581@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E2581@1:CH	G407-E2581@1:CH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	GDT581-EV129	Bezug auf das folgende Entnehmen [G407-E2581@1:CH]: den Stationsanteil [G407-A02772:G407-E2580@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
150	GDT581-V150	G407-A02784	G407-E2591	G407-S371	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteeedy	OT+EEE+DY	EEE	GRADE	2	G407-A02784:G407-E2591@2:EEE#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2591:OT>G<DY	CONTROL:G407-E2591:OT>G<DY	K	führe	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad III; schließe den Schritt.	GDT581-EV130	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2591:OT>G<DY]: auf Grad III [G407-A02784:G407-E2591@2:EEE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
151	GDT581-V151	G407-A02824	G407-E2629	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	EE	GRADE	3	G407-A02824:G407-E2629@3:EE#1	BOUNDED_NEXT_CARD_ACTION	G407-E2630@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2630@1:OK	G407-E2630@1:OK	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	GDT581-EV131	Bezug auf das folgende Ansetzen [G407-E2630@1:OK]: auf Grad II [G407-A02824:G407-E2629@3:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
152	GDT581-V152	G407-A02825	G407-E2629	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	Y	ARGUMENT	5	G407-A02825:G407-E2629@5:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2630@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2630@1:OK	G407-E2630@1:OK	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	GDT581-EV131	Bezug auf das folgende Ansetzen [G407-E2630@1:OK]: den Stationsposten [G407-A02825:G407-E2629@5:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
153	GDT581-V153	G407-A02844	G407-E2642	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	L	RELATION	1	G407-A02844:G407-E2642@1:L#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationswert; über die sichtbare Verbindung.	GDT581-EV132	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: über die sichtbare Verbindung [G407-A02844:G407-E2642@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
154	GDT581-V154	G407-A02845	G407-E2642	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	AIIN	ARGUMENT	2	G407-A02845:G407-E2642@2:AIIN#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationswert; über die sichtbare Verbindung.	GDT581-EV132	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationswert [G407-A02845:G407-E2642@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
155	GDT581-V155	G407-A02846	G407-E2645	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	eeedy	EEE+DY	EEE	GRADE	1	G407-A02846:G407-E2645@1:EEE#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Halte denselben Stationswert; auf Grad III; schließe den Schritt.	GDT581-EV133	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: auf Grad III [G407-A02846:G407-E2645@1:EEE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
156	GDT581-V156	G407-A02850	G407-E2650	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoty	OT+Y	Y	ARGUMENT	2	G407-A02850:G407-E2650@2:Y#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsposten.	GDT581-EV134	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationsposten [G407-A02850:G407-E2650@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
157	GDT581-V157	G407-A02854	G407-E2655	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotal	OT+AL	AL	RELATION	2	G407-A02854:G407-E2655@2:AL#1	BOUNDED_NEXT_CARD_ACTION	G407-E2656@1:R	R	PRIMARY_ACTION	ACTION:G407-E2656@1:R	G407-E2656@1:R	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	GDT581-EV135	Bezug auf das folgende Markieren [G407-E2656@1:R]: zur Zielstation [G407-A02854:G407-E2655@2:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
158	GDT581-V158	G407-A02859	G407-E2662	G407-S387	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	E	GRADE	2	G407-A02859:G407-E2662@2:E#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2662:OT>G<DY	CONTROL:G407-E2662:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV136	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2662:OT>G<DY]: auf Grad I [G407-A02859:G407-E2662@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
159	GDT581-V159	G407-A02871	G407-E2675	G407-S391	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	E	GRADE	2	G407-A02871:G407-E2675@2:E#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2675:OT>G<DY	CONTROL:G407-E2675:OT>G<DY	CH	entnimm	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: entnimm denselben Stationswert; auf Grad I; schließe den Schritt.	GDT581-EV137	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2675:OT>G<DY]: auf Grad I [G407-A02871:G407-E2675@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
