local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard
50	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1886	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1886	f67r2	CELESTIAL	f67r2.58	zwei lokale Himmelsraeder	dal	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
51	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1887	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1887	f67r2	CELESTIAL	f67r2.58	zwei lokale Himmelsraeder	g	G_LABEL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
52	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1888	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1888	f67r2	CELESTIAL	f67r2.59	zwei lokale Himmelsraeder	ytchodly	Y+T+CH+O+D_ADDR+L+Y	7	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
53	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1889	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1889	f67r2	CELESTIAL	f67r2.60	zwei lokale Himmelsraeder	octhys	O+CTH+Y+S	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
54	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1890	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1890	f67r2	CELESTIAL	f67r2.61	zwei lokale Himmelsraeder	ytokar	Y+T+OK+AR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
55	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1891	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1891	f67r2	CELESTIAL	f67r2.62	zwei lokale Himmelsraeder	otolor	OT+OL+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
56	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1892	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1892	f67r2	CELESTIAL	f67r2.63	zwei lokale Himmelsraeder	okodar	OK+O+DA+R	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
57	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1893	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1893	f67r2	CELESTIAL	f67r2.64	zwei lokale Himmelsraeder	s	S	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
58	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1894	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1894	f67r2	CELESTIAL	f67r2.64	zwei lokale Himmelsraeder	air	AIR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
59	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1895	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1895	f67r2	CELESTIAL	f67r2.65	zwei lokale Himmelsraeder	soear	S+O+E+AR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
60	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1896	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1896	f67r2	CELESTIAL	f67r2.66	zwei lokale Himmelsraeder	cpheey	CPH+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
61	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1897	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1897	f67r2	CELESTIAL	f67r2.67	zwei lokale Himmelsraeder	okodar	OK+O+DA+R	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
62	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1898	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1898	f67r2	CELESTIAL	f67r2.68	zwei lokale Himmelsraeder	oepchod	O+E+P+CH+O+D_ADDR	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
63	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1899	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1899	f67r2	CELESTIAL	f67r2.69	zwei lokale Himmelsraeder	s	S	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
64	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1900	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1900	f67r2	CELESTIAL	f67r2.69	zwei lokale Himmelsraeder	ay	A_ADDR+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
65	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1901	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1901	f67r2	CELESTIAL	f67r2.70	zwei lokale Himmelsraeder	osar	O+S+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
66	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1902	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1902	f67r2	CELESTIAL	f67r2.71	zwei lokale Himmelsraeder	oran	OR+AN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
67	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1970	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1970	f68r1	CELESTIAL	f68r1.8	mehrteiliger Sternatlas mit lokalen Zentren	okodaly	OK+O+DA+L+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
68	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1971	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1971	f68r1	CELESTIAL	f68r1.9	mehrteiliger Sternatlas mit lokalen Zentren	odchecthy	O+D_ADDR+CH+E+CTH+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
69	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1972	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1972	f68r1	CELESTIAL	f68r1.10	mehrteiliger Sternatlas mit lokalen Zentren	otcheody	OT+CHEO+D_ADDR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
70	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1973	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1973	f68r1	CELESTIAL	f68r1.11	mehrteiliger Sternatlas mit lokalen Zentren	okoaly	OK+O+AL+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
71	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1974	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1974	f68r1	CELESTIAL	f68r1.12	mehrteiliger Sternatlas mit lokalen Zentren	chocfhy	CH+O+CFH+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
72	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1975	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1975	f68r1	CELESTIAL	f68r1.13	mehrteiliger Sternatlas mit lokalen Zentren	octhey	O+CTH+E+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
73	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1976	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1976	f68r1	CELESTIAL	f68r1.14	mehrteiliger Sternatlas mit lokalen Zentren	otshey	OT+SH+E+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
74	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1977	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1977	f68r1	CELESTIAL	f68r1.15	mehrteiliger Sternatlas mit lokalen Zentren	otydy	OT+Y+D_ADDR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
75	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1978	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1978	f68r1	CELESTIAL	f68r1.16	mehrteiliger Sternatlas mit lokalen Zentren	okear	OK+E+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
76	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1979	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1979	f68r1	CELESTIAL	f68r1.17	mehrteiliger Sternatlas mit lokalen Zentren	cphocthy	CPH+O+CTH+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
77	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1980	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1980	f68r1	CELESTIAL	f68r1.18	mehrteiliger Sternatlas mit lokalen Zentren	ytchody	Y+T+CH+O+D_ADDR+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
78	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1981	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1981	f68r1	CELESTIAL	f68r1.19	mehrteiliger Sternatlas mit lokalen Zentren	otys	OT+Y+S	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
79	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1982	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1982	f68r1	CELESTIAL	f68r1.20	mehrteiliger Sternatlas mit lokalen Zentren	olor	OL+OR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
80	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1983	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1983	f68r1	CELESTIAL	f68r1.21	mehrteiliger Sternatlas mit lokalen Zentren	ockhy	O+CKH+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
81	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1984	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1984	f68r1	CELESTIAL	f68r1.22	mehrteiliger Sternatlas mit lokalen Zentren	ofcheor	O+LOCAL_CHAR_F+CHEO+R	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
82	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1985	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1985	f68r1	CELESTIAL	f68r1.23	mehrteiliger Sternatlas mit lokalen Zentren	otchdy	OT+CHD+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
83	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1986	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1986	f68r1	CELESTIAL	f68r1.24	mehrteiliger Sternatlas mit lokalen Zentren	otykchs	OT+Y+K+CH+S	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
84	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1987	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1987	f68r1	CELESTIAL	f68r1.25	mehrteiliger Sternatlas mit lokalen Zentren	otol	OT+OL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
85	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1988	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1988	f68r1	CELESTIAL	f68r1.26	mehrteiliger Sternatlas mit lokalen Zentren	otor	OT+OR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
86	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1989	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1989	f68r1	CELESTIAL	f68r1.27	mehrteiliger Sternatlas mit lokalen Zentren	oiinar	O+IIN+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
87	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1990	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1990	f68r1	CELESTIAL	f68r1.28	mehrteiliger Sternatlas mit lokalen Zentren	okoldy	OK+OL+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
88	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1991	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1991	f68r1	CELESTIAL	f68r1.29	mehrteiliger Sternatlas mit lokalen Zentren	ykchdy	Y+K+CHD+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
89	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1992	f68r1	CELESTIAL	f68r1.30	mehrteiliger Sternatlas mit lokalen Zentren	oeeody	O+EE+O+D_ADDR+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
90	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1993	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1993	f68r1	CELESTIAL	f68r1.31	mehrteiliger Sternatlas mit lokalen Zentren	ocphy	O+CPH+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
91	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1994	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1994	f68r1	CELESTIAL	f68r1.32	mehrteiliger Sternatlas mit lokalen Zentren	okeeodal	OK+EE+O+DA+L	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
92	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1995	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1995	f68r1	CELESTIAL	f68r1.33	mehrteiliger Sternatlas mit lokalen Zentren	okshor	OK+SH+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
93	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1996	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1996	f68r1	CELESTIAL	f68r1.34	mehrteiliger Sternatlas mit lokalen Zentren	osdaiin	O+S+D_ADDR+AIIN	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
94	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1997	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1997	f68r1	CELESTIAL	f68r1.35	mehrteiliger Sternatlas mit lokalen Zentren	otochedy	OT+O+CHD+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
95	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1998	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1998	f68r1	CELESTIAL	f68r1.36	mehrteiliger Sternatlas mit lokalen Zentren	dolchedy	D_ADDR+OL+CHD+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
96	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1999	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1999	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	oky	OK+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
97	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2000	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2000	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	okchdy	OK+CHD+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
