focus_host_ordinal	focus_host_id	source_layer	source_attachment_id	statement_id	event_id	physical_page	register	owner_id	surface	source_recipe	final_recipe	focus_root	focus_value_de	focus_family	focus_occurrence_rank	focus_source_position	focus_final_position	selector_rule	attachment_geometry	primary_governor_kind	primary_governor_event_id	primary_governor_atom_position	primary_governor_root	primary_governor_occurrence_rank	effective_grammar_host_kind	effective_grammar_host_key	grade_host_mode	grade_carrier_envelope	prose_realization_scope	coordinate_reconciled	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	guard
43	G407-A00043	GDT407_5051_ATTACHMENT_EDITION	G407-A00043	G407-S001	G407-E0038	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	OR	OR	EINHEIT	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0037	1	OK	1	PRIMARY_ACTION	ACTION:G407-E0037@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
44	G407-A00044	GDT407_5051_ATTACHMENT_EDITION	G407-A00044	G407-S001	G407-E0040	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sair	S+AIR	S+AIR	AIR	LAUF	RELATION	1	2	2	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0040	1	S	1	PRIMARY_ACTION	ACTION:G407-E0040@1:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
45	G407-A00045	GDT407_5051_ATTACHMENT_EDITION	G407-A00045	G407-S001	G407-E0041	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0040	1	S	1	PRIMARY_ACTION	ACTION:G407-E0040@1:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
46	G407-A00046	GDT407_5051_ATTACHMENT_EDITION	G407-A00046	G407-S001	G407-E0042	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chear	CH+E+AR	CH+E+AR	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0042	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0042@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
47	G407-A00047	GDT407_5051_ATTACHMENT_EDITION	G407-A00047	G407-S001	G407-E0042	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chear	CH+E+AR	CH+E+AR	AR	AUSGANG	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0042	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0042@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
48	G407-A00048	GDT407_5051_ATTACHMENT_EDITION	G407-A00048	G407-S001	G407-E0043	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	CH+T+AIIN	AIIN	WERT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0043	2	T	1	PRIMARY_ACTION	ACTION:G407-E0043@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
49	G407-A00049	GDT407_5051_ATTACHMENT_EDITION	G407-A00049	G407-S001	G407-E0044	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	CH+P+AR	AR	AUSGANG	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0044	2	P	1	PRIMARY_ACTION	ACTION:G407-E0044@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
50	G407-A00050	GDT407_5051_ATTACHMENT_EDITION	G407-A00050	G407-S001	G407-E0045	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	CH+LOCAL_CHAR_F+AIIN	AIIN	WERT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0045	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0045@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
51	G407-A00051	GDT407_5051_ATTACHMENT_EDITION	G407-A00051	G407-S001	G407-E0046	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0046	6	SH	1	PRIMARY_ACTION	ACTION:G407-E0046@6:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
52	G407-A00052	GDT407_5051_ATTACHMENT_EDITION	G407-A00052	G407-S001	G407-E0046	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	AR	AUSGANG	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0045	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0045@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
53	G407-A00053	GDT407_5051_ATTACHMENT_EDITION	G407-A00053	G407-S001	G407-E0046	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	Y	AKTIVER POSTEN	ARGUMENT	2	7	7	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0046	6	SH	1	PRIMARY_ACTION	ACTION:G407-E0046@6:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
54	G407-A00054	GDT407_5051_ATTACHMENT_EDITION	G407-A00054	G407-S002	G407-E0047	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	odar	O+D_ADDR+AR	O+D_ADDR+AR	AR	AUSGANG	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S002	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:F1R_TEXT_BLOCK_B	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
55	G407-A00055	GDT407_5051_ATTACHMENT_EDITION	G407-A00055	G407-S002	G407-E0049	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	CH+P+O+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0049	2	P	1	PRIMARY_ACTION	ACTION:G407-E0049@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
56	G407-A00056	GDT407_5051_ATTACHMENT_EDITION	G407-A00056	G407-S002	G407-E0050	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	O+Y+D_ADDR+AR	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0049	2	P	1	PRIMARY_ACTION	ACTION:G407-E0049@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
57	G407-A00057	GDT407_5051_ATTACHMENT_EDITION	G407-A00057	G407-S002	G407-E0050	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	O+Y+D_ADDR+AR	AR	AUSGANG	RELATION	1	4	4	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0049	2	P	1	PRIMARY_ACTION	ACTION:G407-E0049@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
58	G407-A00058	GDT407_5051_ATTACHMENT_EDITION	G407-A00058	G407-S002	G407-E0053	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	CH+LOCAL_CHAR_F+O+AIIN	AIIN	WERT	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0053	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0053@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
59	G407-A00059	GDT407_5051_ATTACHMENT_EDITION	G407-A00059	G407-S002	G407-E0054	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	SH+O+D_ADDR+AR+Y	AR	AUSGANG	RELATION	1	4	4	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0054	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0054@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
60	G407-A00060	GDT407_5051_ATTACHMENT_EDITION	G407-A00060	G407-S002	G407-E0054	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	SH+O+D_ADDR+AR+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0054	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0054@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
61	G407-A00061	GDT407_5051_ATTACHMENT_EDITION	G407-A00061	G407-S002	G407-E0055	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	Y+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0055	2	SH	1	PRIMARY_ACTION	ACTION:G407-E0055@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
62	G407-A00062	GDT407_5051_ATTACHMENT_EDITION	G407-A00062	G407-S002	G407-E0055	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	Y+SH+E+Y	E	GRAD I	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0055	2	SH	1	PRIMARY_ACTION	ACTION:G407-E0055@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
63	G407-A00063	GDT407_5051_ATTACHMENT_EDITION	G407-A00063	G407-S002	G407-E0055	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	Y+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	2	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0055	2	SH	1	PRIMARY_ACTION	ACTION:G407-E0055@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
64	G407-A00064	GDT407_5051_ATTACHMENT_EDITION	G407-A00064	G407-S003	G407-E0057	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	OK+CH+O+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0057	2	CH	1	PRIMARY_ACTION	ACTION:G407-E0057@2:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
65	G407-A00065	GDT407_5051_ATTACHMENT_EDITION	G407-A00065	G407-S003	G407-E0059	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	CH+O+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0059	4	T	1	PRIMARY_ACTION	ACTION:G407-E0059@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
66	G407-A00066	GDT407_5051_ATTACHMENT_EDITION	G407-A00066	G407-S003	G407-E0061	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0059	4	T	1	PRIMARY_ACTION	ACTION:G407-E0059@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
67	G407-A00067	GDT407_5051_ATTACHMENT_EDITION	G407-A00067	G407-S003	G407-E0062	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	AIN	AIN	ANTEIL	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0059	4	T	1	PRIMARY_ACTION	ACTION:G407-E0059@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
68	G407-A00068	GDT407_5051_ATTACHMENT_EDITION	G407-A00068	G407-S003	G407-E0063	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chor	CH+OR	CH+OR	OR	EINHEIT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0063	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0063@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
69	G407-A00069	GDT407_5051_ATTACHMENT_EDITION	G407-A00069	G407-S003	G407-E0065	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	daiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0064	3	S	1	PRIMARY_ACTION	ACTION:G407-E0064@3:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
70	G407-A00070	GDT407_5051_ATTACHMENT_EDITION	G407-A00070	G407-S004	G407-E0069	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	AIN	AIN	ANTEIL	ARGUMENT	1	1	1	OWNER_CONTEXT	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S004	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:F1R_TEXT_BLOCK_B	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
71	G407-A00071	GDT407_5051_ATTACHMENT_EDITION	G407-A00071	G407-S004	G407-E0071	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	T+E+O+DY	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0071	1	T	1	PRIMARY_ACTION	ACTION:G407-E0071@1:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
72	G407-A00072	GDT407_5051_ATTACHMENT_EDITION	G407-A00072	G407-S005	G407-E0072	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ydain	Y+AIN	Y+AIN	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	ACTION_OCCURRENCE	G407-E0073	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0073@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	1	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
73	G407-A00073	GDT407_5051_ATTACHMENT_EDITION	G407-A00073	G407-S005	G407-E0072	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ydain	Y+AIN	Y+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	ACTION_OCCURRENCE	G407-E0073	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0073@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	1	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
74	G407-A00074	GDT407_5051_ATTACHMENT_EDITION	G407-A00074	G407-S005	G407-E0073	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	CH+P+E+S+AIIN	E	GRAD I	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0073	2	P	1	PRIMARY_ACTION	ACTION:G407-E0073@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
75	G407-A00075	GDT407_5051_ATTACHMENT_EDITION	G407-A00075	G407-S005	G407-E0073	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	CH+P+E+S+AIIN	AIIN	WERT	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0073	4	S	1	PRIMARY_ACTION	ACTION:G407-E0073@4:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
76	G407-A00076	GDT407_5051_ATTACHMENT_EDITION	G407-A00076	G407-S005	G407-E0075	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphey	CH+P+E+Y	CH+P+E+Y	E	GRAD I	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0075	2	P	1	PRIMARY_ACTION	ACTION:G407-E0075@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
77	G407-A00077	GDT407_5051_ATTACHMENT_EDITION	G407-A00077	G407-S005	G407-E0075	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphey	CH+P+E+Y	CH+P+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0075	2	P	1	PRIMARY_ACTION	ACTION:G407-E0075@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
78	G407-A00078	GDT407_5051_ATTACHMENT_EDITION	G407-A00078	G407-S005	G407-E0076	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	Y+T+AIN	Y+T+AIN	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0076	2	T	1	PRIMARY_ACTION	ACTION:G407-E0076@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
79	G407-A00079	GDT407_5051_ATTACHMENT_EDITION	G407-A00079	G407-S005	G407-E0076	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	Y+T+AIN	Y+T+AIN	AIN	ANTEIL	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0076	2	T	1	PRIMARY_ACTION	ACTION:G407-E0076@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
80	G407-A00080	GDT407_5051_ATTACHMENT_EDITION	G407-A00080	G407-S005	G407-E0077	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	SH+O+SH+Y	SH+O+SH+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0077	3	SH	2	PRIMARY_ACTION	ACTION:G407-E0077@3:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
81	G407-A00081	GDT407_5051_ATTACHMENT_EDITION	G407-A00081	G407-S005	G407-E0078	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	CH+P+O+D_ADDR+AL	AL	ZIELORT	RELATION	1	5	5	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0078	2	P	1	PRIMARY_ACTION	ACTION:G407-E0078@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
82	G407-A00082	GDT407_5051_ATTACHMENT_EDITION	G407-A00082	G407-S005	G407-E0079	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	es	E+S	E+S	E	GRAD I	GRADE	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0079	2	S	1	PRIMARY_ACTION	ACTION:G407-E0079@2:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
83	G407-A00083	GDT407_5051_ATTACHMENT_EDITION	G407-A00083	G407-S005	G407-E0081	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	K+SH+O+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0081	2	SH	1	PRIMARY_ACTION	ACTION:G407-E0081@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
84	G407-A00084	GDT407_5051_ATTACHMENT_EDITION	G407-A00084	G407-S005	G407-E0082	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	OT+AIR+IIN	AIR	LAUF	RELATION	1	2	2	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0081	2	SH	1	PRIMARY_ACTION	ACTION:G407-E0081@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
