event_repair_ordinal	event_repair_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	audible_first_action_root	selected_repair_focus_count	represented_event_focus_count	represented_non_grade_modifier_count	explicit_focus_head_block_count	explicit_modifier_head_block_count	explicit_head_block_count	bare_local_action_block_count	visible_action_count	selector_trigger_classes	voice_repair_classes	repair_focus_ids	represented_focus_ids	visible_action_links	source_gdt580_clause_de	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	guard
129	GDT581-EV129	G407-E2580	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ain	AIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02772	G407-A02772	NONE	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Bezug auf das folgende Entnehmen [G407-E2581@1:CH]: den Stationsanteil [G407-A02772:G407-E2580@1:AIN#1].	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
130	GDT581-EV130	G407-E2591	G407-S371	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteeedy	OT+EEE+DY	K	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02784	G407-A02784	NONE	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad III; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2591:OT>G<DY]: auf Grad III [G407-A02784:G407-E2591@2:EEE#1]. Strukturspur: OT@1→CONTROL:G407-E2591@1:OT; DY@3→CONTROL:G407-E2591@3:DY.	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad III; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
131	GDT581-EV131	G407-E2629	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	SH	2	2	3	2	3	5	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02824|G407-A02825	G407-A02824|G407-A02825	NONE	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	Bezug auf das folgende Ansetzen [G407-E2630@1:OK]: am Beginn [RUNNING:G407-E2629@1:CARRIER_Q]. Bezug auf das folgende Ansetzen [G407-E2630@1:OK]: als Ausführung [RUNNING:G407-E2629@2:O]. Bezug auf das folgende Ansetzen [G407-E2630@1:OK]: auf Grad II [G407-A02824:G407-E2629@3:EE#1]. Bezug auf das folgende Ansetzen [G407-E2630@1:OK]: an der D-Stelle [RUNNING:G407-E2629@4:D_ADDR]. Bezug auf das folgende Ansetzen [G407-E2630@1:OK]: den Stationsposten [G407-A02825:G407-E2629@5:Y#1].	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
132	GDT581-EV132	G407-E2642	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	SH	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02844|G407-A02845	G407-A02844|G407-A02845	NONE	Im laufenden Gang halte den Stationswert; über die sichtbare Verbindung.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: über die sichtbare Verbindung [G407-A02844:G407-E2642@1:L#1]. Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationswert [G407-A02845:G407-E2642@2:AIIN#1].	Im laufenden Gang halte den Stationswert; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
133	GDT581-EV133	G407-E2645	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	eeedy	EEE+DY	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02846	G407-A02846	NONE	Im laufenden Gang: Halte denselben Stationswert; auf Grad III; schließe den Schritt.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: auf Grad III [G407-A02846:G407-E2645@1:EEE#1]. Strukturspur: DY@2→CONTROL:G407-E2645@2:DY.	Im laufenden Gang: Halte denselben Stationswert; auf Grad III; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
134	GDT581-EV134	G407-E2650	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoty	OT+Y	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02850	G407-A02850	NONE	Danach im laufenden Gang: halte den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationsposten [G407-A02850:G407-E2650@2:Y#1]. Strukturspur: OT@1→CONTROL:G407-E2650@1:OT.	Danach im laufenden Gang: halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
135	GDT581-EV135	G407-E2655	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotal	OT+AL	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02854	G407-A02854	NONE	Danach im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	Bezug auf das folgende Markieren [G407-E2656@1:R]: zur Zielstation [G407-A02854:G407-E2655@2:AL#1]. Strukturspur: OT@1→CONTROL:G407-E2655@1:OT.	Danach im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
136	GDT581-EV136	G407-E2662	G407-S387	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02859	G407-A02859	NONE	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2662:OT>G<DY]: auf Grad I [G407-A02859:G407-E2662@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2662@1:OT; DY@3→CONTROL:G407-E2662@3:DY.	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
137	GDT581-EV137	G407-E2675	G407-S391	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	CH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02871	G407-A02871	NONE	Danach im laufenden Gang: entnimm denselben Stationswert; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2675:OT>G<DY]: auf Grad I [G407-A02871:G407-E2675@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2675@1:OT; DY@3→CONTROL:G407-E2675@3:DY.	Danach im laufenden Gang: entnimm denselben Stationswert; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
138	GDT581-EV138	G407-E2723	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	alched	AL+CHD	CHD	1	1	0	1	0	1	1	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02924	G407-A02924	G407-E2723@2:CHD	Bearbeite denselben Stationsposten; zur Zielstation.	Bezug auf das vorangehende Halten [G407-E2722@2:SH]: zur Zielstation [G407-A02924:G407-E2723@1:AL#1]. Lokales Bearbeiten [G407-E2723@2:CHD].	Bearbeite denselben Stationsposten; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
139	GDT581-EV139	G407-E2793	G407-S407	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotedy	OT+E+DY	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02999	G407-A02999	NONE	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2793:OT>G<DY]: auf Grad I [G407-A02999:G407-E2793@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2793@1:OT; DY@3→CONTROL:G407-E2793@3:DY.	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
140	GDT581-EV140	G407-E2799	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	or	OR	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03006	G407-A03006	NONE	Im laufenden Gang halte die Stationseinheit.	Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: die Stationseinheit [G407-A03006:G407-E2799@1:OR#1].	Im laufenden Gang halte die Stationseinheit.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
141	GDT581-EV141	G407-E2800	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	ain	AIN	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03007	G407-A03007	NONE	Im laufenden Gang halte den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: den Stationsanteil [G407-A03007:G407-E2800@1:AIN#1].	Im laufenden Gang halte den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
142	GDT581-EV142	G407-E2801	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	arol	AR+OL	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03008	G407-A03008	NONE	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: von der Ausgangsstation [G407-A03008:G407-E2801@1:AR#1]. Strukturspur: OL@2→CONTROL:G407-E2801@2:OL.	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
143	GDT581-EV143	G407-E2802	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	oeeedy	O+EEE+DY	SH	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03009	G407-A03009	NONE	Im laufenden Gang: Halte denselben Stationsanteil; als Ausführung und auf Grad III; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2802:STATE_CARD]: als Ausführung [RUNNING:G407-E2802@1:O]. Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: auf Grad III [G407-A03009:G407-E2802@2:EEE#1]. Strukturspur: DY@3→CONTROL:G407-E2802@3:DY.	Im laufenden Gang: Halte denselben Stationsanteil; als Ausführung und auf Grad III; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
144	GDT581-EV144	G407-E2807	G407-S412	f81r	BIOLOGICAL	F81R_UPPER_POOL	otedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03014	G407-A03014	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2807:OT>G<DY]: auf Grad I [G407-A03014:G407-E2807@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2807@1:OT; DY@3→CONTROL:G407-E2807@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
145	GDT581-EV145	G407-E2867	G407-S427	f81r	BIOLOGICAL	F81R_LOWER_POOL	oly	OL+Y	CH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03075	G407-A03075	NONE	Weiter im laufenden Gang: entnimm den Stationsposten.	Bezug auf das folgende Wählen [G407-E2868@1:S]: den Stationsposten [G407-A03075:G407-E2867@2:Y#1]. Strukturspur: OL@1→CONTROL:G407-E2867@1:OL.	Weiter im laufenden Gang: entnimm den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
146	GDT581-EV146	G407-E2871	G407-S428	f81r	BIOLOGICAL	F81R_LOWER_POOL	otain	OT+AIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03078	G407-A03078	NONE	Danach im laufenden Gang: halte den Stationsanteil.	Bezug auf das folgende Ansetzen [G407-E2872@1:OK]: den Stationsanteil [G407-A03078:G407-E2871@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E2871@1:OT.	Danach im laufenden Gang: halte den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
147	GDT581-EV147	G407-E2898	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	shy	Y	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03105	G407-A03105	NONE	Im laufenden Gang halte den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:F81R_LOWER_POOL]: den Stationsposten [G407-A03105:G407-E2898@1:Y#1].	Im laufenden Gang halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
148	GDT581-EV148	G407-E2899	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	chey	Y	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03106	G407-A03106	NONE	Im laufenden Gang halte den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:F81R_LOWER_POOL]: den Stationsposten [G407-A03106:G407-E2899@1:Y#1].	Im laufenden Gang halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
149	GDT581-EV149	G407-E2900	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	l	L	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03107	G407-A03107	NONE	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	Bezug auf das folgende Entnehmen [G407-E2901@1:CH]: über die sichtbare Verbindung [G407-A03107:G407-E2900@1:L#1].	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
150	GDT581-EV150	G407-E2918	G407-S439	f81r	BIOLOGICAL	F81R_LOWER_POOL	shy	Y	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03122	G407-A03122	NONE	Im laufenden Gang halte den Stationsposten.	Bezug auf das folgende Zuführen [G407-E2919@2:K]: den Stationsposten [G407-A03122:G407-E2918@1:Y#1].	Im laufenden Gang halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
151	GDT581-EV151	G407-E2946	G407-S444	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dl	L	R	1	1	0	1	0	1	0	0	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03150	G407-A03150	NONE	Im laufenden Gang markiere denselben Stationsanteil; über die sichtbare Verbindung.	Bezug auf das fortgeführte Zuführen [G407-E2942@2:K]: über die sichtbare Verbindung [G407-A03150:G407-E2946@1:L#1].	Im laufenden Gang markiere denselben Stationsanteil; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
152	GDT581-EV152	G407-E2986	G407-S449	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olor	OL+OR	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03191	G407-A03191	NONE	Weiter im laufenden Gang: setze die Stationseinheit im Stationsgang an.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: die Stationseinheit [G407-A03191:G407-E2986@2:OR#1]. Strukturspur: OL@1→CONTROL:G407-E2986@1:OL.	Weiter im laufenden Gang: setze die Stationseinheit im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
153	GDT581-EV153	G407-E3004	G407-S454	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	yar	Y+AR	P	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03208|G407-A03209	G407-A03208|G407-A03209	NONE	Im laufenden Gang setze den Stationsposten ein; von der Ausgangsstation.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03208:G407-E3004@1:Y#1]. Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: von der Ausgangsstation [G407-A03209:G407-E3004@2:AR#1].	Im laufenden Gang setze den Stationsposten ein; von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
154	GDT581-EV154	G407-E3005	G407-S454	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olchey	OL+Y	P	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03210	G407-A03210	NONE	Weiter im laufenden Gang: setze den Stationsposten ein.	Bezug auf das folgende Zuführen [G407-E3006@1:K]: den Stationsposten [G407-A03210:G407-E3005@2:Y#1]. Strukturspur: OL@1→CONTROL:G407-E3005@1:OL.	Weiter im laufenden Gang: setze den Stationsposten ein.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
155	GDT581-EV155	G407-E3016	G407-S456	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	otedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03222	G407-A03222	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3016:OT>G<DY]: auf Grad I [G407-A03222:G407-E3016@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E3016@1:OT; DY@3→CONTROL:G407-E3016@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
156	GDT581-EV156	G407-E3018	G407-S458	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoty	OT+Y	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03224	G407-A03224	NONE	Danach im laufenden Gang: halte den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03224:G407-E3018@2:Y#1]. Strukturspur: OT@1→CONTROL:G407-E3018@1:OT.	Danach im laufenden Gang: halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
157	GDT581-EV157	G407-E3044	G407-S464	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dar	D_ADDR+AR	T	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03267	G407-A03267	NONE	Im laufenden Gang stelle denselben Stationsposten ein; von der Ausgangsstation; an der D-Stelle.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: an der D-Stelle [RUNNING:G407-E3044@1:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: von der Ausgangsstation [G407-A03267:G407-E3044@2:AR#1].	Im laufenden Gang stelle denselben Stationsposten ein; von der Ausgangsstation; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
158	GDT581-EV158	G407-E3068	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	SH	2	2	3	2	3	5	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03301|G407-A03302	G407-A03301|G407-A03302	NONE	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: am Beginn [RUNNING:G407-E3068@1:CARRIER_Q]. Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: als Ausführung [RUNNING:G407-E3068@2:O]. Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: auf Grad II [G407-A03301:G407-E3068@3:EE#1]. Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: an der D-Stelle [RUNNING:G407-E3068@4:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03302:G407-E3068@5:Y#1].	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
159	GDT581-EV159	G407-E3070	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chy	Y	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03303	G407-A03303	NONE	Im laufenden Gang halte den Stationsposten.	Bezug auf das folgende Markieren [G407-E3071@1:R]: den Stationsposten [G407-A03303:G407-E3070@1:Y#1].	Im laufenden Gang halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
160	GDT581-EV160	G407-E3073	G407-S470	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dar	D_ADDR+AR	SH	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03307	G407-A03307	NONE	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: an der D-Stelle [RUNNING:G407-E3073@1:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: von der Ausgangsstation [G407-A03307:G407-E3073@2:AR#1].	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
161	GDT581-EV161	G407-E3086	G407-S474	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chey	Y	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03316	G407-A03316	NONE	Im laufenden Gang bearbeite den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03316:G407-E3086@1:Y#1].	Im laufenden Gang bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
