local_component_ordinal	slot_id	source_event_id	local_card_host_key	source_partition	physical_page	register	locus	owner_de	record_governor_key	surface	component_recipe	component_position	component_root	local_component_subtype	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
52	LOCAL_COMPONENT:P912-E1764@1	P912-E1764	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1764	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	kchey	K+CH+E+Y	1	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1764@1:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
53	LOCAL_COMPONENT:P912-E1764@2	P912-E1764	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1764	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	kchey	K+CH+E+Y	2	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1764@2:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
54	LOCAL_COMPONENT:P912-E1764@3	P912-E1764	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1764	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	kchey	K+CH+E+Y	3	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1764@2:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
55	LOCAL_COMPONENT:P912-E1764@4	P912-E1764	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1764	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	kchey	K+CH+E+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1764@2:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
56	LOCAL_COMPONENT:P912-E1765@1	P912-E1765	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1765	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchys	Y+K+CH+Y+S	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1765@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
57	LOCAL_COMPONENT:P912-E1765@2	P912-E1765	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1765	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchys	Y+K+CH+Y+S	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1765@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
58	LOCAL_COMPONENT:P912-E1765@3	P912-E1765	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1765	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchys	Y+K+CH+Y+S	3	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1765@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
59	LOCAL_COMPONENT:P912-E1765@4	P912-E1765	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1765	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchys	Y+K+CH+Y+S	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1765@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
60	LOCAL_COMPONENT:P912-E1765@5	P912-E1765	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1765	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchys	Y+K+CH+Y+S	5	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1765@5:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
61	LOCAL_COMPONENT:P912-E1766@1	P912-E1766	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1766	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.8	zwei lokale Himmelsraeder	NOT_APPLICABLE	chkchdar	CHK+CHD+AR	1	CHK	CONTROL	LOCAL_MACRO_OR_SIGN_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1766@1:CHK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
62	LOCAL_COMPONENT:P912-E1766@2	P912-E1766	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1766	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.8	zwei lokale Himmelsraeder	NOT_APPLICABLE	chkchdar	CHK+CHD+AR	2	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1766@2:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
63	LOCAL_COMPONENT:P912-E1766@3	P912-E1766	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1766	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.8	zwei lokale Himmelsraeder	NOT_APPLICABLE	chkchdar	CHK+CHD+AR	3	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1766@2:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
64	LOCAL_COMPONENT:P912-E1767@1	P912-E1767	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1767	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.9	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykar	Y+K+AR	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1767@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
65	LOCAL_COMPONENT:P912-E1767@2	P912-E1767	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1767	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.9	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykar	Y+K+AR	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1767@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
66	LOCAL_COMPONENT:P912-E1767@3	P912-E1767	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1767	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.9	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykar	Y+K+AR	3	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1767@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
67	LOCAL_COMPONENT:P912-E1768@1	P912-E1768	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1768	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.9	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykaly	Y+K+AL+Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1768@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
68	LOCAL_COMPONENT:P912-E1768@2	P912-E1768	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1768	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.9	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykaly	Y+K+AL+Y	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1768@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
69	LOCAL_COMPONENT:P912-E1768@3	P912-E1768	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1768	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.9	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykaly	Y+K+AL+Y	3	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1768@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
70	LOCAL_COMPONENT:P912-E1768@4	P912-E1768	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1768	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.9	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykaly	Y+K+AL+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1768@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
71	LOCAL_COMPONENT:P912-E1769@1	P912-E1769	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1769	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	lkshy	L+K+SH+Y	1	L	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1769@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
72	LOCAL_COMPONENT:P912-E1769@2	P912-E1769	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1769	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	lkshy	L+K+SH+Y	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1769@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
73	LOCAL_COMPONENT:P912-E1769@3	P912-E1769	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1769	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	lkshy	L+K+SH+Y	3	SH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1769@3:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
74	LOCAL_COMPONENT:P912-E1769@4	P912-E1769	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1769	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	lkshy	L+K+SH+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1769@3:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
75	LOCAL_COMPONENT:P912-E1770@1	P912-E1770	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1770	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	kchy	K+Y	1	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1770@1:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
76	LOCAL_COMPONENT:P912-E1770@2	P912-E1770	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1770	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	kchy	K+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1770@1:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
77	LOCAL_COMPONENT:P912-E1771@1	P912-E1771	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1771	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	okar	OK+AR	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1771@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
78	LOCAL_COMPONENT:P912-E1771@2	P912-E1771	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1771	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	NOT_APPLICABLE	okar	OK+AR	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1771@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
79	LOCAL_COMPONENT:P912-E1772@1	P912-E1772	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1772	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chky	CHK+Y	1	CHK	CONTROL	LOCAL_MACRO_OR_SIGN_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1772@1:CHK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
80	LOCAL_COMPONENT:P912-E1772@2	P912-E1772	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1772	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chky	CHK+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1772	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
81	LOCAL_COMPONENT:P912-E1773@1	P912-E1773	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1773	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chykchs	CH+Y+K+CH+S	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1773@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
82	LOCAL_COMPONENT:P912-E1773@2	P912-E1773	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1773	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chykchs	CH+Y+K+CH+S	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1773@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
83	LOCAL_COMPONENT:P912-E1773@3	P912-E1773	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1773	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chykchs	CH+Y+K+CH+S	3	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1773@3:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
84	LOCAL_COMPONENT:P912-E1773@4	P912-E1773	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1773	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chykchs	CH+Y+K+CH+S	4	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1773@4:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
85	LOCAL_COMPONENT:P912-E1773@5	P912-E1773	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1773	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chykchs	CH+Y+K+CH+S	5	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1773@5:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
86	LOCAL_COMPONENT:P912-E1774@1	P912-E1774	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1774	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.11	zwei lokale Himmelsraeder	NOT_APPLICABLE	chy	Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1774	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
87	LOCAL_COMPONENT:P912-E1775@1	P912-E1775	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1775	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykees	Y+K+EE+S	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1775@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
88	LOCAL_COMPONENT:P912-E1775@2	P912-E1775	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1775	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykees	Y+K+EE+S	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1775@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
89	LOCAL_COMPONENT:P912-E1775@3	P912-E1775	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1775	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykees	Y+K+EE+S	3	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1775@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
90	LOCAL_COMPONENT:P912-E1775@4	P912-E1775	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1775	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykees	Y+K+EE+S	4	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1775@4:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
91	LOCAL_COMPONENT:P912-E1776@1	P912-E1776	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1776	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchos	Y+K+CH+O+S	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1776@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
92	LOCAL_COMPONENT:P912-E1776@2	P912-E1776	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1776	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchos	Y+K+CH+O+S	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1776@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
93	LOCAL_COMPONENT:P912-E1776@3	P912-E1776	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1776	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchos	Y+K+CH+O+S	3	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1776@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
94	LOCAL_COMPONENT:P912-E1776@4	P912-E1776	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1776	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchos	Y+K+CH+O+S	4	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1776@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
95	LOCAL_COMPONENT:P912-E1776@5	P912-E1776	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1776	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.12	zwei lokale Himmelsraeder	NOT_APPLICABLE	ykchos	Y+K+CH+O+S	5	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1776@5:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
96	LOCAL_COMPONENT:P912-E1784@1	P912-E1784	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1784	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.15	zwei lokale Himmelsraeder	NOT_APPLICABLE	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	1	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1784@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
97	LOCAL_COMPONENT:P912-E1784@2	P912-E1784	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1784	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.15	zwei lokale Himmelsraeder	NOT_APPLICABLE	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1784@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
98	LOCAL_COMPONENT:P912-E1784@3	P912-E1784	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1784	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.15	zwei lokale Himmelsraeder	NOT_APPLICABLE	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	3	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1784@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
99	LOCAL_COMPONENT:P912-E1784@4	P912-E1784	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1784	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.15	zwei lokale Himmelsraeder	NOT_APPLICABLE	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	4	S_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1784@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
100	LOCAL_COMPONENT:P912-E1784@5	P912-E1784	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1784	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.15	zwei lokale Himmelsraeder	NOT_APPLICABLE	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	5	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1784@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
101	LOCAL_COMPONENT:P912-E1784@6	P912-E1784	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1784	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.15	zwei lokale Himmelsraeder	NOT_APPLICABLE	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	6	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1784@6:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
102	LOCAL_COMPONENT:P912-E1804@1	P912-E1804	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1804	GDT513_REMAINDER_510	f67r2	CELESTIAL	f67r2.22	zwei lokale Himmelsraeder	NOT_APPLICABLE	okal	OK+AL	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1804@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
