complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard
65	RUNNING:G407-E0025@2	RUNNING_ATOM	G407-E0025	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ykaiin	K	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0025@2:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
66	RUNNING:G407-E0025@3	RUNNING_ATOM	G407-E0025	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ykaiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0025@2:K	PRIMARY_GOVERNOR	G407-A00029	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
67	RUNNING:G407-E0026@1	RUNNING_ATOM	G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shod	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0026@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
68	RUNNING:G407-E0026@2	RUNNING_ATOM	G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shod	O	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0026@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
69	RUNNING:G407-E0026@3	RUNNING_ATOM	G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shod	D_ADDR	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0026@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
70	RUNNING:G407-E0027@1	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0027@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
71	RUNNING:G407-E0027@2	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0027@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
72	RUNNING:G407-E0027@3	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0027@2:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
73	RUNNING:G407-E0027@4	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	AR	4	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0027@2:T	PRIMARY_GOVERNOR	G407-A00030	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
74	RUNNING:G407-E0027@5	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthoary	Y	5	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0027@2:T	PRIMARY_GOVERNOR	G407-A00031	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
75	RUNNING:G407-E0028@1	RUNNING_ATOM	G407-E0028	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthes	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0028@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
76	RUNNING:G407-E0028@2	RUNNING_ATOM	G407-E0028	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthes	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0028@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
77	RUNNING:G407-E0028@3	RUNNING_ATOM	G407-E0028	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthes	E	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@2:T	PRIMARY_GOVERNOR	G407-A00032	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
78	RUNNING:G407-E0028@4	RUNNING_ATOM	G407-E0028	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthes	S	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0028@4:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
79	RUNNING:G407-E0029@1	RUNNING_ATOM	G407-E0029	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	daraiin	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
80	RUNNING:G407-E0029@2	RUNNING_ATOM	G407-E0029	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	daraiin	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	G407-A00033	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
81	RUNNING:G407-E0029@3	RUNNING_ATOM	G407-E0029	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	daraiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	G407-A00034	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
82	RUNNING:G407-E0030@1	RUNNING_ATOM	G407-E0030	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sy	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	G407-A00035	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
83	RUNNING:G407-E0031@1	RUNNING_ATOM	G407-E0031	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	soiin	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0031@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
84	RUNNING:G407-E0031@2	RUNNING_ATOM	G407-E0031	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	soiin	O	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0031@1:S	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
85	RUNNING:G407-E0031@3	RUNNING_ATOM	G407-E0031	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	soiin	IIN	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0031@1:S	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
86	RUNNING:G407-E0032@1	RUNNING_ATOM	G407-E0032	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	oteey	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0032@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
87	RUNNING:G407-E0032@2	RUNNING_ATOM	G407-E0032	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	oteey	EE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0032:OT>G<END	PRIMARY_GOVERNOR	G407-A00036	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
88	RUNNING:G407-E0032@3	RUNNING_ATOM	G407-E0032	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	oteey	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0031@1:S	PRIMARY_GOVERNOR	G407-A00037	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
89	RUNNING:G407-E0033@1	RUNNING_ATOM	G407-E0033	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	oteos	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0033@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
90	RUNNING:G407-E0033@2	RUNNING_ATOM	G407-E0033	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	oteos	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0033:OT>G<END	PRIMARY_GOVERNOR	G407-A00038	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
91	RUNNING:G407-E0033@3	RUNNING_ATOM	G407-E0033	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	oteos	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0033:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
92	RUNNING:G407-E0033@4	RUNNING_ATOM	G407-E0033	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	oteos	S_ADDR	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0033:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
93	RUNNING:G407-E0034@1	RUNNING_ATOM	G407-E0034	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	roloty	R	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0034@1:R	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
94	RUNNING:G407-E0034@2	RUNNING_ATOM	G407-E0034	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	roloty	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0034@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
95	RUNNING:G407-E0034@3	RUNNING_ATOM	G407-E0034	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	roloty	OT	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0034@3:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
96	RUNNING:G407-E0034@4	RUNNING_ATOM	G407-E0034	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	roloty	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0034@1:R	PRIMARY_GOVERNOR	G407-A00039	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
97	RUNNING:G407-E0035@1	RUNNING_ATOM	G407-E0035	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthiar	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0035@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
98	RUNNING:G407-E0035@2	RUNNING_ATOM	G407-E0035	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthiar	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0035@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
99	RUNNING:G407-E0035@3	RUNNING_ATOM	G407-E0035	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthiar	LOCAL_CHAR_I	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0035@2:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
100	RUNNING:G407-E0035@4	RUNNING_ATOM	G407-E0035	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthiar	AR	4	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0035@2:T	PRIMARY_GOVERNOR	G407-A00040	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
101	RUNNING:G407-E0036@1	RUNNING_ATOM	G407-E0036	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	daiin	AIIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0035@2:T	PRIMARY_GOVERNOR	G407-A00041	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
102	RUNNING:G407-E0037@1	RUNNING_ATOM	G407-E0037	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	okaiin	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0037@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
103	RUNNING:G407-E0037@2	RUNNING_ATOM	G407-E0037	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	okaiin	AIIN	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0037@1:OK	PRIMARY_GOVERNOR	G407-A00042	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
104	RUNNING:G407-E0038@1	RUNNING_ATOM	G407-E0038	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	or	OR	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0037@1:OK	PRIMARY_GOVERNOR	G407-A00043	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
105	RUNNING:G407-E0039@1	RUNNING_ATOM	G407-E0039	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	okan	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0039@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
106	RUNNING:G407-E0039@2	RUNNING_ATOM	G407-E0039	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	okan	AN	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0039@1:OK	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
107	RUNNING:G407-E0040@1	RUNNING_ATOM	G407-E0040	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sair	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0040@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
108	RUNNING:G407-E0040@2	RUNNING_ATOM	G407-E0040	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sair	AIR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0040@1:S	PRIMARY_GOVERNOR	G407-A00044	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
109	RUNNING:G407-E0041@1	RUNNING_ATOM	G407-E0041	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	y	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0040@1:S	PRIMARY_GOVERNOR	G407-A00045	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
110	RUNNING:G407-E0042@1	RUNNING_ATOM	G407-E0042	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chear	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0042@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
111	RUNNING:G407-E0042@2	RUNNING_ATOM	G407-E0042	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chear	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0042@1:CH	PRIMARY_GOVERNOR	G407-A00046	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
112	RUNNING:G407-E0042@3	RUNNING_ATOM	G407-E0042	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chear	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0042@1:CH	PRIMARY_GOVERNOR	G407-A00047	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
113	RUNNING:G407-E0043@1	RUNNING_ATOM	G407-E0043	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthaiin	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0043@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
114	RUNNING:G407-E0043@2	RUNNING_ATOM	G407-E0043	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthaiin	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0043@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
115	RUNNING:G407-E0043@3	RUNNING_ATOM	G407-E0043	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthaiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0043@2:T	PRIMARY_GOVERNOR	G407-A00048	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
116	RUNNING:G407-E0044@1	RUNNING_ATOM	G407-E0044	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cphar	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0044@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
117	RUNNING:G407-E0044@2	RUNNING_ATOM	G407-E0044	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cphar	P	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0044@2:P	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
118	RUNNING:G407-E0044@3	RUNNING_ATOM	G407-E0044	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cphar	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0044@2:P	PRIMARY_GOVERNOR	G407-A00049	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
119	RUNNING:G407-E0045@1	RUNNING_ATOM	G407-E0045	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cfhaiin	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0045@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
120	RUNNING:G407-E0045@2	RUNNING_ATOM	G407-E0045	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cfhaiin	LOCAL_CHAR_F	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0045@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
121	RUNNING:G407-E0045@3	RUNNING_ATOM	G407-E0045	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cfhaiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0045@1:CH	PRIMARY_GOVERNOR	G407-A00050	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
122	RUNNING:G407-E0046@1	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ydaraishy	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0046@6:SH	PRIMARY_GOVERNOR	G407-A00051	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
123	RUNNING:G407-E0046@2	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ydaraishy	D_ADDR	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0046@6:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
124	RUNNING:G407-E0046@3	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ydaraishy	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0045@1:CH	PRIMARY_GOVERNOR	G407-A00052	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
125	RUNNING:G407-E0046@4	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ydaraishy	A_ADDR	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0046@6:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
126	RUNNING:G407-E0046@5	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ydaraishy	LOCAL_CHAR_I	5	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0046@6:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
127	RUNNING:G407-E0046@6	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ydaraishy	SH	6	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0046@6:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
