binding_serial	binding_id	unit_id	section	page	source_artifact	source_row_id	opaque_identity	local_image_owner	inherited_literal_or_formal_layer	inherited_selected_occurrence_context	inherited_source_status	purpose_A_unit_role	purpose_B_unit_role	binding_status	codebook_attestation_status	cross_unit_inference_status	source_semantic_ceiling	v76_semantic_ceiling
26	V76R2:H:E026	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E026	497cbd9c7401810ff56b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:497cbd9c7401810ff56b] > [CONTEXT_EXEMPLAR:DOSE]	Nimm eine Handvoll.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
27	V76R2:H:E027	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E027	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Verknüpfe diese Fraktion mit dem laufenden Arbeitsstand.	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
28	V76R2:H:E028	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E028	dec401773c1f0347793d	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:dec401773c1f0347793d] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Nimm den vorherigen Posten hinzu.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
29	V76R2:H:E029	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E029	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Führe beide als neuen aktiven Posten.	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
30	V76R2:H:E030	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E030	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:DOSE]	Gib von beiden das gleiche örtliche Maß.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
31	V76R2:H:E031	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E031	4d4559019a961b834aa1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:4d4559019a961b834aa1] > [CONTEXT_EXEMPLAR:ACTION]	Vereinige die beiden Fraktionen.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
32	V76R2:H:E032	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E032	27d97af8c96eb056c2e6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:27d97af8c96eb056c2e6] > [CONTEXT_EXEMPLAR:CONTAINER_ACTION]	Gib sie in ein glasiertes Gefäß.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
33	V76R2:H:E033	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E033	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:PREPARATION]	Führe die Mischung als Salbenansatz.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
34	V76R2:H:E034	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E034	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:PREPARATION]	Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
35	V76R2:H:E035	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E035	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:ACTION_CONDITION]	Rühre bei kleinem Feuer.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
36	V76R2:H:E036	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E036	409de02322e7b2ca0c62	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:409de02322e7b2ca0c62] > [CONTEXT_EXEMPLAR:STATE]	Bis eine weiche Salbe entsteht.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
37	V76R2:H:E037	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E037	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:STORAGE]	Bewahre sie bedeckt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
38	V76R2:H:E038	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E038	834825c61d048a6b5628	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:834825c61d048a6b5628] > [CONTEXT_EXEMPLAR:INDICATION_AND_USE]	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
39	V76R2:H:E039	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E039	953ad19b79517fc8a211	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:953ad19b79517fc8a211] > [CONTEXT_EXEMPLAR:PLANT_PART_AND_CONDITION]	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
40	V76R2:H:E040	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E040	428a5e3662aa57b4b256	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:428a5e3662aa57b4b256] > [CONTEXT_EXEMPLAR:MEDIUM_ACTION]	Koche sie in reinem Wein.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
41	V76R2:H:E041	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E041	bdad9f9ea8b80f141496	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:bdad9f9ea8b80f141496] > [CONTEXT_EXEMPLAR:ACTION_IMPLEMENT]	Wring den Ansatz durch ein feines Tuch.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
42	V76R2:H:E042	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E042	a8af08e69edab8e54f15	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:a8af08e69edab8e54f15] > [CONTEXT_EXEMPLAR:PREPARATION]	Lass den Auszug stehen.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
43	V76R2:H:E043	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E043	deb377381ceaf55ea310	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:deb377381ceaf55ea310] > [CONTEXT_EXEMPLAR:ACTION_IMPLEMENT]	Seihe ihn nochmals durch ein Tuch.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
44	V76R2:H:E044	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E044	b5df9126607030b95175	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:b5df9126607030b95175] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:STATE]	Warte, bis der örtlich verlangte klare Zustand erreicht ist.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
45	V76R2:H:E045	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E045	2e2027b1951d79911e24	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:2e2027b1951d79911e24] > [CONTEXT_EXEMPLAR:ACTION_CONDITION] > [CLOSE]	Lass ihn abkühlen; damit endet der erste Posten.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
46	V76R2:H:E046	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E046	577c03a928d674d420d7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:577c03a928d674d420d7] > [CONTEXT_EXEMPLAR:PLANT_PART_AND_STORAGE]	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
47	V76R2:H:E047	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E047	d665560c8ff80799a82c	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:d665560c8ff80799a82c] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Nimm den ersten Auszug wieder auf.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
48	V76R2:H:E048	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E048	b921a237be883a820352	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:DOSE]	Nimm davon einen Anteil.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
49	V76R2:H:E049	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E049	b2812c8283c3a62438bd	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:b2812c8283c3a62438bd] > [CONTEXT_EXEMPLAR:USE]	Gib ihn als Trank.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
50	V76R2:H:E050	H3	HERBAL	f11r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E050	b921a237be883a820352	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:INDICATION]	Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: wine extraction/internal administration plus a flower-oil preparation.	Natural-material sheet: two plant fractions preserved in different media.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
