selector_cell_ordinal	selector_cell_id	recipe	portable_route	selector_fields	selector_key	effective_action_signatures	effective_argument_signatures	owner_free_microphrase_de	event_count	event_ids	physical_page_count	physical_pages	register_count	registers	cohort_count	cohorts	resolution_modes	statement_positions	source_layers	cross_page_status	guard
193	GDT564-C0193	OL+K+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	K	Y	Weiter: gib den Posten; auf Grad II; abschließen.	3	G407-E1772 || G407-E3168 || G407-E3172	2	f75r || f81v	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
194	GDT564-C0194	OL+O+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIN	CH	AIN	Weiter: nimm den Anteil; zur Ausführung; hier.	1	G407-E0648	1	f24v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
195	GDT564-C0195	OL+O+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Weiter: setze den Posten; zur Ausführung; hier.	1	G407-E1701	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
196	GDT564-C0196	OL+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIIN	CH	AIIN	Weiter: nimm den Wert; nochmals weiterführen.	1	G407-E1404	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
197	GDT564-C0197	OL+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=AIIN	S	AIIN	Weiter: wähle den Wert; nochmals weiterführen.	1	G407-E0944	1	f67r2	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
198	GDT564-C0198	OL+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	OR	Weiter: nimm die Einheit.	1	G407-E0281	1	f10r	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
199	GDT564-C0199	OL+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	OR	Weiter: bearbeite die Einheit.	1	G407-E1832	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
200	GDT564-C0200	OL+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	OR	Weiter: setze die Einheit.	2	G407-E2986 || G407-E3009	1	f81v	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
201	GDT564-C0201	OL+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=P	P	OR	Weiter: setze die Einheit ein.	1	G407-E2053	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
202	GDT564-C0202	OL+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	OR	Weiter: stelle die Einheit ein.	1	G407-E4413	1	f95v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
203	GDT564-C0203	OL+P+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	P|CHD	OR	Weiter: setze die Einheit ein und bearbeite die Einheit; abschließen.	1	G407-E2811	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
204	GDT564-C0204	OL+P+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	P|CHD	Y	Weiter: setze den Posten ein und bearbeite den Posten; abschließen.	1	G407-E2718	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
205	GDT564-C0205	OL+S	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	S	AIIN	Weiter: wähle den Wert.	1	G407-E0074	1	f1r	1	SOURCE_SECTION_T	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
206	GDT564-C0206	OL+S	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	S	Y	Weiter: wähle den Posten.	1	G407-E3539	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
207	GDT564-C0207	OL+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	SH	AIIN	Weiter: halte den Wert; auf Grad I; abschließen.	1	G407-E3228	1	f82r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
208	GDT564-C0208	OL+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	SH	AIN	Weiter: halte den Anteil; auf Grad I; abschließen.	1	G407-E1541	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
209	GDT564-C0209	OL+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	SH	Y	Weiter: halte den Posten; auf Grad I; abschließen.	4	G407-E1532 || G407-E1547 || G407-E1936 || G407-E2524	3	f75r || f76r || f77r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
210	GDT564-C0210	OL+SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	SH	AIIN	Weiter: halte den Wert; auf Grad II; abschließen.	1	G407-E2462	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
211	GDT564-C0211	OL+SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	SH	AIN	Weiter: halte den Anteil; auf Grad II; abschließen.	1	G407-E1466	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
212	GDT564-C0212	OL+SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	SH	Y	Weiter: halte den Posten; auf Grad II; abschließen.	1	G407-E2798	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
213	GDT564-C0213	OL+T+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	T	AIN	Weiter: stelle den Anteil ein; auf Grad I; abschließen.	1	G407-E1740	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
214	GDT564-C0214	OL+T+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	T	Y	Weiter: stelle den Posten ein; auf Grad I; abschließen.	1	G407-E2784	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
215	GDT564-C0215	OL+T+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	T	AIN	Weiter: stelle den Anteil ein; auf Grad II; abschließen.	1	G407-E4459	1	f95v	1	HERBAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
216	GDT564-C0216	OL+T+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	T	Y	Weiter: stelle den Posten ein; auf Grad II; abschließen.	1	G407-E2421	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
217	GDT564-C0217	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	Y	Weiter: nimm den Posten.	5	G407-E0809 || G407-E2000 || G407-E2085 || G407-E2867 || G407-E4214	4	f56r || f76r || f81r || f89r	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
218	GDT564-C0218	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	Y	Weiter: bearbeite den Posten.	2	G407-E2374 || G407-E2854	2	f76r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
219	GDT564-C0219	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=NONE	NONE	Y	Weiter: Bezug auf den Posten.	1	G407-E4293	1	f89r	1	PHARMA	1	OLD26_GDT407	ARGUMENT_REFERENCE_INITIALIZER	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
220	GDT564-C0220	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	Y	Weiter: setze den Posten.	13	G407-E0814 || G407-E1228 || G407-E1333 || G407-E1515 || G407-E1525 || G407-E1684 || G407-E2015 || G407-E2194 || G407-E2555 || G407-E2619 || G407-E2770 || G407-E3411 || G407-E3675	8	f56r || f72r || f75r || f76r || f77r || f81r || f82r || f83r	3	BIOLOGICAL || CELESTIAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL || STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
221	GDT564-C0221	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=P	P	Y	Weiter: setze den Posten ein.	2	G407-E3005 || G515-E0072	2	f20v || f81v	2	BIOLOGICAL || HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
222	GDT564-C0222	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	Y	Weiter: wähle den Posten.	4	G407-E1002 || G407-E1589 || G407-E2167 || G515-E0480	4	f66r || f67r2 || f75r || f76r	3	BIOLOGICAL || CELESTIAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
223	GDT564-C0223	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	Y	Weiter: halte den Posten.	5	G407-E1651 || G407-E2255 || G407-E2653 || G407-E2720 || G407-E3337	5	f75r || f76r || f77r || f81r || f82r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
224	GDT564-C0224	OL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	Y	Weiter: stelle den Posten ein.	1	G407-E2211	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
225	GDT564-C0225	OT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=AIN	CHD	AIN	Danach: bearbeite den Anteil.	1	G407-E2027	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
226	GDT564-C0226	OT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=Y	S	Y	Danach: wähle den Posten.	1	G407-E0821	1	f56r	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
227	GDT564-C0227	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	AIIN	Danach: nimm den Wert.	6	G407-E1216 || G407-E2484 || G407-E2673 || G407-E4416 || G515-E0023 || G515-E0039	4	f4r || f72r || f77r || f95v	3	BIOLOGICAL || CELESTIAL || HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
228	GDT564-C0228	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	AIIN	Danach: bearbeite den Wert.	3	G407-E3493 || G407-E3656 || G407-E4567	2	f83r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
229	GDT564-C0229	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=K	K	AIIN	Danach: gib den Wert.	4	G407-E1240 || G407-E1246 || G407-E1362 || G407-E3222	2	f72r || f82r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
230	GDT564-C0230	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	AIIN	Danach: setze den Wert.	3	G407-E1185 || G407-E1272 || G407-E3406	2	f72r || f82r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
231	GDT564-C0231	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	AIIN	Danach: wähle den Wert.	1	G407-E1128	1	f71v	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
232	GDT564-C0232	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	AIIN	Danach: halte den Wert.	4	G407-E1187 || G407-E2405 || G407-E2458 || G407-E2648	2	f72r || f77r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
233	GDT564-C0233	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	AIIN	Danach: stelle den Wert ein.	1	G407-E3671	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
234	GDT564-C0234	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	AIN	Danach: bearbeite den Anteil.	4	G407-E2293 || G407-E2614 || G407-E3313 || G407-E4550	4	f76r || f77r || f82r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
235	GDT564-C0235	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=K	K	AIN	Danach: gib den Anteil.	1	G407-E4559	1	f95v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
236	GDT564-C0236	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	AIN	Danach: setze den Anteil.	5	G407-E1985 || G407-E2016 || G407-E2494 || G407-E2968 || G407-E4426	4	f76r || f77r || f81v || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
237	GDT564-C0237	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	AIN	Danach: wähle den Anteil.	1	G407-E4458	1	f95v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
238	GDT564-C0238	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	AIN	Danach: halte den Anteil.	5	G407-E1586 || G407-E2267 || G407-E2354 || G407-E2779 || G407-E2871	3	f75r || f76r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
239	GDT564-C0239	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	AIN	Danach: stelle den Anteil ein.	1	G407-E3112	1	f81v	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
240	GDT564-C0240	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=AIN	CHD	AIN	Danach: bearbeite den Anteil; zum Zielort.	1	G407-E2244	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
241	GDT564-C0241	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=Y	CHD	Y	Danach: bearbeite den Posten; zum Zielort.	4	G407-E3254 || G407-E3679 || G407-E3765 || G407-E4500	3	f82r || f83r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
242	GDT564-C0242	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=OR	K	OR	Danach: gib die Einheit; zum Zielort.	1	G407-E3474	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
243	GDT564-C0243	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Danach: gib den Posten; zum Zielort.	1	G407-E3561	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
244	GDT564-C0244	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Danach: setze den Wert; zum Zielort.	3	G407-E2333 || G407-E2565 || G407-E3481	3	f76r || f77r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
