recipe_ordinal	recipe	event_count	distinct_microphrase_count	recurrence_status	variability_status	written_action_status	written_argument_status	portable_route	portable_selector_fields	empirical_minimal_equivalence_class	canonical_empirical_selector	selector_cell_count	distinct_effective_action_count	distinct_effective_argument_count	effective_action_signatures	effective_argument_signatures	sample_microphrase_de	guard
332	S+OT+E+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Danach: wähle den Posten; auf Grad I; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
333	S+OT+O+D_ADDR+AN	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Danach: wähle den Posten; zur Ausführung; hier; als Klasse.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
334	S+OT+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Danach: wähle den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
335	S+SH+E+DY	3	1	RECURRENT	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|SH	Y	Wähle den Posten und halte den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
336	S+SH+E+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|SH	Y	Weiter: wähle den Posten und halte den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
337	SH+CH+K+E+DY	3	1	RECURRENT	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|CH|K	Y	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
338	SH+CH+K+E+O+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|CH|K	OR	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
339	SH+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	OR	Halte die Einheit; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
340	SH+D_ADDR+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Halte den Posten; hier; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
341	SH+E+AL+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	AIIN	Weiter: halte den Wert; auf Grad I; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
342	SH+E+CH+K+E+DY	2	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	SH|CH|K	OR || Y	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
343	SH+E+DY	119	5	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	5	1	5	SH	AIIN || AIN || NONE || OR || Y	Halte den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
344	SH+E+K+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|K	Y	Weiter: halte den Posten und gib den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
345	SH+E+K+Y+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|K	Y	Halte den Posten und gib den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
346	SH+E+OL	23	4	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	4	1	4	SH	AIIN || AIN || NONE || Y	Weiter: halte den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
347	SH+E+OL+AIIN	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	AIIN	Weiter: halte den Wert; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
348	SH+E+OL+D_ADDR+LOCAL_CHAR_G	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Weiter: halte den Posten; auf Grad I; hier; als Variante.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
349	SH+E+OL+T+E+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|T	Y	Weiter: halte den Posten und stelle den Posten ein; auf Grad I; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
350	SH+E+OL+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Weiter: halte den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
351	SH+E+P+CH+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|P|CH	Y	Weiter: halte den Posten und setze den Posten ein und nimm den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
352	SH+EE+AL+O+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Halte den Posten; auf Grad II; zum Zielort; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
353	SH+EE+DY	18	5	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	5	1	5	SH	AIIN || AIN || NONE || OR || Y	Halte den Posten; auf Grad II; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
354	SH+EE+OL	7	3	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	3	1	3	SH	AIIN || AIN || Y	Weiter: halte den Posten; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
355	SH+K+CHD+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|K|CHD	Y	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
356	SH+L+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Halte den Posten; über die Verbindung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
357	SH+O+CH+P+E+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|CH|P	Y	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
358	SH+O+DY	7	5	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	5	1	5	SH	AIIN || AIN || NONE || OR || Y	Halte den Posten; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
359	SH+O+LOCAL_CHAR_F+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Weiter: halte den Posten; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
360	SH+OL	27	4	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	4	1	4	SH	AIIN || NONE || OR || Y	Weiter: halte den Wert.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
361	SH+OL+D_ADDR+Y	4	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Weiter: halte den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
362	SH+OL+LOCAL_CHAR_F+CH+OR	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|CH	OR	Weiter: halte die Einheit und nimm die Einheit; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
363	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	OR|AIIN	Weiter: halte die Einheit und den Wert; hier; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
364	SH+OT+EE+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Danach: halte den Posten; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
365	SH+OT+SH+E+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|SH	Y	Danach: halte den Posten und halte den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
366	SH+T+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|T	OR	Weiter: halte die Einheit und stelle die Einheit ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
367	SH+Y+SH+OL	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH|SH	Y	Weiter: halte den Posten und halte den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
368	T+CH+O+DY	3	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_OR_RESOLUTION_MODE	EFFECTIVE_ARGUMENT	2	1	2	T|CH	NONE || Y	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
369	T+CH+O+D_ADDR+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|CH	Y	Weiter: stelle den Posten ein und nimm den Posten; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
370	T+E+DY	4	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	T	AIIN || Y	Stelle den Posten ein; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
371	T+E+O+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	AIN	Stelle den Anteil ein; auf Grad I; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
372	T+EE+O+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	OR	Stelle die Einheit ein; auf Grad II; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
373	T+EE+OL+AIN	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	AIN	Weiter: stelle den Anteil ein; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
374	T+O+CH+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|CH	OR	Weiter: stelle die Einheit ein und nimm die Einheit; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
375	T+OL	8	4	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	4	1	4	T	AIIN || AIN || NONE || Y	Weiter: stelle den Posten ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
376	T+OL+CHD	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|CHD	Y	Weiter: stelle den Posten ein und bearbeite den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
377	T+OL+CHD+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|CHD	Y	Weiter: stelle den Posten ein und bearbeite den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
378	T+OL+SH+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|SH	Y	Weiter: stelle den Posten ein und halte den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
379	T+SH+OL	2	1	RECURRENT	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|SH	NONE	Weiter: stelle ein und halte.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
380	T+Y+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Stelle den Posten ein; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
381	Y+DY	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	R	Y	Markiere den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
382	Y+DY+D_LABEL	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Halte den Posten; hier; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
383	Y+D_ADDR+OL+Y	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y|Y	Weiter: gib den Posten und den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
384	Y+K+A_ADDR+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Gib den Posten; hier; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
385	Y+K+E+DY	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Gib den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
386	Y+K+E+O+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Gib den Posten; auf Grad I; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
387	Y+K+E+OL+OL	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; auf Grad I; nochmals weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
388	Y+K+EE+O+DY	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Gib den Posten; auf Grad II; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
389	Y+K+OL	4	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
390	Y+K+OL+Y	3	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y|Y	Weiter: gib die beiden Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
391	Y+K+SH+E+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K|SH	Y	Gib den Posten und halte den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
392	Y+LOCAL_CHAR_F+OL+AIIN	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y|AIIN	Weiter: gib den Posten und den Wert; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
393	Y+O+DY	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Nimm den Posten; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
394	Y+OK+EE+OL	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	OK	Y	Weiter: setze den Posten; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
395	Y+OL	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Weiter: wähle den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
396	Y+SH+E+DY	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Halte den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
397	Y+T+AR+O+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Stelle den Posten ein; vom Ausgang; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
398	Y+T+E+DY	4	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Stelle den Posten ein; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
399	Y+T+E+O+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Stelle den Posten ein; auf Grad I; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
400	Y+T+O+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Stelle den Posten ein; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
401	Y+T+OL	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Weiter: stelle den Posten ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
402	Y+T+SH+E+DY	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|SH	Y	Stelle den Posten ein und halte den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
