dictionary_entry_id	surfaces	component_recipe	short_component_reading_de	events	physical_pages	registers	channels	default_rule
P912-D1180	shorodo	SH+OR+O+D_ADDR+O	HALTEN + ANSATZ + AUSFUEHREN + TEILSTELLE + AUSFUEHREN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1270	tshy	T+Y	EINSTELLEN + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0382	dpchy	D_ADDR+P+Y	TEILSTELLE + EINSETZEN + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0798	otchol	OT+CH+OL	DANACH/NAECHSTER + ENTNEHMEN + FORTSETZEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0056	cfholdy	CFH+OL+DY	TRENNEN + FORTSETZEN + SCHLUSS	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1249	tchor	T+CH+OR	EINSTELLEN + ENTNEHMEN + ANSATZ	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0604	okchy	OK+Y	ANSETZEN + DIESER POSTEN	2	f13r,f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0602	okchor	OK+CH+OR	ANSETZEN + ENTNEHMEN + ANSATZ	2	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0564	oiin	O+IIN	AUSFUEHREN + STUFE	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0076	chckhy	CKH+Y	DURCHLASS + DIESER POSTEN	2	f13r,f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0981	qoky	OK+Y	ANSETZEN + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1029	qoy	O+Y	AUSFUEHREN + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0691	oldy	OL+DY	FORTSETZEN + SCHLUSS	3	f13r,f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0359	doaiin	D_ADDR+O+AIIN	TEILSTELLE + AUSFUEHREN + SOLLMASS	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1169	shochy	HO+Y	TEIL + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1266	torchy	T+OR+Y	EINSTELLEN + ANSATZ + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0408	k	K	ZUGEBEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0598	okchey	OK+Y	ANSETZEN + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0363	doiin	D_ADDR+O+IIN	TEILSTELLE + AUSFUEHREN + STUFE	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1340	ykoly	Y+K+OL+Y	DIESER POSTEN + ZUGEBEN + FORTSETZEN + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0592	okchal	OK+CH+AL	ANSETZEN + ENTNEHMEN + ZIELSTELLE	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0317	daldy	AL+DY	ZIELSTELLE + SCHLUSS	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1221	sotchy	S+OT+Y	WAEHLEN + DANACH/NAECHSTER + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0664	okorory	OK+OR+OR+Y	ANSETZEN + ANSATZ + ANSATZ + DIESER POSTEN	1	f13r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0424	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	ZUGEBEN + ENTNEHMEN + LAENGER + TEILSTELLE + UMSETZEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0543	oedain	O+E+D_ADDR+AIN	AUSFUEHREN + KURZ + TEILSTELLE + PORTION	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0852	otoldaiin	OT+OL+D_ADDR+AIIN	DANACH/NAECHSTER + FORTSETZEN + TEILSTELLE + SOLLMASS	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0362	dodyd	D_ADDR+O+DY+D_LABEL	TEILSTELLE + AUSFUEHREN + SCHLUSS + D-ZEICHEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0544	oeeed	O+EEE+D_ADDR	AUSFUEHREN + VOLLSTAENDIG + TEILSTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1364	yteey	Y+T+EE+Y	DIESER POSTEN + EINSTELLEN + LAENGER + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0614	okeedy	OK+EE+DY	ANSETZEN + LAENGER + SCHLUSS	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0912	qoaiin	CARRIER_Q+O+AIIN	Q-EINTRITTSTRAEGER + AUSFUEHREN + SOLLMASS	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0634	okeody	OK+E+O+D_ADDR+Y	ANSETZEN + KURZ + AUSFUEHREN + TEILSTELLE + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1326	ykeesan	Y+K+EE+S+AN	DIESER POSTEN + ZUGEBEN + LAENGER + WAEHLEN + ZUSATZ	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0959	qokeeey	OK+EEE+Y	ANSETZEN + VOLLSTAENDIG + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0009	ain	AIN	PORTION	2	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0994	qool	CARRIER_Q+O+OL	Q-EINTRITTSTRAEGER + AUSFUEHREN + FORTSETZEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0017	al	AL	ZIELSTELLE	2	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0108	chedy	CHD+Y	UMSETZEN + DIESER POSTEN	3	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1092	sar	S+AR	WAEHLEN + ENTNAHMESTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0674	ol	OL	FORTSETZEN	3	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0418	kar	K+AR	ZUGEBEN + ENTNAHMESTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0586	okar	OK+AR	ANSETZEN + ENTNAHMESTELLE	4	f55v,f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0073	chckhdy	CH+CKH+D_ADDR+Y	ENTNEHMEN + DURCHLASS + TEILSTELLE + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0139	cheody	CHEO+Y	AUSZUG/EINTRAG + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0437	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	ZUGEBEN + LAENGER + DIESER POSTEN + F-ZEICHEN + ENTNAHMESTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0515	ochedy	O+CHD+Y	AUSFUEHREN + UMSETZEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0934	qokain	OK+AIN	ANSETZEN + PORTION	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0932	qokaiin	OK+AIIN	ANSETZEN + SOLLMASS	2	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1298	ykain	Y+K+AIN	DIESER POSTEN + ZUGEBEN + PORTION	3	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1303	ykan	Y+K+AN	DIESER POSTEN + ZUGEBEN + ZUSATZ	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1237	talam	T+AL+AM_ADDR	EINSTELLEN + ZIELSTELLE + INNENSTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1297	ykaiin	Y+K+AIIN	DIESER POSTEN + ZUGEBEN + SOLLMASS	2	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1299	ykair	Y+K+AIR	DIESER POSTEN + ZUGEBEN + LAUF	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0136	cheky	CHK+E+Y	BEHANDELN + KURZ + DIESER POSTEN	2	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0294	daiiny	D_ADDR+AIIN+Y	TEILSTELLE + SOLLMASS + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0593	okchd	OK+CHD	ANSETZEN + UMSETZEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1152	sheokey	SH+E+OK+E+Y	HALTEN + KURZ + ANSETZEN + KURZ + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0059	ch	CH	ENTNEHMEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0422	kchdy	K+CHD+Y	ZUGEBEN + UMSETZEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0879	pchal	P+CH+AL	EINSETZEN + ENTNEHMEN + ZIELSTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0041	ar	AR	ENTNAHMESTELLE	4	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0024	aldy	AL+D_ADDR+Y	ZIELSTELLE + TEILSTELLE + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0333	dary	DA+R+Y	ZWEITE STUFE + KENNZEICHNEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1240	tar	T+AR	EINSTELLEN + ENTNAHMESTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0984	qol	OL	FORTSETZEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0183	cho	HO	TEIL	3	f55v,f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1238	talody	T+AL+O+D_ADDR+Y	EINSTELLEN + ZIELSTELLE + AUSFUEHREN + TEILSTELLE + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1301	ykaky	Y+K+A_ADDR+K+Y	DIESER POSTEN + ZUGEBEN + LOKALE ADRESSE + ZUGEBEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0578	okal	OK+AL	ANSETZEN + ZIELSTELLE	2	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0167	chey	Y	DIESER POSTEN	4	f55v,f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0570	okaiin	OK+AIIN	ANSETZEN + SOLLMASS	3	f55v,f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0764	otaky	OT+A_ADDR+K+Y	DANACH/NAECHSTER + LOKALE ADRESSE + ZUGEBEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0509	oaiin	O+AIIN	AUSFUEHREN + SOLLMASS	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1356	ytaiin	Y+T+AIIN	DIESER POSTEN + EINSTELLEN + SOLLMASS	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0414	kal	K+AL	ZUGEBEN + ZIELSTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1304	ykar	Y+K+AR	DIESER POSTEN + ZUGEBEN + ENTNAHMESTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0138	cheoar	CH+E+O+AR	ENTNEHMEN + KURZ + AUSFUEHREN + ENTNAHMESTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0119	cheeky	CHK+EE+Y	BEHANDELN + LAENGER + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0717	oltchy	OL+T+Y	FORTSETZEN + EINSTELLEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0741	orain	OR+AIN	ANSATZ + PORTION	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0698	olkeechy	OL+K+EE+CH+Y	FORTSETZEN + ZUGEBEN + LAENGER + ENTNEHMEN + DIESER POSTEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1192	sl	S+L	WAEHLEN + LEITEN	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0782	otam	OT+AM_ADDR	DANACH/NAECHSTER + INNENSTELLE	1	f55v	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0064	chal	CH+AL	ENTNEHMEN + ZIELSTELLE	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0070	chchs	CH+CH+S	ENTNEHMEN + ENTNEHMEN + WAEHLEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0868	oty	OT+Y	DANACH/NAECHSTER + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0400	esedy	E+S+E+DY	KURZ + WAEHLEN + KURZ + SCHLUSS	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1282	ychocphy	Y+CH+O+CPH+Y	DIESER POSTEN + ENTNEHMEN + AUSFUEHREN + UMLEITEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0205	chokchey	OK+CH+E+Y	ANSETZEN + ENTNEHMEN + KURZ + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0222	choly	OL+Y	FORTSETZEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0448	korchy	K+OR+CH+Y	ZUGEBEN + ANSATZ + ENTNEHMEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0254	chykey	CH+Y+K+E+Y	ENTNEHMEN + DIESER POSTEN + ZUGEBEN + KURZ + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1171	shokaiin	SH+OK+AIIN	HALTEN + ANSETZEN + SOLLMASS	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0684	olchey	OL+Y	FORTSETZEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0206	chokchol	OK+OL	ANSETZEN + FORTSETZEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0436	keey	K+EE+Y	ZUGEBEN + LAENGER + DIESER POSTEN	2	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0963	qokeey	OK+EE+Y	ANSETZEN + LAENGER + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0209	chokeey	OK+EE+Y	ANSETZEN + LAENGER + DIESER POSTEN	2	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0212	choksy	OK+S+Y	ANSETZEN + WAEHLEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1005	qot	OT	DANACH/NAECHSTER	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0211	chokor	OK+OR	ANSETZEN + ANSATZ	2	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0179	chkor	CHK+OR	BEHANDELN + ANSATZ	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0087	chdy	CHD+Y	UMSETZEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0189	chochor	HO+CH+OR	TEIL + ENTNEHMEN + ANSATZ	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0194	chodaly	HO+AL+Y	TEIL + ZIELSTELLE + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1311	ykcho	Y+K+CH+O	DIESER POSTEN + ZUGEBEN + ENTNEHMEN + AUSFUEHREN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1168	sho	SH+O	HALTEN + AUSFUEHREN	2	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0213	choky	OK+Y	ANSETZEN + DIESER POSTEN	2	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0307	dal	AL	ZIELSTELLE	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1106	schol	RESUME_CARD	WIEDERAUFNEHMEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0239	choy	HO+Y	TEIL + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0114	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN + LAENGER + DURCHLASS + AUSFUEHREN + SCHLUSS	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1247	tchoky	T+OK+Y	EINSTELLEN + ANSETZEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0233	chotchey	CH+OT+CH+E+Y	ENTNEHMEN + DANACH/NAECHSTER + ENTNEHMEN + KURZ + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1354	yt	Y+T	DIESER POSTEN + EINSTELLEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0802	otchy	OT+CH+Y	DANACH/NAECHSTER + ENTNEHMEN + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0201	chok	OK	ANSETZEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1233	t	T	EINSTELLEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1032	r	R	KENNZEICHNEN	2	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0425	kcheey	K+CH+EE+Y	ZUGEBEN + ENTNEHMEN + LAENGER + DIESER POSTEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0273	cthol	CTH+OL	BEREITSTELLEN + FORTSETZEN	1	f56r	HERBAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
