page	quire	general_description	illustrations	text_description	tentative_identifications	other_information	source_tags	source_url	tentative_identifications_are_role_evidence
f17r	q03	This is a herbal page. For general information about herbal pages see here . || This page has extraneous writing in the upper margin. It has the folio nr (17) in the upper right corner.	Drawing of a plant with thin leaves and three dark blue flowers. There are two conspicuous eyes in the roots. || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side	This page has 13 text items (loci), as follows: 12 lines of standard text in paragraphs; 1 short string of extraneous writing in the top margin. || The 12 lines of standard text is in four short paragraphs. The last tree carefully avoid the drawing. || There is extraneous writing in a tiny hand in the top margin of the page. It is largely illegible. Nick Pelling first noted under UV illumination that it also includes some Voynich writing at or near the end. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f17r	Brumbaugh considered that the writing in the top margin referred to Mattioli, but this is no longer believed by anyone.	Despite many attempts with different outcomes, no credible reading of these few words has been proposed.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f17r	0
f17v	q03	This is a herbal page. For general information about herbal pages see here .	Plant with berries or currants. Root with hairy bulbs. || This plant illustration is somewhat similar to the plant on f96v and the bottom plant on f99r . || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles α: unnatural connections	This page has 23 text items (loci), as follows: 23 lines of standard text in paragraphs. || The text is in a single paragraph. || Currier language: A RZ language: Ae (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f17v	ELV: tamus? ThP: smilax, tamus communis.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f17v	0
f18r	q03	This is a herbal page. For general information about herbal pages see here . It has the folio nr (18) in the upper right corner.	A plant with plain roots and leaves, three buds and an open flower. || Herbal drawing characterisation (Gheuens/Rapaport): α: two distinct leaf shapes α: two or more leaf clusters/clumps ! β: broad many-fingered calyx	This page has 14 text items (loci), as follows: 14 lines of standard text in paragraphs, of which one is centred. || The text in two paragraphs. Only the top three lines extend to the right of the drawing. The last line is centred. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f18r	ELV: aster? calendula. ThP: Ringelblume (O'Neill), calendula officinaris.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f18r	0
f18v	q03	This is a herbal page. For general information about herbal pages see here .	A single plant with a large root, and an unusual flower. || This appears to be the same plant as shown in fragment 212 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: two distinct leaf shapes	This page has 10 text items (loci), as follows: 10 lines of standard text in paragraphs. || The text is in a single paragraph. || Currier language: A RZ language: A+ (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f18v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The two plants on the same side of this bifolio (f18v and f23r), also appear next to each other as plant fragments on f102r2 .	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f18v	0
f19r	q03	This is a herbal page. For general information about herbal pages see here . It has the folio nr (19) in the upper right corner.	A plant with several different types of components, e.g. a dark blue flower in the style of a lily, || The flower is similar (yet dark instead of light) to that of f2v || This appears to be the same plant as shown in fragment 240 on f102v1 . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: veined leaves α: two distinct leaf shapes α: two or more leaf clusters/clumps α: flat-topped root	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs. || The text is in a single paragraph. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f19r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f19r	0
f19v	q03	This is a herbal page. For general information about herbal pages see here .	A plant with two bushels of leave above each other and three small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: two or more leaf clusters/clumps α: flat-topped root	This page has 14 text items (loci), as follows: 14 lines of standard text in paragraphs, of which one is right-justified. || The text is in two paragraphs. The last line is (approximately) right justified. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f19v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f19v	0
f20r	q03	This is a herbal page. For general information about herbal pages see here . It has the folio nr (20) in the upper right corner.	A plant with many small leaves and a few small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: veined leaves	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs. || The text is in three paragraphs of text. The writing is laid out neatly, with straight lines which are right justified. || There is an 'r' (or possibly 'p') in the stem of the plants where all the branches start. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f20r	ELV: arctostaphylis, poterium? ThP: moss polytrichnum (O'Neill), cf. cranberry	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The character in the stem appears like a colour annotation (for which see here ).	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f20r	0
f20v	q03	This is a herbal page. For general information about herbal pages see here .	A plant with three stems, narrow leaves and several flowers. || Herbal drawing characterisation (Gheuens/Rapaport): α: two distinct leaf shapes	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text in two paragraphs. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f20v	ELV: tragopogon, salsifica. ThP: fam. compositae (O'Neill), chicory? salsify?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f20v	0
f21r	q03	This is a herbal page. For general information about herbal pages see here . It has the folio nr (21) in the upper right corner.	A plant with many tiny leaves and even tinier flowers or berries. || Herbal drawing characterisation (Gheuens/Rapaport): α: pinwheel	This page has 12 text items (loci), as follows: 12 lines of standard text in paragraphs. || The text is in three paragraphs. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f21r	This is one of the few very realistic renditions of a known plant in the Voynich MS, in this case polygonum aviculare or common knotgrass. || ELV: herniaria? ThP: polygonum, eisenkraut, tymium.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f21r	0
f21v	q03	This is a herbal page. For general information about herbal pages see here .	A plant with leaves stacked in an unusual manner, alternating green and white, and with several flowers that are blue and red. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: typical α calyx shape	This page has 8 text items (loci), as follows: 8 lines of standard text in paragraphs. || The text in a single paragraph at the top of the page. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f21v	ELV: crassula? sedum? THP: salvia? steinbrech.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f21v	0
f22r	q03	This is a herbal page. For general information about herbal pages see here . It has the folio nr (22) in the upper right corner.	"A plant with an ""impossible"" reconnecting stem and different tpes of flowers. || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles α: unnatural connections"	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs. || The text is in four short paragraphs of text, two at the top of the page and two in the middle. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f22r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f22r	0
f22v	q03	This is a herbal page. For general information about herbal pages see here .	A very large plant drawing. The brown roots have thorns. There are numerous leaves and several flowers. It looks almost like several plants in a row behind each other. || Herbal drawing characterisation (Gheuens/Rapaport): α: two or more leaf clusters/clumps α: unnatural connections	This page has 16 text items (loci), as follows: 16 lines of standard text in paragraphs, of which one is centred. || The text is in two paragraphs. The last line is centred. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f22v	ELV: sedum?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q03/index.html#f22v	0
