record_order	segment_id	locus	page	section	currier	hand	code	kind	grammar_scope	segment_index	segment_count	physical_line_segment_position	starts_after_drawing	ends_before_drawing	group_count	symbol_count	family_expression	zl_sta_expression	it_sta_expression	rf_sta_expression	zl_basic_eva_lossy_expression	it_basic_eva_lossy_expression	rf_basic_eva_lossy_expression	member_exact_agreement_groups	member_exact_agreement_rate	lossy_eva_exact_agreement_groups	lossy_eva_exact_agreement_rate	internal_boundaries	unanimous_internal_boundaries	boundary_consensus_rate	favored_transitions	disfavored_transitions	unresolved_transitions	transition_opportunities	resolved_transition_rate	resolved_tendency_slots	tendency_opportunities	tendency_resolution_rate	opening_feature_groups	closing_feature_groups	favored_path_groups	formal_resolved_units	formal_opportunities	formal_resolution_rate	transcription_consensus_status	formal_expression	packet_eligible	packet_cell	packet_rank	packet_selected
25	f2r.1|S01	f2r.1	f2r	H	A	1	@P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	4	19	QABAFA APKAB BAG AQKAB	Q1 A2 B1 A3 F1 A2 | A2 P1 K1 A1 B2 | B1 A3 G1 | A1 Q2 K1 A3 B2	Q1 A2 B1 A3 F1 A2 | A2 P1 K1 A1 B2 | B1 A3 G1 | A1 Q2 K1 A3 B2	Q1 A2 B1 A3 F1 A2 | A2 P1 K1 A1 B2 | B1 A3 G1 | A1 Q2 K1 A3 B2	kydainy ypchol daiin otchal	kydainy ypchol daiin otchal	kydainy ypchol daiin otchal	4	1.000000	4	1.000000	3	3	1.000000	3	0	12	15	0.200000	0	8	0.000000	1	3	2	3	23	0.130435	ALL_MEMBER_AND_BOUNDARY_STABLE	F:QABAFA{adj=UUUUU;fl=I;ec=I;o=2;c=0;p=-} | C:APKAB{adj=UFUU;fl=I;ec=I;o=0;c=3;p=PK} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK}	0	H|A	0	0
26	f2r.1|S02	f2r.1	f2r	H	A	1	@P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	2	10	APKAG UABCA	A2 P1 K1 A3 G1 | U1 A1 B2 C2 A2	A2 P1 K1 A3 G1 | U1 A1 B2 C2 A2	A2 P1 K1 A3 G1 | U1 A1 B2 C2 A2	ypchaiin ckholsy	ypchaiin ckholsy	ypchaiin ckholsy	2	1.000000	2	1.000000	1	1	1.000000	1	1	6	8	0.250000	0	4	0.000000	0	2	1	2	12	0.166667	ALL_MEMBER_AND_BOUNDARY_STABLE	F:APKAG{adj=UFUU;fl=I;ec=I;o=0;c=1;p=PK} | L:UABCA{adj=UUDU;fl=I;ec=I;o=0;c=3;p=-}	0	H|A	0	0
27	f2r.2|S01	f2r.2	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	3	FIRST	0	1	1	7	BACKACA	B1 A1 C1 K1 A1 C1 A2	B1 A1 C1 K1 A1 C1 A2	B1 A1 C1 K1 A1 C1 A2	dorchory	dorchory	dorchory	1	1.000000	1	1.000000	0	0	1.000000	0	0	6	6	0.000000	0	2	0.000000	0	1	0	0	8	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:BACKACA{adj=UUUUUU;fl=I;ec=I;o=0;c=2;p=-}	0	H|A	0	0
28	f2r.2|S02	f2r.2	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	3	CORE	1	1	2	5	KQAC C	K1 Q1 A3 C1 | C2	K1 Q1 A3 C1 | C2	K1 Q1 A3 C1 | C2	chkar s	chkar s	chkar s	2	1.000000	2	1.000000	1	1	1.000000	0	1	2	3	0.333333	0	4	0.000000	2	2	0	1	7	0.142857	ALL_MEMBER_AND_BOUNDARY_STABLE	F:KQAC{adj=DUU;fl=I;ec=I;o=2;c=1;p=-} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	0	H|A	0	0
29	f2r.2|S03	f2r.2	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	3	3	LAST	1	0	3	6	LAC UA U	L1 A1 C1 | U2 A2 | U5	L1 A1 C1 | U2 A2 | U2	L1 A1 C1 | U2 A2 | U5	shor cthy cto	shor cthy cth	shor cthy cto	2	0.666667	2	0.666667	2	2	1.000000	0	0	3	3	0.000000	1	6	0.166667	1	2	0	1	9	0.111111	READING_OR_BOUNDARY_VARIANT	F:LAC{adj=UU;fl=I;ec=U;o=3;c=0;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:U{adj=-;fl=I;ec=I;o=0;c=1;p=-}	0	H|A	0	0
30	f2r.3|S01	f2r.3	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	4	FIRST	0	1	1	5	DAQAG	D1 A1 Q2 A3 G1	D1 A1 Q2 A3 G1	D1 A1 Q2 A3 G1	qotaiin	qotaiin	qotaiin	1	1.000000	1	1.000000	0	0	1.000000	2	0	2	4	0.500000	0	2	0.000000	0	0	1	2	6	0.333333	ALL_MEMBER_AND_BOUNDARY_STABLE	S:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ}	0	H|A	0	0
31	f2r.3|S02	f2r.3	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	4	CORE	1	1	2	4	UJA A	U2 J1 A2 | A2	U2 J1 A2 | A2	U2 J1 A2 | A2	cthey y	cthey y	cthey y	2	1.000000	2	1.000000	1	1	1.000000	0	0	2	2	0.000000	0	4	0.000000	2	1	0	0	6	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-} | L:A{adj=-;fl=U;ec=U;o=2;c=0;p=-}	0	H|A	0	0
32	f2r.3|S03	f2r.3	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	3	4	CORE	1	1	3	8	KAC KA ABA	K1 A1 C1 | K1 A2 | A2 B1 A2	K1 A1 C1 | K1 A2 | A2 B1 A2	K1 A1 C1 | K1 A2 | A2 B1 A2	chor chy ydy	chor chy ydy	chor chy ydy	3	1.000000	3	1.000000	2	2	1.000000	0	0	5	5	0.000000	4	6	0.666667	2	3	0	4	11	0.363636	ALL_MEMBER_AND_BOUNDARY_STABLE	F:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | L:ABA{adj=UU;fl=L;ec=E;o=0;c=1;p=-}	0	H|A	0	0
33	f2r.3|S04	f2r.3	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	4	4	LAST	1	0	1	3	KAG	K1 A3 G1	K1 A3 G1	K1 A3 G1	chaiin	chaiin	chaiin	1	1.000000	1	1.000000	0	0	1.000000	0	0	2	2	0.000000	0	2	0.000000	0	1	0	0	4	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-}	0	H|A	0	0
34	f2r.5|S01	f2r.5	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	4	FIRST	0	1	2	8	AQAKAC AB	A1 Q2 A1 K1 A1 C1 | A3 B2	A1 Q2 A1 K1 A1 C1 | A3 B2	A1 Q2 A1 K1 A1 C1 | A3 B2	otochor al	otochor al	otochor al	2	1.000000	2	1.000000	1	1	1.000000	1	1	4	6	0.333333	1	4	0.250000	1	1	1	3	10	0.300000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQAKAC{adj=FUDUU;fl=I;ec=I;o=2;c=0;p=AQ} | L:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-}	0	H|A	0	0
35	f2r.5|S02	f2r.5	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	4	CORE	1	1	1	5	LABAG	L1 A1 B1 A3 G1	L1 A1 B1 A3 G1	L1 A1 B1 A3 G1	shodaiin	shodaiin	shodaiin	1	1.000000	1	1.000000	0	0	1.000000	0	0	4	4	0.000000	0	2	0.000000	1	0	0	0	6	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:LABAG{adj=UUUU;fl=I;ec=I;o=1;c=0;p=-}	0	H|A	0	0
36	f2r.5|S03	f2r.5	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	3	4	CORE	1	1	2	6	KAB BAE	K1 A1 B2 | B1 A3 E2	K1 A1 B2 | B1 A3 E2	K1 A1 B2 | B1 A3 E2	chol dan	chol dan	chol dan	2	1.000000	2	1.000000	1	1	1.000000	0	0	4	4	0.000000	1	4	0.250000	0	2	0	1	8	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | L:BAE{adj=UU;fl=I;ec=I;o=0;c=3;p=-}	0	H|A	0	0
37	f2r.5|S04	f2r.5	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	4	4	LAST	1	0	2	8	AQKAG BAE	A2 Q2 K1 A3 G1 | B1 A3 E2	A2 Q2 K1 A3 G1 | B1 A3 E2	A2 Q2 K1 A3 G1 | B1 A3 E2	ytchaiin dan	ytchaiin dan	ytchaiin dan	2	1.000000	2	1.000000	1	1	1.000000	2	0	4	6	0.333333	0	4	0.000000	0	1	1	2	10	0.200000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKAG{adj=FFUU;fl=I;ec=I;o=0;c=0;p=AQK} | L:BAE{adj=UU;fl=I;ec=I;o=0;c=3;p=-}	0	H|A	0	0
38	f2r.6|S01	f2r.6	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	4	FIRST	0	1	2	7	CAG BAFB	C2 A3 G1 | B1 A3 F1 B1	C2 A3 G1 | B1 A3 F1 B1	C2 A3 G1 | B1 A3 F1 B1	saiin daind	saiin daind	saiin daind	2	1.000000	2	1.000000	1	1	1.000000	0	0	5	5	0.000000	1	4	0.250000	1	1	0	1	9	0.111111	ALL_MEMBER_AND_BOUNDARY_STABLE	F:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-} | L:BAFB{adj=UUU;fl=I;ec=I;o=0;c=2;p=-}	0	H|A	0	0
39	f2r.6|S02	f2r.6	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	4	CORE	1	1	2	7	BQAB CAC	B1 Q1 A1 B2 | C2 A1 C1	B1 Q1 A1 B2 | C2 A1 C1	B1 Q1 A1 B2 | C2 A1 C1	dkol sor	dkol sor	dkol sor	2	1.000000	2	1.000000	1	1	1.000000	0	0	5	5	0.000000	1	4	0.250000	1	1	0	1	9	0.111111	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BQAB{adj=UUU;fl=I;ec=I;o=0;c=3;p=-} | L:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-}	0	H|A	0	0
40	f2r.6|S03	f2r.6	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	3	4	CORE	1	1	1	6	AQABBA	A2 Q2 A1 B2 B1 A2	A2 Q2 A1 B2 B1 A2	A2 Q2 A1 B2 B1 A2	ytoldy	ytoldy	ytoldy	1	1.000000	1	1.000000	0	0	1.000000	1	1	3	5	0.400000	0	2	0.000000	0	0	1	2	7	0.285714	ALL_MEMBER_AND_BOUNDARY_STABLE	S:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ}	0	H|A	0	0
41	f2r.6|S04	f2r.6	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	4	4	LAST	1	0	3	9	BKAB BKA UA	B1 K1 A1 B2 | B1 K1 A2 | U2 A2	B1 K1 A1 B2 | B1 K1 A2 | U2 A2	B1 K1 A1 B2 | B1 K1 A2 | U2 A2	dchol dchy cthy	dchol dchy cthy	dchol dchy cthy	3	1.000000	3	1.000000	2	2	1.000000	0	0	6	6	0.000000	1	6	0.166667	2	2	0	1	12	0.083333	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BKAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:BKA{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | L:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-}	0	H|A	0	0
42	f2r.7|S01	f2r.7	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	3	9	LAC UA BAGA	L1 A1 C1 | U1 A2 | B1 A3 G1 A2	L1 A1 C1 | U1 A2 | B1 A3 G1 A2	L1 A1 C1 | U1 A2 | B1 A3 G1 A2	shor ckhy daiiny	shor ckhy daiiny	shor ckhy daiiny	3	1.000000	3	1.000000	2	2	1.000000	0	0	6	6	0.000000	1	6	0.166667	1	2	0	1	12	0.083333	ALL_MEMBER_AND_BOUNDARY_STABLE	F:LAC{adj=UU;fl=I;ec=U;o=3;c=0;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:BAGA{adj=UUU;fl=I;ec=I;o=0;c=1;p=-}	0	H|A	0	0
43	f2r.7|S02	f2r.7	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	2	6	KAB BAE	K1 A1 B2 | B1 A3 E2	K1 A1 B2 | B1 A3 E2	K1 A1 B2 | B1 A3 E2	chol dan	chol dan	chol dan	2	1.000000	2	1.000000	1	1	1.000000	0	0	4	4	0.000000	1	4	0.250000	0	2	0	1	8	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | L:BAE{adj=UU;fl=I;ec=I;o=0;c=3;p=-}	0	H|A	0	0
44	f2r.8|S01	f2r.8	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	6	20	QABAF LAG DAA C LAB PABAE	Q1 A2 B1 A3 F1 | L1 A3 G1 | D1 A1 A2 | C2 | L1 A1 B2 | P2 A1 B1 A3 E2	Q1 A2 B1 A3 F1 | L1 A3 G1 | D1 A1 A2 | C2 | L1 A1 B2 | P2 A1 B1 A3 E2	Q1 A2 B1 A3 F1 | L1 A3 G1 | D1 A1 A2 | C2 | L1 A1 B2 | P2 A1 B1 A3 E2	kydain shaiin qoy s shol fodan	kydain shaiin qoy s shol fodan	kydain shaiin qoy s shol fodan	6	1.000000	6	1.000000	5	5	1.000000	1	1	12	14	0.142857	0	12	0.000000	5	3	1	2	26	0.076923	ALL_MEMBER_AND_BOUNDARY_STABLE	F:QABAF{adj=UUUU;fl=I;ec=I;o=4;c=0;p=-} | C:LAG{adj=UU;fl=I;ec=U;o=1;c=0;p=-} | C:DAA{adj=FD;fl=I;ec=I;o=0;c=0;p=DA} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | L:PABAE{adj=UUUU;fl=I;ec=I;o=2;c=2;p=-}	1	H|A	286	0
45	f2r.8|S02	f2r.8	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	3	14	AQL ABLKA BAFBBA	A2 Q1 L1 | A1 B2 L1 K2 A2 | B1 A3 F2 B2 B1 A2	A2 Q1 L1 | A1 B2 L1 K2 A2 | B1 A3 F2 B2 B1 A2	A2 Q1 L1 | A1 B2 L1 K2 A2 | B1 A3 F2 B2 B1 A2	yksh olsheey daiildy	yksh olsheey daiildy	yksh olsheey daiildy	3	1.000000	3	1.000000	2	2	1.000000	1	1	9	11	0.181818	0	6	0.000000	1	2	1	2	17	0.117647	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQL{adj=FU;fl=I;ec=I;o=0;c=0;p=AQ} | C:ABLKA{adj=UUUU;fl=I;ec=I;o=1;c=1;p=-} | L:BAFBBA{adj=UUUDU;fl=I;ec=I;o=0;c=1;p=-}	0	H|A	0	0
46	f2r.10|S01	f2r.10	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	5	19	DAQA KABAG LAB LJQA BAG	D1 Ac Q1 A2 | K1 A1 B2 A3 G1 | L1 A1 B2 | L1 J1 Q1 A2 | B1 A3 G1	D1 A1 Q1 A2 | K1 A1 B2 A3 G1 | L1 A1 B2 | L1 J1 Q1 A2 | B1 A3 G1	Da A1 Q1 A2 | K1 A1 B2 A3 G1 | L1 A1 B2 | L1 J1 Q1 A2 | B1 A3 G1	qoky cholaiin shol sheky daiin	qoky cholaiin shol sheky daiin	qoky cholaiin shol sheky daiin	4	0.800000	5	1.000000	4	4	1.000000	3	0	11	14	0.214286	1	10	0.100000	1	5	2	4	24	0.166667	READING_OR_BOUNDARY_VARIANT	F:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:KABAG{adj=UUUU;fl=I;ec=U;o=0;c=2;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:LJQA{adj=FUU;fl=I;ec=U;o=0;c=2;p=LJ} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	0	H|A	0	0
47	f2r.10|S02	f2r.10	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	4	13	UJA QJAB CAG CAG	U2 J1 A2 | Q1 J1 A1 B2 | C2 A3 G1 | Ch Ae G1	U2 J1 A2 | Q1 J1 A1 B2 | C2 A3 G1 | C2 A3 G1	U2 J1 A2 | Q1 J1 A1 B2 | C2 A3 G1 | Ch Ae G1	cthey keol saiin eaiin	cthey keol saiin saiin	cthey keol saiin eaiin	3	0.750000	3	0.750000	3	3	1.000000	0	0	9	9	0.000000	2	8	0.250000	4	2	0	2	17	0.117647	READING_OR_BOUNDARY_VARIANT	F:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-} | C:QJAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-} | L:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-}	0	H|A	0	0
48	f2r.11|S01	f2r.11	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	6	20	AKAF BAB KA BABAC LAE BAE	A2 K1 A3 F1 | B1 A3 B2 | K1 A2 | B1 A3 B2 A1 C1 | L1 A3 E2 | B1 A3 E2	A2 K1 A3 F1 | B1 A3 B2 | K1 A2 | B1 A3 B2 A1 C1 | L1 A3 E2 | B1 A3 E2	A2 K1 A3 F1 | B1 A3 B2 | K1 A2 | B1 A3 B2 A1 C1 | L1 A3 E2 | B1 A3 E2	ychain dal chy dalor shan dan	ychain dal chy dalor shan dan	ychain dal chy dalor shan dan	6	1.000000	6	1.000000	5	5	1.000000	0	1	13	14	0.071429	2	12	0.166667	4	5	0	3	26	0.115385	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AKAF{adj=DUU;fl=I;ec=I;o=3;c=0;p=-} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | C:BABAC{adj=UUUU;fl=I;ec=I;o=2;c=1;p=-} | C:LAE{adj=UU;fl=I;ec=I;o=1;c=2;p=-} | L:BAE{adj=UU;fl=I;ec=I;o=0;c=3;p=-}	1	H|A	266	0
49	f2r.11|S02	f2r.11	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	3	11	ABCAG LKA UAC	A1 B2 C2 A3 G1 | L1 K2 A2 | U1 A1 C1	A1 B2 C2 A3 G1 | L1 K2 A2 | U1 A1 C1	A1 B2 C2 A3 G1 | L1 K2 A2 | U1 A1 C1	olsaiin sheey ckhor	olsaiin sheey ckhor	olsaiin sheey ckhor	3	1.000000	3	1.000000	2	2	1.000000	0	1	7	8	0.125000	1	6	0.166667	2	2	0	2	14	0.142857	ALL_MEMBER_AND_BOUNDARY_STABLE	F:ABCAG{adj=UDUU;fl=I;ec=I;o=0;c=1;p=-} | C:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-} | L:UAC{adj=UU;fl=I;ec=U;o=2;c=2;p=-}	0	H|A	0	0
50	f2r.12|S01	f2r.12	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	7	20	AQAB KA KAC UAC AAC AE KAE	A1 Q1 A1 B2 | K1 A2 | K1 A1 C1 | U2 A1 C1 | A2 A1 C1 | A3 E2 | K1 A3 E2	A1 Q1 A1 B2 | K1 A2 | K1 A1 C1 | U2 A1 C1 | A2 A1 C1 | A3 E2 | K1 A3 E2	A1 Q1 A1 B2 | K1 A2 | K1 A1 C1 | U2 A1 C1 | A2 A1 C1 | A3 E2 | K1 A3 E2	okol chy chor cthor yor an chan	okol chy chor cthor yor an chan	okol chy chor cthor yor an chan	7	1.000000	7	1.000000	6	6	1.000000	1	1	11	13	0.153846	3	14	0.214286	4	6	1	5	27	0.185185	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:UAC{adj=UU;fl=I;ec=U;o=2;c=2;p=-} | C:AAC{adj=DU;fl=I;ec=I;o=3;c=0;p=-} | C:AE{adj=U;fl=I;ec=I;o=0;c=3;p=-} | L:KAE{adj=UU;fl=I;ec=I;o=0;c=4;p=-}	1	H|A	183	0
51	f2r.12|S02	f2r.12	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	4	14	CAG KJQA KAQA CAB	C2 A3 G1 | K1 J1 Q2 A2 | K1 A2 Q1 A2 | C2 A3 B2	C2 A3 G1 | K1 J1 Q2 A2 | K1 A2 Q1 A2 | C2 A3 B2	C2 A3 G1 | K1 J1 Q2 A2 | K1 A2 Q1 A2 | C2 A3 B2	saiin chety chyky sal	saiin chety chyky sal	saiin chety chyky sal	4	1.000000	4	1.000000	3	3	1.000000	2	0	8	10	0.200000	3	8	0.375000	2	3	2	5	18	0.277778	ALL_MEMBER_AND_BOUNDARY_STABLE	F:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-} | C:KJQA{adj=FUU;fl=I;ec=C;o=0;c=3;p=KJ} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | L:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-}	0	H|A	0	0
52	f2r.13|S01	f2r.13	f2r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	15	LA AQKA KJA BAG KUA	L1 A1 | A2 Q1 K2 A2 | K1 J1 A2 | B1 A3 G1 | K1 U2 A2	L1 A1 | A2 Q1 K2 A2 | K1 J1 A2 | B1 A3 G1 | K1 U2 A2	L1 A1 | A2 Q1 K2 A2 | K1 J1 A2 | B1 A3 G1 | K1 U2 A2	sho ykeey chey daiin chcthy	sho ykeey chey daiin chcthy	sho ykeey chey daiin chcthy	5	1.000000	5	1.000000	4	4	1.000000	3	0	7	10	0.300000	4	10	0.400000	3	4	2	7	20	0.350000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-}	1	H|A	18	0
53	f2v.1|S01	f2v.1	f2v	H	A	1	@P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	6	22	QAAG KJA PKAC AQAG ABAF KAC	Q1 A1 A1 G1 | K1 J1 A1 | P1 K1 A1 C1 | A1 Q2 A3 G1 | A1 B1 A3 F1 | K1 A1 C1	Q1 A1 A1 G1 | K1 J1 A1 | P1 K1 A1 C1 | A1 Q2 A3 G1 | A1 B1 A3 F1 | K1 A1 C1	Q1 A1 A1 G1 | K1 J1 A1 | P1 K1 A1 C1 | A1 Q2 A3 G1 | A1 B1 A3 F1 | K1 A1 C1	kooiin cheo pchor otaiin odain chor	kooiin cheo pchor otaiin odain chor	kooiin cheo pchor otaiin odain chor	6	1.000000	6	1.000000	5	3	0.600000	3	1	12	16	0.250000	2	12	0.166667	5	3	3	6	28	0.214286	READING_OR_BOUNDARY_VARIANT	F:QAAG{adj=UDU;fl=I;ec=I;o=2;c=0;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:PKAC{adj=FUU;fl=I;ec=I;o=4;c=0;p=PK} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:ABAF{adj=UUU;fl=I;ec=I;o=2;c=1;p=-} | L:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-}	0	H|A	0	0
54	f2v.1|S02	f2v.1	f2v	H	A	1	@P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	2	6	BAF LQA	B1 A3 F3 | L1 Q2 A2	B1 A3 F3 | L1 Q2 A2	B1 A3 F3 | L1 Q2 A2	dair shty	dair shty	dair shty	2	1.000000	2	1.000000	1	1	1.000000	0	1	3	4	0.250000	0	4	0.000000	1	2	0	1	8	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:LQA{adj=DU;fl=I;ec=I;o=0;c=1;p=-}	0	H|A	0	0
55	f2v.2|S01	f2v.2	f2v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	7	24	QKA QKA LA LAB DAQKA BAMC DAQA	Q1 K1 A1 | Q1 K1 A2 | L1 A1 | L1 A1 B2 | D1 A1 Q2 K1 A1 | B2 A1 M1 C2 | D1 A1 Q2 A2	Q1 K1 A1 | Q1 K1 A2 | L1 A1 | L1 A1 B2 | D1 A1 Q2 K1 A1 | B2 A1 M1 C2 | D1 A1 Q2 A2	Q1 K1 Aa | Q1 K1 A2 | L1 A1 | L1 A1 B2 | D1 A1 Q2 K1 A1 | B2 A1 M1 C2 | D1 A1 Q2 A2	kcho kchy sho shol qotcho loeees qoty	kcho kchy sho shol qotcho loeees qoty	kcha kchy sho shol qotcho loeees qoty	6	0.857143	6	0.857143	6	5	0.833333	7	0	10	17	0.411765	3	14	0.214286	6	4	4	10	31	0.322581	READING_OR_BOUNDARY_VARIANT	F:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:BAMC{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | L:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ}	0	H|A	0	0
56	f2v.2|S02	f2v.2	f2v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	2	6	KAC BAG	K1 A1 C1 | B1 A3 G1	K1 A1 C1 | B1 A3 G1	K1 A1 C1 | B1 A3 G1	chor daiin	chor daiin	chor daiin	2	1.000000	2	1.000000	1	1	1.000000	0	0	4	4	0.000000	1	4	0.250000	1	2	0	1	8	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	0	H|A	0	0
