pair_order	target_record_order	target_segment_id	target_page	target_section	target_currier	target_hand	target_group_count	target_family_expression	target_sta_expression	target_basic_eva_lossy	target_formal_expression	candidate_rank	candidate_pool_size	candidate_record_order	candidate_segment_id	candidate_page	candidate_section	candidate_currier	candidate_hand	same_section	candidate_family_expression	candidate_sta_expression	candidate_basic_eva_lossy	candidate_formal_expression	structure_distance	adjacency_distance	first_last_mismatches	edge_core_mismatches	opening_count_distance	closing_count_distance	family_distance	sta_member_distance	favored_path_distance	exact_structure_match
954	3157	f99v.23|S01	f99v	P	A	1	9	DAQKA KAB AQJABBA DAQAB DAQJABA BKAB AQJAB LJABAB DAQKKAB	D1 A1 Q1 K2 A2 | K1 A1 B2 | A1 Q1 J1 A1 B2 B1 A2 | D1 A1 Q1 A1 B2 | D1 A1 Q1 J1 A1 B2 A1 | B2 K1 A1 B2 | A1 Q1 J1 A1 B2 | L1 J1 A1 B1 A1 B2 | D1 A1 Q1 K2 K1 A1 B3	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AQJABBA{adj=FUUUDU;fl=I;ec=I;o=0;c=0;p=AQ} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | C:BKAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:AQJAB{adj=FUUU;fl=I;ec=U;o=0;c=2;p=AQ} | C:LJABAB{adj=FUUUU;fl=I;ec=I;o=0;c=3;p=LJ} | L:DAQKKAB{adj=FFFUUU;fl=I;ec=I;o=0;c=2;p=DAQK}	1	20	2861	f88v.16|S01	f88v	P	A	1	1	ALJAB LJA LJABA DAQJABA DAQA KKC KJABA DAQJABA BAB	A2 L1 J1 A1 B1 | L1 J1 A1 | L1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | D1 A1 Q1 A2 | K1 K2 C2 | K1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | B1 A3 B2	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	F:ALJAB{adj=DFUU;fl=I;ec=I;o=1;c=2;p=LJ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:KKC{adj=UD;fl=I;ec=C;o=2;c=2;p=-} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	44	17	5	7	2	13	30	37	17	0
955	3157	f99v.23|S01	f99v	P	A	1	9	DAQKA KAB AQJABBA DAQAB DAQJABA BKAB AQJAB LJABAB DAQKKAB	D1 A1 Q1 K2 A2 | K1 A1 B2 | A1 Q1 J1 A1 B2 B1 A2 | D1 A1 Q1 A1 B2 | D1 A1 Q1 J1 A1 B2 A1 | B2 K1 A1 B2 | A1 Q1 J1 A1 B2 | L1 J1 A1 B1 A1 B2 | D1 A1 Q1 K2 K1 A1 B3	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AQJABBA{adj=FUUUDU;fl=I;ec=I;o=0;c=0;p=AQ} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | C:BKAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:AQJAB{adj=FUUU;fl=I;ec=U;o=0;c=2;p=AQ} | C:LJABAB{adj=FUUUU;fl=I;ec=I;o=0;c=3;p=LJ} | L:DAQKKAB{adj=FFFUUU;fl=I;ec=I;o=0;c=2;p=DAQK}	2	20	478	f21r.11|S01	f21r	H	A	1	0	LAB KAB LAB QKAB KUA AQAQA LJA AQJAB LABA	L1 A1 B2 | K1 A1 B2 | L1 A1 B2 | Q2 K1 A1 B2 | K1 U2 A2 | A1 Q2 A2 Q1 A2 | L1 J1 A2 | A2 Q2 J1 A1 B2 | L1 A1 B1 A2	shol chol shol tchol chcthy otyky shey yteol shody	F:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:QKAB{adj=FUU;fl=I;ec=U;o=2;c=2;p=QK} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:AQJAB{adj=FUUU;fl=I;ec=U;o=0;c=2;p=AQ} | L:LABA{adj=UUU;fl=I;ec=U;o=1;c=0;p=-}	45	20	2	5	6	12	34	38	22	0
956	3157	f99v.23|S01	f99v	P	A	1	9	DAQKA KAB AQJABBA DAQAB DAQJABA BKAB AQJAB LJABAB DAQKKAB	D1 A1 Q1 K2 A2 | K1 A1 B2 | A1 Q1 J1 A1 B2 B1 A2 | D1 A1 Q1 A1 B2 | D1 A1 Q1 J1 A1 B2 A1 | B2 K1 A1 B2 | A1 Q1 J1 A1 B2 | L1 J1 A1 B1 A1 B2 | D1 A1 Q1 K2 K1 A1 B3	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AQJABBA{adj=FUUUDU;fl=I;ec=I;o=0;c=0;p=AQ} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | C:BKAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:AQJAB{adj=FUUU;fl=I;ec=U;o=0;c=2;p=AQ} | C:LJABAB{adj=FUUUU;fl=I;ec=I;o=0;c=3;p=LJ} | L:DAQKKAB{adj=FFFUUU;fl=I;ec=I;o=0;c=2;p=DAQK}	3	20	172	f7v.2|S01	f7v	H	A	1	0	KAKA UA BAG DAQA KVA BAG UAB UA UB	K1 A1 K1 A2 | U2 A2 | B1 A3 G1 | D1 A1 Q1 A2 | K1 V1 A2 | B1 A3 G1 | U2 A1 B2 | U2 A2 | U2 B1	chochy cthy daiin qoky chcphhy daiin cthol cthy cthd	F:KAKA{adj=UDU;fl=I;ec=I;o=1;c=2;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:KVA{adj=UU;fl=I;ec=I;o=0;c=1;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:UB{adj=D;fl=I;ec=I;o=0;c=3;p=-}	48	26	6	5	1	10	33	42	17	0
974	3312	f103r.36|S01	f103r	S	B	3	8	AQAAB KJBA AQKBA DAQKBA DAQKA LBA AQJA DAQKA	A1 Q1 A1 A1 B2 | K1 J1 B1 A2 | A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 A2 | L1 B1 A2 | A1 Q2 J1 A2 | D1 A1 Q1 K2 A2	okool chedy okeedy qokeedy qokeey shdy otey qokeey	F:AQAAB{adj=FUDU;fl=I;ec=I;o=0;c=2;p=AQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:LBA{adj=DU;fl=I;ec=U;o=0;c=0;p=-} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | L:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK}	1	33	2146	f77r.21|S01	f77r	B	B	2	0	KJBAG LJBA DAQKBA DAQJBA DAQKA KJBA LJAC ABAGA	K1 J1 B1 A3 G1 | L1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 J1 B1 A2 | D1 A1 Q1 K2 A2 | K1 J1 B1 A2 | L1 J1 A3 C1 | A1 B2 A3 G1 A2	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	F:KJBAG{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | L:ABAGA{adj=UUUU;fl=I;ec=I;o=0;c=1;p=-}	25	8	5	5	2	5	16	18	13	0
975	3312	f103r.36|S01	f103r	S	B	3	8	AQAAB KJBA AQKBA DAQKBA DAQKA LBA AQJA DAQKA	A1 Q1 A1 A1 B2 | K1 J1 B1 A2 | A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 A2 | L1 B1 A2 | A1 Q2 J1 A2 | D1 A1 Q1 K2 A2	okool chedy okeedy qokeedy qokeey shdy otey qokeey	F:AQAAB{adj=FUDU;fl=I;ec=I;o=0;c=2;p=AQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:LBA{adj=DU;fl=I;ec=U;o=0;c=0;p=-} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | L:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK}	2	33	2145	f77r.20|S01	f77r	B	B	2	0	DAQAF LJAB DAQKBA DAQKA DAQAF LKA DAQJBA BABKJBA	D1 A1 Q2 A3 F1 | L1 J1 A3 B2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q2 K2 A2 | D1 A1 Q1 A3 F1 | L1 K2 A2 | D1 A1 Q2 J1 B1 A2 | B1 A3 B2 K1 J1 B1 A2	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	F:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | L:BABKJBA{adj=UUUFUU;fl=I;ec=I;o=0;c=1;p=KJ}	33	12	6	4	7	4	17	22	9	0
976	3312	f103r.36|S01	f103r	S	B	3	8	AQAAB KJBA AQKBA DAQKBA DAQKA LBA AQJA DAQKA	A1 Q1 A1 A1 B2 | K1 J1 B1 A2 | A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 A2 | L1 B1 A2 | A1 Q2 J1 A2 | D1 A1 Q1 K2 A2	okool chedy okeedy qokeedy qokeey shdy otey qokeey	F:AQAAB{adj=FUDU;fl=I;ec=I;o=0;c=2;p=AQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:LBA{adj=DU;fl=I;ec=U;o=0;c=0;p=-} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | L:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK}	3	33	2763	f86v5.38|S01	f86v5	T	B	2	0	CAB ABAG AQKLA AQKJA BKABA AQAC LJA AQAG	C2 A1 B2 | A1 B1 A3 G1 | A2 Q1 K2 L1 A2 | A2 Q2 K1 J1 A2 | B2 K1 A1 B1 A2 | A2 Q1 A3 C1 | L1 J1 A2 | A2 Q2 A3 G1	sol odaiin ykeeshy ytchey lchody ykar shey ytaiin	F:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:AQKLA{adj=FFDU;fl=I;ec=I;o=1;c=0;p=AQK} | C:AQKJA{adj=FFFU;fl=I;ec=U;o=1;c=0;p=AQKJ} | C:BKABA{adj=UUUU;fl=I;ec=I;o=1;c=0;p=-} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	34	13	7	5	7	2	21	29	16	0
1007	3664	f108v.45|S01	f108v	S	B	3	11	LJAB LJBA DAQKA KJBAC LJAB DAQKBA DAQKBA DAQJA LKA DAQJAB ACAB	L1 J1 A1 B2 | L1 J1 B1 A2 | D1 A1 Q1 K2 A2 | K1 J1 B1 A3 C1 | L1 J1 A3 B2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 J1 A2 | L1 K2 A2 | D1 A1 Q1 J1 A3 B2 | A3 C1 A3 B2	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	F:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KJBAC{adj=FUUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | C:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-} | C:DAQJAB{adj=FFUUU;fl=I;ec=U;o=0;c=2;p=DAQ} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	1	39	2649	f84v.22|S01	f84v	B	B	2	0	ALJA QJBA AQAF LJA DAQJBA QKBA AQJBA AQJA BA AQJBA ABLBA	A1 L1 J1 A2 | Q2 J1 B1 A2 | A1 Q1 A3 F1 | L1 J1 A2 | D1 A1 Q1 J1 B1 A2 | Q1 K1 B1 A2 | A1 Q1 J1 B1 A2 | A1 Q1 J1 A2 | B1 A2 | A1 Q1 J1 B1 A2 | A1 B2 L1 B1 A2	oshey tedy okain shey qokedy kchdy okedy okey dy okedy olshdy	F:ALJA{adj=DFU;fl=I;ec=I;o=2;c=0;p=LJ} | C:QJBA{adj=UUU;fl=I;ec=C;o=1;c=0;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:QKBA{adj=FUU;fl=I;ec=U;o=2;c=0;p=QK} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | L:ABLBA{adj=UUDU;fl=I;ec=I;o=0;c=1;p=-}	50	17	6	5	8	14	27	32	14	0
1008	3664	f108v.45|S01	f108v	S	B	3	11	LJAB LJBA DAQKA KJBAC LJAB DAQKBA DAQKBA DAQJA LKA DAQJAB ACAB	L1 J1 A1 B2 | L1 J1 B1 A2 | D1 A1 Q1 K2 A2 | K1 J1 B1 A3 C1 | L1 J1 A3 B2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 J1 A2 | L1 K2 A2 | D1 A1 Q1 J1 A3 B2 | A3 C1 A3 B2	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	F:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KJBAC{adj=FUUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | C:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-} | C:DAQJAB{adj=FFUUU;fl=I;ec=U;o=0;c=2;p=DAQ} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	2	39	3389	f104v.10|S01	f104v	S	B	3	1	LAB KKBA DAQAG DAQKBA AQAG AQKBA DAQJBAC AQAF KJAC KKA BKJA	L1 A1 B2 | K1 K2 B1 A2 | D1 A1 Q1 A3 G1 | D1 A1 Q2 K2 B1 A2 | A1 Q2 A3 G1 | A1 Q2 K2 B1 A2 | D1 A1 Q2 J1 B1 A1 C1 | A1 Q1 A3 F1 | K1 J1 A1 C2 | K1 K2 A1 | B2 K1 J1 A2	shol cheedy qokaiin qoteedy otaiin oteedy qotedor okain cheos cheeo lchey	F:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:KKBA{adj=UUU;fl=I;ec=C;o=0;c=2;p=-} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:DAQJBAC{adj=FFUUUU;fl=I;ec=I;o=2;c=0;p=DAQ} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | L:BKJA{adj=UFU;fl=I;ec=U;o=2;c=0;p=KJ}	50	14	7	6	11	12	31	37	21	0
1009	3664	f108v.45|S01	f108v	S	B	3	11	LJAB LJBA DAQKA KJBAC LJAB DAQKBA DAQKBA DAQJA LKA DAQJAB ACAB	L1 J1 A1 B2 | L1 J1 B1 A2 | D1 A1 Q1 K2 A2 | K1 J1 B1 A3 C1 | L1 J1 A3 B2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 J1 A2 | L1 K2 A2 | D1 A1 Q1 J1 A3 B2 | A3 C1 A3 B2	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	F:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KJBAC{adj=FUUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | C:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-} | C:DAQJAB{adj=FFUUU;fl=I;ec=U;o=0;c=2;p=DAQ} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	3	39	3909	f114v.9|S01	f114v	S	B	3	1	CAJC AKAC AG ABQKA QJAB DAQKKBA DAUJB CQAG LKBA DAQAB KJBA	C2 A1 J1 C2 | A1 K2 A1 C2 | A3 G1 | A1 B2 Q1 K2 A2 | Q1 J1 A1 B2 | D1 A1 Q2 K1 K2 B1 A2 | D1 A1 U1 J1 B1 | C2 Q1 A3 G1 | L1 K2 B1 A2 | D1 A1 Q2 A3 B2 | K1 J1 B1 A2	soes oeeos aiin olkeey keol qotcheedy qockhed skaiin sheedy qotal chedy	F:CAJC{adj=UDD;fl=I;ec=I;o=3;c=0;p=-} | C:AKAC{adj=DUU;fl=I;ec=E;o=3;c=0;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:ABQKA{adj=UUFU;fl=I;ec=U;o=1;c=1;p=QK} | C:QJAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:DAQKKBA{adj=FFFUUU;fl=I;ec=I;o=0;c=0;p=DAQK} | C:DAUJB{adj=FUUU;fl=I;ec=I;o=0;c=1;p=DA} | C:CQAG{adj=DUU;fl=I;ec=I;o=1;c=0;p=-} | C:LKBA{adj=UUU;fl=I;ec=C;o=0;c=0;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | L:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ}	51	18	4	9	10	10	32	36	19	0
1046	3996	f116r.17|S01	f116r	S	B	3	8	BAF KJA DAQKA AQKA BAF AQKA DAB KJBA	B1 A3 F1 | K1 J1 A2 | D1 A1 Q1 K2 A2 | A1 Q1 K2 A2 | B2 A3 F1 | A1 Q1 K2 A2 | D1 A1 B2 | K1 J1 B1 A2	dain chey qokeey okeey lain okeey qol chedy	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | L:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ}	1	33	2145	f77r.20|S01	f77r	B	B	2	0	DAQAF LJAB DAQKBA DAQKA DAQAF LKA DAQJBA BABKJBA	D1 A1 Q2 A3 F1 | L1 J1 A3 B2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q2 K2 A2 | D1 A1 Q1 A3 F1 | L1 K2 A2 | D1 A1 Q2 J1 B1 A2 | B1 A3 B2 K1 J1 B1 A2	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	F:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | L:BABKJBA{adj=UUUFUU;fl=I;ec=I;o=0;c=1;p=KJ}	28	15	2	3	2	6	18	21	12	0
1047	3996	f116r.17|S01	f116r	S	B	3	8	BAF KJA DAQKA AQKA BAF AQKA DAB KJBA	B1 A3 F1 | K1 J1 A2 | D1 A1 Q1 K2 A2 | A1 Q1 K2 A2 | B2 A3 F1 | A1 Q1 K2 A2 | D1 A1 B2 | K1 J1 B1 A2	dain chey qokeey okeey lain okeey qol chedy	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | L:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ}	2	33	2763	f86v5.38|S01	f86v5	T	B	2	0	CAB ABAG AQKLA AQKJA BKABA AQAC LJA AQAG	C2 A1 B2 | A1 B1 A3 G1 | A2 Q1 K2 L1 A2 | A2 Q2 K1 J1 A2 | B2 K1 A1 B1 A2 | A2 Q1 A3 C1 | L1 J1 A2 | A2 Q2 A3 G1	sol odaiin ykeeshy ytchey lchody ykar shey ytaiin	F:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:AQKLA{adj=FFDU;fl=I;ec=I;o=1;c=0;p=AQK} | C:AQKJA{adj=FFFU;fl=I;ec=U;o=1;c=0;p=AQKJ} | C:BKABA{adj=UUUU;fl=I;ec=I;o=1;c=0;p=-} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	29	7	6	6	4	6	20	28	9	0
