root_tuple	atom_count	structural_class	hybrid95_status	present_all_readings	ZL3b_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_dominant_role_pattern	ZL3b_role_patterns	ZL3b_kind_counts	ZL3b_top_surfaces	ZL3b_line_start_share	ZL3b_line_end_share	IT2a_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_dominant_role_pattern	IT2a_role_patterns	IT2a_kind_counts	IT2a_top_surfaces	IT2a_line_start_share	IT2a_line_end_share	RF1b_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_dominant_role_pattern	RF1b_role_patterns	RF1b_kind_counts	RF1b_top_surfaces	RF1b_line_start_share	RF1b_line_end_share
H+k	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	363	320	120	8	BOUND_E+BARE	BOUND_E+BARE:154;BOUND_E+REL_I:34;BOUND_E+BOUND_E:31;BOUND_E+FREE_L:18;BOUND_E+BOUND_D:15;BOUND_E+FREE_R:12;FREE_L+BARE:9;FREE_L+REL_I:9;FREE_L+BOUND_D:8;FREE_L+FREE_R:6;BOUND_E+FREE_A:5;FREE_L+BOUND_E:5;FREE_L+FREE_L:4;BOUND_D+FREE_R:2;BOUND_D+BOUND_D:2;BOUND_D+BARE:2;FREE_A+FREE_L:1;REL_I+BOUND_E:1;BOUND_D+REL_I:1;BOUND_D+FREE_L:1	P:325;C:28;R:6;L:4	cheky:67;sheky:34;cheeky:25;sheeky:15;chekal:12;chekaiin:10;chekar:10;shek:10	0.034375	0.0875	349	319	117	8	BOUND_E+BARE	BOUND_E+BARE:155;BOUND_E+BOUND_E:34;BOUND_E+REL_I:33;BOUND_E+FREE_L:18;BOUND_E+BOUND_D:14;BOUND_E+FREE_R:10;FREE_L+REL_I:9;FREE_L+BOUND_D:9;FREE_L+BARE:7;FREE_L+FREE_R:6;BOUND_E+FREE_A:5;FREE_L+FREE_L:4;FREE_L+BOUND_E:4;BOUND_D+REL_I:2;BOUND_D+BOUND_D:2;BOUND_D+BARE:2;FREE_A+BOUND_E:1;BOUND_D+FREE_R:1;REL_I+BOUND_E:1;FREE_A+REL_I:1;BOUND_D+FREE_L:1	P:325;C:18;R:3;L:3	cheky:65;sheky:36;cheeky:24;sheeky:14;chekal:12;shek:11;chekaiin:8;chekar:8	0.02821316614420063	0.10344827586206896	362	322	116	8	BOUND_E+BARE	BOUND_E+BARE:151;BOUND_E+REL_I:36;BOUND_E+BOUND_E:36;BOUND_E+FREE_L:18;BOUND_E+FREE_R:14;BOUND_E+BOUND_D:11;FREE_L+BARE:9;FREE_L+BOUND_E:8;FREE_L+REL_I:7;FREE_L+BOUND_D:7;FREE_L+FREE_R:6;BOUND_E+FREE_A:5;FREE_L+FREE_L:4;FREE_A+BARE:2;BOUND_D+FREE_R:2;BOUND_D+BARE:2;BOUND_D+BOUND_D:2;REL_I+BOUND_E:1;BOUND_D+FREE_L:1	P:329;C:23;R:6;L:4	cheky:64;sheky:32;cheeky:27;chekal:12;chekaiin:10;chek:10;sheeky:10;shek:9	0.031055900621118012	0.09627329192546584
H+k+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	30	23	28	7	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:12;BOUND_E+BARE+BOUND_E:5;FREE_L+BARE+BARE:2;FREE_A+BARE+BARE:1;BOUND_E+BARE+FREE_L:1;FREE_L+BARE+BOUND_D:1;FREE_L+BOUND_E+BARE:1	P:23;C:4;R:2;L:1	shekchy:5;chekchy:5;shekshey:2;sheekchy:2;kchekchy:1;ychekchy:1;ychekch:1;chakchy:1	0.13043478260869565	0.0	32	25	28	8	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:11;BOUND_E+BARE+BOUND_E:5;FREE_L+BARE+BARE:2;FREE_L+BARE+BOUND_D:2;FREE_R+BARE+BARE:1;BOUND_E+BARE+FREE_L:1;BOUND_E+BOUND_E+BARE:1;BOUND_E+BOUND_E+BOUND_E:1;FREE_L+BOUND_E+BARE:1	P:25;C:4;R:2;L:1	shekchy:5;chekchy:5;sheekchy:3;ychekchy:2;shekshey:2;shekchey:1;chekchey:1;chekcheey:1	0.08	0.04	34	26	29	6	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:12;BOUND_E+BARE+BOUND_E:5;FREE_L+BOUND_E+BARE:3;FREE_L+BARE+BARE:1;FREE_R+BARE+BARE:1;BOUND_E+BARE+FREE_L:1;FREE_L+BARE+BOUND_D:1;BOUND_D+BARE+BOUND_D:1;BOUND_E+BOUND_E+BOUND_E:1	P:26;R:4;C:3;L:1	shekchy:5;chekchy:5;ychekchy:2;sheekchy:2;cholkechy:1;shekshey:1;chekchey:1;chekcheey:1	0.15384615384615385	0.07692307692307693
H+k+H+ol	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	FREE_L+BARE+BOUND_E+BARE	FREE_L+BARE+BOUND_E+BARE:1	P:1	sholkcheol:1	0.0	0.0	1	1	1	1	FREE_L+BARE+BOUND_E+BARE	FREE_L+BARE+BOUND_E+BARE:1	P:1	cholkcheol:1	0.0	0.0	1	1	1	1	FREE_L+BARE+BOUND_E+BARE	FREE_L+BARE+BOUND_E+BARE:1	P:1	sholkcheol:1	0.0	0.0
H+k+H+or	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BARE+BOUND_E+BARE	BOUND_E+BARE+BOUND_E+BARE:1	P:1	shekcheor:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BOUND_E+BARE	BOUND_E+BARE+BOUND_E+BARE:1	P:1	shekcheor:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BOUND_E+BARE	BOUND_E+BARE+BOUND_E+BARE:1	P:1	shekcheor:1	0.0	0.0
H+k+H+t	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BOUND_E+BARE+BOUND_E+BARE	BOUND_E+BARE+BOUND_E+BARE:1	P:1	sheksheet:1	0.0	0.0										
H+k+Hd	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1;FREE_L+BARE+BARE:1	P:2	chekchdy:1;pcholkchdy:1	0.5	0.0	3	3	3	2	BOUND_E+FREE_L+BARE	BOUND_E+FREE_L+BARE:1;BOUND_E+BARE+BARE:1;FREE_L+BARE+BARE:1	P:3	shekalchdy:1;chekchdy:1;pcholkchdy:1	0.3333333333333333	0.0	1	1	1	1	FREE_L+BARE+BARE	FREE_L+BARE+BARE:1	P:1	pcholkchdy:1	1.0	0.0
H+k+Ho	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chekchoy:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chekchoy:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chekchoy:1	0.0	0.0
H+k+Hs	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	chekalchs:1	0.0	0.0										
H+k+ckh	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	0	1	1			C:1	chekackhy:1	0.0	0.0											1	0	1	1			C:1	chekackhy:1	0.0	0.0
H+k+cph	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0																					1	0	1	1			C:1	chekacphy:1	0.0	0.0
H+k+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	0	1	1			C:1	chekadar:1	0.0	0.0
H+k+dr	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			C:1	chekadr:1	0.0	0.0																				
H+k+e	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	BOUND_E+BOUND_D+BOUND_E	BOUND_E+BOUND_D+BOUND_E:1	P:1	psheykedaleey:1	1.0	0.0
H+k+h	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	chekaiphy:1	0.0	0.0										
H+k+k	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	chekeek:1	0.0	0.0	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	chekeek:1	0.0	0.0	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	chekeek:1	0.0	0.0
H+k+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	7	5	7	5	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:2;FREE_L+BOUND_E+BARE:1;BOUND_E+BARE+FREE_L:1;BOUND_E+BARE+BARE:1	P:5;C:2	chepakeo:1;chekeoar:1;chekoy:1;cholkeog:1;cheekeo:1;chekoal:1;sheeyko:1	0.2	0.2	5	3	4	3	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:3	P:3;C:2	chepakeo:1;chekeoar:1;chekeo:1;cheekeo:1;cheykeeoy:1	0.0	0.3333333333333333	10	8	10	5	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:3;BOUND_E+BARE+BARE:3;FREE_L+BOUND_E+BARE:2	P:8;C:2	chefakeo:1;cheko:1;sheko:1;chekeoar:1;chekoy:1;cholkeog:1;cheekeo:1;cholkeeo:1	0.125	0.125
H+k+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	7	9	4	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:4;BOUND_E+BARE+BARE:2;FREE_A+BARE+BARE:1	P:9	chekody:3;chakod:1;shekody:1;cheekeody:1;chekeody:1;shekeod:1;chekeod:1	0.0	0.2857142857142857	11	9	10	4	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:5;BOUND_E+BARE+BARE:2;FREE_A+BARE+BARE:1;FREE_L+BOUND_E+BARE:1	P:11	chekody:3;chakod:1;shekody:1;cheekeody:1;chekeody:1;shekeeody:1;shekeod:1;cholkeod:1	0.0	0.2222222222222222	6	5	6	4	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:4;FREE_A+BARE+BARE:1	P:6	chakod:1;cheekeody:1;chekeody:1;shekeod:1;chekody:1;chekeod:1	0.0	0.4
H+k+oii	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	shekoiin:1	0.0	0.0																				
H+k+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	10	8	10	6	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:6;FREE_A+BARE+BARE:1;FREE_L+BARE+BARE:1	P:8;R:1;C:1	chekol:4;sheekol:1;shekol:1;schekol:1;chekeol:1;shakol:1;sholkol:1	0.0	0.125	8	6	8	6	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:5;BOUND_E+BOUND_E+BARE:1	P:6;R:1;C:1	chekol:3;chekeol:2;sheekol:1;shekol:1;schekol:1	0.0	0.16666666666666666	7	5	7	5	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:4;FREE_L+BOUND_E+BARE:1	P:5;R:1;C:1	chekol:2;cholkeeol:1;sheekol:1;shekol:1;schekol:1;chekeol:1	0.0	0.2
H+k+ol+k+o	5	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	0	1	1			C:1	chekolko:1	0.0	0.0																				
H+k+ol+k+o+cph	6	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0																					1	0	1	1			C:1	chekolkocph:1	0.0	0.0
H+k+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	5	5	5	5	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:2;BOUND_E+BARE+BARE:2;FREE_L+BARE+BARE:1	P:5	ychekeeor:1;cholkor:1;pcheykeeor:1;chekor:1;shekor:1	0.2	0.2	3	3	3	3	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:2;BOUND_E+BOUND_E+BARE:1	P:3	chekeor:1;shekor:1;chekor:1	0.0	0.0	6	6	6	5	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:2;BOUND_E+BARE+BARE:2;FREE_L+BARE+BARE:1;FREE_L+BARE+REL_I:1	P:6	ychekeeor:1;cholkor:1;pcheykeeor:1;chekor:1;shekor:1;chalykorain:1	0.16666666666666666	0.3333333333333333
H+k+os	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	chekeos:1	0.0	0.0											1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	chekeos:1	0.0	0.0
H+k+s	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	1	2	2	BOUND_E+FREE_A+BARE	BOUND_E+FREE_A+BARE:1	R:1;P:1	chekais:1;sheekas:1	0.0	0.0	1	1	1	1	BOUND_E+FREE_A+BARE	BOUND_E+FREE_A+BARE:1	P:1	sheekas:1	0.0	0.0	2	1	2	2	BOUND_E+FREE_A+BARE	BOUND_E+FREE_A+BARE:1	R:1;P:1	chekais:1;sheekas:1	0.0	0.0
H+k+thh	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	chekaithhy:1	0.0	0.0										
H+kair	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	5	5	5	2	BOUND_E+BARE	BOUND_E+BARE:3;FREE_L+BARE:1;FREE_A+BARE:1	P:5	yshealkair:1;shekair:1;chekair:1;sholkair:1;chakair:1	0.2	0.2	3	3	3	2	BOUND_E+BARE	BOUND_E+BARE:2;FREE_L+BARE:1	P:3	yshealkair:1;shekair:1;sholkair:1	0.3333333333333333	0.0	3	3	3	2	BOUND_E+BARE	BOUND_E+BARE:2;FREE_L+BARE:1	P:3	yshealkair:1;shekair:1;sholkair:1	0.3333333333333333	0.0
H+kcsd	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	dchekcsdy:1	1.0	0.0										
H+kd	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shekydy:1	0.0	0.0	2	2	2	1	BOUND_E+FREE_A	BOUND_E+FREE_A:1;BOUND_E+BARE:1	P:2	cheekdam:1;shekydy:1	0.0	0.0	2	2	2	2	BOUND_E+REL_I	BOUND_E+REL_I:1;BOUND_E+BARE:1	P:2	shekdain:1;shekydy:1	0.0	0.0
H+kees+H	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chekeesshy:1	0.0	1.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chekeesshy:1	0.0	1.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chekeesshy:1	0.0	1.0
H+keii	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	cholkeiin:1	0.0	0.0
H+kel	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											2	1	2	2	BOUND_D+BARE	BOUND_D+BARE:1	C:1;P:1	shedykeyl:1;chedkel:1	0.0	0.0										
H+kes	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	0	1	1			R:1	chekeys:1	0.0	0.0	2	1	2	2	BOUND_E+BARE	BOUND_E+BARE:1	R:1;P:1	chekeys:1;chekes:1	0.0	0.0	1	0	1	1			R:1	chekeys:1	0.0	0.0
H+kh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											3	3	3	2	REL_I+BARE	REL_I+BARE:2;BOUND_E+BARE:1	P:3	shaikhy:2;cheaikhy:1	0.0	0.3333333333333333										
H+kh+ol	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chekhol:1	0.0	0.0										
H+khh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	REL_I+BARE	REL_I+BARE:1	P:1	shaikhhy:1	0.0	0.0										
H+kiii	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shekiiin:1	0.0	0.0
H+kl	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chekl:1	0.0	0.0	3	3	3	2	BOUND_E+BARE	BOUND_E+BARE:2;FREE_L+BARE:1	P:3	chekl:1;shalkl:1;sheekly:1	0.0	0.0	2	2	2	2	BOUND_E+BARE	BOUND_E+BARE:2	P:2	chekl:1;sheekly:1	0.0	0.0
H+o	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	283	258	102	8	BOUND_E+BARE	BOUND_E+BARE:224;BOUND_E+FREE_R:11;FREE_L+BARE:6;BOUND_E+FREE_L:5;BOUND_E+REL_I:5;BOUND_E+BOUND_E:2;BOUND_D+BARE:2;FREE_R+BARE:1;BOUND_E+FREE_A:1;BOUND_E+BOUND_D:1	P:264;C:16;R:2;L:1	cheo:78;sheo:49;cheeo:20;sheeo:11;ycheo:11;cheom:9;ycheeo:8;dcheo:7	0.2364341085271318	0.046511627906976744	277	257	101	8	BOUND_E+BARE	BOUND_E+BARE:215;BOUND_E+FREE_R:12;BOUND_E+REL_I:6;FREE_L+BARE:5;BOUND_D+BARE:5;BOUND_E+BOUND_E:4;BOUND_E+FREE_L:4;FREE_R+BARE:2;BARE+Q_BARE:1;FREE_R+Q_BARE:1;BOUND_E+FREE_A:1;BOUND_E+BOUND_D:1	P:263;C:11;R:2;L:1	cheo:65;sheo:47;cheeo:17;ycheo:15;cheom:10;sheeo:8;ycheeo:8;tcheo:7	0.245136186770428	0.058365758754863814	298	270	107	8	BOUND_E+BARE	BOUND_E+BARE:237;BOUND_E+FREE_R:8;BOUND_E+FREE_L:7;FREE_L+BARE:5;BOUND_E+REL_I:5;FREE_R+BARE:2;BOUND_E+FREE_A:2;BOUND_E+BOUND_E:2;BOUND_D+BARE:1;BOUND_E+BOUND_D:1	P:277;C:17;R:2;L:2	cheo:91;sheo:55;cheeo:18;ycheo:11;sheeo:9;ycheeo:9;cheom:8;dcheo:7	0.2111111111111111	0.044444444444444446
H+o+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	6	6	6	3	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:3;FREE_R+BARE+BARE:1;BOUND_E+BOUND_E+BARE:1;BOUND_E+BARE+BOUND_E:1	P:6	charochy:1;tcheoshy:1;pcheoepchy:1;sheopchey:1;ycheochy:1;sheopchy:1	0.5	0.16666666666666666	5	5	4	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:2;FREE_R+BARE+BARE:1;FREE_L+BARE+BOUND_E:1;BOUND_E+BOUND_E+BARE:1	P:5	chorochy:1;ksholochey:1;pcheoepchy:1;ycheochy:1;sheopchy:1	0.6	0.2	8	8	8	3	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:3;BOUND_E+BARE+FREE_L:1;BOUND_E+BARE+FREE_R:1;FREE_R+BARE+BARE:1;BOUND_E+BOUND_E+BARE:1;BOUND_E+BARE+BOUND_E:1	P:8	sheopshol:1;cheopchor:1;charochy:1;tcheoshy:1;pcheoepchy:1;sheopchey:1;ycheochy:1;sheopchy:1	0.375	0.125
H+o+H+od	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BOUND_E+BARE+BOUND_E+BARE	BOUND_E+BARE+BOUND_E+BARE:1	P:1	cheopcheod:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BOUND_E+BARE	BOUND_E+BARE+BOUND_E+BARE:1	P:1	cheopcheod:1	0.0	0.0
H+o+ckh	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	21	19	18	6	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:14;BOUND_E+BARE+BOUND_E:4;BOUND_E+BARE+BOUND_D:1	P:19;C:2	cheockhy:10;sheockhey:3;sheockhy:2;cheockhey:2;ysheockhy:1;ycheockhy:1;sheockhedy:1;pcheockhy:1	0.21052631578947367	0.0	20	18	18	5	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:14;BOUND_E+BARE+BOUND_E:3;BOUND_E+BARE+BOUND_D:1	P:18;C:1;R:1	cheockhy:10;sheockhy:2;cheockhey:2;sheockhey:2;ysheockhy:1;ycheockhy:1;sheockhedy:1;pcheockhy:1	0.16666666666666666	0.0	22	19	19	6	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:14;BOUND_E+BARE+BOUND_E:5	P:19;C:2;R:1	cheockhy:10;sheockhey:3;sheockhy:2;cheockhey:2;ycheockhy:2;ysheockhy:1;sheockhe:1;pcheockhy:1	0.21052631578947367	0.0
H+o+ckh+H	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			C:1	cheockhedchy:1	0.0	0.0	1	0	1	1			C:1	cheockhedchy:1	0.0	0.0	1	0	1	1			C:1	cheockhedchy:1	0.0	0.0
H+o+ckhd	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	cheockhdy:1	1.0	0.0										
H+o+cph	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	7	6	6	4	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:4;BOUND_E+BARE+BOUND_E:2	P:6;C:1	cheocphey:3;sheocphy:2;pcheocphy:1;cheocphy:1	0.16666666666666666	0.0	5	5	5	3	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:4;BOUND_E+BARE+BOUND_E:1	P:5	sheocphy:2;pcheocphy:1;cheocphey:1;cheocphy:1	0.2	0.0	7	6	6	4	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:4;BOUND_E+BARE+BOUND_E:2	P:6;C:1	cheocphey:3;sheocphy:2;pcheocphy:1;cheocphy:1	0.16666666666666666	0.0
H+o+cth	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	11	10	10	4	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:7;BOUND_E+BARE+FREE_A:1;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+BOUND_D:1	P:10;L:1	cheocthy:5;sheocthy:3;sheoctham:1;cheocthey:1;cheocthedy:1	0.0	0.1	11	10	9	4	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:6;BOUND_E+BARE+BOUND_E:2;BOUND_E+BARE+FREE_A:1;BOUND_E+BARE+BOUND_D:1	P:10;L:1	cheocthy:5;sheocthy:2;sheoctham:1;cheocthey:1;cheocthedy:1;cheoctheey:1	0.0	0.1	12	10	11	5	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:7;BOUND_E+BARE+FREE_A:1;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+BOUND_D:1	P:10;C:1;L:1	cheocthy:5;sheocthy:4;sheoctham:1;cheocthey:1;cheocthedy:1	0.0	0.1
H+o+k	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	7	3	6	5	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1;BOUND_E+BOUND_E+FREE_R:1;BOUND_E+FREE_A+FREE_R:1	P:3;C:3;L:1	sheoeky:2;cheoekar:1;cheoekeey:1;cheeoekey:1;sheeoeky:1;kcheoakar:1	0.3333333333333333	0.0	7	2	6	5	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1;BOUND_E+BOUND_E+FREE_R:1	C:4;P:2;L:1	sheoeky:2;cheoekar:1;cheoekeey:1;cheeoekey:1;sheeoeky:1;cheoekey:1	0.0	0.0	7	2	5	5	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1;BOUND_E+BOUND_E+FREE_R:1	C:4;P:2;L:1	sheoeky:1;cheoekar:1;cheoekeey:1;cheoeky:1;cheeoekey:1;sheeoeky:1;cheoekey:1	0.0	0.0
H+o+k+ol	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BOUND_E+FREE_R+BOUND_E+BARE	BOUND_E+FREE_R+BOUND_E+BARE:1	P:1	cheoarkeeol:1	0.0	0.0											1	1	1	1	BOUND_E+FREE_R+BOUND_E+BARE	BOUND_E+FREE_R+BOUND_E+BARE:1	P:1	cheoarkeeol:1	0.0	0.0
H+o+kc	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			L:1	cheoekcy:1	0.0	0.0										
H+o+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	3	2	BOUND_E+FREE_R+BARE	BOUND_E+FREE_R+BARE:1;BOUND_E+BARE+Q_BARE:1;BOUND_E+BOUND_E+REL_I:1	P:3	tsheoarom:1;ytcheoqo:1;psheoepoain:1	0.6666666666666666	0.0	2	2	2	2	BOUND_E+FREE_R+BARE	BOUND_E+FREE_R+BARE:1;BOUND_E+BOUND_E+REL_I:1	P:2	tsheoarom:1;psheoepoain:1	0.5	0.0	2	2	2	2	BOUND_E+FREE_R+BARE	BOUND_E+FREE_R+BARE:1;BOUND_E+BOUND_E+REL_I:1	P:2	tsheoarom:1;psheoepoain:1	0.5	0.0
H+o+s	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BOUND_E+FREE_A+BARE	BOUND_E+FREE_A+BARE:1	P:1	psheoas:1	1.0	0.0										
H+o+t	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	1	2	2	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1;L:1	cheoet:1;cheoetey:1	0.0	0.0	2	2	2	2	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1;BOUND_E+FREE_L+BOUND_D:1	P:2	cheoet:1;cheopolteeedy:1	0.0	0.0	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	cheoet:1	0.0	0.0
H+oaiir	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	cheoaiir:1	0.0	0.0
