locus	page	section	currier	hand	kind	readings_present	reading_status	exact_surface_all	exact_root_sequence_all	exact_role_sequence_all	word_counts	stable_core_atoms	union_core_atoms	stable_confirmed_edges	union_confirmed_edges	minimum_core34_word_coverage	minimum_hybrid95_word_coverage
f102r2.17	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:11	Hk;ckh;e;o;ok;ol	H;Hk;Hok;ckh;e;k;o;ok;ol	W2>W3:BOUND_E>Q_BOUND_E;W4>W5:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BOUND_E;W4>W5:BOUND_E>Q_BOUND_E	0.8181818181818182	0.8181818181818182
f102r2.18	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:11;IT2a:11;RF1b:11	H;aii;ckh;o;ok;ol	H;aii;ckh;o;ok;ol;ot	W2>W3:BOUND_E>Q_BARE;W7>W8:BOUND_E>Q_BARE	W2>W3:BOUND_E>Q_BARE;W7>W8:BOUND_E>Q_BARE	1.0	1.0
f102r2.19	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:12	H;ckh;e;o;od;ok	H;Ho;Hod;ckh;e;k;l;o;od;ok;ol		W5>W6:BOUND_E>Q_BOUND_E;W6>W7:BOUND_E>Q_BARE	0.9166666666666666	0.9166666666666666
f102r2.2	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:7	H;a;aii;l;ol;or;s	H;a;aii;l;ol;or;s			0.7142857142857143	0.8571428571428571
f102r2.20	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:7;RF1b:7	H;e;od;ol	H;d;e;k;l;o;od;ol;or;os			1.0	1.0
f102r2.21	f102r2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	d;od;ol	d;od;ol			1.0	1.0
f102r2.22	f102r2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	od	d;od			0.0	0.0
f102r2.3	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:9	H;Ho;d;ok;ol;or	H;Ho;aii;d;l;ok;ol;or			1.0	1.0
f102r2.4	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:8;RF1b:8	H;aii;air;ckh;od;ok;ol;or	H;aii;air;ckh;d;od;ok;ol;or			1.0	1.0
f102r2.5	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;Hok;e;o;or	H;Hok;e;o;or		W4>W5:BOUND_E>Q_BARE	0.875	0.875
f102r2.6	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:8;RF1b:9	Hckh;aii;od;ok;ol;or;ot	Hckh;aii;od;ok;ol;or;ot;s			0.875	0.875
f102r2.7	f102r2	P	A	1	L	ZL3b;RF1b	MISSING_READING	0	0	0	ZL3b:1;RF1b:1	d;ol	d;ol			0.0	0.0
f102r2.8	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:9;IT2a:9;RF1b:9	H;k;o;od;ol;or	H;k;o;od;ol;or			1.0	1.0
f102r2.9	f102r2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:11	H;ckh;o;od;oii;ok;ol;or	H;ckh;e;k;l;o;od;oii;ok;ol;or;s			0.7777777777777778	0.7777777777777778
f102v1.1	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:2;RF1b:1		e;o;or;r			0.5	0.5
f102v1.10	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:8	H;aii;e;o;ok;ol;or	H;aii;e;o;ok;ol;or		W7>W8:BOUND_E>Q_BOUND_E;W8>W9:BOUND_E>Q_BOUND_E	0.875	1.0
f102v1.11	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:11	H;aii;od;ok;ol	H;aii;k;l;od;ok;ol;s			0.8888888888888888	0.8888888888888888
f102v1.12	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:8;RF1b:9	H;Hod;ar;k;ol;or	H;Hod;ar;ckh;e;k;ol;or;s			0.875	1.0
f102v1.13	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:10;IT2a:10;RF1b:10	H;aii;k;o;oii;ok;ol	H;aii;k;o;oii;ok;ol			1.0	1.0
f102v1.14	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:5;RF1b:5	H;ckh;k;ol;or;ot	H;a;ai;ckh;e;k;ol;or;ot			0.8	0.8
f102v1.15	f102v1	P	A	1	L	ZL3b;RF1b	MISSING_READING	0	0	0	ZL3b:1;RF1b:1	d	d			0.0	0.0
f102v1.16	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;d	H;d			1.0	1.0
f102v1.17	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	l;od	l;od;or;os			1.0	1.0
f102v1.18	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	Hd;d;o	Hd;d;o			1.0	1.0
f102v1.19	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;air;k;o;ok;ol;or;ot	H;ai;air;ckh;d;k;o;od;ok;ol;or;ot			0.875	0.875
f102v1.2	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	od	e;od;ok			1.0	1.0
f102v1.20	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:9;IT2a:9;RF1b:9	H;o;od;oii;ok;ol;t	H;a;o;od;oii;ok;ol;t	W2>W3:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BOUND_E	1.0	1.0
f102v1.21	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:9;RF1b:10	H;e;o;od;ok	H;a;d;e;o;od;oii;ok;r			0.9	0.9
f102v1.22	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;Hod;e;o;od;ok;ol;os;ot	H;Hod;e;o;od;ok;ol;os;ot			0.875	0.875
f102v1.23	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;Ho;Hod;ckh;o;od;ok;ol;or	H;Ho;Hod;ckh;o;od;ok;ol;or			1.0	1.0
f102v1.24	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:4;IT2a:4;RF1b:4	H;aii;ckh;o;ol	H;aii;ckh;o;ol			1.0	1.0
f102v1.3	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	od;ok	od;ok			1.0	1.0
f102v1.4	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	s	aii;oii;s			1.0	0.0
f102v1.5	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1		ar;or;r			1.0	1.0
f102v1.6	f102v1	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	o	o			0.0	0.0
f102v1.7	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:9;RF1b:8	H;Ho;ckh;cth;o;od;oii	H;Ho;aii;ckh;cth;o;od;oii;ok;ot			0.875	0.875
f102v1.8	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:11	H;Hok;ok;ol;or;os	H;Hok;ai;aii;air;ckh;cth;o;ok;ol;or;os;r;s			1.0	1.0
f102v1.9	f102v1	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:11	H;ar;ckh;e;k;o;od;ok;ol;or;ot;r	H;ar;ckh;e;k;o;od;ok;ol;or;os;ot;r	W2>W3:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BOUND_E	1.0	1.0
f102v2.1	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;or;s	H;or;s			1.0	1.0
f102v2.10	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	ok	o;od;ok			1.0	1.0
f102v2.11	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;or	H;or			1.0	1.0
f102v2.12	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	o;ok;or	o;ok;or			1.0	1.0
f102v2.13	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;o	H;o			1.0	1.0
f102v2.14	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ar;ol	ar;ol			1.0	1.0
f102v2.15	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	od	od			0.0	0.0
f102v2.16	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	od	od			1.0	1.0
f102v2.17	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:8	H;Hk;e;k;o;od;os;ot	H;Hk;Ho;e;k;o;od;ok;or;os;ot			0.8571428571428571	1.0
f102v2.18	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:7;RF1b:7	H;o;ok;ol;or	H;Hok;o;ok;ol;or;os;s			1.0	1.0
f102v2.19	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:13;IT2a:9;RF1b:11	H;ai;o;ok;or;os	H;ai;e;l;o;ok;ol;or;os;r;s			0.8888888888888888	0.8888888888888888
f102v2.2	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	o	o			0.0	0.0
f102v2.20	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:12	H;Ho;ckh;e;o;ok;ol;or	H;Ho;ckh;e;k;o;od;ok;ol;or	W4>W5:BOUND_E>Q_BOUND_E;W6>W7:BOUND_E>Q_BOUND_E	W4>W5:BOUND_E>Q_BOUND_E;W6>W7:BOUND_E>Q_BOUND_E	0.9166666666666666	0.9166666666666666
f102v2.21	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:14;IT2a:13;RF1b:14	H;aii;e;od;oii;ok;ol;or;os;ot;s	H;aii;e;o;od;oii;ok;ol;or;os;ot;s			0.9230769230769231	1.0
f102v2.22	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:15;IT2a:13;RF1b:15	H;ckh;e;o;od;ok;ol;or	H;Ho;ai;aii;ckh;d;e;o;od;oii;ok;ol;or;r;s		W7>W8:BOUND_E>Q_BARE;W8>W9:BOUND_E>Q_BARE;W9>W10:BOUND_E>Q_BARE	0.7692307692307693	0.9333333333333333
f102v2.23	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:6;RF1b:7	H;e;ok;or	H;ai;e;o;ok;or;ot			0.8333333333333334	0.8333333333333334
f102v2.24	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	k;ol	k;ok;ol;ot			1.0	1.0
f102v2.25	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1		or;os			1.0	1.0
f102v2.26	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	k	ai;k			0.0	0.0
f102v2.27	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ok;or	ok;or			1.0	1.0
f102v2.28	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ckh;o;ok	ckh;o;ok			1.0	1.0
f102v2.29	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1		os			0.0	0.0
f102v2.3	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	or	or			1.0	1.0
f102v2.30	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:9	H;e;k;o;od;ok;ot	H;a;d;e;k;o;od;ok;or;ot;r	W5>W6:BOUND_E>Q_BOUND_E	W3>W4:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BOUND_E	0.8888888888888888	0.8888888888888888
f102v2.31	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:10	H;ckh;d;e;k;o;od;ol;or;os	H;ckh;d;e;k;o;od;ol;or;os;r			0.8888888888888888	0.8888888888888888
f102v2.32	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;Ho;aii;ar;ok;ol;or;s	H;Ho;aii;ar;ok;ol;or;os;r;s			1.0	1.0
f102v2.33	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;Ho;al;e;ok;or;os	H;Ho;aii;al;e;o;ok;or;os;s			0.7272727272727273	1.0
f102v2.34	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:9;RF1b:9	H;al;ckh;cth;o;ok;or;os	H;al;ckh;cth;o;ok;ol;or;os		W3>W4:BOUND_E>Q_BOUND_E;W4>W5:BOUND_E>Q_BOUND_E	1.0	1.0
f102v2.35	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;e;k;od;ok;ol;or	H;ai;aii;e;k;o;od;ok;ol;or	W5>W6:BOUND_E>Q_BARE	W5>W6:BOUND_E>Q_BARE	1.0	1.0
f102v2.36	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:10	H;ok;or	H;e;ok;or;r;s		W8>W9:BOUND_E>Q_BOUND_E;W9>W10:BOUND_E>Q_BOUND_E	1.0	1.0
f102v2.37	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:11;RF1b:10	H;ar;cth;o;ok;ol;or	H;ar;cth;o;ok;ol;or;r	W6>W7:BOUND_E>Q_BOUND_E	W6>W7:BOUND_E>Q_BOUND_E	1.0	1.0
f102v2.38	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:10;IT2a:10;RF1b:10	H;Ho;ckh;e;o;ok;or;r	H;Ho;ar;ckh;e;o;ok;or;r	W3>W4:BOUND_E>Q_BOUND_E	W3>W4:BOUND_E>Q_BOUND_E	0.9	1.0
f102v2.39	f102v2	P	A	1	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:4;IT2a:4;RF1b:4	H;k;or;ot	H;k;or;ot			1.0	1.0
f102v2.4	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1		H;e;or			1.0	1.0
f102v2.5	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;a	H;a			1.0	0.0
f102v2.6	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	os	ok;os;ot			1.0	1.0
f102v2.7	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:1;IT2a:1;RF1b:1	ol	ok;ol;ot			1.0	1.0
f102v2.8	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	or;ot	or;ot			1.0	1.0
f102v2.9	f102v2	P	A	1	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ok	ok			1.0	1.0
f103r.1	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:11	H;Hd;ai;al;e;ok;ot	H;Hd;ai;al;d;e;l;ok;ol;ot		W4>W5:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BOUND_E	0.9090909090909091	0.9090909090909091
f103r.10	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:14;IT2a:13;RF1b:15	H;aii;e;o;ok;ol;ot;t	H;ai;aii;al;ar;e;o;ok;ol;or;ot;s;t			1.0	1.0
f103r.11	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:13;RF1b:12	H;ar;e;l;o;ok;ol;or;ot	H;a;ai;ar;e;k;l;o;ok;ol;or;ot;t		W6>W7:BOUND_E>Q_BARE	0.9166666666666666	0.8333333333333334
f103r.12	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:9;IT2a:9;RF1b:9	H;Hckh;aii;e;o;ok;ol;ot	H;Hckh;aii;e;o;ok;ol;ot	W4>W5:BOUND_E>Q_BOUND_E	W4>W5:BOUND_E>Q_BOUND_E	1.0	1.0
f103r.13	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:11	H;Hd;al;ckh;ok;ol;or;ot	H;Hd;a;al;ckh;k;od;ok;ol;or;ot;s			0.9090909090909091	0.9090909090909091
f103r.14	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:13;IT2a:13;RF1b:13	H;Hcth;aii;k;l;ok;ol;s	H;Hcth;Hk;aii;e;k;l;ok;ol;s		W3>W4:BOUND_D>Q_BOUND_E;W3>W4:BOUND_E>Q_BOUND_E	1.0	1.0
f103r.15	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:5;IT2a:5;RF1b:5	H;Hk;ok;ot	H;Hk;ok;ot			1.0	1.0
f103r.16	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:11	H;Hk;k;o;ok;ol;ot;r	H;Hd;Hk;ed;k;o;ok;ol;ot;r			0.9090909090909091	0.9090909090909091
f103r.17	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:9	H;Hckh;aii;ar;ok;ot	H;Hckh;aii;ar;e;k;ok;or;ot;r	W2>W3:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BOUND_E;W3>W4:BOUND_E>Q_BOUND_E;W4>W5:BOUND_D>Q_BOUND_E	1.0	1.0
f103r.18	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:9	H;cth;ok;ol	H;cth;l;ok;ol;ot		W1>W2:BOUND_D>Q_BOUND_E;W1>W2:BOUND_E>Q_BOUND_E	0.7777777777777778	0.7777777777777778
f103r.19	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:12	H;d;k;l;o;ok;ot	H;d;k;l;o;ok;ol;ot	W2>W3:BOUND_E>Q_BARE;W6>W7:BOUND_D>Q_REL_I	W2>W3:BOUND_E>Q_BARE;W6>W7:BOUND_D>Q_REL_I	0.75	0.9166666666666666
f103r.2	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:15;IT2a:15;RF1b:15	H;ai;al;ar;k;l;o;ok;ot	H;Hd;ai;al;ar;d;e;k;l;o;ok;ol;ot			0.9333333333333333	0.9333333333333333
f103r.20	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:7;IT2a:7;RF1b:7	H;Hckh;ok;ol;or	H;Hckh;ok;ol;or			1.0	1.0
f103r.21	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:12;IT2a:12;RF1b:12	H;al;k;l;ok;or;ot	H;al;k;l;ok;or;ot	W7>W8:BOUND_D>Q_BARE	W7>W8:BOUND_D>Q_BARE	1.0	1.0
f103r.22	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:11;RF1b:12	H;Hcth;Hd;al;o;ok;ot	H;Hcth;Hd;al;ar;o;ok;ot			0.9090909090909091	0.9090909090909091
f103r.23	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:5;IT2a:5;RF1b:5	H;Hckh;aii;ckh;l	H;Hckh;aii;ckh;l			1.0	1.0
f103r.24	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:12;IT2a:12;RF1b:12	H;Hcth;Hok;ai;o;ok;ot	H;Hcth;Hok;ai;o;ok;ot	W6>W7:BOUND_D>Q_REL_I	W6>W7:BOUND_D>Q_REL_I	1.0	1.0
f103r.25	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:11	H;Hckh;ar;ok;ol;ot	H;Hckh;ai;ar;e;k;ok;ol;ot			0.9090909090909091	0.9090909090909091
f103r.26	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:8	H;l;ok;ol;ot	H;l;ok;ol;or;os;ot		W2>W3:BOUND_E>Q_BARE;W2>W3:BOUND_E>Q_BOUND_E	1.0	1.0
f103r.27	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;k;l;ok;ol	H;e;k;l;o;od;ok;ol	W2>W3:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BOUND_E;W8>W9:BOUND_E>Q_BARE;W8>W9:BOUND_E>Q_BOUND_E;W9>W10:BOUND_E>Q_BOUND_E	1.0	1.0
f103r.28	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:11	H;ai;al;e;k;l;ok;ol;ot	H;ai;al;e;k;l;ok;ol;ot	W5>W6:BOUND_D>Q_BOUND_E	W1>W2:BOUND_D>Q_BARE;W1>W2:BOUND_D>Q_BOUND_E;W5>W6:BOUND_D>Q_BOUND_E	1.0	1.0
f103r.29	f103r	S	B	3	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:6;IT2a:6;RF1b:6	H;Hok;o;ok	H;Hok;o;ok	W2>W3:BOUND_E>Q_BARE;W3>W4:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BARE;W3>W4:BOUND_E>Q_BOUND_E	0.8333333333333334	0.8333333333333334
f103r.3	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:14;IT2a:14;RF1b:14	H;Hckh;Hd;k;ok;ol;or;ot	H;Hckh;Hd;Hk;Hok;ar;e;k;ok;ol;or;ot;r			1.0	1.0
f103r.30	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:9;IT2a:9;RF1b:9	H;Hd;ckh;k;o;ok;ot	H;Hd;ckh;k;o;ok;ot			0.8888888888888888	1.0
f103r.31	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:11	H;Hckh;Hd;aii;ok	H;Hckh;Hd;aii;e;oii;ok;ol			0.8181818181818182	0.9090909090909091
f103r.32	f103r	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:8;IT2a:8;RF1b:8	H;Hcth;ok;or;ot;t	H;Hcth;ok;or;ot;t		W2>W3:BOUND_D>Q_BOUND_D;W2>W3:BOUND_D>Q_BOUND_E	1.0	1.0
f103r.33	f103r	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;Hckh;d;e;ok	H;Hckh;d;e;ok	W8>W9:BOUND_D>Q_BARE	W8>W9:BOUND_D>Q_BARE	0.9	0.9
