left_tuple	right_tuple	present_all_readings	stable_confirmed_role_edges	ZL3b_count	ZL3b_pages	ZL3b_sections	ZL3b_role_edges	IT2a_count	IT2a_pages	IT2a_sections	IT2a_role_edges	RF1b_count	RF1b_pages	RF1b_sections	RF1b_role_edges
H	Hk+od	0		1	1	1	REL_I>BOUND_E:1					1	1	1	REL_I>BOUND_E:1
H	Hk+ok	0		1	1	1	BOUND_D>BOUND_E:1								
H	Hk+ol	0										1	1	1	REL_I>BARE:1
H	Hl	1		7	7	3	BOUND_E>BARE:2;BOUND_D>BARE:1;FREE_R>BARE:1;FREE_L>FREE_L:1;BOUND_D>FREE_L:1;FREE_L>BARE:1	5	5	3	BOUND_E>BARE:2;BOUND_D>BARE:1;BOUND_D>FREE_L:1;FREE_L>BARE:1	6	6	3	BOUND_E>BARE:2;BOUND_D>BARE:1;FREE_L>FREE_L:1;BOUND_D>FREE_L:1;FREE_L>BARE:1
H	Hl+d	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
H	Hll+o	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
H	Ho	1		37	32	3	BARE>BARE:14;FREE_L>BARE:10;FREE_R>BARE:6;BOUND_E>BARE:3;BOUND_D>BARE:2;FREE_A>BARE:1;FREE_L>FREE_L:1	34	28	3	BARE>BARE:12;FREE_L>BARE:9;FREE_R>BARE:7;BOUND_E>BARE:3;FREE_A>BARE:1;FREE_L>FREE_L:1;BOUND_D>BARE:1	35	32	4	BARE>BARE:9;FREE_L>BARE:9;FREE_R>BARE:7;BOUND_E>BARE:4;BOUND_D>BARE:3;FREE_A>BARE:2;FREE_L>FREE_L:1
H	Ho+H	1		6	6	2	FREE_R>BARE:3;BARE>BARE:1;FREE_L>BARE:1;BOUND_D>BOUND_E:1	5	5	2	FREE_R>BARE:3;FREE_L>BARE:1;BOUND_D>BOUND_E:1	5	5	2	FREE_R>BARE:3;BARE>BARE:1;FREE_L>BARE:1
H	Ho+H+k	0		1	1	1	FREE_R>BARE:1					1	1	1	FREE_R>BARE:1
H	Ho+H+k+H	0										1	1	1	BOUND_D>BOUND_E:1
H	Ho+ckh	1		3	3	1	BOUND_D>BARE:2;BOUND_E>BARE:1	3	3	1	BOUND_D>BARE:2;BOUND_E>BARE:1	4	4	2	BOUND_D>BARE:2;FREE_R>BARE:1;BOUND_E>BARE:1
H	Ho+ckhs	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H	Ho+cph	0		1	1	1	BARE>BARE:1					2	2	2	BARE>BARE:2
H	Ho+cth	1		2	2	2	BARE>BARE:1;BOUND_D>BARE:1	3	3	2	BARE>BARE:1;FREE_R>BARE:1;BOUND_D>BARE:1	2	2	2	BARE>BARE:1;BOUND_D>BARE:1
H	Ho+t	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
H	Hoc	0						1	1	1	FREE_L>BARE:1				
H	Hoct	0						1	1	1	BARE>BARE:1				
H	Hod	1		41	36	5	BARE>BARE:9;BOUND_E>BARE:8;FREE_L>BARE:6;BOUND_D>BARE:5;BOUND_E>REL_I:3;FREE_R>REL_I:2;FREE_L>REL_I:2;BOUND_D>REL_I:2;FREE_L>FREE_A:1;BARE>REL_I:1;FREE_A>BARE:1;BOUND_D>FREE_L:1	42	38	5	BOUND_E>BARE:8;BARE>BARE:8;FREE_L>BARE:6;BOUND_D>BARE:6;FREE_R>REL_I:3;BOUND_E>REL_I:3;FREE_L>REL_I:2;BOUND_D>REL_I:2;FREE_L>FREE_A:1;BARE>FREE_L:1;FREE_A>BARE:1;BOUND_D>FREE_L:1	34	31	5	BARE>BARE:8;BOUND_E>BARE:7;FREE_L>BARE:6;BOUND_E>REL_I:3;FREE_L>REL_I:2;BOUND_D>REL_I:2;FREE_L>FREE_A:1;FREE_R>REL_I:1;FREE_A>FREE_A:1;BARE>REL_I:1;BOUND_E>FREE_L:1;BOUND_D>BARE:1
H	Hod+H	0		1	1	1	FREE_R>BARE:1								
H	Hod+e	1		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
H	Hod+ees	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	Hod+ol	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
H	Hodalr	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
H	Hoii	1		3	3	1	BARE>BARE:2;FREE_L>BARE:1	4	3	1	BARE>BARE:2;FREE_R>BARE:1;FREE_L>BARE:1	3	3	1	BARE>BARE:2;FREE_L>BARE:1
H	Hoiii	0		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1				
H	Hok	1		18	15	5	FREE_L>BARE:5;FREE_R>BARE:3;BARE>BARE:1;FREE_L>REL_I:1;FREE_R>FREE_L:1;FREE_L>FREE_L:1;BOUND_D>BARE:1;BOUND_D>FREE_R:1;BOUND_E>REL_I:1;BARE>BOUND_D:1;BOUND_D>BOUND_D:1;BOUND_E>BOUND_E:1	19	14	4	FREE_L>BARE:5;FREE_R>BARE:3;BOUND_E>REL_I:2;BARE>BARE:1;FREE_L>REL_I:1;FREE_R>FREE_L:1;FREE_L>FREE_L:1;BOUND_D>FREE_R:1;BARE>BOUND_D:1;BOUND_D>FREE_L:1;BOUND_D>BOUND_D:1;BOUND_E>BOUND_E:1	16	13	3	FREE_L>BARE:4;FREE_R>BARE:3;BOUND_E>BOUND_E:2;FREE_L>REL_I:1;FREE_R>FREE_L:1;FREE_L>FREE_L:1;BOUND_D>FREE_R:1;BOUND_E>REL_I:1;BARE>BOUND_D:1;BOUND_D>BOUND_D:1
H	Hok+H	1		10	10	3	FREE_R>BARE:3;BOUND_D>BARE:3;BARE>BARE:2;REL_I>BARE:1;FREE_L>BARE:1	11	11	3	FREE_R>BARE:3;BOUND_D>BARE:3;BARE>BARE:2;REL_I>BARE:1;BOUND_E>BARE:1;FREE_L>BARE:1	9	9	3	FREE_R>BARE:3;BOUND_D>BARE:2;REL_I>BARE:1;BARE>BARE:1;FREE_L>BARE:1;BOUND_E>BARE:1
H	Hok+Ho	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H	Hok+Hod	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	Hok+od	1		1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1
H	Hok+ok+or	0		1	1	1	FREE_L>BARE:1					1	1	1	FREE_L>BARE:1
H	Hok+ol	1		1	1	1	BOUND_E>BARE:1	2	2	2	BOUND_E>BARE:2	1	1	1	BOUND_E>BARE:1
H	Hok+or	1		3	3	2	BARE>BARE:1;FREE_R>BARE:1;BOUND_D>BARE:1	3	2	2	FREE_R>BARE:2;BOUND_D>BARE:1	4	3	2	FREE_R>BARE:2;BARE>BARE:1;BOUND_E>BARE:1
H	Hokc+od	0						1	1	1	BOUND_D>BARE:1				
H	Hokedair	0		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1				
H	Hol	1		3	3	2	FREE_R>REL_I:1;BOUND_D>FREE_L:1;FREE_R>FREE_R:1	2	2	2	BOUND_D>FREE_L:1;FREE_R>FREE_R:1	2	2	2	BOUND_E>FREE_L:1;FREE_R>FREE_R:1
H	Holr	1		1	1	1	FREE_L>FREE_L:1	1	1	1	FREE_L>FREE_L:1	1	1	1	FREE_L>FREE_L:1
H	Hor	0		1	1	1	REL_I>FREE_L:1	1	1	1	REL_I>FREE_L:1				
H	Hos	1		6	6	3	BOUND_E>BARE:3;REL_I>BARE:1;FREE_R>BARE:1;BOUND_D>BARE:1	6	6	2	BOUND_E>BARE:2;FREE_L>BARE:1;REL_I>BARE:1;BARE>REL_I:1;BOUND_D>BARE:1	8	8	3	BOUND_E>BARE:3;FREE_L>BARE:2;BARE>BARE:1;REL_I>BARE:1;BOUND_D>BARE:1
H	Hot	1		13	11	3	FREE_L>REL_I:2;BARE>BARE:2;FREE_R>BARE:2;FREE_L>BARE:2;FREE_A>BARE:1;REL_I>REL_I:1;BOUND_E>BARE:1;FREE_R>BOUND_E:1;BOUND_D>FREE_R:1	12	10	3	FREE_L>REL_I:2;BARE>BARE:2;FREE_R>BARE:2;FREE_A>BARE:1;REL_I>REL_I:1;FREE_L>BARE:1;BOUND_E>BARE:1;FREE_R>BOUND_E:1;BOUND_D>FREE_R:1	13	11	4	FREE_L>REL_I:2;BARE>BARE:2;FREE_R>BARE:2;FREE_L>BARE:2;REL_I>REL_I:1;BOUND_E>BARE:1;FREE_R>BOUND_E:1;BOUND_D>BARE:1;BOUND_D>FREE_R:1
H	Hot+H	1		3	3	1	FREE_L>BARE:2;FREE_R>BARE:1	2	2	1	FREE_L>BARE:1;FREE_R>BARE:1	2	2	1	FREE_L>BARE:1;FREE_R>BARE:1
H	Hot+H+t+H	0						1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	Hot+Hd	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H	Hot+o	1		2	2	1	BOUND_E>BOUND_E:1;FREE_L>BARE:1	2	2	1	BOUND_E>BOUND_E:1;FREE_L>BARE:1	2	2	1	BOUND_E>BOUND_E:1;FREE_L>BARE:1
H	Hot+ol	1		2	2	1	FREE_L>BARE:2	2	2	1	FREE_L>BARE:2	2	2	1	FREE_L>BARE:2
H	Hot+or	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	Hr	0						1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	Hr+k	0						1	1	1	FREE_R>BARE:1				
H	Hs	1		5	5	2	FREE_L>BARE:2;FREE_R>BARE:1;BOUND_E>BARE:1;BOUND_D>BARE:1	5	5	2	FREE_L>BARE:2;BOUND_E>BARE:1;FREE_R>BARE:1;BOUND_D>BARE:1	5	5	2	BOUND_E>BARE:2;FREE_R>BARE:1;FREE_L>BARE:1;BOUND_D>BARE:1
H	Hs+e+k+H	0										1	1	1	BARE>BARE:1
H	Hs+k	0		1	1	1	FREE_R>BARE:1					1	1	1	FREE_R>BARE:1
H	Hs+o	0						1	1	1	BOUND_E>BARE:1				
H	Hsh	1		2	2	1	FREE_R>FREE_L:2	2	2	1	FREE_R>FREE_L:2	2	2	1	FREE_R>FREE_L:2
H	Hshot	1		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
H	Ht	1		6	6	2	BARE>BARE:2;FREE_R>BARE:1;BOUND_D>BOUND_D:1;BOUND_D>FREE_R:1;BOUND_D>BOUND_E:1	7	7	3	BARE>BARE:2;FREE_R>BARE:1;BOUND_D>BARE:1;BOUND_D>FREE_L:1;BOUND_D>FREE_R:1;BOUND_D>BOUND_E:1	5	5	3	BARE>BARE:2;FREE_R>BARE:1;BOUND_D>BARE:1;BOUND_D>BOUND_E:1
H	Ht+H	1		4	4	1	FREE_R>BARE:1;BARE>BARE:1;BOUND_E>BARE:1;FREE_L>BARE:1	5	5	1	FREE_L>BARE:2;FREE_R>BARE:1;BARE>BARE:1;BOUND_E>BARE:1	6	6	1	FREE_R>BARE:2;FREE_L>BARE:2;BARE>BARE:1;BOUND_E>BARE:1
H	Ht+oii	1		1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1
H	Ht+ol+s	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	FREE_L>BARE:1
H	a	1		36	31	4	FREE_L>BARE:8;BOUND_E>BARE:8;BARE>BARE:6;BOUND_D>BARE:5;FREE_R>BARE:4;REL_I>BARE:2;FREE_A>BARE:2;FREE_A>FREE_A:1	32	25	4	FREE_L>BARE:10;BOUND_E>BARE:6;BARE>BARE:5;BOUND_D>BARE:5;FREE_R>BARE:3;REL_I>BARE:1;FREE_A>BARE:1;FREE_A>FREE_A:1	44	36	5	BARE>BARE:14;BOUND_E>BARE:12;FREE_L>BARE:8;FREE_R>BARE:4;FREE_A>BARE:2;BOUND_D>BARE:2;REL_I>BARE:1;FREE_A>FREE_A:1
H	a+Hsd	0										1	1	1	BOUND_D>BARE:1
H	a+ckhd	0										1	1	1	BOUND_D>BARE:1
H	a+d	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
H	a+ed	0						1	1	1	BARE>BARE:1				
H	a+k	1		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
H	a+kar	0						1	1	1	BOUND_D>BARE:1				
H	a+o	0						1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H	a+oii	0		1	1	1	BOUND_E>BARE:1								
H	a+s	1		2	2	2	FREE_R>BARE:1;BOUND_E>BARE:1	2	2	2	BOUND_E>BARE:2	1	1	1	BOUND_E>BARE:1
H	a+s+d	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H	a+s+e	0		1	1	1	FREE_R>BARE:1								
H	a+s+es+o	0		1	1	1	BOUND_E>BARE:1								
H	a+ss	0										1	1	1	BOUND_D>BARE:1
H	ai	1		62	46	4	BOUND_E>BARE:21;FREE_L>BARE:18;BOUND_D>BARE:10;BARE>BARE:6;FREE_R>BARE:4;REL_I>BARE:2;BOUND_D>FREE_R:1	63	46	4	BOUND_E>BARE:27;FREE_L>BARE:16;BOUND_D>BARE:10;BARE>BARE:5;FREE_R>BARE:3;REL_I>BARE:2	76	51	5	BOUND_E>BARE:37;FREE_L>BARE:16;BARE>BARE:11;BOUND_D>BARE:7;FREE_R>BARE:3;REL_I>BARE:2
H	ai+H	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H	ai+d	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	2	2	2	BARE>BARE:1;FREE_L>BARE:1
H	ai+khd	0						1	1	1	BOUND_D>BARE:1				
H	ai+o	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
H	ai+od	0		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1				
H	ai+ol	0		1	1	1	BOUND_E>BARE:1								
H	ai+s	0		1	1	1	BOUND_E>BARE:1	2	2	1	BOUND_E>BARE:2				
H	ai+th	0						2	2	2	FREE_R>BARE:1;BOUND_E>BARE:1				
H	aii	1		239	123	6	FREE_L>BARE:66;BOUND_E>BARE:57;FREE_R>BARE:46;BARE>BARE:40;BOUND_D>BARE:23;REL_I>BARE:5;FREE_A>BARE:2	231	116	6	FREE_L>BARE:67;BOUND_E>BARE:58;FREE_R>BARE:40;BARE>BARE:35;BOUND_D>BARE:24;REL_I>BARE:5;FREE_A>BARE:2	268	131	6	BOUND_E>BARE:87;FREE_L>BARE:65;BARE>BARE:53;FREE_R>BARE:40;BOUND_D>BARE:16;REL_I>BARE:5;FREE_A>BARE:2
H	aii+al	0		1	1	1	BOUND_E>BARE:1					1	1	1	BOUND_E>BARE:1
H	aii+d	1		2	2	1	BOUND_E>BARE:1;BARE>BARE:1	4	4	1	BOUND_E>BARE:3;BARE>BARE:1	3	3	1	BOUND_E>BARE:2;BARE>BARE:1
H	aii+t	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H	aiii	1		7	7	3	FREE_L>BARE:3;BARE>BARE:2;BOUND_E>BARE:1;BOUND_D>BARE:1	8	8	4	FREE_L>BARE:4;BARE>BARE:2;BOUND_E>BARE:1;BOUND_D>BARE:1	7	7	3	BARE>BARE:3;FREE_L>BARE:3;BOUND_E>BARE:1
H	aiir	1		1	1	1	FREE_R>BARE:1	4	4	3	FREE_L>BARE:2;FREE_R>BARE:1;BARE>BARE:1	1	1	1	FREE_R>BARE:1
H	ail	0						1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
H	air	1		26	23	5	BOUND_E>BARE:9;FREE_L>BARE:5;FREE_R>BARE:5;BOUND_D>BARE:4;BARE>BARE:3	25	22	5	BOUND_E>BARE:8;FREE_L>BARE:5;BOUND_D>BARE:5;FREE_R>BARE:4;BARE>BARE:3	29	25	5	BOUND_E>BARE:10;BARE>BARE:9;BOUND_D>BARE:4;FREE_R>BARE:3;FREE_L>BARE:3
H	air+od	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	air+odl	0		1	1	1	BOUND_D>BARE:1								
H	airi	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	airl	0		1	1	1	FREE_L>BARE:1	1	1	1	FREE_R>BARE:1				
H	al	1		80	52	5	BOUND_D>BARE:21;BOUND_E>BARE:20;FREE_L>BARE:15;FREE_R>BARE:8;REL_I>BARE:5;BARE>BARE:3;BOUND_D>REL_I:2;BOUND_D>FREE_A:2;BOUND_E>REL_I:1;FREE_L>FREE_R:1;BOUND_D>FREE_L:1;BOUND_E>FREE_A:1	83	53	5	BOUND_D>BARE:22;BOUND_E>BARE:20;FREE_L>BARE:14;FREE_R>BARE:11;REL_I>BARE:5;BARE>BARE:3;BOUND_D>REL_I:2;FREE_L>FREE_R:2;BOUND_E>REL_I:1;BOUND_D>FREE_A:1;BOUND_D>FREE_L:1;BOUND_E>FREE_A:1	104	64	6	BOUND_E>BARE:39;FREE_L>BARE:17;BARE>BARE:14;BOUND_D>BARE:14;FREE_R>BARE:9;REL_I>BARE:5;BOUND_E>REL_I:2;FREE_L>FREE_R:2;BOUND_D>FREE_A:1;BOUND_E>FREE_A:1
H	al+H	1		8	7	5	BOUND_E>BARE:4;FREE_L>BARE:2;BOUND_D>BARE:2	3	3	3	FREE_L>BARE:1;BOUND_E>BARE:1;BOUND_D>BARE:1	6	5	3	BOUND_E>BARE:4;FREE_L>BARE:1;BARE>BARE:1
H	al+H+o	0						1	1	1	BOUND_E>BARE:1				
H	al+Hcthd	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H	al+Hd	1		7	7	3	BOUND_D>BARE:5;BOUND_E>BARE:2	5	5	3	BOUND_D>BARE:4;BOUND_E>BARE:1	5	5	3	BOUND_D>BARE:3;BOUND_E>BARE:2
H	al+Ht+t	0		1	1	1	BOUND_D>BARE:1					1	1	1	BOUND_D>BARE:1
H	al+d	1		5	4	2	FREE_L>BARE:2;BOUND_E>BARE:2;BARE>BARE:1	5	4	2	FREE_L>BARE:2;BOUND_E>BARE:2;BARE>BARE:1	2	1	1	BOUND_E>BARE:1;FREE_L>BARE:1
H	al+d+od	0										1	1	1	BOUND_E>BARE:1
H	al+e	0		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1				
H	al+k	1		3	3	2	BOUND_D>BARE:2;BOUND_E>BARE:1	4	3	2	BOUND_D>BARE:2;FREE_L>BARE:1;BOUND_E>BARE:1	4	3	2	BOUND_D>BARE:2;BOUND_E>BARE:2
H	al+k+ol	0										1	1	1	BARE>BARE:1
H	al+kair	0										1	1	1	BARE>BARE:1
H	al+o	1		4	4	2	BOUND_E>BARE:2;FREE_R>REL_I:1;FREE_R>BARE:1	3	3	2	BOUND_E>BARE:2;FREE_R>BARE:1	4	4	2	BOUND_E>BARE:2;FREE_R>REL_I:1;FREE_R>BARE:1
H	al+od	1		2	2	2	BOUND_D>BARE:1;FREE_L>BARE:1	2	2	2	BOUND_D>BARE:1;FREE_L>BARE:1	2	2	2	BOUND_E>BARE:1;FREE_L>BARE:1
H	al+oi	0		1	1	1	BOUND_D>BARE:1								
H	al+ol	0		1	1	1	BOUND_E>BARE:1	2	2	2	BOUND_E>BARE:1;REL_I>BARE:1				
H	al+ol+H	0		1	1	1	REL_I>BARE:1					1	1	1	REL_I>BARE:1
H	al+ol+s	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
H	al+or	1		2	2	1	BARE>BARE:1;BOUND_D>BARE:1	3	3	2	BARE>BARE:1;BOUND_D>BARE:1;FREE_R>BARE:1	3	3	1	BARE>BARE:2;BOUND_E>BARE:1
H	al+t	0						1	1	1	BOUND_D>BARE:1				
H	ar	1		111	71	6	BOUND_E>BARE:28;BOUND_D>BARE:21;FREE_L>BARE:20;FREE_R>BARE:18;BARE>BARE:15;FREE_A>BARE:2;FREE_L>FREE_R:1;FREE_L>REL_I:1;REL_I>BARE:1;BOUND_E>REL_I:1;Q_FREE_R>BARE:1;BOUND_E>FREE_A:1;FREE_R>FREE_L:1	98	66	6	BOUND_E>BARE:24;FREE_L>BARE:20;BOUND_D>BARE:19;FREE_R>BARE:17;BARE>BARE:9;FREE_A>BARE:2;BOUND_E>FREE_R:1;FREE_L>FREE_R:1;FREE_R>FREE_R:1;BOUND_D>FREE_A:1;REL_I>BARE:1;Q_FREE_R>BARE:1;FREE_R>FREE_L:1	125	77	6	BOUND_E>BARE:50;BARE>BARE:20;FREE_L>BARE:18;FREE_R>BARE:16;BOUND_D>BARE:10;FREE_A>BARE:2;BOUND_D>FREE_L:2;BOUND_E>FREE_R:1;FREE_L>FREE_R:1;BARE>REL_I:1;REL_I>BARE:1;Q_FREE_R>BARE:1;BOUND_E>FREE_A:1;FREE_R>FREE_L:1
H	ar+H	0		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1				
H	ar+H+b	0										1	1	1	BOUND_D>BARE:1
H	ar+d	1		3	3	3	BARE>BARE:2;BOUND_D>FREE_L:1	1	1	1	BARE>BARE:1	2	2	2	BARE>BARE:2
H	ar+e	0						1	1	1	FREE_R>BARE:1				
H	ar+o	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	2	2	2	BARE>BARE:1;BOUND_D>BARE:1
H	ar+od	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H	ar+or	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
H	ar+ot	0		1	1	1	BOUND_D>BARE:1								
H	ar+s	0		1	1	1	FREE_R>BARE:1					1	1	1	FREE_R>BARE:1
H	ar+sl	1		1	1	1	BOUND_E>REL_I:1	1	1	1	BOUND_E>REL_I:1	1	1	1	BOUND_E>REL_I:1
H	arar	0		1	1	1	BARE>REL_I:1					1	1	1	BARE>REL_I:1
H	c	0		1	1	1	BOUND_E>BARE:1								
H	car+sr	0						1	1	1	FREE_R>FREE_A:1				
H	cfh	1		4	4	2	FREE_R>FREE_R:1;FREE_R>FREE_A:1;FREE_L>FREE_L:1;BOUND_E>BOUND_E:1	4	4	2	FREE_R>FREE_R:1;FREE_R>FREE_A:1;FREE_L>FREE_L:1;BOUND_E>BOUND_E:1	4	4	2	FREE_R>FREE_R:1;FREE_R>FREE_A:1;FREE_L>FREE_L:1;BOUND_E>BOUND_E:1
H	cfhod	1		1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1
H	ck	1		1	1	1	FREE_R>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	FREE_R>BARE:1
H	ckh	1	BOUND_D>Q_BOUND_D	28	22	4	BOUND_E>BOUND_E:6;BOUND_E>FREE_L:3;BOUND_E>FREE_R:2;BOUND_E>BARE:2;FREE_R>BARE:1;FREE_A>FREE_L:1;FREE_R>FREE_A:1;FREE_L>FREE_R:1;BARE>FREE_A:1;BARE>FREE_L:1;REL_I>BARE:1;BARE>BARE:1;REL_I>BOUND_E:1;FREE_R>FREE_L:1;FREE_L>FREE_L:1;FREE_R>FREE_R:1;FREE_R>BOUND_E:1;FREE_L>BOUND_E:1;BOUND_D>Q_BOUND_D:1	26	23	4	BOUND_E>BOUND_E:5;BOUND_E>FREE_L:3;BOUND_E>FREE_R:2;BOUND_E>BARE:2;FREE_R>BARE:1;FREE_A>FREE_L:1;FREE_L>FREE_R:1;BARE>FREE_A:1;REL_I>BARE:1;BARE>BARE:1;REL_I>BOUND_E:1;FREE_R>FREE_L:1;FREE_L>FREE_L:1;FREE_L>BARE:1;FREE_R>FREE_R:1;FREE_R>BOUND_E:1;FREE_L>BOUND_E:1;BOUND_D>Q_BOUND_D:1	31	27	4	BOUND_E>BOUND_E:7;FREE_R>BARE:3;BOUND_E>FREE_L:3;BOUND_E>FREE_R:2;BARE>BARE:2;BOUND_E>BARE:2;FREE_L>FREE_L:2;FREE_A>FREE_L:1;FREE_L>FREE_R:1;BARE>FREE_A:1;REL_I>BARE:1;REL_I>BOUND_E:1;FREE_R>FREE_L:1;FREE_R>FREE_R:1;FREE_R>BOUND_E:1;FREE_L>BOUND_E:1;BOUND_D>Q_BOUND_D:1
H	ckh+ol	0						2	2	2	BOUND_E>BOUND_E:2				
H	ckh+s	1		1	1	1	REL_I>FREE_L:1	1	1	1	REL_I>FREE_L:1	1	1	1	REL_I>FREE_L:1
H	ckhh	0						3	3	3	FREE_R>BARE:2;BOUND_D>Q_BARE:1				
H	ckho	0										1	1	1	FREE_R>BARE:1
H	ckhoii	0		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1				
H	ckhos	1		2	2	1	FREE_R>BARE:1;BOUND_E>BARE:1	2	2	1	FREE_R>BARE:1;BOUND_E>BARE:1	2	2	1	FREE_R>BARE:1;BOUND_E>BARE:1
H	ckhs	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	2	2	2	BOUND_E>Q_BARE:1;FREE_R>BARE:1	1	1	1	BOUND_E>Q_BARE:1
H	cph	1		14	14	5	FREE_L>FREE_L:3;FREE_L>BOUND_E:1;BOUND_E>FREE_L:1;FREE_R>FREE_L:1;FREE_L>FREE_R:1;FREE_R>FREE_R:1;BARE>REL_I:1;BARE>BARE:1;BOUND_E>REL_I:1;FREE_R>BOUND_E:1;FREE_R>BOUND_D:1;BOUND_D>FREE_L:1	16	16	5	FREE_L>FREE_L:3;BOUND_E>FREE_L:2;FREE_L>BOUND_E:1;FREE_R>FREE_L:1;FREE_L>FREE_R:1;FREE_R>FREE_R:1;BARE>FREE_R:1;BARE>REL_I:1;BARE>BARE:1;BOUND_E>REL_I:1;FREE_R>BOUND_E:1;FREE_R>BOUND_D:1;BOUND_D>FREE_L:1	16	16	5	FREE_L>FREE_L:3;BOUND_E>FREE_L:2;FREE_R>BOUND_E:2;FREE_L>BOUND_E:1;FREE_R>FREE_L:1;FREE_L>FREE_R:1;FREE_R>FREE_R:1;BARE>FREE_R:1;BARE>REL_I:1;BARE>BARE:1;BOUND_E>REL_I:1;BOUND_D>FREE_L:1
H	cph+o	1		2	2	2	BARE>FREE_R:1;BOUND_D>BOUND_E:1	2	2	2	BARE>FREE_R:1;BOUND_D>BOUND_E:1	2	2	2	BARE>FREE_R:1;BOUND_D>BOUND_E:1
H	cph+ol	0		1	1	1	BOUND_E>BOUND_D:1					1	1	1	BOUND_E>BOUND_D:1
H	cpho	1		2	2	2	FREE_L>BARE:1;BARE>BARE:1	2	2	2	FREE_L>BARE:1;BARE>BARE:1	2	2	2	FREE_L>BARE:1;BARE>BARE:1
H	cpho+ol	0						1	1	1	BOUND_E>BOUND_D:1				
