source_order	manifest_id	manifest_sha256	label	manuscript_number	century	archetype	theme	description	circle_match	people_match	element_quality_match	marking_match	metadata_candidate
31	de5fa393-bdd6-419c-9384-85bec2d5c325	35e15979ac2fff3dd66ce6909969c0b64f6c09cb0976d7207c52dc6f15a31dae	Genealogy of Philosophy	Ms.404 (386), f. 57v	c. 0800 AD	Liberal Arts	Philosophy	From folio 50v to folio 60v, 18 diagrams illustrate short texts about rethoric, dialectic and the different parts of Philosophy. The divisions of Philosophy are preceded by a short version in Greek and Latin of 'AVSONII SEPTEM SAPIENTUM SENTENTIAE' (where Anacharsis is replaced by Thales). These diagrams, made by the same hand, are part of Alcuin's 'Disputatio de rethorica et de virtutibus', one of the works in this composite codex. They are all branching diagrams, normally displaying divisions and sub-divisions of subjects, unadorned and presented as visual central pieces of the folios. In this particular diagram, drawn with black ink and painted in shades of yellow, orange and purple on folio 57v, the composition refers to theoretical philosophy's division in three parts: 'theologica', 'mathematica' and 'phisica/naturalis'; and the subdivision of 'mathematica' in four parts: 'geometrica', 'arithmetica', 'astronomica' and 'musica'.	0	0	0	0	0
32	deef716a-ee47-43ec-99f9-f37c21389082	9478c76bbbe27721e3be974f877f456c6c2dacd929e7200cb31d61e9ff3f1746	Articles of Faith	Beinecke MS 416, f. 2r	c. 1200-1300 AD		Theology	Manuscript composed of full-page diagrams on moral and theological themes, related to the works of John of Metz. On folio 2r there is a Table of the Twelve Articles of Faith, that visually demonstrates the concordance between the 12 Apostles (to the right), the apostles' Creed (the Christian Truth fundamentals, in the centre) and 12 Old-Testament Prophets (to the left). The diagram presents the information in a tabular form, with oblique labels connecting the three rows, presenting parts of the Creed (on the apostles' side) and Prophesies (on the prophets side), making the whole composition look more like a tree with orthogonal branches. Lacking decoration, usual in other copies, the diagram nevertheless transforms a simple correlation of elements into a narrative and into a 'space of memory,' adding to the mnemonic character of such depictions.	0	0	1	1	0
33	3bae1cfb-1788-4cf4-8dd6-589214e880d5	1d60d2a7a8739d2d80829223dc289fe00efe9f0b0da8cdb9156f768a508a2a53	Doctrina	Royal 5 B XII, f. 4r	c. 1100 AD		Christian Doctrine	Diagram drawn of folio 4 of an early thirteenth century precedes a copy of the Divisiones beati augustini in Libro de doctrina christiana, in a protogothic hand, in brown, red and green ink. The four main branches of the Doctrine separated in two tree-like diagrams: a) thinks and signs, on top; b) things established by men, and things established by the divine, bellow. The purpose of this diagram is to present a scheme of a systemised theory for teaching the rules for a correct interpretation of the Scripture.	0	0	0	0	0
34	45dab5a6-ff39-40b4-9e0f-1e12d58b1823	e9fae99fe4cfdd9b424372f583dc855bfc114c1f6220e8cf2d57e8601d1e3f5d	Consanguinity Pyramid	Alcobaca 446, p. 197	c. 1100 AD	Genealogy/Consanguinity/Kinship/Affinity Tree/Pyramid/Chart	Genealogy	Agnates and cognates charts are common in Isidoro's Etymologiae and can generally be found close to consanguinity charts (inside Christ’s body figure) in the form of successive relationships to up to a sixth degree, located at the end of Liber VIII. In this copy, apart from these, there is another diagram of consanguinity, but it presents family membership in the form of a pyramid outlined by the bodies of two interlaced dragons, with arches inside, creating information niches, distributed in five levels. Father and Mother are outside of the pyramid (to the left) and Son/Daughter are too (to the right); they are the central references for the generation scale that lies beneath. The top level contains direct relationships of parents and their children: grandparents, brothers and grandchildren. The second level beneath contains niches (in ascendant number as one descends the pyramid) for great-grand-parents and maternal/paternal uncles/aunts. The third level is highlighted using a light blue rectangle containing additional notes; and then there are two more levels (six in total), ending with seven niches for great-great-grandparents/grandsons and equivalent uncles and cousins.	0	0	0	0	0
35	e45af0d9-8334-41ec-a998-b5831751060d	c8bce605527bb037ebc9034ee1d50a51263893ecca7dc20fce49939e375d7bba	Arbor feudorum		1553 AD	Genealogy/Consanguinity/Kinship/Affinity Tree/Pyramid/Chart	Law	'Arbor feudorum' diagramming feudal rights, from a 1553 Lyon edition of Justinian's Novels (New Laws), a unit of Roman law initiated by Emperor Justinian I in the course of his reign (6th century AD). The novels reveal the evolution of Roman law at the end of Antiquity and how imperial law was passed on to both the Byzantine East and Latin West in the Early Middle Ages. The systematization of feudal law (the various rules governing the relation of lord and vassal) had become part of the general legal heritage of Europe and it is a significant example of an increasing need to rationalize law.	0	0	0	0	0
36	56b4669f-415f-4d55-b287-02cf88b7f1b8	1dfc62deb4b1b71591749954f5f8724fa16e58f25c695c1f1b0782578e03913c	Zodiac and Phlebotomy Man	Trin MS R.15.21, f. 28v	1408 AD	Zodiac Man		This diagram combines the 'Zodiac Man' and the 'Phlebotomy Man' into a single image, showing the specific intervention points on the body, connected with the appropriate seasons for doing it. And in the next folio, succinct explanations for medical treatments by bloodletting can be found, such as in these brief words: 'Vena sub virga virili bona est pro tumore virge et genitalium'. A very important precaution had to be followed when performing bloodletting or surgery, which was not to bleed patient from a particular point of his body in the times of the year at which the moon was moving through the celestial sign to which that part of the human body is connected, because that part of the body would be pooled of blood and bleeding would be unsafe. So, taking in consideration the wisdom condensed in the 'Zodiac Man' and 'Phlebotomy Man' – diagrams, almanacs, moon charts and anatomical treatises – physicians would know where and when to act.	0	0	0	1	0
37	6b9da4f6-c259-4d9a-b83f-38f807d950bb	d016a6148c4d595e8d9abc2e14a2c16f0fd40fd673cb4394bba444dac499e5a1	Ecclesiastical Wheel	Cotton MS Tiberius C I, f. 5r	c. 1100-1150 AD		Christian Doctrine	Written in the second decade of the 12th century, the first part of this manuscript contains computus materials and a copy of Cicero's Aratea. Found on folio 5r, this ecclesiastical wheel (ecclestica rota) is part of a set of tables and diagrams associated with Isidore of Seville, Macrobius and Pseudo-Bede. Formally, it is a cross inside a circle, defining four quadrants: forming the word ADAM, red as the sign of the cross, and in the middle, inside a small red circle, the four elements. Around the outer edges, twelve small circles contain a tripartite notation of relationships between zodiac signs, Christ's lineage and Prophets. Written in a smaller calligraphy, in the gaps between the circles, one finds the months and seasons of the solar year.	1	0	1	1	0
38	0d4d6370-5559-4a64-8dde-b490350dd9c7	2af5fc377c690509f544d8f58166f7a6c0ab41b6491e9c91e6ebe3293490ec73	Spherical Earth	GMM/73, p. 16	1584 AD		Astronomy	The diagram of the spherical earth, on page 16 of this astronomical compilation, is the result of a combination of four woodcuts, each preceded by a short paragraph. Text and images function here as a conditional clause, in which the action portrayed in the diagram can only occur if the conditions in the sentence take place. The four components present the same scenario: to the left, the Sun; to the right, the Moon; in the centre, the Earth. In the first example the earth takes a round shape and projects a round shadow on the moon; the following three examples are the prove of this by absurdum, showing the result of the earth taking the shape of a triangle, a square and an hexagon.	0	0	0	0	0
39	eaa1449d-1493-4f01-85e7-d339df4077e5	288a19c0af0f843d04fc140cb6488c8955b43c0cc34664a95c4527f397af7178	Chant Diagram	Cod. Karlsruhe 504, f. 62r	c. 1100 AD		Music theory	The Micrologus Gvvidonis in musicam starts on folio 59r of a multiple-text manuscript on the subjects of mathematics, astronomy, computistics and music, plenty with diagrams, tables and charts. The Micrologus was written in the beginning of the 11th century by Guido d'Arezzo, a Benedictine monk from Tuscany. It is a didactic text on Gregorian chant, polyphonic music and musical intervals, that circulated widely during the Middle Ages. To Guido is attributed the invention of the staff notation and solmization syllables, hexachord systems' development and hand mnemonic systems for music learning. This diagram is located on folio 62r, chapter IX; it is an orthogonal construction in the shape of a diamond, with labels across the oblique sides of the shape, showing musical notes' harmonical relationships for two voices.	0	0	0	1	0
40	f7e74f2f-69f3-4065-8ba5-6f8725e7c2e6	93e996f6555c7f81e6cc52778e63f4e2af20f3d389edb5a841af8cdc52dc3b6a	Adam and Eve Genealogy	VELINS-13	1521 AD	Genealogy/Consanguinity/Kinship/Affinity Tree/Pyramid/Chart	Genealogy	This is the first printed edition of the Cronica Cronicarum depicting the history of the world since the genesis, the first part of the book starts with the creation of the world and the second with Christ incarnated. This image is the first of a continuous in-folio horizontal tree diagram of Adam and Eve's descendency and it runs through the following pages.The 32 folios, printed only in rectos, can also be arranged as a continuous scroll, reaching 11 meters in lengh. It was printed in gothic type, and all the woodcuts have been polychromaticaly painting. The text is composed mainly in three columns, but the text boxes tend to flow according to the space created by the insertion of the diagrams, in an articulated visual information strategy. The 1532 edition is the first in codex form and it contains additions and corrections to the text and woodcuts.	0	0	0	0	0
