unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	unit_program_word_ids	unit_program_words_de	anchor_mix	provenance_warning
53	HERBAL_RECIPE	f11r	H3	H3-S004	okchol	H3	C02	Danach oder in demselben Gang: weiterlaufenden Posten aufnehmen.	Blüte und Blatt in Wein ansetzen, durch Tuch auswringen, absetzen und nachseihen. Eine Portion des Auszugs als Trank verwenden; den übrigen Auszug mit Öl als Einreibung ansetzen.	H_R02;H_R03;H_R06;H_R08;H_R11	Wein;Öl;Trank;Einreibung;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=1	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
54	HERBAL_RECIPE	f11r	H3	H3-S004	cthy	H3	C07	Führe es mit diesem laufenden Posten aus: bereit.	Blüte und Blatt in Wein ansetzen, durch Tuch auswringen, absetzen und nachseihen. Eine Portion des Auszugs als Trank verwenden; den übrigen Auszug mit Öl als Einreibung ansetzen.	H_R02;H_R03;H_R06;H_R08;H_R11	Wein;Öl;Trank;Einreibung;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=1	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
55	HERBAL_RECIPE	f11r	H3	H3-S004	dy	H3	C12	Nimm diesen Posten wieder auf: dieser Posten.	Blüte und Blatt in Wein ansetzen, durch Tuch auswringen, absetzen und nachseihen. Eine Portion des Auszugs als Trank verwenden; den übrigen Auszug mit Öl als Einreibung ansetzen.	H_R02;H_R03;H_R06;H_R08;H_R11	Wein;Öl;Trank;Einreibung;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=1	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
56	HERBAL_RECIPE	f55v	H4	H4-S001	qokaiin	H4	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
57	HERBAL_RECIPE	f55v	H4	H4-S001	chaiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
58	HERBAL_RECIPE	f55v	H4	H4-S001	ykain	H4	C10	Setze Maß, Portion oder Stufe: Postenportion.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
59	HERBAL_RECIPE	f55v	H4	H4-S001	ykan	H4	C10	Setze Maß, Portion oder Stufe: dieser Anteil.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
60	HERBAL_RECIPE	f55v	H4	H4-S001	ody	H4	C01	Setze die gelernte Fachkarte: kühlen.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
61	HERBAL_RECIPE	f55v	H4	H4-S002	daiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
62	HERBAL_RECIPE	f55v	H4	H4-S002	chedy	H4	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
63	HERBAL_RECIPE	f55v	H4	H4-S002	talam	H4	C01	Setze die gelernte Fachkarte: am Ziel verwahren.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
64	HERBAL_RECIPE	f55v	H4	H4-S003	ykaiin	H4	C10	Setze Maß, Portion oder Stufe: Postenmaß.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
65	HERBAL_RECIPE	f55v	H4	H4-S003	cheoar	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug entnehmen.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
66	HERBAL_RECIPE	f55v	H4	H4-S003	cheeky	H4	C03	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
67	HERBAL_RECIPE	f55v	H4	H4-S003	oldy	H4	C02	Danach oder in demselben Gang: Fortsetzung abschließen.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
68	HERBAL_RECIPE	f55v	H4	H4-S004	aiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
69	HERBAL_RECIPE	f55v	H4	H4-S004	okal	H4	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
70	HERBAL_RECIPE	f55v	H4	H4-S004	oltchy	H4	C02	Danach oder in demselben Gang: bereiten Posten weiterführen.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
71	HERBAL_RECIPE	f55v	H4	H4-S004	or	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
72	HERBAL_RECIPE	f55v	H4	H4-S004	y	H4	C12	Nimm diesen Posten wieder auf: dieser Posten.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
73	HERBAL_RECIPE	f55v	H4	H4-S004	orain	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatzportion.	Blatt in Wein im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Honig binden und als Auflage verwenden.	H_R02;H_R04;H_R09;H_R10;H_R11	Wein;Honig;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=3;RECURRING_CARD_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
74	HERBAL_RECIPE	f56r	H5	H5-S001	chochor	H5	C01	Setze die gelernte Fachkarte: Zutatenansatz.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
75	HERBAL_RECIPE	f56r	H5	H5-S001	cho	H5	C01	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
76	HERBAL_RECIPE	f56r	H5	H5-S001	chodaly	H5	C01	Setze die gelernte Fachkarte: diese Zutat zur Stelle bringen.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
77	HERBAL_RECIPE	f56r	H5	H5-S001	daiin	H5	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
78	HERBAL_RECIPE	f56r	H5	H5-S001	sho	H5	C01	Setze die gelernte Fachkarte: Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
79	HERBAL_RECIPE	f56r	H5	H5-S001	kchol	H5	C02	Danach oder in demselben Gang: weiter bearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
80	HERBAL_RECIPE	f56r	H5	H5-S001	otchor	H5	C02	Danach oder in demselben Gang: Folgeansatz.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
81	HERBAL_RECIPE	f56r	H5	H5-S001	choky	H5	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
82	HERBAL_RECIPE	f56r	H5	H5-S001	dal	H5	C11	Setze die bezeichnete Zielstelle: dorthin.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
83	HERBAL_RECIPE	f56r	H5	H5-S002	schol	H5	C02	Danach oder in demselben Gang: vorigen Posten fortsetzen.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
84	HERBAL_RECIPE	f56r	H5	H5-S002	choy	H5	C01	Setze die gelernte Fachkarte: diese Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
85	HERBAL_RECIPE	f56r	H5	H5-S002	choky	H5	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
86	HERBAL_RECIPE	f56r	H5	H5-S002	cheeckhody	H5	C01	Setze die gelernte Fachkarte: länger auftragen; Schluss.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
87	HERBAL_RECIPE	f56r	H5	H5-S003	sh	H5	C08	Führe die Handlung aus; schließe nur bei Endkarte: halten.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
88	HERBAL_RECIPE	f56r	H5	H5-S003	cho	H5	C01	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
89	HERBAL_RECIPE	f56r	H5	H5-S003	kchey	H5	C03	Führe aus und beachte Dauer oder Endpunkt: diesen Posten kurz bearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
90	HERBAL_RECIPE	f56r	H5	H5-S003	qokokchy	H5	C07	Führe es mit diesem laufenden Posten aus: erneut ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
91	HERBAL_RECIPE	f56r	H5	H5-S004	okchy	H5	C07	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
92	HERBAL_RECIPE	f56r	H5	H5-S004	chokcheo	H5	C05	Führe es aus dem Vorrat oder am Ansatz aus: Auszug zugeben.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
93	HERBAL_RECIPE	f56r	H5	H5-S004	kchal	H5	C04	Führe es an der bezeichneten Stelle aus: an der Zielstelle bearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
94	HERBAL_RECIPE	f56r	H5	H5-S005	sho	H5	C01	Setze die gelernte Fachkarte: Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
95	HERBAL_RECIPE	f56r	H5	H5-S005	chokchy	H5	C07	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
96	HERBAL_RECIPE	f56r	H5	H5-S005	kchoar	H5	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug daraus.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
97	HERBAL_RECIPE	f56r	H5	H5-S005	sotodan	H5	C02	Danach oder in demselben Gang: danach anwenden.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
98	HERBAL_RECIPE	f56r	H5	H5-S006	otchey	H5	C02	Danach oder in demselben Gang: nächster Teilposten.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
99	HERBAL_RECIPE	f56r	H5	H5-S006	keol	H5	C02	Danach oder in demselben Gang: kurz weiterbearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
100	HERBAL_RECIPE	f56r	H5	H5-S006	daiin	H5	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Frisches Kraut mit Wasser als kurze Waschung oder Auflage ansetzen. Den übrigen Pflanzenstoff in Wein ausziehen, durch Tuch trennen, mit Honig binden und eine örtliche Portion als Trank verwenden.	H_R01;H_R02;H_R04;H_R06;H_R09;H_R10;H_R11	Wasser;Wein;Honig;Trank;Waschung;Auflage;Tuch	MASTER_PROGRAM_ONLY=4;RECURRING_CARD_ANCHORED=3	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
