surface_id	visible_surface	register_status	observed_groups	pages	atom_sequence	teaching_class	short_spoken_value_de	owner_rule_de	apprentice_action_de	memorized_body_or_residue	example_group	example_owner	example_value_de	original_classification
SF0298	oty	ASTRO_ONLY	1	f69v	OT	REGISTERED_RENDERER_ALLOGRAPH	Teilsektor oder Untereintrag	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G034	A3_LEFT_WHEEL_RING_TEXT	Teilsektor oder Untereintrag	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0299	otydy	ASTRO_ONLY	1	f68r1	OT	REGISTERED_RENDERER_ALLOGRAPH	Teilsektor oder Untereintrag	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G039	A2_STAR_STATION_07	Teilsektor oder Untereintrag	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0300	otykchs	ASTRO_ONLY	1	f68r1	OT+KCH	REGISTERED_RENDERER_ALLOGRAPH	Folge + Bearbeiten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G048	A2_STAR_STATION_16	Folge + Bearbeiten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0301	otys	ASTRO_ONLY	1	f68r1	OT	REGISTERED_RENDERER_ALLOGRAPH	Teilsektor oder Untereintrag	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G043	A2_STAR_STATION_11	Teilsektor oder Untereintrag	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0302	otytchol	PROSE_ONLY	1	f10r	OT+TY+OL	PRODUCTIVE_COMMON_COMPOSITION	naechsten Teilposten weiterfuehren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E007	H1	naechsten Teilposten weiterfuehren	PRODUCTIVE_BREVIGRAPH
SF0303	oygy	ASTRO_ONLY	1	f68r1	O+G+Y	TABLE_LOCAL_CODE	aktueller Grundgrad	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G065	A2_CENTRAL_LEGEND_UNRESOLVED	aktueller Grundgrad	ASTRO_LOCAL_PRIMITIVE_MICROCODE
SF0304	oykchor	PROSE_ONLY	1	f10r	Y+KCH+OR	PRODUCTIVE_COMMON_COMPOSITION	aktuellen Ansatz bearbeiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	Y	E032	H2	aktuellen Ansatz bearbeiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0305	pchedal	PROSE_ONLY	1	f83r	P+CHD+AL	PRODUCTIVE_COMMON_COMPOSITION	Einlass	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E248	B3	Einlass	PRODUCTIVE_CORE_PLUS_EDGE
SF0306	pchedy	PROSE_ONLY	1	f82r	P+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	einführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E221	B2	einführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0307	qcthey	PROSE_ONLY	1	f82r	CTH+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurz bereithalten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E204	B2	kurz bereithalten	PRODUCTIVE_CORE_PLUS_EDGE
SF0308	qear	ASTRO_ONLY	1	f68r1	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G064	A2_CENTRAL_LEGEND_UNRESOLVED	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0309	qekey	PROSE_ONLY	1	f83r	KCH+E+Y	PRODUCTIVE_COMMON_COMPOSITION	aktuellen Posten kurz bearbeiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	KCH	E374	B6	aktuellen Posten kurz bearbeiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0310	qeykeey	ASTRO_ONLY	1	f67r2	EE	BOUND_MODIFIER_COMPOSITION	lange Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A1:G170	A1_RIGHT_OUTER_RING_TEXT	lange Tabellenstufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0311	qkoy	ASTRO_ONLY	1	f67r2	K+O+Y	TABLE_LOCAL_CODE	aktuelle Grundklasse	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G158	A1_LEFT_OUTER_RING_TEXT	aktuelle Grundklasse	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0312	qocheey	ASTRO_ONLY	1	f68r1	CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A2:G021	A2_RIGHT_PANEL_HEADER	Ablesewert	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
SF0313	qockhey	PROSE_ONLY	1	f83r	OK+CKH+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurzen Durchlauf ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	OK	E350	B4	kurzen Durchlauf ansetzen	PRODUCTIVE_CORE_PLUS_EDGE
SF0314	qockhy	ASTRO_ONLY	1	f67r2	CKH	REGISTERED_RENDERER_ALLOGRAPH	durch Sektor, Ring oder Pruefweg fuehren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G182	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	durch Sektor, Ring oder Pruefweg fuehren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0315	qoctholy	PROSE_ONLY	1	f10r	CTH+OL+Y	PRODUCTIVE_COMMON_COMPOSITION	bereiten Posten weiterfuehren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E019	H2	bereiten Posten weiterfuehren	PRODUCTIVE_CORE_PLUS_EDGE
SF0316	qofair	ASTRO_ONLY	1	f67r2	AIR	REGISTERED_RENDERER_ALLOGRAPH	Himmels-, Ring- oder Zeigerlauf	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G160	A1_LEFT_OUTER_RING_TEXT	Himmels-, Ring- oder Zeigerlauf	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0317	qokaiin	PROSE_ONLY	8	f55v|f82r|f83r	OK+AIIN	PRODUCTIVE_COMMON_COMPOSITION	auf Sollmaß einstellen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E056	H4	auf Sollmaß einstellen	PRODUCTIVE_BREVIGRAPH
SF0318	qokain	PROSE_ONLY	4	f81v|f82r|f83r	OK+AIN	PRODUCTIVE_COMMON_COMPOSITION	eine Portion zugeben	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E127	B1	eine Portion zugeben	PRODUCTIVE_BREVIGRAPH
SF0319	qokal	PROSE_ONLY	4	f81v|f82r|f83r	OK+AL	PRODUCTIVE_COMMON_COMPOSITION	dort ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E152	B1	dort ansetzen	PRODUCTIVE_BREVIGRAPH
SF0320	qokaly	PROSE_ONLY	1	f82r	OK+AL+Y	PRODUCTIVE_COMMON_COMPOSITION	dies dort ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E177	B2	dies dort ansetzen	PRODUCTIVE_BREVIGRAPH
SF0321	qokar	PROSE_ONLY	1	f82r	OK+AR	PRODUCTIVE_COMMON_COMPOSITION	daraus ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E191	B2	daraus ansetzen	PRODUCTIVE_BREVIGRAPH
SF0322	qokchdy	PROSE_ONLY	3	f81v|f83r	OK+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Umsetzung ansetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E131	B1	Umsetzung ansetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0323	qokchedy	PROSE_ONLY	1	f83r	OK+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	angesetzten Inhalt überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E264	B3	angesetzten Inhalt überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0324	qokchy	PROSE_ONLY	1	f10r	OK+Y	PRODUCTIVE_COMMON_COMPOSITION	Posten zur Weiterbearbeitung ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E011	H1	Posten zur Weiterbearbeitung ansetzen	PRODUCTIVE_BREVIGRAPH
SF0325	qokedy	PROSE_ONLY	8	f81v|f83r	OK+E+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	kurz ansetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E101	B1	kurz ansetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0326	qokeedal	PROSE_ONLY	1	f81v	OK+EE+AL	PRODUCTIVE_COMMON_COMPOSITION	dort länger halten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E117	B1	dort länger halten	PRODUCTIVE_BREVIGRAPH
SF0327	qokeedy	PROSE_ONLY	10	f82r|f83r	OK+EE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	länger ansetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E171	B2	länger ansetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0328	qokeeedy	PROSE_AND_ASTRO	2	f68r1|f82r	OK+EEE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	vollständig ansetzen; Schluss	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E209	B2	vollständig ansetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0329	qokeeody	ASTRO_ONLY	1	f67r2	OK+EE+OD+Y	TABLE_LOCAL_CODE	diesen Posten länger aktivieren und eintragen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G179	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	diesen Posten länger aktivieren und eintragen	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0330	qokeey	PROSE_ONLY	6	f82r|f83r	OK+EE+Y	PRODUCTIVE_COMMON_COMPOSITION	länger ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E175	B2	länger ansetzen	PRODUCTIVE_BREVIGRAPH
SF0331	qokeochy	ASTRO_ONLY	1	f67r2	OK	REGISTERED_RENDERER_ALLOGRAPH	Diagrammposten setzen oder aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G173	A1_RIGHT_OUTER_RING_TEXT	Diagrammposten setzen oder aktivieren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0332	qokey	PROSE_ONLY	1	f81v	OK+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurz ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E142	B1	kurz ansetzen	PRODUCTIVE_BREVIGRAPH
SF0333	qokoaiin	ASTRO_ONLY	1	f67r2	OK+AIIN	REGISTERED_RENDERER_ALLOGRAPH	Sollwert aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G186	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Sollwert aktivieren	REGISTERED_IIN_AIIN_ALLOGRAPH
SF0334	qokokchy	PROSE_ONLY	1	f56r	OK+OK+Y	PRODUCTIVE_COMMON_COMPOSITION	erneut ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E090	H5	erneut ansetzen	PRODUCTIVE_BREVIGRAPH
SF0335	qokol	PROSE_ONLY	1	f83r	OK+OL	PRODUCTIVE_COMMON_COMPOSITION	Fortsetzung ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E346	B4	Fortsetzung ansetzen	PRODUCTIVE_BREVIGRAPH
SF0336	qokshedy	PROSE_ONLY	1	f83r	OK+SHED+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Absetzgang ansetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E267	B3	Absetzgang ansetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0337	qoky	PROSE_ONLY	7	f81v|f82r|f83r	OK+Y	PRODUCTIVE_COMMON_COMPOSITION	aktuellen Posten ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E140	B1	aktuellen Posten ansetzen	PRODUCTIVE_BREVIGRAPH
SF0338	qokylddy	PROSE_ONLY	1	f83r	OK+Y+LDDY	LEARNED_TECHNICAL_BODY	aktuellen Posten befestigen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	LDDY=BEFESTIGEN+SCHLUSS	E326	B4	aktuellen Posten befestigen; Schluss	COMPOSED_LEARNED_PROSE_BODY
SF0339	qol	PROSE_ONLY	3	f81v	OL	PRODUCTIVE_COMMON_COMPOSITION	fortsetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E121	B1	fortsetzen	PRODUCTIVE_BREVIGRAPH
SF0340	qolchedy	PROSE_ONLY	2	f81v|f82r	OL+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	weiterüberführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E126	B1	weiterüberführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0341	qolchey	PROSE_ONLY	1	f83r	OL+Y	PRODUCTIVE_COMMON_COMPOSITION	diesen Posten weiterfuehren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E316	B4	diesen Posten weiterfuehren	PRODUCTIVE_BREVIGRAPH
SF0342	qolkain	PROSE_ONLY	1	f83r	OL+AIN	PRODUCTIVE_COMMON_COMPOSITION	weitere Portion	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E358	B4	weitere Portion	PRODUCTIVE_BREVIGRAPH
SF0343	qolky	PROSE_ONLY	1	f81v	OL	PRODUCTIVE_COMMON_COMPOSITION	auf dem Arbeitsweg weiterleiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E146	B1	auf dem Arbeitsweg weiterleiten	PRODUCTIVE_BREVIGRAPH
SF0344	qopchy	ASTRO_ONLY	1	f67r2	OP+CH+Y	TABLE_LOCAL_CODE	aktueller Zustand des Paarfelds	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G044	A1_LEFT_LOCAL_FIELD_18	aktueller Zustand des Paarfelds	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0345	qotair	ASTRO_ONLY	1	f69v	OT+AIR	REGISTERED_RENDERER_ALLOGRAPH	nächster Lauf	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G088	A3_RIGHT_WHEEL_RING_TEXT	nächster Lauf	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0346	qotal	PROSE_ONLY	2	f83r	OT+AL	PRODUCTIVE_COMMON_COMPOSITION	danach dorthin	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E230	B3	danach dorthin	PRODUCTIVE_BREVIGRAPH
SF0347	qotchedy	PROSE_ONLY	1	f83r	OT+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	nächsten Posten überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E281	B3	nächsten Posten überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0348	qotchol	PROSE_ONLY	1	f10r	OT+OL	PRODUCTIVE_COMMON_COMPOSITION	danach weiterfuehren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E012	H1	danach weiterfuehren	PRODUCTIVE_BREVIGRAPH
SF0349	qotchor	PROSE_ONLY	1	f10r	OT+OR	PRODUCTIVE_COMMON_COMPOSITION	Folgeansatz	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E024	H2	Folgeansatz	PRODUCTIVE_BREVIGRAPH
SF0350	qotchy	PROSE_ONLY	1	f11r	OT+Y	PRODUCTIVE_COMMON_COMPOSITION	anschließender Arbeitsposten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E052	H3	anschließender Arbeitsposten	PRODUCTIVE_BREVIGRAPH
SF0351	qotedaiin	PROSE_ONLY	1	f83r	OT+E+AIIN	PRODUCTIVE_COMMON_COMPOSITION	kurzes Folgemass	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E305	B3	kurzes Folgemass	PRODUCTIVE_BREVIGRAPH
SF0352	qoteedy	PROSE_ONLY	2	f82r|f83r	OT+EE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	lange Folge; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E226	B2	lange Folge; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0353	qoteor	ASTRO_ONLY	1	f69v	OT+E+OR	BOUND_MODIFIER_COMPOSITION	nächsten Satz kurz nehmen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G086	A3_RIGHT_WHEEL_RING_TEXT	nächsten Satz kurz nehmen	BOUND_MODIFIER_COMPOSITION
SF0354	qotoear	ASTRO_ONLY	1	f67r2	OT+E+AR	BOUND_MODIFIER_COMPOSITION	nächste Quelle kurz nehmen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A1:G128	A1_LEFT_OUTER_STAR_STATION_01	nächste Quelle kurz nehmen	BOUND_MODIFIER_COMPOSITION
SF0355	qsg	ASTRO_ONLY	1	f67r2	G	TABLE_LOCAL_CODE	Nebengrad	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G109	A1_LEFT_LOCAL_FIELD_43	Nebengrad	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0356	r	ASTRO_ONLY	1	f67r2	R	TABLE_LOCAL_CODE	Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G067	A1_LEFT_LOCAL_FIELD_27	Bezugswert	ASTRO_LOCAL_PRIMITIVE_MICROCODE
SF0357	ral	PROSE_ONLY	1	f81v	AL	PRODUCTIVE_COMMON_COMPOSITION	zur Zielstelle	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E130	B1	zur Zielstelle	PRODUCTIVE_BREVIGRAPH
SF0358	raly	PROSE_ONLY	1	f83r	AL+Y	PRODUCTIVE_COMMON_COMPOSITION	diesen Posten dorthin	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E375	B6	diesen Posten dorthin	PRODUCTIVE_BREVIGRAPH
SF0359	rol	PROSE_ONLY	1	f81v	OL	PRODUCTIVE_COMMON_COMPOSITION	vom vorigen Gang weiterführen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E111	B1	vom vorigen Gang weiterführen	PRODUCTIVE_BREVIGRAPH
SF0360	ror	ASTRO_ONLY	1	f68r1	OR	REGISTERED_RENDERER_ALLOGRAPH	Bedingungs-, Tabellen- oder Wahlansatz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G024	A2_RIGHT_PANEL_HEADER	Bedingungs-, Tabellen- oder Wahlansatz	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0361	rsheal	PROSE_ONLY	1	f82r	SH+E+AL	PRODUCTIVE_COMMON_COMPOSITION	kurz am Ziel ruhen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E222	B2	kurz am Ziel ruhen	PRODUCTIVE_CORE_PLUS_EDGE
SF0362	rshedy	PROSE_ONLY	1	f82r	WASH+CLOSE	LEARNED_TECHNICAL_BODY	Waschgang abschließen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	WASH=WASCHEN	E225	B2	Waschgang abschließen	COMPOSED_LEARNED_PROSE_BODY
SF0363	s	ASTRO_ONLY	4	f67r2	S	TABLE_LOCAL_CODE	Nebenwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G002	A1_RIGHT_SECTOR_SLOT_01	Nebenwert	ASTRO_LOCAL_PRIMITIVE_MICROCODE
SF0364	saiin	PROSE_AND_ASTRO	5	f67r2|f83r	AIIN	REGISTERED_RENDERER_ALLOGRAPH	Sollwert	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E274	B3	Sollmaß	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0365	saiir	ASTRO_ONLY	1	f69v	S+A+IIR	TABLE_LOCAL_CODE	Hauptindex des Nebenfelds	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G126	A3_LEFT_RADIAL_SLOT_17	Hauptindex des Nebenfelds	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0366	sain	ASTRO_ONLY	1	f67r2	AIN	REGISTERED_RENDERER_ALLOGRAPH	Portion	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G053	A1_LEFT_LOCAL_FIELD_21	Portion	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0367	sal	PROSE_AND_ASTRO	2	f67r2|f81v	AL	REGISTERED_RENDERER_ALLOGRAPH	Ziel	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E156	B1	dorthin	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0368	saldal	ASTRO_ONLY	1	f67r2	AL+AL	REGISTERED_RENDERER_ALLOGRAPH	Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G131	A1_LEFT_OUTER_STAR_STATION_03	Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0369	salsain	ASTRO_ONLY	1	f67r2	AL+AIN	REGISTERED_RENDERER_ALLOGRAPH	Ziel + Portion	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G058	A1_LEFT_LOCAL_FIELD_23	Ziel + Portion	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0370	sar	PROSE_AND_ASTRO	3	f69v|f81v	AR	REGISTERED_RENDERER_ALLOGRAPH	Quelle	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E105	B1	aus dem Ansatz	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0371	saral	ASTRO_ONLY	2	f67r2|f69v	AR+AL	REGISTERED_RENDERER_ALLOGRAPH	von Quelle zum Ziel	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G052	A1_LEFT_LOCAL_FIELD_20	von Quelle zum Ziel	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0372	sarydy	ASTRO_ONLY	1	f69v	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G129	A3_LEFT_RADIAL_SLOT_20	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0373	schedair	PROSE_ONLY	1	f83r	AIR	PRODUCTIVE_COMMON_COMPOSITION	Wasser weiterleiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E300	B3	Wasser weiterleiten	PRODUCTIVE_BREVIGRAPH
