event_id	clause_id	physical_page	locus	position_in_clause	surface	component_recipe	reconciled_card_reading_de	natural_event_phrase_de
P912-E1205	P915-C200	f82r	f82r.13	1	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1206	P915-C201	f82r	f82r.13	1	chedar	CHD+AR	UMSETZEN · QUELLSTATION	den Posten umsetzen
P912-E1207	P915-C201	f82r	f82r.13	2	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1208	P915-C201	f82r	f82r.13	3	lchey	L+Y	LEITEN · POSTEN	den Posten weiterleiten
P912-E1209	P915-C201	f82r	f82r.13	4	solarol	S+OL+AR+OL	AUSWÄHLEN · FORTSETZEN · QUELLSTATION · FORTSETZEN	die bezeichnete Station auswählen, dann den Teilgang fortsetzen, dann den Teilgang fortsetzen
P912-E1210	P915-C201	f82r	f82r.14	5	r	R	MERKEN	den Zustand merken
P912-E1211	P915-C201	f82r	f82r.14	6	olchy	OL+CH+Y	FORTSETZEN · AUS STATION NEHMEN · POSTEN	den Teilgang fortsetzen
P912-E1212	P915-C201	f82r	f82r.14	7	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1213	P915-C201	f82r	f82r.14	8	chey	Y	POSTEN	POSTEN verwenden
P912-E1214	P915-C201	f82r	f82r.14	9	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1215	P915-C201	f82r	f82r.14	10	deeedy	D_ADDR+EEE+D_ADDR+Y	TEIL · VOLL · TEIL · POSTEN	vollständig den aktuellen Posten beibehalten mit dem Teilposten
P912-E1216	P915-C201	f82r	f82r.14	11	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1217	P915-C201	f82r	f82r.14	12	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1218	P915-C201	f82r	f82r.14	13	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1219	P915-C202	f82r	f82r.15	1	kedy	K+E+DY	IN STATION GEBEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1220	P915-C203	f82r	f82r.15	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1221	P915-C204	f82r	f82r.15	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1222	P915-C205	f82r	f82r.15	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1223	P915-C206	f82r	f82r.15	1	lkeedy	L+K+EE+D_ADDR+Y	LEITEN · IN STATION GEBEN · LÄNGER · TEIL · POSTEN	länger den Posten weiterleiten mit dem Teilposten
P912-E1224	P915-C206	f82r	f82r.15	2	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1225	P915-C206	f82r	f82r.15	3	dy	Y	POSTEN	POSTEN verwenden
P912-E1226	P915-C206	f82r	f82r.15	4	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1227	P915-C206	f82r	f82r.15	5	chdy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1228	P915-C206	f82r	f82r.15	6	dy	Y	POSTEN	POSTEN verwenden
P912-E1229	P915-C206	f82r	f82r.16	7	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1230	P915-C207	f82r	f82r.16	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1231	P915-C208	f82r	f82r.16	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1232	P915-C209	f82r	f82r.16	1	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1233	P915-C209	f82r	f82r.16	2	r	R	MERKEN	den Zustand merken
P912-E1234	P915-C209	f82r	f82r.16	3	or	OR	ANSATZ	den laufenden Ansatz verwenden
P912-E1235	P915-C209	f82r	f82r.16	4	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1236	P915-C209	f82r	f82r.16	5	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E1237	P915-C209	f82r	f82r.16	6	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1238	P915-C209	f82r	f82r.16	7	chey	Y	POSTEN	POSTEN verwenden
P912-E1239	P915-C209	f82r	f82r.16	8	ra	R+A_ADDR	MERKEN · ORT	den Zustand markieren am bezeichneten Ort
P912-E1240	P915-C209	f82r	f82r.16	9	dam	DA+AM_ADDR	ZWEIT · INNEN	die bezeichnete Einstellung übernehmen im inneren Becken
P912-E1241	P915-C209	f82r	f82r.17	10	dshedy	SH+E+DY	Frischwasser	frische Arbeitsflüssigkeit zugeben
P912-E1242	P915-C210	f82r	f82r.17	1	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	länger zum nächsten Teilgang gehen
P912-E1243	P915-C210	f82r	f82r.17	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1244	P915-C210	f82r	f82r.17	3	qokeeey	OK+EEE+Y	AN STATION SETZEN · VOLL · POSTEN	vollständig den aktuellen Posten beibehalten
P912-E1245	P915-C210	f82r	f82r.17	4	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1246	P915-C211	f82r	f82r.17	1	lteedy	L+T+EE+D_ADDR+Y	LEITEN · STELLEN · LÄNGER · TEIL · POSTEN	länger den Posten weiterleiten mit dem Teilposten, dann die Stufe einstellen
P912-E1247	P915-C211	f82r	f82r.17	2	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1248	P915-C212	f82r	f82r.17	1	ralchey	R+AL+CH+E+Y	MERKEN · ZIELSTATION · AUS STATION NEHMEN · KURZ · POSTEN	kurz den Zustand markieren
P912-E1249	P915-C212	f82r	f82r.18	2	polched	P+OL+CHD	EINSETZEN · FORTSETZEN · UMSETZEN	den Posten einsetzen, dann den Teilgang fortsetzen, dann den Posten umsetzen
P912-E1250	P915-C212	f82r	f82r.18	3	otain	OT+AIN	DANACH · PORTION	zum nächsten Teilgang gehen mit dem Teilposten
P912-E1251	P915-C212	f82r	f82r.18	4	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1252	P915-C213	f82r	f82r.18	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1253	P915-C214	f82r	f82r.18	1	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1254	P915-C214	f82r	f82r.18	2	chedar	CHD+AR	UMSETZEN · QUELLSTATION	den Posten umsetzen
P912-E1255	P915-C214	f82r	f82r.18	3	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1256	P915-C214	f82r	f82r.18	4	ykeey	Y+K+EE+Y	POSTEN · IN STATION GEBEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1257	P915-C214	f82r	f82r.18	5	l	L	LEITEN	LEITEN verwenden
P912-E1258	P915-C214	f82r	f82r.18	6	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E1259	P915-C214	f82r	f82r.18	7	araiin	AR+AIIN	QUELLSTATION · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1260	P915-C214	f82r	f82r.18	8	ory	OR+Y	ANSATZ · POSTEN	den aktuellen Posten beibehalten
P912-E1261	P915-C214	f82r	f82r.19	9	okain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1262	P915-C214	f82r	f82r.19	10	char	AR	QUELLSTATION	QUELLSTATION verwenden
P912-E1263	P915-C214	f82r	f82r.19	11	okain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1264	P915-C214	f82r	f82r.19	12	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1265	P915-C215	f82r	f82r.19	1	lchy	L+CH+Y	LEITEN · AUS STATION NEHMEN · POSTEN	den Posten weiterleiten
P912-E1266	P915-C215	f82r	f82r.20	2	posalshy	P+O+S+A_ADDR+LSH+Y	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · POSTEN	den Posten einsetzen am bezeichneten Ort, dann den Stationsgang ausführen, dann die bezeichnete Station auswählen, dann die Station spülen
P912-E1267	P915-C215	f82r	f82r.20	3	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1268	P915-C216	f82r	f82r.20	1	cphal	CPH+AL	UMLEITEN · ZIELSTATION	den Posten umleiten
P912-E1269	P915-C216	f82r	f82r.20	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1270	P915-C217	f82r	f82r.20	1	sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	kurz den Posten halten, dann den Teilgang fortsetzen
P912-E1271	P915-C217	f82r	f82r.20	2	keeedy	K+EEE+D_ADDR+Y	IN STATION GEBEN · VOLL · TEIL · POSTEN	vollständig den aktuellen Posten beibehalten mit dem Teilposten
P912-E1272	P915-C217	f82r	f82r.20	3	lkaiin	L+K+AIIN	LEITEN · IN STATION GEBEN · STATIONSWERT	den Posten weiterleiten
P912-E1273	P915-C217	f82r	f82r.20	4	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1274	P915-C218	f82r	f82r.20	1	qoly	OL+Y	FORTSETZEN · POSTEN	den Teilgang fortsetzen
P912-E1275	P915-C218	f82r	f82r.21	2	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1276	P915-C218	f82r	f82r.21	3	cheoky	CHEO+K+Y	AUSZUG · IN STATION GEBEN · POSTEN	den Auszug weitergeben
P912-E1277	P915-C218	f82r	f82r.21	4	lkedy	L+K+E+DY	LEITEN · IN STATION GEBEN · KURZ · SCHLUSS	kurz den Posten weiterleiten, dann den Teilgang abschließen
P912-E1278	P915-C219	f82r	f82r.21	1	salshey	S+A_ADDR+LSH+E+Y	AUSWÄHLEN · ORT · SPÜLEN · KURZ · POSTEN	kurz die bezeichnete Station auswählen am bezeichneten Ort, dann die Station spülen
P912-E1279	P915-C219	f82r	f82r.21	2	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1280	P915-C219	f82r	f82r.21	3	chey	Y	POSTEN	POSTEN verwenden
P912-E1281	P915-C219	f82r	f82r.21	4	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1282	P915-C219	f82r	f82r.21	5	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1283	P915-C219	f82r	f82r.21	6	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1284	P915-C219	f82r	f82r.21	7	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1285	P915-C219	f82r	f82r.22	8	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1286	P915-C219	f82r	f82r.22	9	cheor	CHEO+R	AUSZUG · MERKEN	den Zustand markieren
P912-E1287	P915-C219	f82r	f82r.22	10	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	länger den Posten halten
P912-E1288	P915-C219	f82r	f82r.22	11	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1289	P915-C219	f82r	f82r.22	12	shckhey	SH+CKH+E+Y	HALTEN · DURCHLASS · KURZ · POSTEN	kurz den Posten halten
P912-E1290	P915-C219	f82r	f82r.22	13	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1291	P915-C219	f82r	f82r.22	14	keeedy	K+EEE+D_ADDR+Y	IN STATION GEBEN · VOLL · TEIL · POSTEN	vollständig den aktuellen Posten beibehalten mit dem Teilposten
P912-E1292	P915-C219	f82r	f82r.22	15	qokeeey	OK+EEE+Y	AN STATION SETZEN · VOLL · POSTEN	vollständig den aktuellen Posten beibehalten
P912-E1293	P915-C219	f82r	f82r.22	16	rasy	R+A_ADDR+S+Y	MERKEN · ORT · AUSWÄHLEN · POSTEN	den Zustand markieren am bezeichneten Ort, dann die bezeichnete Station auswählen
P912-E1294	P915-C219	f82r	f82r.23	17	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1295	P915-C219	f82r	f82r.23	18	qcthey	CTH+E+Y	BEREIT · KURZ · POSTEN	kurz den Posten gebrauchsfertig machen
P912-E1296	P915-C219	f82r	f82r.23	19	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1297	P915-C219	f82r	f82r.23	20	lcheey	L+EE+Y	Nassstelle	den Posten an der Nassstelle anwenden
P912-E1298	P915-C219	f82r	f82r.23	21	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1299	P915-C219	f82r	f82r.23	22	chey	Y	POSTEN	POSTEN verwenden
P912-E1300	P915-C219	f82r	f82r.23	23	qokeeedy	OK+EEE+DY	AN STATION SETZEN · VOLL · SCHLUSS	vollständig den Teilgang abschließen
P912-E1301	P915-C220	f82r	f82r.23	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1302	P915-C221	f82r	f82r.23	1	lar	L+AR	Bodenablauf	Bodenablauf verwenden
P912-E1303	P915-C221	f82r	f82r.24	2	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1304	P915-C222	f82r	f82r.24	1	lcheedy	L+CH+EE+D_ADDR+Y	LEITEN · AUS STATION NEHMEN · LÄNGER · TEIL · POSTEN	länger den Posten weiterleiten mit dem Teilposten
P912-E1305	P915-C222	f82r	f82r.24	2	qokeoy	OK+E+O+Y	AN STATION SETZEN · KURZ · AUSFÜHREN · POSTEN	kurz den Stationsgang ausführen
P912-E1306	P915-C222	f82r	f82r.24	3	sal	S+AL	AUSWÄHLEN · ZIELSTATION	die bezeichnete Station auswählen
P912-E1307	P915-C222	f82r	f82r.24	4	raiin	R+AIIN	MERKEN · STATIONSWERT	den Zustand markieren
P912-E1308	P915-C222	f82r	f82r.24	5	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1309	P915-C222	f82r	f82r.24	6	lkeey	L+K+EE+Y	LEITEN · IN STATION GEBEN · LÄNGER · POSTEN	länger den Posten weiterleiten
P912-E1310	P915-C222	f82r	f82r.24	7	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1311	P915-C222	f82r	f82r.24	8	raiin	R+AIIN	MERKEN · STATIONSWERT	den Zustand markieren
P912-E1312	P915-C222	f82r	f82r.24	9	ydy	Y+DY	POSTEN · SCHLUSS	den Teilgang abschließen
P912-E1313	P915-C223	f82r	f82r.25	1	dol	D_ADDR+OL	TEIL · FORTSETZEN	den Teilgang fortsetzen mit dem Teilposten
P912-E1314	P915-C223	f82r	f82r.25	2	qoesedy	CARRIER_Q+O+E+S+E+DY	BEGINNEN · AUSFÜHREN · KURZ · AUSWÄHLEN · KURZ · SCHLUSS	kurz den Stationsgang ausführen, dann die bezeichnete Station auswählen, dann den Teilgang abschließen
P912-E1315	P915-C224	f82r	f82r.25	1	sheeal	SH+EE+AL	HALTEN · LÄNGER · ZIELSTATION	länger den Posten halten
P912-E1316	P915-C224	f82r	f82r.25	2	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	länger den Posten halten, dann den Teilgang abschließen
P912-E1317	P915-C225	f82r	f82r.25	1	lshed	L+SHED	LEITEN · ABSETZEN	den Posten weiterleiten, dann den Posten absetzen lassen
P912-E1318	P915-C225	f82r	f82r.25	2	qockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	kurz den Stationsgang ausführen
P912-E1319	P915-C225	f82r	f82r.25	3	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1320	P915-C226	f82r	f82r.25	1	lar	L+AR	Bodenablauf	Bodenablauf verwenden
P912-E1321	P915-C226	f82r	f82r.25	2	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	länger den Posten halten
P912-E1322	P915-C226	f82r	f82r.25	3	ry	R+Y	MERKEN · POSTEN	den Zustand markieren
P912-E1323	P915-C226	f82r	f82r.26	4	tshey	SH+E+Y	Spülwasser	Spülwasser verwenden
P912-E1324	P915-C226	f82r	f82r.26	5	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1325	P915-C227	f82r	f82r.26	1	cheal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1326	P915-C227	f82r	f82r.26	2	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLSTATION	den Posten weiterleiten, dann den Posten umsetzen
P912-E1327	P915-C227	f82r	f82r.26	3	ches	CH+E+S	gleichteilen	gleichteilen verwenden
P912-E1328	P915-C227	f82r	f82r.26	4	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1329	P915-C227	f82r	f82r.26	5	oteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	länger zum nächsten Teilgang gehen
P912-E1330	P915-C227	f82r	f82r.26	6	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1331	P915-C227	f82r	f82r.26	7	okey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E1332	P915-C227	f82r	f82r.27	8	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	den Posten einsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1333	P915-C228	f82r	f82r.27	1	rsheal	R+SH+E+AL	Warmwasser	Warmwasser verwenden
P912-E1334	P915-C228	f82r	f82r.27	2	daldy	AL+DY	ZIELSTATION · SCHLUSS	den Teilgang abschließen
P912-E1335	P915-C229	f82r	f82r.27	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1336	P915-C230	f82r	f82r.27	1	rshedy	R+SHED+DY	Waschgang	Waschgang verwenden
P912-E1337	P915-C231	f82r	f82r.27	1	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1338	P915-C232	f82r	f82r.27	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1339	P915-C233	f82r	f82r.27	1	lochedy	L+O+CHD+DY	LEITEN · AUSFÜHREN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Stationsgang ausführen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1340	P915-C234	f82r	f82r.28	1	qokoiin	OK+O+IIN	AN STATION SETZEN · AUSFÜHREN · STUFE	den Stationsgang ausführen auf der eingestellten Stufe
P912-E1341	P915-C234	f82r	f82r.28	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1342	P915-C235	f82r	f82r.28	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1343	P915-C236	f82r	f82r.28	1	qotaiin	OT+AIIN	DANACH · STATIONSWERT	zum nächsten Teilgang gehen
P912-E1344	P915-C236	f82r	f82r.28	2	chcthey	CH+CTH+E+Y	AUS STATION NEHMEN · BEREIT · KURZ · POSTEN	kurz den Posten gebrauchsfertig machen
P912-E1345	P915-C236	f82r	f82r.28	3	qoteeol	OT+EE+OL	DANACH · LÄNGER · FORTSETZEN	länger zum nächsten Teilgang gehen, dann den Teilgang fortsetzen
P912-E1346	P915-C236	f82r	f82r.28	4	chey	Y	POSTEN	POSTEN verwenden
P912-E1347	P915-C236	f82r	f82r.28	5	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1348	P915-C236	f82r	f82r.28	6	oly	OL+Y	FORTSETZEN · POSTEN	den Teilgang fortsetzen
P912-E1349	P915-C236	f82r	f82r.29	7	d	D_ADDR	TEIL	TEIL verwenden
P912-E1350	P915-C236	f82r	f82r.29	8	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1351	P915-C236	f82r	f82r.29	9	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1352	P915-C237	f82r	f82r.29	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1353	P915-C238	f82r	f82r.29	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1354	P915-C239	f82r	f82r.29	1	rchedy	R+CHD+Y	MERKEN · UMSETZEN · POSTEN	den Zustand markieren, dann den Posten umsetzen
P912-E1355	P915-C239	f82r	f82r.29	2	oky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1356	P915-C239	f82r	f82r.29	3	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1357	P915-C240	f82r	f82r.29	1	qoty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E1358	P915-C240	f82r	f82r.29	2	qoty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E1359	P915-C240	f82r	f82r.30	3	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	länger zum nächsten Teilgang gehen
P912-E1360	P915-C240	f82r	f82r.30	4	raiin	R+AIIN	MERKEN · STATIONSWERT	den Zustand markieren
P912-E1361	P915-C240	f82r	f82r.30	5	cheol	CHEO+L	AUSZUG · LEITEN	den Posten weiterleiten
P912-E1362	P915-C240	f82r	f82r.30	6	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	länger zum nächsten Teilgang gehen
P912-E1363	P915-C240	f82r	f82r.30	7	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1364	P915-C241	f82r	f82r.30	1	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1365	P915-C241	f82r	f82r.30	2	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	kurz die Station spülen, dann den Teilgang abschließen
P912-E1366	P915-C242	f82r	f82r.30	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1367	P915-C243	f82r	f82r.30	1	rag	R+A_ADDR+G_LABEL	MERKEN · ORT · PRÜFEN	den Zustand markieren am bezeichneten Ort, dann den Zustand prüfen
P912-E1368	P915-C243	f82r	f82r.31	2	cheol	CHEO+L	AUSZUG · LEITEN	den Posten weiterleiten
P912-E1369	P915-C243	f82r	f82r.31	3	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1370	P915-C243	f82r	f82r.31	4	rsheedy	R+SH+EE+D_ADDR+Y	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	länger den Zustand markieren mit dem Teilposten, dann den Posten halten
P912-E1371	P915-C243	f82r	f82r.31	5	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1372	P915-C244	f82r	f82r.31	1	qoty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E1373	P915-C244	f82r	f82r.31	2	lcheeor	L+CH+EE+OR	LEITEN · AUS STATION NEHMEN · LÄNGER · ANSATZ	länger den Posten weiterleiten
P912-E1374	P915-C244	f82r	f82r.31	3	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1375	P915-C244	f82r	f82r.31	4	cheedy	CH+EE+D_ADDR+Y	AUS STATION NEHMEN · LÄNGER · TEIL · POSTEN	länger den aktuellen Posten beibehalten mit dem Teilposten
P912-E1376	P915-C244	f82r	f82r.31	5	lched	L+CHD	LEITEN · UMSETZEN	den Posten weiterleiten, dann den Posten umsetzen
P912-E1377	P915-C244	f82r	f82r.32	6	taiin	T+AIIN	STELLEN · STATIONSWERT	die Stufe einstellen
P912-E1378	P915-C244	f82r	f82r.32	7	shedaiin	SHED+AIIN	ABSETZEN · STATIONSWERT	den Posten absetzen lassen
P912-E1379	P915-C244	f82r	f82r.32	8	chckhey	CH+CKH+E+Y	AUS STATION NEHMEN · DURCHLASS · KURZ · POSTEN	kurz den Posten durch den sichtbaren Durchlass führen
P912-E1380	P915-C244	f82r	f82r.32	9	lchey	L+Y	LEITEN · POSTEN	den Posten weiterleiten
P912-E1381	P915-C244	f82r	f82r.32	10	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · POSTEN	den Posten weiterleiten
P912-E1382	P915-C244	f82r	f82r.32	11	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	länger den Posten halten
P912-E1383	P915-C244	f82r	f82r.32	12	lr	L+R	LEITEN · MERKEN	den Posten weiterleiten, dann den Zustand markieren
P912-E1384	P915-C244	f82r	f82r.32	13	chey	Y	POSTEN	POSTEN verwenden
P912-E1385	P915-C244	f82r	f82r.32	14	rain	R+AIN	MERKEN · PORTION	den Zustand markieren mit dem Teilposten
P912-E1386	P915-C244	f82r	f82r.33	15	sain	S+AIN	AUSWÄHLEN · PORTION	die bezeichnete Station auswählen mit dem Teilposten
P912-E1387	P915-C244	f82r	f82r.33	16	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1388	P915-C244	f82r	f82r.33	17	cheol	CHEO+L	AUSZUG · LEITEN	den Posten weiterleiten
P912-E1389	P915-C244	f82r	f82r.33	18	ey	E+Y	KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E1390	P915-C244	f82r	f82r.33	19	cheor	CHEO+R	AUSZUG · MERKEN	den Zustand markieren
P912-E1391	P915-C244	f82r	f82r.33	20	chey	Y	POSTEN	POSTEN verwenden
P912-E1404	P915-C245	f83r	f83r.1	1	tchedy	T+CHD+Y	STELLEN · UMSETZEN · POSTEN	die Stufe einstellen, dann den Posten umsetzen
P912-E1405	P915-C245	f83r	f83r.1	2	lpchedy	L+P+CHD+Y	LEITEN · EINSETZEN · UMSETZEN · POSTEN	den Posten weiterleiten, dann den Posten einsetzen, dann den Posten umsetzen
