assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	state_marker_sequence	marker_ordinal_in_sequence	recipe_atom_position	operator	working_value	outer_slot	position_realization_de	finite_voice_changed	guard
113	G407-E0473	G407-S021	f17r	HERBAL	olaiin	OL+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
114	G407-E0483	G407-S021	f17r	HERBAL	cphaldy	CH+P+AL+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
115	G407-E0486	G407-S022	f17r	HERBAL	qody	CARRIER_Q+O+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
116	G407-E0494	G407-S023	f17r	HERBAL	choldshy	CH+OL+D_ADDR+SH+Y	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
117	G407-E0497	G407-S023	f17r	HERBAL	opchordy	O+P+CH+OR+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
118	G407-E0512	G407-S024	f17r	HERBAL	mol	M_LOCAL+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
119	G407-E0513	G407-S024	f17r	HERBAL	otchol	OT+CH+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
120	G407-E0513	G407-S024	f17r	HERBAL	otchol	OT+CH+OL	OT+OL	2	3	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
121	G407-E0516	G407-S024	f17r	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
122	G407-E0520	G407-S024	f17r	HERBAL	chotom	CH+OT+O+M_LOCAL	OT	1	2	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
123	G407-E0521	G407-S025	f18r	HERBAL	pdrairdy	P+D_ADDR+R+AIR+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
124	G407-E0524	G407-S026	f18r	HERBAL	ykchol	Y+K+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
125	G407-E0530	G407-S026	f18r	HERBAL	otshol	OT+SH+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
126	G407-E0530	G407-S026	f18r	HERBAL	otshol	OT+SH+OL	OT+OL	2	3	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
127	G407-E0531	G407-S026	f18r	HERBAL	qokchol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
128	G407-E0536	G407-S026	f18r	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
129	G407-E0543	G407-S026	f18r	HERBAL	qokchol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
130	G407-E0549	G407-S026	f18r	HERBAL	ykchol	Y+K+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
131	G407-E0554	G407-S027	f18r	HERBAL	cthol	CH+T+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
132	G407-E0555	G407-S027	f18r	HERBAL	chlol	L+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
133	G407-E0560	G407-S027	f18r	HERBAL	ytol	Y+T+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
134	G407-E0568	G407-S027	f18r	HERBAL	sholdy	SH+OL+D_ADDR+Y	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
135	G407-E0569	G407-S027	f18r	HERBAL	doldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
136	G407-E0569	G407-S027	f18r	HERBAL	doldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
137	G407-E0570	G407-S028	f18r	HERBAL	doldaiin	OL+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
138	G407-E0572	G407-S028	f18r	HERBAL	ckhol	CH+K+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
139	G407-E0573	G407-S028	f18r	HERBAL	olody	OL+O+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
140	G407-E0573	G407-S028	f18r	HERBAL	olody	OL+O+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
141	G407-E0577	G407-S029	f18r	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
142	G407-E0583	G407-S029	f18r	HERBAL	qokchol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
143	G407-E0584	G407-S029	f18r	HERBAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
144	G407-E0586	G407-S029	f18r	HERBAL	sotchaiin	S+OT+AIIN	OT	1	2	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
145	G407-E0588	G407-S029	f18r	HERBAL	chckhol	CH+K+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
146	G407-E0592	G407-S029	f18r	HERBAL	cthol	CH+T+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
147	G407-E0610	G407-S030	f24v	HERBAL	opshody	O+P+SH+O+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
148	G407-E0621	G407-S031	f24v	HERBAL	otol	OT+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
149	G407-E0621	G407-S031	f24v	HERBAL	otol	OT+OL	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
150	G407-E0622	G407-S031	f24v	HERBAL	otaiir	OT+IIN+R	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
151	G407-E0623	G407-S031	f24v	HERBAL	otchos	OT+CH+O+S	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
152	G407-E0633	G407-S031	f24v	HERBAL	okol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
153	G407-E0641	G407-S032	f24v	HERBAL	tochol	T+O+CH+OL	OL	1	4	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
154	G407-E0648	G407-S032	f24v	HERBAL	olom	OL+O+AM_ADDR	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
155	G407-E0651	G407-S032	f24v	HERBAL	shol	SH+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
156	G407-E0653	G407-S032	f24v	HERBAL	ychol	Y+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
157	G407-E0654	G407-S032	f24v	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
158	G407-E0661	G407-S032	f24v	HERBAL	keol	K+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
159	G407-E0675	G407-S032	f24v	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
160	G407-E0679	G407-S032	f24v	HERBAL	otolodal	OT+OL+O+D_ADDR+AL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
161	G407-E0679	G407-S032	f24v	HERBAL	otolodal	OT+OL+O+D_ADDR+AL	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
162	G407-E0689	G407-S032	f24v	HERBAL	otchol	OT+CH+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
163	G407-E0689	G407-S032	f24v	HERBAL	otchol	OT+CH+OL	OT+OL	2	3	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
164	G407-E0694	G407-S033	f55v	HERBAL	otoldaiin	OT+OL+D_ADDR+AIIN	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
165	G407-E0694	G407-S033	f55v	HERBAL	otoldaiin	OT+OL+D_ADDR+AIIN	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
166	G407-E0695	G407-S033	f55v	HERBAL	dodyd	D_ADDR+O+DY+D_LABEL	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
167	G407-E0698	G407-S033	f55v	HERBAL	okeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
168	G407-E0705	G407-S034	f55v	HERBAL	qool	CARRIER_Q+O+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
169	G407-E0710	G407-S034	f55v	HERBAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
170	G407-E0720	G407-S034	f55v	HERBAL	ody	O+DY	DY	1	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
171	G407-E0725	G407-S035	f55v	HERBAL	ody	O+DY	DY	1	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
172	G407-E0749	G407-S036	f55v	HERBAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
173	G407-E0750	G407-S036	f55v	HERBAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
174	G407-E0765	G407-S036	f55v	HERBAL	otaky	OT+A_ADDR+K+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
175	G407-E0767	G407-S036	f55v	HERBAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
176	G407-E0773	G407-S036	f55v	HERBAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
177	G407-E0777	G407-S036	f55v	HERBAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
178	G407-E0781	G407-S036	f55v	HERBAL	oldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
179	G407-E0781	G407-S036	f55v	HERBAL	oldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
180	G407-E0784	G407-S037	f55v	HERBAL	oltchy	OL+T+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
181	G407-E0791	G407-S037	f55v	HERBAL	olkeechy	OL+K+EE+CH+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
182	G407-E0796	G407-S037	f55v	HERBAL	otam	OT+AM_ADDR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
183	G407-E0801	G407-S038	f56r	HERBAL	oty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
184	G407-E0802	G407-S038	f56r	HERBAL	esedy	E+S+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
185	G407-E0808	G407-S039	f56r	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
186	G407-E0809	G407-S039	f56r	HERBAL	choly	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
187	G407-E0812	G407-S039	f56r	HERBAL	choty	CH+OT+Y	OT	1	2	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
188	G407-E0814	G407-S039	f56r	HERBAL	olchey	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
189	G407-E0815	G407-S039	f56r	HERBAL	chokchol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
190	G407-E0821	G407-S039	f56r	HERBAL	qot	OT	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
191	G407-E0840	G407-S039	f56r	HERBAL	kchol	K+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
192	G407-E0841	G407-S039	f56r	HERBAL	otchor	OT+CH+OR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
193	G407-E0847	G407-S039	f56r	HERBAL	cheeckhody	CH+EE+CH+K+O+DY	DY	1	6	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
194	G407-E0849	G407-S040	f56r	HERBAL	kchol	K+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
195	G407-E0850	G407-S040	f56r	HERBAL	shol	SH+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
196	G407-E0851	G407-S040	f56r	HERBAL	chotchey	CH+OT+CH+E+Y	OT	1	2	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
197	G407-E0852	G407-S040	f56r	HERBAL	tchol	T+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
198	G407-E0855	G407-S040	f56r	HERBAL	otchy	OT+CH+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
199	G407-E0865	G407-S040	f56r	HERBAL	cthol	CH+T+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
200	G407-E0876	G407-S040	f56r	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
201	G407-E0877	G407-S040	f56r	HERBAL	chotol	CH+OT+OL	OT+OL	1	2	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
202	G407-E0877	G407-S040	f56r	HERBAL	chotol	CH+OT+OL	OT+OL	2	3	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
203	G407-E0878	G407-S040	f56r	HERBAL	qotchy	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
204	G407-E0880	G407-S040	f56r	HERBAL	tchol	T+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
205	G407-E0881	G407-S040	f56r	HERBAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
206	G407-E0883	G407-S040	f56r	HERBAL	qotchy	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
207	G407-E0898	G407-S040	f56r	HERBAL	sotodan	S+OT+O+D_ADDR+AN	OT	1	2	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
208	G407-E0899	G407-S040	f56r	HERBAL	otchey	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
209	G407-E0900	G407-S040	f56r	HERBAL	keol	K+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
210	G407-E0902	G407-S041	f67r2	CELESTIAL	opodchol	O+P+O+D_ADDR+OL	OL	1	5	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
211	G407-E0908	G407-S041	f67r2	CELESTIAL	oldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
212	G407-E0908	G407-S041	f67r2	CELESTIAL	oldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
213	G407-E0913	G407-S042	f67r2	CELESTIAL	otchey	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
214	G407-E0941	G407-S044	f67r2	CELESTIAL	ytody	Y+T+O+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
215	G407-E0943	G407-S045	f67r2	CELESTIAL	ochol	O+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
216	G407-E0944	G407-S045	f67r2	CELESTIAL	olol	OL+OL	OL+OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
217	G407-E0944	G407-S045	f67r2	CELESTIAL	olol	OL+OL	OL+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
218	G407-E0952	G407-S047	f67r2	CELESTIAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
219	G407-E0954	G407-S047	f67r2	CELESTIAL	okol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
220	G407-E0958	G407-S048	f67r2	CELESTIAL	otoldos	OT+OL+D_ADDR+O+S	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
221	G407-E0958	G407-S048	f67r2	CELESTIAL	otoldos	OT+OL+D_ADDR+O+S	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
222	G407-E0959	G407-S048	f67r2	CELESTIAL	octhole	O+CH+T+OL+E	OL	1	4	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
223	G407-E0975	G407-S048	f67r2	CELESTIAL	ofydy	O+LOCAL_CHAR_F+Y+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
224	G407-E1000	G407-S051	f67r2	CELESTIAL	ydoly	Y+D_ADDR+OL+Y	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
225	G407-E1002	G407-S051	f67r2	CELESTIAL	oly	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
226	G407-E1012	G407-S051	f67r2	CELESTIAL	okol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
