statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	completed_object_action_count	remaining_action_gap_count	changed_host_count	paragraph_count	coverage_state	completed_root_profile	remaining_root_profile	gdt584_reader_de	gdt598_integrated_reader_de	paragraph_count_preserved
30	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	48	39	17	22	12	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:3|S:4|SH:9|T:1	CH:3|K:6|OK:10|P:1|R:1|SH:1	Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken vor. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz, die Becken- oder Körpereinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite die Anwendungsportion und den Stationsansatz in Anwendungsform vor. Entnimm oder lass ab. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Halte den Stationsansatz und die Becken- oder Körpereinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Nebenstelle. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz und die Becken- oder Körpereinheit. Halte den Stationsansatz im Bad auf Grad I. Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu. Behandle den Stationsansatz. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Wende den Stationsansatz an. Führe zu. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Wähle die Einheit aus. Halte den Stationsansatz im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite an der Stations-Nebenstelle vor. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu. Wähle die Anwendungsportion aus. Entnimm oder lass ab. Reguliere den Stationsansatz und die Becken- oder Körpereinheit über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Wähle die Anwendungsportion aus. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Halte den Körper im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken vor. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz, die Badeinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung. Halte den Körper im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite die Anwendungsportion und den Stationsansatz in Anwendungsform vor. Entnimm oder lass ab. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Halte den Stationsansatz und die Badeinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Nebenstelle. Halte den Körper im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz und die Stationseinheit. Halte den Körper im Bad auf Grad I. Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu. Behandle den Stationsansatz. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Wende den Stationsansatz an. Führe zu. Halte den Körper im Bad auf Grad I. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Wähle den Körper aus. Halte den Körper im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite an der Stations-Nebenstelle vor. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu. Wähle die Anwendungsportion aus. Entnimm oder lass ab. Reguliere den Stationsansatz und die Stationseinheit über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Wähle die Anwendungsportion aus. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
31	G407-S121	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
32	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	17	9	4	5	3	2	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:3|T:1	P:2|R:1|SH:2	"Kennzeichne oder prüfe die Anwendungsportion an der Stations-Nebenstelle. Fahre im selben Arbeitsgang fort. Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Wende an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken an. Halte die Becken- oder Körpereinheit im Bad. Halte den Zustand. Lass den Stationsansatz anschließend abkühlen. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Wende an. Halte den Zustand von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Kennzeichne oder prüfe die Anwendungsportion an der Stations-Nebenstelle. Fahre im selben Arbeitsgang fort. Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Wende an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken an. Halte die Badeinheit im Bad. Halte den Zustand. Lass den Körper anschließend abkühlen. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Wende an. Halte den Zustand von der Ausgangsstation oder aus dem Ausgangsbecken. Halte denselben Körper im Bad auf Grad I. Schließe den Arbeitsgang."	YES
33	G407-S125	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	7	5	3	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|T:1	P:1|R:1	Kennzeichne oder prüfe den Stationsansatz. Fahre im selben Arbeitsgang fort. Reguliere die Stationsbedingung. Behandle den Stationsansatz. Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	Kennzeichne oder prüfe den Stationsansatz. Fahre im selben Arbeitsgang fort. Reguliere die Stationsbedingung. Behandle den Stationsansatz. Wende an. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
34	G407-S126	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	10	5	3	2	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2|T:1	CH:1|OK:1	Beschicke oder bereite den Stationsansatz auf Grad II und entlang des Stationswegs oder Kanals vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad II und entlang des Stationswegs oder Kanals vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte denselben Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad II. Schließe den Arbeitsgang.	YES
35	G407-S128	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	YES
36	G407-S130	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	17	11	3	8	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|SH:1	CH:2|K:3|OK:3	"Behandle den Stationsansatz und die Anwendungsportion. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt in der bezeichneten Stationsart. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz auf Grad I vor. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Führe zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Behandle den Körperteil. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt in der bezeichneten Stationsart. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz auf Grad I vor. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Führe zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	YES
37	G407-S131	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	5	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und an der Stations-Nebenstelle. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und an der Stations-Nebenstelle. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
38	G407-S132	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	5	1	4	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	CH:1|K:1|OK:2	Beschicke oder bereite den Stationsansatz auf Grad I vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad I vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
39	G407-S135	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	5	3	2	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2	P:1	Wende an. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Wende an. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
40	G407-S136	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	3	1	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	CH:1|OK:1	Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Entnimm oder lass ab. Wähle die Einheit aus. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Entnimm oder lass ab. Wähle dieselbe Anwendungsportion aus. Schließe den Arbeitsgang.	YES
41	G407-S137	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Halte die Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	YES
42	G407-S138	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	1	1	0	1	2	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	"Beginne danach den nächsten Arbeitsgang.

Halte im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Schließe den Arbeitsgang."	YES
43	G407-S140	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
44	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	7	5	2	3	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|T:1	CH:2|OK:1	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Entnimm oder lass ab. Temperiere auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Entnimm oder lass ab. Temperiere dieselbe Anwendungsportion auf Grad I. Schließe den Arbeitsgang.	YES
45	G407-S142	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	T:1	NONE	Temperiere auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
46	G407-S143	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	K:1	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Wähle die Stationseinheit aus. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	YES
47	G407-S144	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	10	4	1	3	1	3	MIXED_COMPLETED_AND_GAP_ACTIONS	T:1	K:1|OK:2	"Beschicke oder bereite den Stationsansatz an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Fahre im selben Arbeitsgang fort. Temperiere. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Fahre im selben Arbeitsgang fort. Temperiere dieselbe Anwendungsportion. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
48	G407-S145	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	5	3	2	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2|T:1	OK:2	Beschicke oder bereite die Anwendungsportion vor. Halte im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen. Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Halte den Körper im Bad auf Grad II. Lass den Körper anschließend abkühlen. Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	YES
49	G407-S151	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	3	2	1	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1|T:1	OK:1	Halte den Stationsansatz im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad II. Lass den Körper anschließend abkühlen. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
50	G407-S153	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	OK:1	Beschicke oder bereite auf Grad I vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite auf Grad I vor. Behandle den Stationsansatz. Schließe den Arbeitsgang.	YES
51	G407-S160	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte den Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
52	G407-S165	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
53	G407-S166	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite die Anwendungsportion vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	YES
54	G407-S168	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	R:1	Kennzeichne oder prüfe. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Kennzeichne oder prüfe. Halte die Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	YES
55	G407-S169	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	OK:1	Wähle die Einheit aus. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Wähle die Stationseinheit aus. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
56	G407-S173	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte den Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
57	G407-S177	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte die Becken- oder Körpereinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle. Schließe den Arbeitsgang.	Halte die Badeinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle. Schließe den Arbeitsgang.	YES
