gap_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	gdt584_upstream_clause_de	gap_route	next_object_task
76	1869	G407-S109	4	f75r	BIOLOGICAL	ACTION:G407-E1545@1:OK	G407-E1545	RUNNING:G407-E1545@1	OK	GDT582_RETAINED_NON_TARGET	2	AIN+Y	Anwendungsportion|Stationsansatz	Beschicke oder bereite die Anwendungsportion und den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
77	1871	G407-S109	6	f75r	BIOLOGICAL	ACTION:G407-E1547@2:SH	G407-E1547	RUNNING:G407-E1547@2	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
78	1874	G407-S110	1	f75r	BIOLOGICAL	ACTION:G407-E1548@1:OK	G407-E1548	RUNNING:G407-E1548@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
79	1875	G407-S110	2	f75r	BIOLOGICAL	ACTION:G407-E1549@1:CH	G407-E1549	RUNNING:G407-E1549@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
80	1876	G407-S110	3	f75r	BIOLOGICAL	ACTION:G407-E1549@2:K	G407-E1549	RUNNING:G407-E1549@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
81	1877	G407-S110	4	f75r	BIOLOGICAL	ACTION:G407-E1550@1:OK	G407-E1550	RUNNING:G407-E1550@1	OK	GDT582_RETAINED_NON_TARGET	2	AIN+Y	Anwendungsportion|Stationsansatz	Beschicke oder bereite die Anwendungsportion und den Stationsansatz zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
82	1880	G407-S110	7	f75r	BIOLOGICAL	ACTION:G407-E1554@1:OK	G407-E1554	RUNNING:G407-E1554@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
83	1882	G407-S110	9	f75r	BIOLOGICAL	ACTION:G407-E1555@2:K	G407-E1555	RUNNING:G407-E1555@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
84	1890	G407-S111	1	f75r	BIOLOGICAL	ACTION:G407-E1561@1:OK	G407-E1561	RUNNING:G407-E1561@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
85	1893	G407-S112	1	f75r	BIOLOGICAL	ACTION:G407-E1562@1:OK	G407-E1562	RUNNING:G407-E1562@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
86	1896	G407-S113	1	f75r	BIOLOGICAL	ACTION:G407-E1564@1:OK	G407-E1564	RUNNING:G407-E1564@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
87	1899	G407-S114	1	f75r	BIOLOGICAL	ACTION:G407-E1566@2:CH	G407-E1566	RUNNING:G407-E1566@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
88	1900	G407-S114	2	f75r	BIOLOGICAL	ACTION:G407-E1567@1:SH	G407-E1567	RUNNING:G407-E1567@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
89	1901	G407-S114	3	f75r	BIOLOGICAL	ACTION:G407-E1567@2:OK	G407-E1567	RUNNING:G407-E1567@2	OK	GDT582_RETAINED_NON_TARGET	2	AIN+Y	Anwendungsportion|Stationsansatz	Beschicke oder bereite die Anwendungsportion und den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
90	1902	G407-S114	4	f75r	BIOLOGICAL	ACTION:G407-E1569@1:OK	G407-E1569	RUNNING:G407-E1569@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
91	1905	G407-S115	1	f75r	BIOLOGICAL	ACTION:G407-E1570@1:OK	G407-E1570	RUNNING:G407-E1570@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
92	1907	G407-S115	3	f75r	BIOLOGICAL	ACTION:G407-E1572@1:P	G407-E1572	RUNNING:G407-E1572@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
93	1910	G407-S115	6	f75r	BIOLOGICAL	ACTION:G407-E1573@3:P	G407-E1573	RUNNING:G407-E1573@3	P	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Wende den Stationsansatz an	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
94	1913	G407-S115	9	f75r	BIOLOGICAL	ACTION:G407-E1578@1:K	G407-E1578	RUNNING:G407-E1578@1	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
95	1917	G407-S116	1	f75r	BIOLOGICAL	ACTION:G407-E1580@1:OK	G407-E1580	RUNNING:G407-E1580@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite an der Stations-Nebenstelle vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
96	1929	G407-S118	6	f75r	BIOLOGICAL	ACTION:G407-E1590@1:OK	G407-E1590	RUNNING:G407-E1590@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
97	1934	G407-S119	3	f75r	BIOLOGICAL	ACTION:G407-E1593@1:OK	G407-E1593	RUNNING:G407-E1593@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
98	1936	G407-S119	5	f75r	BIOLOGICAL	ACTION:G407-E1596@1:OK	G407-E1596	RUNNING:G407-E1596@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
99	1937	G407-S119	6	f75r	BIOLOGICAL	ACTION:G407-E1598@1:R	G407-E1598	RUNNING:G407-E1598@1	R	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Kennzeichne oder prüfe den Stationsansatz	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
100	1940	G407-S119	9	f75r	BIOLOGICAL	ACTION:G407-E1606@1:OK	G407-E1606	RUNNING:G407-E1606@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
101	1941	G407-S119	10	f75r	BIOLOGICAL	ACTION:G407-E1607@2:OK	G407-E1607	RUNNING:G407-E1607@2	OK	GDT582_RETAINED_NON_TARGET	2	AIN+Y	Anwendungsportion|Stationsansatz	Beschicke oder bereite die Anwendungsportion und den Stationsansatz in Anwendungsform vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
102	1942	G407-S119	11	f75r	BIOLOGICAL	ACTION:G407-E1609@1:CH	G407-E1609	RUNNING:G407-E1609@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
103	1943	G407-S119	12	f75r	BIOLOGICAL	ACTION:G407-E1609@2:K	G407-E1609	RUNNING:G407-E1609@2	K	GDT582_RETAINED_NON_TARGET	2	Y+OR	Stationsansatz|Becken- oder Körpereinheit	Führe den Stationsansatz und die Becken- oder Körpereinheit zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
104	1948	G407-S119	17	f75r	BIOLOGICAL	ACTION:G407-E1617@1:OK	G407-E1617	RUNNING:G407-E1617@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
105	1951	G407-S119	20	f75r	BIOLOGICAL	ACTION:G407-E1621@1:K	G407-E1621	RUNNING:G407-E1621@1	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
106	1954	G407-S119	23	f75r	BIOLOGICAL	ACTION:G407-E1624@1:P	G407-E1624	RUNNING:G407-E1624@1	P	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Wende den Stationsansatz an	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
107	1955	G407-S119	24	f75r	BIOLOGICAL	ACTION:G407-E1625@1:K	G407-E1625	RUNNING:G407-E1625@1	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
108	1957	G407-S119	26	f75r	BIOLOGICAL	ACTION:G407-E1626@1:OK	G407-E1626	RUNNING:G407-E1626@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
109	1958	G407-S119	27	f75r	BIOLOGICAL	ACTION:G407-E1627@1:OK	G407-E1627	RUNNING:G407-E1627@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
110	1963	G407-S119	32	f75r	BIOLOGICAL	ACTION:G407-E1630@3:OK	G407-E1630	RUNNING:G407-E1630@3	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite an der Stations-Nebenstelle vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
111	1964	G407-S119	33	f75r	BIOLOGICAL	ACTION:G407-E1631@1:OK	G407-E1631	RUNNING:G407-E1631@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
112	1966	G407-S119	35	f75r	BIOLOGICAL	ACTION:G407-E1632@2:K	G407-E1632	RUNNING:G407-E1632@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
113	1969	G407-S119	38	f75r	BIOLOGICAL	ACTION:G407-E1633@2:K	G407-E1633	RUNNING:G407-E1633@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
114	1971	G407-S119	40	f75r	BIOLOGICAL	ACTION:G407-E1635@1:CH	G407-E1635	RUNNING:G407-E1635@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
115	1975	G407-S119	44	f75r	BIOLOGICAL	ACTION:G407-E1639@1:SH	G407-E1639	RUNNING:G407-E1639@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
116	1976	G407-S119	45	f75r	BIOLOGICAL	ACTION:G407-E1639@2:CH	G407-E1639	RUNNING:G407-E1639@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
117	1977	G407-S119	46	f75r	BIOLOGICAL	ACTION:G407-E1639@3:K	G407-E1639	RUNNING:G407-E1639@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
118	1978	G407-S119	47	f75r	BIOLOGICAL	ACTION:G407-E1640@1:OK	G407-E1640	RUNNING:G407-E1640@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
119	1982	G407-S122	1	f75r	BIOLOGICAL	ACTION:G407-E1645@1:R	G407-E1645	RUNNING:G407-E1645@1	R	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Kennzeichne oder prüfe die Anwendungsportion an der Stations-Nebenstelle	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
120	1989	G407-S122	8	f75r	BIOLOGICAL	ACTION:G407-E1654@1:P	G407-E1654	RUNNING:G407-E1654@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
121	1991	G407-S122	10	f75r	BIOLOGICAL	ACTION:G407-E1655@1:SH	G407-E1655	RUNNING:G407-E1655@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
122	1995	G407-S122	14	f75r	BIOLOGICAL	ACTION:G407-E1657@1:P	G407-E1657	RUNNING:G407-E1657@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
123	1996	G407-S122	15	f75r	BIOLOGICAL	ACTION:G407-E1657@2:SH	G407-E1657	RUNNING:G407-E1657@2	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand von der Ausgangsstation oder aus dem Ausgangsbecken	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
124	1999	G407-S125	1	f75r	BIOLOGICAL	ACTION:G407-E1664@1:R	G407-E1664	RUNNING:G407-E1664@1	R	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Kennzeichne oder prüfe den Stationsansatz	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
125	2003	G407-S125	5	f75r	BIOLOGICAL	ACTION:G407-E1666@1:P	G407-E1666	RUNNING:G407-E1666@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
126	2006	G407-S126	1	f75r	BIOLOGICAL	ACTION:G407-E1667@1:OK	G407-E1667	RUNNING:G407-E1667@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II und entlang des Stationswegs oder Kanals vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
127	2011	G407-S126	6	f75r	BIOLOGICAL	ACTION:G407-E1670@3:CH	G407-E1670	RUNNING:G407-E1670@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
128	2023	G407-S130	5	f75r	BIOLOGICAL	ACTION:G407-E1690@1:CH	G407-E1690	RUNNING:G407-E1690@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
129	2024	G407-S130	6	f75r	BIOLOGICAL	ACTION:G407-E1690@2:K	G407-E1690	RUNNING:G407-E1690@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad II zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
130	2025	G407-S130	7	f75r	BIOLOGICAL	ACTION:G407-E1691@1:OK	G407-E1691	RUNNING:G407-E1691@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad I vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
131	2026	G407-S130	8	f75r	BIOLOGICAL	ACTION:G407-E1692@1:OK	G407-E1692	RUNNING:G407-E1692@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
132	2027	G407-S130	9	f75r	BIOLOGICAL	ACTION:G407-E1693@1:CH	G407-E1693	RUNNING:G407-E1693@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
133	2028	G407-S130	10	f75r	BIOLOGICAL	ACTION:G407-E1693@2:K	G407-E1693	RUNNING:G407-E1693@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
134	2029	G407-S130	11	f75r	BIOLOGICAL	ACTION:G407-E1694@1:OK	G407-E1694	RUNNING:G407-E1694@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
135	2032	G407-S130	14	f75r	BIOLOGICAL	ACTION:G407-E1698@1:K	G407-E1698	RUNNING:G407-E1698@1	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zur Zielstation oder ins Zielbecken zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
136	2036	G407-S131	1	f75r	BIOLOGICAL	ACTION:G407-E1700@1:OK	G407-E1700	RUNNING:G407-E1700@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
137	2041	G407-S132	1	f75r	BIOLOGICAL	ACTION:G407-E1703@1:OK	G407-E1703	RUNNING:G407-E1703@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad I vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
138	2042	G407-S132	2	f75r	BIOLOGICAL	ACTION:G407-E1704@1:CH	G407-E1704	RUNNING:G407-E1704@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
139	2043	G407-S132	3	f75r	BIOLOGICAL	ACTION:G407-E1704@2:K	G407-E1704	RUNNING:G407-E1704@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
140	2044	G407-S132	4	f75r	BIOLOGICAL	ACTION:G407-E1705@1:OK	G407-E1705	RUNNING:G407-E1705@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
141	2047	G407-S135	1	f75r	BIOLOGICAL	ACTION:G407-E1711@1:P	G407-E1711	RUNNING:G407-E1711@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
142	2052	G407-S136	1	f75r	BIOLOGICAL	ACTION:G407-E1714@1:OK	G407-E1714	RUNNING:G407-E1714@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
143	2053	G407-S136	2	f75r	BIOLOGICAL	ACTION:G407-E1716@1:CH	G407-E1716	RUNNING:G407-E1716@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
144	2061	G407-S140	1	f75r	BIOLOGICAL	ACTION:G407-E1721@1:OK	G407-E1721	RUNNING:G407-E1721@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
145	2066	G407-S141	3	f75r	BIOLOGICAL	ACTION:G407-E1727@1:OK	G407-E1727	RUNNING:G407-E1727@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
146	2067	G407-S141	4	f75r	BIOLOGICAL	ACTION:G407-E1728@1:CH	G407-E1728	RUNNING:G407-E1728@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
147	2068	G407-S141	5	f75r	BIOLOGICAL	ACTION:G407-E1728@2:CH	G407-E1728	RUNNING:G407-E1728@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
148	2076	G407-S143	4	f75r	BIOLOGICAL	ACTION:G407-E1732@2:K	G407-E1732	RUNNING:G407-E1732@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
149	2079	G407-S144	1	f75r	BIOLOGICAL	ACTION:G407-E1733@1:OK	G407-E1733	RUNNING:G407-E1733@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
150	2081	G407-S144	3	f75r	BIOLOGICAL	ACTION:G407-E1736@1:OK	G407-E1736	RUNNING:G407-E1736@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
