completed_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed
58	1935	G407-S119	4	f75r	ACTION:G407-E1594@1:SH	G407-E1594	RUNNING:G407-E1594@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1594:RUNNING:G407-E1594@3|RUNNING:G407-E1595@2	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
59	1938	G407-S119	7	f75r	ACTION:G407-E1599@1:SH	G407-E1599	RUNNING:G407-E1599@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1599:RUNNING:G407-E1599@3|RUNNING:G407-E1600@1|RUNNING:G407-E1601@1|RUNNING:G407-E1602@2|RUNNING:G407-E1604@1|RUNNING:G407-E1604@2	Halte den Stationsansatz, die Becken- oder Körpereinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz, die Badeinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung	YES
60	1939	G407-S119	8	f75r	ACTION:G407-E1605@1:SH	G407-E1605	RUNNING:G407-E1605@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1605:RUNNING:G407-E1605@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
61	1944	G407-S119	13	f75r	ACTION:G407-E1611@2:SH	G407-E1611	RUNNING:G407-E1611@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1611:RUNNING:G407-E1611@1|RUNNING:G407-E1611@4|RUNNING:G407-E1613@2	Halte den Stationsansatz und die Becken- oder Körpereinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	Halte den Stationsansatz und die Badeinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	YES
62	1947	G407-S119	16	f75r	ACTION:G407-E1616@1:SH	G407-E1616	RUNNING:G407-E1616@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1616:RUNNING:G407-E1616@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
63	1949	G407-S119	18	f75r	ACTION:G407-E1618@1:CHD	G407-E1618	RUNNING:G407-E1618@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1618@1:CHD	Behandle den Stationsansatz und die Becken- oder Körpereinheit	Behandle den Stationsansatz und die Stationseinheit	YES
64	1950	G407-S119	19	f75r	ACTION:G407-E1620@1:SH	G407-E1620	RUNNING:G407-E1620@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1620:RUNNING:G407-E1620@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
65	1952	G407-S119	21	f75r	ACTION:G407-E1622@1:CHD	G407-E1622	RUNNING:G407-E1622@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1622@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
66	1953	G407-S119	22	f75r	ACTION:G407-E1623@1:S	G407-E1623	RUNNING:G407-E1623@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
67	1956	G407-S119	25	f75r	ACTION:G407-E1625@2:SH	G407-E1625	RUNNING:G407-E1625@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1625:RUNNING:G407-E1625@4	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
68	1959	G407-S119	28	f75r	ACTION:G407-E1628@1:S	G407-E1628	RUNNING:G407-E1628@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T03_BOUND_COMPATIBLE_REFERENCE	Q02_RIGHT_SAME_EVENT_DEFINITE	DEFINITE	ACTION:G407-E1628@2:SH	Wähle die Einheit aus	Wähle den Körper aus	YES
69	1960	G407-S119	29	f75r	ACTION:G407-E1628@2:SH	G407-E1628	RUNNING:G407-E1628@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1628:RUNNING:G407-E1628@4	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
70	1962	G407-S119	31	f75r	ACTION:G407-E1630@1:CHD	G407-E1630	RUNNING:G407-E1630@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1630@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
71	1970	G407-S119	39	f75r	ACTION:G407-E1634@1:S	G407-E1634	RUNNING:G407-E1634@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1634@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
72	1972	G407-S119	41	f75r	ACTION:G407-E1635@2:T	G407-E1635	RUNNING:G407-E1635@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1635@2:T	Reguliere den Stationsansatz und die Becken- oder Körpereinheit über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz und die Stationseinheit über den Stationskontakt oder die Leitung	YES
73	1974	G407-S119	43	f75r	ACTION:G407-E1638@1:S	G407-E1638	RUNNING:G407-E1638@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1638@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
74	1980	G407-S121	1	f75r	ACTION:G407-E1644@2:CHD	G407-E1644	RUNNING:G407-E1644@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES
75	1984	G407-S122	3	f75r	ACTION:G407-E1648@1:SH	G407-E1648	RUNNING:G407-E1648@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1648:RUNNING:G407-E1649@1|RUNNING:G407-E1651@2|RUNNING:G407-E1653@2	Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	NO
76	1990	G407-S122	9	f75r	ACTION:G407-E1654@4:SH	G407-E1654	RUNNING:G407-E1654@4	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	UNIT	Badeinheit	die Badeinheit	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1654:RUNNING:G407-E1654@5	Halte die Becken- oder Körpereinheit im Bad	Halte die Badeinheit im Bad	YES
77	1992	G407-S122	11	f75r	ACTION:G407-E1655@2:T	G407-E1655	RUNNING:G407-E1655@2	T	T_AFTER_SH_COOL	GDT597_NONSH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1655@2:T	Lass den Stationsansatz anschließend abkühlen	Lass den Körper anschließend abkühlen	YES
78	1997	G407-S122	16	f75r	ACTION:G407-E1658@1:SH	G407-E1658	RUNNING:G407-E1658@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	denselben Körper	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E1656	Halte im Bad auf Grad I	Halte denselben Körper im Bad auf Grad I	YES
79	2001	G407-S125	3	f75r	ACTION:G407-E1665@1:T	G407-E1665	RUNNING:G407-E1665@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
80	2002	G407-S125	4	f75r	ACTION:G407-E1665@2:CHD	G407-E1665	RUNNING:G407-E1665@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1665@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
81	2004	G407-S125	6	f75r	ACTION:G407-E1666@2:CHD	G407-E1666	RUNNING:G407-E1666@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1665@2:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	YES
82	2010	G407-S126	5	f75r	ACTION:G407-E1670@1:SH	G407-E1670	RUNNING:G407-E1670@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E1670:RUNNING:G407-E1667@3	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
83	2012	G407-S126	7	f75r	ACTION:G407-E1670@4:T	G407-E1670	RUNNING:G407-E1670@4	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1670@4:T	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	NO
84	2014	G407-S126	9	f75r	ACTION:G407-E1673@1:SH	G407-E1673	RUNNING:G407-E1673@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E1670:RUNNING:G407-E1670@5	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES
85	2016	G407-S128	1	f75r	ACTION:G407-E1675@3:CHD	G407-E1675	RUNNING:G407-E1675@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES
86	2019	G407-S130	1	f75r	ACTION:G407-E1686@1:CHD	G407-E1686	RUNNING:G407-E1686@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	BODY_PART	Körperteil	das Körperteil	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1686@1:CHD	Behandle den Stationsansatz und die Anwendungsportion	Behandle den Körperteil	YES
87	2030	G407-S130	12	f75r	ACTION:G407-E1696@1:CHD	G407-E1696	RUNNING:G407-E1696@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1696@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
88	2034	G407-S130	16	f75r	ACTION:G407-E1699@1:SH	G407-E1699	RUNNING:G407-E1699@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E1696	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
89	2039	G407-S131	4	f75r	ACTION:G407-E1702@1:SH	G407-E1702	RUNNING:G407-E1702@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
90	2045	G407-S132	5	f75r	ACTION:G407-E1706@1:SH	G407-E1706	RUNNING:G407-E1706@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E1704	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
91	2049	G407-S135	3	f75r	ACTION:G407-E1711@3:SH	G407-E1711	RUNNING:G407-E1711@3	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1711:RUNNING:G407-E1711@4	Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken	NO
92	2050	G407-S135	4	f75r	ACTION:G407-E1713@1:SH	G407-E1713	RUNNING:G407-E1713@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E1711	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
93	2054	G407-S136	3	f75r	ACTION:G407-E1716@2:S	G407-E1716	RUNNING:G407-E1716@2	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1714@1:OK	Wähle die Einheit aus	Wähle dieselbe Anwendungsportion aus	YES
94	2056	G407-S137	1	f75r	ACTION:G407-E1717@1:SH	G407-E1717	RUNNING:G407-E1717@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	TYPE_DEFAULT:AIN	Halte im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	YES
95	2059	G407-S138	2	f75r	ACTION:G407-E1719@1:SH	G407-E1719	RUNNING:G407-E1719@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:AR	Halte im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken	Halte den Stationsansatz im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken	YES
96	2062	G407-S140	2	f75r	ACTION:G407-E1723@1:SH	G407-E1723	RUNNING:G407-E1723@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E1721	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
97	2065	G407-S141	2	f75r	ACTION:G407-E1726@1:CHD	G407-E1726	RUNNING:G407-E1726@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1726@1:CHD	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	NO
98	2069	G407-S141	6	f75r	ACTION:G407-E1728@3:T	G407-E1728	RUNNING:G407-E1728@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1727@1:OK	Temperiere auf Grad I	Temperiere dieselbe Anwendungsportion auf Grad I	YES
99	2071	G407-S142	1	f75r	ACTION:G407-E1729@2:T	G407-E1729	RUNNING:G407-E1729@2	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere auf Grad I und über den Stationskontakt oder die Leitung	Temperiere den Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung	YES
100	2074	G407-S143	2	f75r	ACTION:G407-E1731@1:S	G407-E1731	RUNNING:G407-E1731@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	UNIT	Stationseinheit	die Stationseinheit	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Wähle die Einheit aus	Wähle die Stationseinheit aus	YES
101	2086	G407-S144	8	f75r	ACTION:G407-E1740@2:T	G407-E1740	RUNNING:G407-E1740@2	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1739@1:K	Temperiere	Temperiere dieselbe Anwendungsportion	YES
102	2090	G407-S145	2	f75r	ACTION:G407-E1742@1:SH	G407-E1742	RUNNING:G407-E1742@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	DEFINITE	RIGHT:G407-E1742:RUNNING:G407-E1742@4	Halte im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
103	2091	G407-S145	3	f75r	ACTION:G407-E1742@3:T	G407-E1742	RUNNING:G407-E1742@3	T	T_AFTER_SH_COOL	GDT597_NONSH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1742@3:T	Lass den Stationsansatz anschließend abkühlen	Lass den Körper anschließend abkühlen	YES
104	2093	G407-S145	5	f75r	ACTION:G407-E1746@1:SH	G407-E1746	RUNNING:G407-E1746@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E1743:RUNNING:G407-E1743@2	Halte im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	YES
105	2095	G407-S151	1	f75r	ACTION:G407-E1758@1:SH	G407-E1758	RUNNING:G407-E1758@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1758:RUNNING:G407-E1757@1	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
106	2096	G407-S151	2	f75r	ACTION:G407-E1758@3:T	G407-E1758	RUNNING:G407-E1758@3	T	T_AFTER_SH_COOL	GDT597_NONSH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1758@3:T	Lass den Stationsansatz anschließend abkühlen	Lass den Körper anschließend abkühlen	YES
107	2100	G407-S153	2	f75r	ACTION:G407-E1761@3:CHD	G407-E1761	RUNNING:G407-E1761@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
108	2102	G407-S160	1	f75r	ACTION:G407-E1769@2:SH	G407-E1769	RUNNING:G407-E1769@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1769:RUNNING:G407-E1769@1	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
109	2105	G407-S165	2	f75r	ACTION:G407-E1776@1:SH	G407-E1776	RUNNING:G407-E1776@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
110	2108	G407-S166	2	f75r	ACTION:G407-E1778@1:SH	G407-E1778	RUNNING:G407-E1778@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT593:G407-E1777:AIN	Halte im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	YES
111	2111	G407-S168	2	f75r	ACTION:G407-E1781@2:SH	G407-E1781	RUNNING:G407-E1781@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	TYPE_DEFAULT:AIN	Halte im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	YES
112	2113	G407-S169	1	f75r	ACTION:G407-E1782@1:S	G407-E1782	RUNNING:G407-E1782@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	UNIT	Stationseinheit	die Stationseinheit	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Wähle die Einheit aus	Wähle die Stationseinheit aus	YES
113	2116	G407-S173	1	f75r	ACTION:G407-E1789@1:SH	G407-E1789	RUNNING:G407-E1789@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1789:RUNNING:G407-E1788@1	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
114	2118	G407-S177	1	f75r	ACTION:G407-E1795@2:SH	G407-E1795	RUNNING:G407-E1795@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1795:RUNNING:G407-E1794@2|RUNNING:G407-E1795@1	Halte die Becken- oder Körpereinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	Halte die Badeinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	YES
