statement_ordinal	statement_id	physical_page	register	owner_de	event_count	surface_sequence	corrected_recipe_sequence	action_chain_de	arguments_de	relations_de	grades_de	end_mode	focus_attachment_count	bounded_forward_count	owner_only_count	rule_families	scope_skeleton_de	pass1026_recipe_changed	scope_result
21	P1009-S021	f18r	HERBAL	große abgebildete Blütenpflanze	4	doldaiin qokchor ckhol olody	OL+AIIN | OK+CH+OR | CH+K+OL | OL+O+DY	SETZEN > NEHMEN > NEHMEN > GEBEN	WERT×1+EINHEIT×1	NONE	NONE	LICENSED_DY_CLOSE	2	1	0	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[große abgebildete Blütenpflanze] > HANDLUNG[SETZEN×1+NEHMEN×2+GEBEN×1] > ARG[WERT×1+EINHEIT×1] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
22	P1009-S022	f18r	HERBAL	große abgebildete Blütenpflanze	31	okal dy dary chol chcthal okshal chykald dar shor qokchol ol ydaiin sotchaiin chokchy chckhol chor g ychair cthol daiin qokchy cthy or shaiin cthar cthal okal dar ychekch y kchaiin	OK+AL | Y | DA+R+Y | OL | CH+T+AL | OK+SH+AL | OK+AL | D_ADDR+AR | SH+OR | OK+OL | OL | Y+D_ADDR+AIIN | S+OT+AIIN | OK+CH+Y | CH+K+OL | CH+OR | LOCAL_CHAR_G | Y+CH+AIR | CH+T+OL | AIIN | OK+Y | CH+T+Y | OR | SH+AIIN | CH+T+AR | CH+T+AL | OK+AL | D_ADDR+AR | Y+CH+K | Y | K+CH+AIIN	SETZEN > MARKIEREN > NEHMEN > EINSTELLEN > SETZEN > HALTEN > SETZEN > HALTEN > SETZEN > WÄHLEN > SETZEN > NEHMEN > NEHMEN > GEBEN > NEHMEN > NEHMEN > NEHMEN > EINSTELLEN > SETZEN > NEHMEN > EINSTELLEN > HALTEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > SETZEN > NEHMEN > GEBEN > GEBEN > NEHMEN	WERT×5+EINHEIT×3+AKTIVER POSTEN×9	ZIELORT×6+AUSGANG×3+LAUF×1	NONE	VISIBLE_PARAGRAPH_BOUNDARY	27	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[große abgebildete Blütenpflanze] > HANDLUNG[SETZEN×7+NEHMEN×11+HALTEN×3+GEBEN×3+WÄHLEN×1+EINSTELLEN×5+MARKIEREN×1] > ARG[WERT×5+EINHEIT×3+AKTIVER POSTEN×9] > REL[ZIELORT×6+AUSGANG×3+LAUF×1] > GRAD[NONE] > VISIBLE_PARAGRAPH_BOUNDARY	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
23	P1009-S023	f55v	HERBAL	große aromatische Doldenpflanze	8	kcheedchdy oedain chckhy otoldaiin dodyd oeeed yteey okeedy	K+CH+EE+D_ADDR+CHD+Y | O+E+D_ADDR+AIN | CH+K+Y | OT+OL+D_ADDR+AIIN | D_ADDR+O+DY+D_LABEL | O+EEE+D_ADDR | Y+T+EE+Y | OK+EE+DY	GEBEN > NEHMEN > UMSETZEN > NEHMEN > GEBEN > EINSTELLEN > SETZEN	WERT×1+ANTEIL×1+AKTIVER POSTEN×4	NONE	GRAD I×1+GRAD II×3+GRAD III×1	LICENSED_DY_CLOSE	11	0	0	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[SETZEN×1+NEHMEN×2+GEBEN×2+EINSTELLEN×1+UMSETZEN×1] > ARG[WERT×1+ANTEIL×1+AKTIVER POSTEN×4] > REL[NONE] > GRAD[GRAD I×1+GRAD II×3+GRAD III×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
24	P1009-S024	f55v	HERBAL	große aromatische Doldenpflanze	22	qoaiin okeody ykeesan qokeeey os ain qool al chedy sar aiin ol kar am okar chckhdy cheody keeyfar al ochedy qokain ody	CARRIER_Q+O+AIIN | OK+E+O+D_ADDR+Y | Y+K+EE+S+AN | OK+EEE+Y | OS | AIN | CARRIER_Q+O+OL | AL | CHD+Y | S+AR | AIIN | OL | K+AR | AM_ADDR | OK+AR | CH+CH+K+D_ADDR+Y | CH+E+O+Y | K+EE+Y+LOCAL_CHAR_F+AR | AL | O+CHD+Y | OK+AIN | O+DY	SETZEN > GEBEN > WÄHLEN > SETZEN > UMSETZEN > WÄHLEN > GEBEN > SETZEN > NEHMEN > NEHMEN > GEBEN > NEHMEN > GEBEN > UMSETZEN > SETZEN	WERT×2+ANTEIL×2+AKTIVER POSTEN×8	ZIELORT×2+AUSGANG×4	GRAD I×2+GRAD II×2+GRAD III×1	LICENSED_DY_CLOSE	23	1	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[SETZEN×4+NEHMEN×3+GEBEN×4+WÄHLEN×2+UMSETZEN×2] > ARG[WERT×2+ANTEIL×2+AKTIVER POSTEN×8] > REL[ZIELORT×2+AUSGANG×4] > GRAD[GRAD I×2+GRAD II×2+GRAD III×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
25	P1009-S025	f55v	HERBAL	große aromatische Doldenpflanze	5	qokaiin chaiin ykain ykan ody	OK+AIIN | CH+AIIN | Y+K+AIN | Y+K+AN | O+DY	SETZEN > NEHMEN > GEBEN > GEBEN	WERT×2+ANTEIL×1+AKTIVER POSTEN×2	NONE	NONE	LICENSED_DY_CLOSE	5	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[SETZEN×1+NEHMEN×1+GEBEN×2] > ARG[WERT×2+ANTEIL×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
26	P1009-S026	f55v	HERBAL	große aromatische Doldenpflanze	56	daiin chedy talam ykaiin daiin ykair cheky daiiny okchd ykain sheokey or ain ch kchdy pchal ar aldy dary tar chedy qokaiin okar qol otar cho ar talody okar y ykaky qokchy okal chey or or aiin okaiin ykain otaky oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol ykaiin cheoar cheeky oldy	AIIN | CHD+Y | T+AL+AM_ADDR | Y+K+AIIN | AIIN | Y+K+AIR | CH+K+E+Y | D_ADDR+AIIN+Y | OK+CHD | Y+K+AIN | SH+E+OK+E+Y | OR | AIN | CH | K+CHD+Y | P+CH+AL | AR | AL+D_ADDR+Y | DA+R+Y | T+AR | CHD+Y | OK+AIIN | OK+AR | OL | OT+AR | HO | AR | T+AL+O+D_ADDR+Y | OK+AR | Y | Y+K+A_ADDR+K+Y | OK+Y | OK+AL | Y | OR | OR | AIIN | OK+AIIN | Y+K+AIN | OT+A_ADDR+K+Y | O+AIIN | OL | S | AIIN | OK+AIIN | OK+Y | Y+T+AIIN | OT+AR | Y | K+AL | Y+K+AR | OL | Y+K+AIIN | CH+E+O+AR | CH+K+EE+Y | OL+DY	UMSETZEN > EINSTELLEN > GEBEN > GEBEN > NEHMEN > GEBEN > SETZEN > UMSETZEN > GEBEN > HALTEN > SETZEN > NEHMEN > GEBEN > UMSETZEN > EINSETZEN > NEHMEN > MARKIEREN > EINSTELLEN > UMSETZEN > SETZEN > SETZEN > EINSTELLEN > SETZEN > GEBEN > GEBEN > SETZEN > SETZEN > SETZEN > GEBEN > GEBEN > WÄHLEN > SETZEN > SETZEN > EINSTELLEN > GEBEN > GEBEN > GEBEN > NEHMEN > NEHMEN > GEBEN	WERT×12+ANTEIL×3+EINHEIT×3+AKTIVER POSTEN×25	ZIELORT×6+AUSGANG×9+LAUF×1	GRAD I×4+GRAD II×1	LICENSED_DY_CLOSE	64	1	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[SETZEN×10+NEHMEN×5+HALTEN×1+GEBEN×13+WÄHLEN×1+EINSTELLEN×4+UMSETZEN×4+MARKIEREN×1+EINSETZEN×1] > ARG[WERT×12+ANTEIL×3+EINHEIT×3+AKTIVER POSTEN×25] > REL[ZIELORT×6+AUSGANG×9+LAUF×1] > GRAD[GRAD I×4+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
27	P1009-S027	f55v	HERBAL	große aromatische Doldenpflanze	15	aiin okal oltchy or y orain daiin ar cheky olkeechy sl ar aiin daiin otam	AIIN | OK+AL | OL+T+Y | OR | Y | OR+AIN | AIIN | AR | CH+K+E+Y | OL+K+EE+CH+Y | S+L | AR | AIIN | AIIN | OT+AM_ADDR	SETZEN > EINSTELLEN > NEHMEN > GEBEN > GEBEN > NEHMEN > WÄHLEN	WERT×4+ANTEIL×1+EINHEIT×2+AKTIVER POSTEN×4	ZIELORT×1+AUSGANG×2+VERBINDUNG×1	GRAD I×1+GRAD II×1	PAGE_END_OPEN	17	1	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	BESITZER[große aromatische Doldenpflanze] > HANDLUNG[SETZEN×1+NEHMEN×2+GEBEN×2+WÄHLEN×1+EINSTELLEN×1] > ARG[WERT×4+ANTEIL×1+EINHEIT×2+AKTIVER POSTEN×4] > REL[ZIELORT×1+AUSGANG×2+VERBINDUNG×1] > GRAD[GRAD I×1+GRAD II×1] > PAGE_END_OPEN	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
28	P1009-S028	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	6	o chal chchs y oty esedy	O | CH+AL | CH+CH+S | Y | OT+Y | E+S+E+DY	NEHMEN > NEHMEN > NEHMEN > WÄHLEN > WÄHLEN	AKTIVER POSTEN×2	ZIELORT×1	GRAD I×2	LICENSED_DY_CLOSE	5	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[stachelköpfiges Kraut in mehreren Reifestufen] > HANDLUNG[NEHMEN×3+WÄHLEN×2] > ARG[AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
29	P1009-S029	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	45	chy ychocphy chorchy chy chokchey chol choly korchy chykey choty shokaiin olchey chokchol chey keey qokeey chokeey choksy qot chor chor chokor chkor chy okar chdy chochor cho chodaly daiin ykcho dy dchey keey daiin y sho kchol otchor choky dal schol choy choky cheeckhody	Y | Y+CH+O+CH+P+Y | CH+OR+CH+Y | Y | OK+CH+E+Y | OL | OL+Y | K+OR+CH+Y | CH+Y+K+E+Y | CH+OT+Y | SH+OK+AIIN | OL+Y | OK+OL | Y | K+EE+Y | OK+EE+Y | OK+EE+Y | OK+S+Y | OT | CH+OR | CH+OR | OK+OR | CH+K+OR | Y | OK+AR | CHD+Y | HO+CH+OR | HO | HO+AL+Y | AIIN | Y+K+CH+O | Y | CH+E+Y | K+EE+Y | AIIN | Y | SH+O | K+OL | OT+CH+OR | OK+Y | AL | RESUME_CARD | HO+Y | OK+Y | CH+EE+CH+K+O+DY	NEHMEN > NEHMEN > EINSETZEN > NEHMEN > NEHMEN > SETZEN > NEHMEN > GEBEN > NEHMEN > NEHMEN > GEBEN > NEHMEN > HALTEN > SETZEN > SETZEN > GEBEN > SETZEN > SETZEN > SETZEN > WÄHLEN > NEHMEN > NEHMEN > SETZEN > NEHMEN > GEBEN > SETZEN > UMSETZEN > NEHMEN > GEBEN > NEHMEN > NEHMEN > GEBEN > HALTEN > GEBEN > NEHMEN > SETZEN > SETZEN > NEHMEN > NEHMEN > GEBEN	WERT×3+EINHEIT×8+AKTIVER POSTEN×28	ZIELORT×2+AUSGANG×1	GRAD I×3+GRAD II×5	LICENSED_DY_CLOSE	50	1	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	BESITZER[stachelköpfiges Kraut in mehreren Reifestufen] > HANDLUNG[SETZEN×10+NEHMEN×17+HALTEN×2+GEBEN×8+WÄHLEN×1+UMSETZEN×1+EINSETZEN×1] > ARG[WERT×3+EINHEIT×8+AKTIVER POSTEN×28] > REL[ZIELORT×2+AUSGANG×1] > GRAD[GRAD I×3+GRAD II×5] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
30	P1009-S030	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	54	tchoky kchol shol chotchey tchol yt chor otchy chok y t chey r okaiin shy kcheey daiin cthol chos chokor sh cho kchey qokokchy okchy chokcheo kchal s chol chotol qotchy tcho tchol chol cthy qotchy chody ctho r chey kcharg chokeey qokcheey schey d aiin dy sho chokchy kchoar sotodan otchey keol daiin	T+OK+Y | K+OL | SH+OL | CH+OT+CH+E+Y | T+OL | Y+T | CH+OR | OT+CH+Y | OK | Y | T | Y | R | OK+AIIN | Y | K+CH+EE+Y | AIIN | CH+T+OL | CH+O+S | OK+OR | SH | HO | K+CH+E+Y | OK+OK+CH+Y | OK+Y | OK+CH+E+O | K+CH+AL | S | OL | CH+OT+OL | OT+Y | T+CH+O | T+OL | OL | CH+T+Y | OT+Y | CH+O+D_ADDR+Y | CH+T+O | R | Y | K+CH+AR+LOCAL_CHAR_G | OK+EE+Y | OK+CH+EE+Y | S+CH+E+Y | D_ADDR | AIIN | Y | SH+O | OK+CH+Y | K+CH+O+AR | S+OT+O+D_ADDR+AN | OT+Y | K+E+OL | AIIN	EINSTELLEN > SETZEN > GEBEN > HALTEN > NEHMEN > NEHMEN > EINSTELLEN > EINSTELLEN > NEHMEN > NEHMEN > SETZEN > EINSTELLEN > MARKIEREN > SETZEN > GEBEN > NEHMEN > NEHMEN > EINSTELLEN > NEHMEN > WÄHLEN > SETZEN > HALTEN > GEBEN > NEHMEN > SETZEN > SETZEN > NEHMEN > SETZEN > SETZEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > NEHMEN > EINSTELLEN > NEHMEN > NEHMEN > EINSTELLEN > MARKIEREN > GEBEN > NEHMEN > SETZEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > HALTEN > SETZEN > NEHMEN > GEBEN > NEHMEN > WÄHLEN > GEBEN	WERT×4+EINHEIT×2+AKTIVER POSTEN×22	ZIELORT×1+AUSGANG×2	GRAD I×5+GRAD II×3	PAGE_END_OPEN	39	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[stachelköpfiges Kraut in mehreren Reifestufen] > HANDLUNG[SETZEN×11+NEHMEN×21+HALTEN×3+GEBEN×7+WÄHLEN×4+EINSTELLEN×9+MARKIEREN×2] > ARG[WERT×4+EINHEIT×2+AKTIVER POSTEN×22] > REL[ZIELORT×1+AUSGANG×2] > GRAD[GRAD I×5+GRAD II×3] > PAGE_END_OPEN	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
31	P1009-S031	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	7	opodchol s ain aldy soeey doiin oldy	O+P+O+D_ADDR+OL | S | AIN | AL+D_ADDR+Y | S+O+EE+Y | D_ADDR+O+IIN | OL+DY	EINSETZEN > WÄHLEN > WÄHLEN	ANTEIL×1+AKTIVER POSTEN×2	ZIELORT×1	GRAD II×1	LICENSED_DY_CLOSE	5	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[WÄHLEN×2+EINSETZEN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
32	P1009-S032	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	19	odaeiin okoes oekain y otchey soraiir dy qopchy daiin dal ydchos ain ar amy chocfhy saral sain am ar	O+DA+E+IIN | OK+O+E+S | O+E+K+AIN | Y | OT+Y | S+OR+AIIN+R | Y | O+P+Y | AIIN | AL | Y+D_ADDR+CH+O+S | AIN | AR | AM_ADDR+Y | CH+O+CH+LOCAL_CHAR_F+Y | S+AR+AL | S+AIN | AM_ADDR | AR	SETZEN > WÄHLEN > GEBEN > WÄHLEN > MARKIEREN > EINSETZEN > NEHMEN > WÄHLEN > NEHMEN > NEHMEN > WÄHLEN > WÄHLEN	WERT×2+ANTEIL×3+EINHEIT×1+AKTIVER POSTEN×7	ZIELORT×2+AUSGANG×3	GRAD I×3	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	21	1	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[SETZEN×1+NEHMEN×3+GEBEN×1+WÄHLEN×5+MARKIEREN×1+EINSETZEN×1] > ARG[WERT×2+ANTEIL×3+EINHEIT×1+AKTIVER POSTEN×7] > REL[ZIELORT×2+AUSGANG×3] > GRAD[GRAD I×3] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
33	P1009-S033	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	13	oparchy salsain sodar ofar ar ydam yteoor yto ykor okeo r aiin am	O+P+AR+CH+Y | S+AL+S+AIN | S+O+DA+R | O+LOCAL_CHAR_F+AR | AR | Y+DA+AM_ADDR | Y+T+E+O+OR | Y+T+O | Y+K+OR | OK+E+O | R | AIIN | AM_ADDR	EINSETZEN > NEHMEN > WÄHLEN > WÄHLEN > WÄHLEN > MARKIEREN > EINSTELLEN > EINSTELLEN > GEBEN > SETZEN > MARKIEREN	WERT×1+ANTEIL×1+EINHEIT×2+AKTIVER POSTEN×5	ZIELORT×1+AUSGANG×3	GRAD I×2	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	15	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[SETZEN×1+NEHMEN×1+GEBEN×1+WÄHLEN×3+EINSTELLEN×2+MARKIEREN×2+EINSETZEN×1] > ARG[WERT×1+ANTEIL×1+EINHEIT×2+AKTIVER POSTEN×5] > REL[ZIELORT×1+AUSGANG×3] > GRAD[GRAD I×2] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
34	P1009-S034	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	1	ytody	Y+T+O+DY	EINSTELLEN	AKTIVER POSTEN×1	NONE	NONE	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[EINSTELLEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
35	P1009-S035	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	3	saiin ochol olol	S+AIIN | O+OL | OL+OL	WÄHLEN	WERT×1	NONE	NONE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[WÄHLEN×1] > ARG[WERT×1] > REL[NONE] > GRAD[NONE] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
36	P1009-S036	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	7	dosar odas air alaiin dokan oear odal	D_ADDR+O+S+AR | O+DA+S | AIR | AL+AIIN | D_ADDR+OK+AN | O+E+AR | O+DA+L	WÄHLEN > WÄHLEN > SETZEN	WERT×1	ZIELORT×1+AUSGANG×2+VERBINDUNG×1+LAUF×1	GRAD I×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	7	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|PREVIOUS_CARD_STACK	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[SETZEN×1+WÄHLEN×2] > ARG[WERT×1] > REL[ZIELORT×1+AUSGANG×2+VERBINDUNG×1+LAUF×1] > GRAD[GRAD I×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
37	P1009-S037	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	6	chol giin okol ytor daiin or	OL | LOCAL_CHAR_G+IIN | OK+OL | Y+T+OR | AIIN | OR	SETZEN > EINSTELLEN	WERT×1+EINHEIT×2+AKTIVER POSTEN×1	NONE	NONE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	4	0	0	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[SETZEN×1+EINSTELLEN×1] > ARG[WERT×1+EINHEIT×2+AKTIVER POSTEN×1] > REL[NONE] > GRAD[NONE] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
38	P1009-S038	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	18	otoldos octhole sor chedaiin dy yteos oiin og ytoeopchey chekody sosho chos ockhy daiin aiin os qsg ofydy	OT+OL+D_ADDR+O+S | O+CH+T+OL+E | S+OR | CHD+AIIN | Y | Y+T+E+O+S_ADDR | O+IIN | O+G_LABEL | Y+T+O+E+O+P+CH+E+Y | CH+K+O+D_ADDR+Y | S+O+SH+O | CH+O+S | O+CH+K+Y | AIIN | AIIN | OS | CARRIER_Q+S+G_LABEL | O+LOCAL_CHAR_F+Y+DY	WÄHLEN > NEHMEN > EINSTELLEN > WÄHLEN > UMSETZEN > EINSTELLEN > EINSTELLEN > EINSETZEN > NEHMEN > NEHMEN > GEBEN > WÄHLEN > HALTEN > NEHMEN > WÄHLEN > NEHMEN > GEBEN > WÄHLEN	WERT×3+EINHEIT×1+AKTIVER POSTEN×7	NONE	GRAD I×4	LICENSED_DY_CLOSE	15	0	0	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[NEHMEN×5+HALTEN×1+GEBEN×2+WÄHLEN×5+EINSTELLEN×3+UMSETZEN×1+EINSETZEN×1] > ARG[WERT×3+EINHEIT×1+AKTIVER POSTEN×7] > REL[NONE] > GRAD[GRAD I×4] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
39	P1009-S039	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	7	sheody aiin ycheody es odaiiin yekees oraly	SH+E+O+D_ADDR+Y | AIIN | Y+CH+E+O+D_ADDR+Y | E+S | O+DA+LOCAL_CHAR_I+IIN | Y+E+K+EE+S | OR+AL+Y	HALTEN > NEHMEN > WÄHLEN > GEBEN > WÄHLEN	WERT×1+EINHEIT×1+AKTIVER POSTEN×5	ZIELORT×1	GRAD I×4+GRAD II×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	13	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[NEHMEN×1+HALTEN×1+GEBEN×1+WÄHLEN×2] > ARG[WERT×1+EINHEIT×1+AKTIVER POSTEN×5] > REL[ZIELORT×1] > GRAD[GRAD I×4+GRAD II×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
40	P1009-S040	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	9	todaiin dain dy os choer aiin choeea sal dadaiin	T+O+AIIN | AIN | Y | OS | CH+O+E+R | AIIN | CH+O+EE+A_ADDR | S+AL | DA+D_ADDR+AIIN	EINSTELLEN > NEHMEN > MARKIEREN > NEHMEN > WÄHLEN	WERT×3+ANTEIL×1+AKTIVER POSTEN×1	ZIELORT×1	GRAD I×1+GRAD II×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	8	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[zwei getrennte Himmelsräder und Tabelle] > HANDLUNG[NEHMEN×2+WÄHLEN×1+EINSTELLEN×1+MARKIEREN×1] > ARG[WERT×3+ANTEIL×1+AKTIVER POSTEN×1] > REL[ZIELORT×1] > GRAD[GRAD I×1+GRAD II×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
