replay_event_id	event_id	pass1026_event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	pass1026_change	all_atoms_on_fixed_sheet	outside_surface_pages	outside_recipe_pages	outside_surface_registers	outside_recipe_registers	page_replay_result	register_replay_result
G399-E0071	P912-E0071	P1026-E0071	f10r	HERBAL	P1009-S002	f10r.9	oykchor	O+Y+K+CH+OR	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0072	P912-E0072	P1026-E0072	f10r	HERBAL	P1009-S002	f10r.9	shor	SH+OR	2	UNCHANGED	YES	f11r|f17r|f18r|f77r|f88v|f89r	f11r|f17r|f18r|f77r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0073	P912-E0073	P1026-E0073	f10r	HERBAL	P1009-S002	f10r.9	chor	CH+OR	2	UNCHANGED	YES	f13r|f17r|f18r|f56r|f88r|f88v|f89r	f13r|f17r|f18r|f56r|f88r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0074	P912-E0074	P1026-E0074	f10r	HERBAL	P1009-S002	f10r.9	chy	Y	1	UNCHANGED	YES	f11r|f17r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f89r	f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0075	P912-E0075	P1026-E0075	f10r	HERBAL	P1009-S002	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0076	P912-E0076	P1026-E0076	f10r	HERBAL	P1009-S002	f10r.9	dy	Y	1	UNCHANGED	YES	f11r|f13r|f18r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0077	P912-E0077	P1026-E0077	f10r	HERBAL	P1009-S002	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	4	UNCHANGED	YES	f76r|f89r	f76r|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0078	P912-E0078	P1026-E0078	f10r	HERBAL	P1009-S002	f10r.10	oqotor	O+OT+OR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0079	P912-E0079	P1026-E0079	f10r	HERBAL	P1009-S002	f10r.10	otor	OT+OR	2	UNCHANGED	YES	f68r1|f71v|f83r	f68r1|f71v|f83r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0080	P912-E0080	P1026-E0080	f10r	HERBAL	P1009-S002	f10r.10	cfhy	CH+LOCAL_CHAR_F+Y	3	UNCHANGED	YES	f11r	f11r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0081	P912-E0081	P1026-E0081	f10r	HERBAL	P1009-S002	f10r.10	cthor	CH+T+OR	3	UNCHANGED	YES	f18r	f18r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0082	P912-E0082	P1026-E0082	f10r	HERBAL	P1009-S002	f10r.10	osain	O+S+AIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0083	P912-E0083	P1026-E0083	f10r	HERBAL	P1009-S002	f10r.10	ytoiin	Y+T+O+IIN	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0084	P912-E0084	P1026-E0084	f10r	HERBAL	P1009-S002	f10r.11	otchoshor	OT+CH+O+SH+OR	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0085	P912-E0085	P1026-E0085	f10r	HERBAL	P1009-S002	f10r.11	qoty	OT+Y	2	UNCHANGED	YES	f11r|f13r|f75r|f76r|f77r|f81v|f82r|f83r	f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	BIOLOGICAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0086	P912-E0086	P1026-E0086	f10r	HERBAL	P1009-S002	f10r.11	qotor	OT+OR	2	UNCHANGED	YES	NONE	f68r1|f71v|f83r	NONE	BIOLOGICAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0087	P912-E0087	P1026-E0087	f10r	HERBAL	P1009-S002	f10r.11	cthyd	CH+T+Y+D_ADDR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0088	P912-E0088	P1026-E0088	f10r	HERBAL	P1009-S002	f10r.11	otar	OT+AR	2	UNCHANGED	YES	f55v|f71v|f72r|f75r|f76r|f81v	f55v|f71v|f72r|f75r|f76r|f81v|f83r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0089	P912-E0089	P1026-E0089	f10r	HERBAL	P1009-S002	f10r.12	odaiin	O+D_ADDR+AIIN	3	UNCHANGED	YES	f88v	f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0090	P912-E0090	P1026-E0090	f10r	HERBAL	P1009-S002	f10r.12	daiin	AIIN	1	UNCHANGED	YES	f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0091	P912-E0091	P1026-E0091	f10r	HERBAL	P1009-S002	f10r.12	qotchy	OT+Y	2	UNCHANGED	YES	f11r|f56r	f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	NONE	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0092	P912-E0092	P1026-E0092	f10r	HERBAL	P1009-S002	f10r.12	qotor	OT+OR	2	UNCHANGED	YES	NONE	f68r1|f71v|f83r	NONE	BIOLOGICAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0093	P912-E0093	P1026-E0093	f11r	HERBAL	P1009-S003	f11r.1	tshol	T+SH+OL	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0094	P912-E0094	P1026-E0094	f11r	HERBAL	P1009-S003	f11r.1	schoal	SH+O+AL	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0095	P912-E0095	P1026-E0095	f11r	HERBAL	P1009-S003	f11r.1	cfhy	CH+LOCAL_CHAR_F+Y	3	UNCHANGED	YES	f10r	f10r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0096	P912-E0096	P1026-E0096	f11r	HERBAL	P1009-S003	f11r.1	shfydaiin	SH+Y+AIIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0097	P912-E0097	P1026-E0097	f11r	HERBAL	P1009-S003	f11r.1	cphy	CH+P+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0098	P912-E0098	P1026-E0098	f11r	HERBAL	P1009-S003	f11r.1	shey	SH+E+Y	3	UNCHANGED	YES	f13r|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	f13r|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0099	P912-E0099	P1026-E0099	f11r	HERBAL	P1009-S003	f11r.1	tchody	T+CH+O+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0100	P912-E0100	P1026-E0100	f11r	HERBAL	P1009-S004	f11r.1	shoyty	SH+O+Y+T+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0101	P912-E0101	P1026-E0101	f11r	HERBAL	P1009-S004	f11r.2	socthody	S+O+CH+T+O+D_ADDR+Y	7	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0102	P912-E0102	P1026-E0102	f11r	HERBAL	P1009-S004	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0103	P912-E0103	P1026-E0103	f11r	HERBAL	P1009-S004	f11r.2	y	Y	1	UNCHANGED	YES	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81v|f88v|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0104	P912-E0104	P1026-E0104	f11r	HERBAL	P1009-S004	f11r.2	kshy	K+SH+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0105	P912-E0105	P1026-E0105	f11r	HERBAL	P1009-S004	f11r.2	daiin	AIIN	1	UNCHANGED	YES	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0106	P912-E0106	P1026-E0106	f11r	HERBAL	P1009-S004	f11r.2	ytchy	Y+T+Y	3	UNCHANGED	YES	f13r	f10r|f13r|f89r	NONE	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0107	P912-E0107	P1026-E0107	f11r	HERBAL	P1009-S004	f11r.2	ytchoky	Y+T+OK+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0108	P912-E0108	P1026-E0108	f11r	HERBAL	P1009-S004	f11r.2	kchol	K+OL	2	UNCHANGED	YES	f13r|f56r	f13r|f56r|f72r|f75r	NONE	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0109	P912-E0109	P1026-E0109	f11r	HERBAL	P1009-S004	f11r.2	daiin	AIIN	1	UNCHANGED	YES	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0110	P912-E0110	P1026-E0110	f11r	HERBAL	P1009-S004	f11r.3	qoty	OT+Y	2	UNCHANGED	YES	f10r|f13r|f75r|f76r|f77r|f81v|f82r|f83r	f10r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	BIOLOGICAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0111	P912-E0111	P1026-E0111	f11r	HERBAL	P1009-S004	f11r.3	chol	OL	1	UNCHANGED	YES	f10r|f13r|f17r|f18r|f56r|f67r2|f72r|f76r|f77r|f88r|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0112	P912-E0112	P1026-E0112	f11r	HERBAL	P1009-S004	f11r.3	cthy	CH+T+Y	3	UNCHANGED	YES	f10r|f17r|f18r|f56r	f10r|f17r|f18r|f56r|f75r|f76r|f83r	NONE	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0113	P912-E0113	P1026-E0113	f11r	HERBAL	P1009-S004	f11r.3	dor	D_ADDR+OR	2	UNCHANGED	YES	f13r|f17r|f75r|f83r	f13r|f17r|f75r|f83r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0114	P912-E0114	P1026-E0114	f11r	HERBAL	P1009-S004	f11r.3	ykychy	Y+K+Y+CH+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0115	P912-E0115	P1026-E0115	f11r	HERBAL	P1009-S004	f11r.3	choty	CH+OT+Y	3	UNCHANGED	YES	f56r|f72r	f56r|f72r	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0116	P912-E0116	P1026-E0116	f11r	HERBAL	P1009-S004	f11r.3	dain	AIN	1	UNCHANGED	YES	f10r|f18r|f67r2|f75r|f76r|f81v|f83r|f88v|f89r	f10r|f18r|f55v|f67r2|f75r|f76r|f77r|f81v|f83r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0117	P912-E0117	P1026-E0117	f11r	HERBAL	P1009-S004	f11r.3	chaiin	CH+AIIN	2	UNCHANGED	YES	f10r|f55v	f10r|f55v|f89r	NONE	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0118	P912-E0118	P1026-E0118	f11r	HERBAL	P1009-S004	f11r.3	daiin	AIIN	1	UNCHANGED	YES	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0119	P912-E0119	P1026-E0119	f11r	HERBAL	P1009-S004	f11r.3	dod	D_ADDR+O+D_ADDR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0120	P912-E0120	P1026-E0120	f11r	HERBAL	P1009-S004	f11r.4	dchol	D_ADDR+OL	2	UNCHANGED	YES	f13r	f13r|f76r|f77r|f81v|f82r|f88r|f89r	NONE	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0121	P912-E0121	P1026-E0121	f11r	HERBAL	P1009-S004	f11r.4	chy	Y	1	UNCHANGED	YES	f10r|f17r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0122	P912-E0122	P1026-E0122	f11r	HERBAL	P1009-S004	f11r.4	kchy	K+Y	2	UNCHANGED	YES	f13r	f13r|f76r|f81v|f89r	NONE	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0123	P912-E0123	P1026-E0123	f11r	HERBAL	P1009-S004	f11r.4	dy	Y	1	UNCHANGED	YES	f10r|f13r|f18r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0124	P912-E0124	P1026-E0124	f11r	HERBAL	P1009-S004	f11r.4	daiin	AIIN	1	UNCHANGED	YES	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0125	P912-E0125	P1026-E0125	f11r	HERBAL	P1009-S004	f11r.5	tchol	T+OL	2	UNCHANGED	YES	f56r	f56r|f83r|f88v|f89r	NONE	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0126	P912-E0126	P1026-E0126	f11r	HERBAL	P1009-S004	f11r.5	shor	SH+OR	2	UNCHANGED	YES	f10r|f17r|f18r|f77r|f88v|f89r	f10r|f17r|f18r|f77r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0127	P912-E0127	P1026-E0127	f11r	HERBAL	P1009-S004	f11r.5	shor	SH+OR	2	UNCHANGED	YES	f10r|f17r|f18r|f77r|f88v|f89r	f10r|f17r|f18r|f77r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0128	P912-E0128	P1026-E0128	f11r	HERBAL	P1009-S004	f11r.5	dky	D_ADDR+K+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0129	P912-E0129	P1026-E0129	f11r	HERBAL	P1009-S004	f11r.5	y	Y	1	UNCHANGED	YES	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81v|f88v|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0130	P912-E0130	P1026-E0130	f11r	HERBAL	P1009-S004	f11r.5	daiin	AIIN	1	UNCHANGED	YES	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0131	P912-E0131	P1026-E0131	f11r	HERBAL	P1009-S004	f11r.5	cthy	CH+T+Y	3	UNCHANGED	YES	f10r|f17r|f18r|f56r	f10r|f17r|f18r|f56r|f75r|f76r|f83r	NONE	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0132	P912-E0132	P1026-E0132	f11r	HERBAL	P1009-S004	f11r.5	d	D_ADDR	1	UNCHANGED	YES	f13r|f17r|f56r|f72r|f77r|f82r	f13r|f17r|f56r|f72r|f77r|f82r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0133	P912-E0133	P1026-E0133	f11r	HERBAL	P1009-S004	f11r.5	y	Y	1	UNCHANGED	YES	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81v|f88v|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0134	P912-E0134	P1026-E0134	f11r	HERBAL	P1009-S004	f11r.5	chodl	CH+O+D_ADDR+L	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0135	P912-E0135	P1026-E0135	f11r	HERBAL	P1009-S004	f11r.5	daiin	AIIN	1	UNCHANGED	YES	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0136	P912-E0136	P1026-E0136	f11r	HERBAL	P1009-S004	f11r.6	odl	O+D_ADDR+L	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0137	P912-E0137	P1026-E0137	f11r	HERBAL	P1009-S004	f11r.6	d	D_ADDR	1	UNCHANGED	YES	f13r|f17r|f56r|f72r|f77r|f82r	f13r|f17r|f56r|f72r|f77r|f82r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0138	P912-E0138	P1026-E0138	f11r	HERBAL	P1009-S004	f11r.6	s	S	1	UNCHANGED	YES	f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0139	P912-E0139	P1026-E0139	f11r	HERBAL	P1009-S004	f11r.6	y	Y	1	UNCHANGED	YES	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81v|f88v|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0140	P912-E0140	P1026-E0140	f11r	HERBAL	P1009-S004	f11r.6	otol	OT+OL	2	UNCHANGED	YES	f10r|f75r|f88v|f89r	f10r|f75r|f77r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
