transition_serial	statement_id	unit_id	entry_boundary_class	observed_triggers	inferred_missing_slots	pre_state	owner_operation	active_operation	target_operation	previous_operation	operation_trace	post_state	compiler_state_path	backward_from_full_log	backward_from_post_state_only	irreducible_ambiguity_codes	record_local_contract
90	B3-S028	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:SPÜLEN? | CLOSURE:F101:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T012) -> PREVIOUS_ITEM:CARRY(B3:I001) -> TARGET/STATION:INTRODUCE(B3:T013;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
91	B3-S029	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:SPÜLEN? | CLOSURE:F102:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | LOCAL_PREVIOUS_CUE:PREVIOUS_PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION | PREVIOUS_ITEM	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T013) -> PREVIOUS_ITEM:CARRY(B3:I001) -> PREVIOUS_ITEM:RESUME(B3:I001;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B3:T014;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
92	B3-S030	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ANWENDEN? | EXACT_SELECTED:MASS? | CLOSURE:F103:OPEN > F104:TERMINAL | SOURCE_FROM:B3-LB08:CONTINUE_SAME_CLAUSE | SOURCE_TO:B3-LB08:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B3-LB08:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T014) -> PREVIOUS_ITEM:CARRY(B3:I001) -> TARGET/STATION:RESUME(B3:T014;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
93	B3-S031	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F105:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T014) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
94	B3-S032	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F106:TERMINAL | LOCAL_TARGET_FILLER:BROAD_VESSEL | LOCAL_PREVIOUS_CUE:SAME_DURATION	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T014) -> PREVIOUS_ITEM:CARRY(B3:I001) -> PREVIOUS_ITEM:RESUME(B3:I001;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B3:T015;LOCAL_BROAD_VESSEL)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
95	B3-S033	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F107:TERMINAL | SOURCE_FROM:B3-LB09:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T015) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
96	B3-S034	B3	START_NEW_CLAUSE	BOUNDARY:START_NEW_CLAUSE | EXACT_SELECTED:BEREIT? | CLOSURE:F108:TERMINAL | LOCAL_TARGET_FILLER:LOWER_BASIN | LOCAL_PREVIOUS_CUE:SAME_DURATION | SOURCE_TO:B3-LB09:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B3:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B3:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B3:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B3:T016;LOCAL_LOWER_BASIN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I004;TARGET/STATION=B3:T016;PREVIOUS_ITEM=B3:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | PREVIOUS_REFERENT_CLASS_AMBIGUOUS	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
97	B4-S001	B4	RECORD_START	BOUNDARY:RECORD_START | CLOSURE:F109:TERMINAL	ACTIVE_ITEM/PREPARATION	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER:INTRODUCE(B4:O01) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I001) -> TARGET/STATION:RESET -> PREVIOUS_ITEM:RESET	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
98	B4-S002	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:SPÜLEN? | CLOSURE:F110:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I001) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B4:T001;LOCAL_MARKED_TARGET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
99	B4-S003	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ANTEIL? | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:ANWENDEN? | CLOSURE:F111:OPEN > F112:TERMINAL | LOCAL_TARGET_FILLER:LOWER_OUTLET | LOCAL_PREVIOUS_CUE:PREVIOUS_PREPARATION | SOURCE_FROM:B4-LB01:CONTINUE_SAME_CLAUSE | SOURCE_TO:B4-LB01:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B4-LB01:CONTINUE_SAME_CLAUSE	OWNER | TARGET/STATION | PREVIOUS_ITEM	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I001) -> TARGET/STATION:CARRY(B4:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I001;ANTEIL?) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I002;ANTEIL?) -> TARGET/STATION:INTRODUCE(B4:T002;LOCAL_LOWER_OUTLET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
100	B4-S004	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F113:TERMINAL | SOURCE_FROM:B4-LB02:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I002) -> TARGET/STATION:CARRY(B4:T002) -> PREVIOUS_ITEM:CARRY(B4:I001)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
101	B4-S005	B4	NEXT_PARALLEL_CELL	BOUNDARY:NEXT_PARALLEL_CELL | CLOSURE:F114:TERMINAL | LOCAL_TARGET_FILLER:CLOTH | SOURCE_TO:B4-LB02:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I002) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T003;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
102	B4-S006	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F115:TERMINAL | LOCAL_TARGET_FILLER:CLOTH	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I003) -> TARGET/STATION:CARRY(B4:T003) -> PREVIOUS_ITEM:CARRY(B4:I002) -> TARGET/STATION:INTRODUCE(B4:T004;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
103	B4-S007	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F116:TERMINAL | LOCAL_TARGET_FILLER:CLOTH | SOURCE_FROM:B4-LB03:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I003) -> TARGET/STATION:CARRY(B4:T004) -> PREVIOUS_ITEM:CARRY(B4:I002) -> TARGET/STATION:INTRODUCE(B4:T005;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
104	B4-S008	B4	NEXT_PARALLEL_CELL	BOUNDARY:NEXT_PARALLEL_CELL | EXACT_SELECTED:MASS? | EXACT_SELECTED:SPÜLEN? | CLOSURE:F117:TERMINAL | LOCAL_TARGET_FILLER:FIRST_OPENING | LOCAL_TARGET_FILLER:MARKED_TARGET | SOURCE_TO:B4-LB03:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T006;LOCAL_FIRST_OPENING) -> TARGET/STATION:INTRODUCE(B4:T007;LOCAL_MARKED_TARGET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
105	B4-S009	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F118:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I004) -> TARGET/STATION:CARRY(B4:T007) -> PREVIOUS_ITEM:CARRY(B4:I003)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
106	B4-S010	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F119:TERMINAL | SOURCE_FROM:B4-LB04:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I004) -> TARGET/STATION:CARRY(B4:T007) -> PREVIOUS_ITEM:CARRY(B4:I003)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
107	B4-S011	B4	START_NEW_CLAUSE	BOUNDARY:START_NEW_CLAUSE | EXACT_SELECTED:MASS? | CLOSURE:F120:OPEN > F121:TERMINAL | LOCAL_TARGET_FILLER:BROAD_VESSEL | LOCAL_PREVIOUS_CUE:PREVIOUS_PREPARATION | SOURCE_TO:B4-LB04:START_NEW_CLAUSE | SOURCE_FROM:B4-LB05:CONTINUE_SAME_CLAUSE | SOURCE_TO:B4-LB05:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B4-LB05:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I004) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I005) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T008;LOCAL_BROAD_VESSEL)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | PREVIOUS_REFERENT_CLASS_AMBIGUOUS	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
108	B4-S012	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ABLASSEN? | CLOSURE:F122:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I005) -> TARGET/STATION:CARRY(B4:T008) -> PREVIOUS_ITEM:CARRY(B4:I004) -> TARGET/STATION:RESUME(B4:T008;TARGET_SENSITIVE_ACTION)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
109	B4-S013	B4	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F123:TERMINAL | SOURCE_FROM:B4-LB06:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I005) -> TARGET/STATION:CARRY(B4:T008) -> PREVIOUS_ITEM:CARRY(B4:I004)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
110	B4-S014	B4	START_NEW_CLAUSE	BOUNDARY:START_NEW_CLAUSE | EXACT_SELECTED:ANSATZ? | CLOSURE:F124:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | SOURCE_TO:B4-LB06:START_NEW_CLAUSE | SOURCE_FROM:B4-LB07:START_NEW_CLAUSE	OWNER	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I005) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I006) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> ACTIVE_ITEM/PREPARATION:RESUME_OR_CONFIRM(B4:I006;ANSATZ?) -> TARGET/STATION:INTRODUCE(B4:T009;LOCAL_MARKED_TARGET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
111	B4-S015	B4	START_NEW_CLAUSE	BOUNDARY:START_NEW_CLAUSE | EXACT_SELECTED:KLAR? | EXACT_SELECTED:ABLASSEN? | CLOSURE:F125:OPEN > F126:TERMINAL | LOCAL_TARGET_FILLER:UPPER_RUN | SOURCE_TO:B4-LB07:START_NEW_CLAUSE | SOURCE_FROM:B4-LB08:CONTINUE_SAME_CLAUSE | SOURCE_TO:B4-LB08:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B4-LB08:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I006) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I007) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T010;LOCAL_UPPER_RUN)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010;PREVIOUS_ITEM=B4:I006	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY
