universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	local_selected_source_fragment	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	reverse_lookup_requirement	semantic_invertibility_from_surface_alone	source_fragment_digest	mechanical_roundtrip_token	roundtrip_status
26	HERBAL	H2	f10r	26	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	FRAME_OT(OPAQUE_PAYLOAD) || NONE	UNKNOWN	RELATION_LINK	[EXEMPLAR:eine Handvoll]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	otol	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	f7e7e898c95f0c410c25	f95d0f2b9978b2267d79	PASS_EXACT_IDENTITY_AND_CONTEXT
27	HERBAL	H2	f10r	27	f10r.8	F004	H2-S002	dcda95c81a5460feb191	FRAME_O(LINK) || AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	LICENSED_FORMAL_SLOT_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chol	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	5bee9a917646eacba56b	0bf6a83047f87ca3ca67	PASS_EXACT_IDENTITY_AND_CONTEXT
28	HERBAL	H2	f10r	28	f10r.8	F004	H2-S002	dec401773c1f0347793d	OPAQUE_PAYLOAD || NONE	VORIGES?	PREVIOUS_ITEM_REFERENCE	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cholor	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	b7c544e37ef14aa6cf78	7cdde1e37ab2aa8b20ad	PASS_EXACT_IDENTITY_AND_CONTEXT
29	HERBAL	H2	f10r	29	f10r.8	F004	H2-S002	dcda95c81a5460feb191	FRAME_O(LINK) || AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	LICENSED_FORMAL_SLOT_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chol	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	6e3bd40c31b7de119f59	c863ffeb9fa9e668a40a	PASS_EXACT_IDENTITY_AND_CONTEXT
30	HERBAL	H2	f10r	30	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD || VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGNMENT	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_CONVERGENT_CHANNELS	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	daiin	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	7c38173a3210dcd0959e	ba30aee66d844ff95908	PASS_EXACT_IDENTITY_AND_CONTEXT
31	HERBAL	H2	f10r	31	f10r.8	F004	H2-S002	4d4559019a961b834aa1	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:verbinde beide Fraktionen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dar	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	972fed11e0fb80e17982	0de641bab2ad00fcf900	PASS_EXACT_IDENTITY_AND_CONTEXT
32	HERBAL	H2	f10r	32	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	oykchor	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	da484a70e6475c71fc71	f7385c118bad356bac08	PASS_EXACT_IDENTITY_AND_CONTEXT
33	HERBAL	H2	f10r	33	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD || NONE	ANSATZ?	ACTIVE_PREPARATION_OR_ITEM	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	shor	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	c7ccb672cfd5142720d1	1fdc2b1938efac40bcdd	PASS_EXACT_IDENTITY_AND_CONTEXT
34	HERBAL	H2	f10r	34	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD || NONE	ANSATZ?	ACTIVE_PREPARATION_OR_ITEM	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chor	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	3897a17b0b045c095036	8d554b887562cd25ac39	PASS_EXACT_IDENTITY_AND_CONTEXT
35	HERBAL	H2	f10r	35	f10r.9	F005	H2-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:rühre bei kleinem Feuer]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	01dc5095fafcfcb0164a	787595b040f3a20bcdbc	PASS_EXACT_IDENTITY_AND_CONTEXT
36	HERBAL	H2	f10r	36	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[EXEMPLAR:bis eine weiche Salbe entsteht]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	kaiiin	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	cad6e7173a7beccc7164	d00d43f82213dd80d1c9	PASS_EXACT_IDENTITY_AND_CONTEXT
37	HERBAL	H2	f10r	37	f10r.9	F005	H2-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:bewahre sie bedeckt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	ed6024da97f058163e0c	09396b70bdec0f2c3ab6	PASS_EXACT_IDENTITY_AND_CONTEXT
38	HERBAL	H2	f10r	38	f10r.9	F005	H2-S003	834825c61d048a6b5628	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>) || NONE	UNKNOWN	PARAMETER_ASSIGNMENT	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chodaiin	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	c808acb1232153320067	4bedb750a61f689e01f9	PASS_EXACT_IDENTITY_AND_CONTEXT
39	HERBAL	H3	f11r	39	f11r.1	F006	H3-S001	953ad19b79517fc8a211	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_SELECTED_STATEMENT	tshol	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	561cb6896a35965eef64	4d60a551c004944db29f	PASS_EXACT_IDENTITY_AND_CONTEXT
40	HERBAL	H3	f11r	40	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	OPAQUE_PAYLOAD + <ARG_AL> || NONE	UNKNOWN	TARGET_ASSIGNMENT	[GENRE:in reinem Wein kochen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	schoal	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	96ac9414cd600dc7a207	185f621a20536c1d904b	PASS_EXACT_IDENTITY_AND_CONTEXT
41	HERBAL	H3	f11r	41	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:durch ein feines Tuch wringen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cfhy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	63f3becb4b8e90d36577	8506e7205d5349e2f323	PASS_EXACT_IDENTITY_AND_CONTEXT
42	HERBAL	H3	f11r	42	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	OPAQUE_PAYLOAD + <ARG_AIIN> || NONE	UNKNOWN	PARAMETER_ASSIGNMENT	[GENRE:den Auszug stehen lassen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	shfydaiin	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	05fa361a6aa9b1ced73e	0c80f71388b5f35451e3	PASS_EXACT_IDENTITY_AND_CONTEXT
43	HERBAL	H3	f11r	43	f11r.1	F006	H3-S001	deb377381ceaf55ea310	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:nochmals seihen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cphy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	387f5e41e0097e2f33b7	8a6e609ef3b517f43c61	PASS_EXACT_IDENTITY_AND_CONTEXT
44	HERBAL	H3	f11r	44	f11r.1	F006	H3-S001	b5df9126607030b95175	OPAQUE_PAYLOAD || NONE	KLAR?	STATE_GATE	[CARD:KLAR?] [EXEMPLAR:bis zum örtlich geprüften klaren Zustand]	LICENSED_EXACT_WHOLE_CARD	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	shey	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	23309ced49250892baef	b40fdc3bf9abcfe972e2	PASS_EXACT_IDENTITY_AND_CONTEXT
45	HERBAL	H3	f11r	45	f11r.1	F006	H3-S001	2e2027b1951d79911e24	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:abkühlen lassen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	tchody	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	71ee525a0d0a8dd10066	568115f9d70524aa5dbe	PASS_EXACT_IDENTITY_AND_CONTEXT
46	HERBAL	H3	f11r	46	f11r.1	F007	H3-S002	577c03a928d674d420d7	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[EXEMPLAR:behalte einen Teil der frischen Blüten für die zweite Arznei zurück]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	shoyty	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	2169f90d78a107129ceb	3dbd9cf5ca4f5d242c38	PASS_EXACT_IDENTITY_AND_CONTEXT
47	HERBAL	H3	f11r	47	f11r.4	F008	H3-S003	d665560c8ff80799a82c	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:H3:I001 als erster Auszug]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	dchol	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	1877a9ef55a95ae30a46	fcdfdb3c58875f4b3023	PASS_EXACT_IDENTITY_AND_CONTEXT
48	HERBAL	H3	f11r	48	f11r.4	F008	H3-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:nimm davon]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	f363eda22ab898e7bdf0	1e6629a43d23fd8a7c1a	PASS_EXACT_IDENTITY_AND_CONTEXT
49	HERBAL	H3	f11r	49	f11r.4	F008	H3-S003	b2812c8283c3a62438bd	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:gib ihn als Trank]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	kchy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	c31758042749945ea2f0	e45131b627fa934aadf0	PASS_EXACT_IDENTITY_AND_CONTEXT
50	HERBAL	H3	f11r	50	f11r.4	F008	H3-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:bei bedrücktem Gemüt und beschwerter Brust]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	154b55e1dbd56a9207e9	0a0e19f9924de6692bcd	PASS_EXACT_IDENTITY_AND_CONTEXT
