mobility_ordinal	carrier_slot_id	primary_governor_key	statement_or_record_id	physical_page	layer	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_packet_rule_id	strict_exact_foreign_page_count	strict_exact_foreign_pages	same_action_root_foreign_page_count	same_action_root_foreign_pages	same_action_root_lemma_foreign_pages	same_register_root_foreign_page_count	same_register_root_foreign_pages	same_register_root_lemma_foreign_pages	cross_register_same_root_lemma_foreign_pages	transfer_tier	transfer_tier_short	tier_supporting_pages	foreign_example_carrier_slot_id	same_layer_transfer_tier	same_layer_supporting_pages	future_intake_action	guard
41	RUNNING:G407-E0112@3	ACTION:G407-E0112@1:SH	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
42	RUNNING:G407-E0121@3	ACTION:G407-E0121@2:SH	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
43	RUNNING:G407-E0133@1	ACTION:G407-E0132@2:SH	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
44	RUNNING:G407-E0134@3	ACTION:G407-E0134@2:T	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0320@4	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
45	RUNNING:G407-E0135@4	ACTION:G407-E0134@2:T	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0320@4	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
46	RUNNING:G407-E0136@1	ACTION:G407-E0136@2:T	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0320@4	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
47	RUNNING:G407-E0139@6	ACTION:G407-E0139@4:SH	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
48	RUNNING:G407-E0146@4	ACTION:G407-E0146@3:T	G407-S005	f1r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	AIIN	AIIN	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	1	f66r	NONE	NONE	SAME_REGISTER_ROOT_OTHER_PAGE	R	f66r	RUNNING:G515-E0357@5	SAME_REGISTER_ROOT_OTHER_PAGE	f66r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
49	RUNNING:G407-E0161@2	ACTION:G407-E0161@1:SH	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0357@5	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
50	RUNNING:G407-E0164@7	ACTION:G407-E0164@6:S	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	S_SOURCE_SORT_OUT	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0480@2	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
51	RUNNING:G407-E0165@3	ACTION:G407-E0165@1:SH	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
52	RUNNING:G407-E0178@3	ACTION:G407-E0178@1:SH	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
53	RUNNING:G407-E0183@3	ACTION:G407-E0183@1:SH	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0357@5	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
54	RUNNING:G407-E0188@1	ACTION:G407-E0187@2:T	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	AIIN	AIIN	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	1	f66r	NONE	NONE	SAME_REGISTER_ROOT_OTHER_PAGE	R	f66r	RUNNING:G515-E0357@5	SAME_REGISTER_ROOT_OTHER_PAGE	f66r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
55	RUNNING:G407-E0190@1	ACTION:G407-E0190@2:SH	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
56	RUNNING:G407-E0190@4	ACTION:G407-E0190@2:SH	G407-S006	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
57	RUNNING:G407-E0201@5	ACTION:G407-E0201@3:SH	G407-S007	f1r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0328@3	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
58	RUNNING:G407-E0202@3	ACTION:G407-E0202@2:T	G407-S007	f1r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f66r	1	f66r	f66r	1	f66r	f66r	f66r	EXACT_SELECTION_OTHER_PAGE	E	f66r	RUNNING:G515-E0320@4	EXACT_SELECTION_OTHER_PAGE	f66r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
59	RUNNING:G407-E0208@3	ACTION:G407-E0208@2:T	G407-S007	f1r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	OR	OR	SOURCE_BATCH	Ansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	1	f66r	f66r	f66r	SAME_REGISTER_ROOT_OTHER_PAGE	R	f66r	RUNNING:G515-E0386@2	SAME_REGISTER_ROOT_OTHER_PAGE	f66r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
60	RUNNING:G407-E0215@6	ACTION:G407-E0215@5:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	RUNNING:G407-E0320@1	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
61	RUNNING:G407-E0216@2	ACTION:G407-E0216@1:SH	G407-S008	f10r	RUNNING_ATOM	HERBAL	SH_REST_HOLD	OR	OR	HERBAL_HELD_UNIT	Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	8	f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	8	f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	RUNNING:G407-E0340@2	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
62	RUNNING:G407-E0217@6	ACTION:G407-E0217@3:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_HP_FORM_SET	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f4r|f55v	3	f11r|f4r|f55v	f11r|f4r|f55v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f4r|f55v	RUNNING:G407-E0753@5	EXACT_SELECTION_OTHER_PAGE	f4r|f55v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
63	RUNNING:G407-E0224@4	ACTION:G407-E0224@2:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_HP_FORM_SET	OR	OR	HERBAL_SET_UNIT	Arbeitseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	1	f11r	f11r	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	f11r|f18r	f11r|f18r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f11r	RUNNING:G407-E0316@4	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f11r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
64	RUNNING:G407-E0226@3	ACTION:G407-E0226@2:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	RUNNING:G407-E0320@1	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
65	RUNNING:G407-E0229@2	ACTION:G407-E0229@3:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	RUNNING:G407-E0320@1	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
66	RUNNING:G407-E0232@3	ACTION:G407-E0232@2:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_GRADE_TEMPER	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	7	f17r|f20v|f24v|f31r|f4r|f55v|f95v	f17r|f20v|f24v|f31r|f4r|f55v|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f17r|f20v|f24v|f31r|f4r|f55v|f95v	RUNNING:G407-E0485@4	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f17r|f20v|f24v|f31r|f4r|f55v|f95v	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
67	RUNNING:G407-E0233@2	ACTION:G407-E0232@2:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_GRADE_TEMPER	OR	Y+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	f11r|f13r|f17r|f18r|f24v|f31r|f55v|f95v	f11r|f13r|f17r|f18r|f24v|f31r|f55v|f95v	SAME_REGISTER_ROOT_OTHER_PAGE	R	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	RUNNING:G407-E0316@4	SAME_REGISTER_ROOT_OTHER_PAGE	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
68	RUNNING:G407-E0235@2	ACTION:G407-E0235@1:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	Y	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f20v|f4r|f55v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f20v|f4r|f55v	RUNNING:G407-E0772@1	EXACT_SELECTION_OTHER_PAGE	f20v|f4r|f55v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
69	RUNNING:G407-E0236@1	ACTION:G407-E0235@1:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	AIIN	Y+AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f20v|f4r|f55v	4	f18r|f20v|f4r|f55v	f18r|f20v|f4r|f55v	9	f11r|f13r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	f11r|f13r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	f11r|f13r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	EXACT_SELECTION_OTHER_PAGE	E	f20v|f4r|f55v	RUNNING:G407-E0772@3	EXACT_SELECTION_OTHER_PAGE	f20v|f4r|f55v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
70	RUNNING:G407-E0237@5	ACTION:G407-E0237@4:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f11r|f13r|f18r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f18r|f95v	RUNNING:G407-E0326@3	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f18r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
71	RUNNING:G407-E0238@2	ACTION:G407-E0237@4:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f11r|f13r|f18r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f18r|f95v	RUNNING:G407-E0326@3	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f18r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
72	RUNNING:G407-E0240@1	ACTION:G407-E0237@4:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	OR	Y+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f11r|f13r|f18r|f95v	5	f11r|f13r|f18r|f55v|f95v	f11r|f13r|f18r|f55v|f95v	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f95v	f11r|f13r|f17r|f18r|f24v|f31r|f55v|f95v	f11r|f13r|f17r|f18r|f24v|f31r|f55v|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f18r|f95v	RUNNING:G407-E0327@2	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f18r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
73	RUNNING:G407-E0241@1	ACTION:G407-E0241@2:T	G407-S008	f10r	RUNNING_ATOM	HERBAL	T_PHYSICAL_BROAD	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	10	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	11	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	EXACT_SELECTION_OTHER_PAGE	E	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	RUNNING:G407-E0320@1	EXACT_SELECTION_OTHER_PAGE	f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
