dictionary_ordinal	lock_key	surface	occurrence_count	physical_pages	final_working_recipe	literal_reading_de	old_working_phrase_de	controlled_order_reading_de	canonical_workshop_phrase_de	phrase_template	phrase_repair_status	atom_count	portable_atom_count	structural_or_local_atom_count	action_slot_count	argument_slot_count	all_slots_explicit	exact_recipe_roundtrip	special_route	route_class	route_source	resolution_status	lock_scope	local_record_policy	guard
147	PROSE_STREAM|tydy	tydy	1	f4r	T+Y+DY	EINSTELLEN · POSTEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	einstellen → Posten → [Schluss].	Den Posten einstellen; abschließen.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	1	YES	T+Y+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
148	PROSE_STREAM|x	x	3	f66r	LOCAL_X	[LOKALES_X:ZEICHEN_ODER_NAMENSKERN]	INHERITED	[lokaler X-Zeichen-/Namenskern].	Mit lokalem X-Zeichen-/Namenskern.	LOCAL_SIGN_OR_CORE_ONLY	FILLED_INHERITED_PLACEHOLDER	1	0	1	0	0	YES	LOCAL_X	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
149	PROSE_STREAM|yches	yches	1	f31r	Y+CH+E+S	POSTEN · NEHMEN · [E:STEUERUNG=GRAD I] · WÄHLEN	INHERITED	Posten → nehmen → [Grad I] → wählen.	Den Posten nehmen und wählen; auf Grad I.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	2	1	YES	Y+CH+E+S	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
150	PROSE_STREAM|ykeedar	ykeedar	1	f31r	Y+K+EE+D_ADDR+AR	POSTEN · GEBEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	INHERITED	Posten → geben → [Grad II] → [hier: D-Adresse] → Ausgang.	Den Posten geben; auf Grad II; hier; vom Ausgang.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	1	1	YES	Y+K+EE+D_ADDR+AR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
151	PROSE_STREAM|ykeol	ykeol	1	f66r	Y+K+E+OL	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	INHERITED	Posten → geben → [Grad I] → fortsetzen.	Den Posten geben; auf Grad I; fortsetzen.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	1	1	YES	Y+K+E+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
152	PROSE_STREAM|ykesho	ykesho	1	f66r	Y+K+E+SH+O	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	Posten → geben → [Grad I] → halten → [Ausführung].	Den Posten geben und halten; auf Grad I; zur Ausführung.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	2	1	YES	Y+K+E+SH+O	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
153	PROSE_STREAM|ykoiin	ykoiin	1	f20v	Y+K+O+IIN	POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	Posten → geben → [Ausführung] → [Stufe].	Den Posten geben; zur Ausführung; auf der bezeichneten Stufe.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	1	YES	Y+K+O+IIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
154	PROSE_STREAM|ykshedy	ykshedy	1	f66r	Y+K+SH+E+DY	POSTEN · GEBEN · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	Posten → geben → halten → [Grad I] → [Schluss].	Den Posten geben und halten; auf Grad I; abschließen.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	2	1	YES	Y+K+SH+E+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
155	PROSE_STREAM|ypches	ypches	1	f66r	Y+P+CH+E+S	POSTEN · EINSETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · WÄHLEN	INHERITED	Posten → einsetzen → nehmen → [Grad I] → wählen.	Den Posten einsetzen, nehmen und wählen; auf Grad I.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	4	1	3	1	YES	Y+P+CH+E+S	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
156	PROSE_STREAM|yshedair	yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	POSTEN · HALTEN · [E:STEUERUNG=GRAD I] · [D_ADDR:STEUERUNG=HIER] · BAHN	INHERITED	Posten → halten → [Grad I] → [hier: D-Adresse] → Bahn.	Den Posten halten; auf Grad I; hier; entlang der Bahn.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	1	1	YES	Y+SH+E+D_ADDR+AIR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
157	PROSE_STREAM|ysheeod	ysheeod	1	f66r	Y+SH+EE+O+D_ADDR	POSTEN · HALTEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	INHERITED	Posten → halten → [Grad II] → [Ausführung] → [hier: D-Adresse].	Den Posten halten; auf Grad II; zur Ausführung; hier.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	1	1	YES	Y+SH+EE+O+D_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
158	PROSE_STREAM|ytarody	ytarody	1	f66r	Y+T+AR+O+DY	POSTEN · EINSTELLEN · AUSGANG · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	Posten → einstellen → Ausgang → [Ausführung] → [Schluss].	Den Posten einstellen; vom Ausgang; zur Ausführung; abschließen.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	1	1	YES	Y+T+AR+O+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
159	PROSE_STREAM|ytoy	ytoy	1	f4r	Y+T+O+Y	POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	Posten → einstellen → [Ausführung] → Posten.	Beide Posten einstellen; zur Ausführung.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	1	2	YES	Y+T+O+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
