unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	surface_id	atom_sequence	short_value_de	unit_reading_de	lookup_mode	autonomy
106	PROSE	f81v	E106	B1-S002	B1	ol	SF0244	OL	fortsetzen	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
107	PROSE	f81v	E107	B1-S002	B1	kain	SF0144	AIN	eine Portion	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
108	PROSE	f81v	E108	B1-S002	B1	olkain	SF0248	OL+AIN	weitere Portion	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
109	PROSE	f81v	E109	B1-S002	B1	al	SF0006	AL	dorthin	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
110	PROSE	f81v	E110	B1-S002	B1	ol	SF0244	OL	fortsetzen	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
111	PROSE	f81v	E111	B1-S002	B1	rol	SF0359	OL	vom vorigen Gang weiterführen	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
112	PROSE	f81v	E112	B1-S002	B1	dl	SF0123	LOCAL_WHOLE	Zusatz	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	NONE
113	PROSE	f81v	E113	B1-S002	B1	olor	SF0251	OL+OR	Fortsetzungsansatz	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
114	PROSE	f81v	E114	B1-S002	B1	ol	SF0244	OL	fortsetzen	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
115	PROSE	f81v	E115	B1-S002	B1	sheckhal	SF0382	CKH+E+AL	kurz zur Zielstelle durchleiten	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
116	PROSE	f81v	E116	B1-S002	B1	daiin	SF0105	AIIN	Sollmaß	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
117	PROSE	f81v	E117	B1-S002	B1	qokeedal	SF0326	OK+EE+AL	dort länger halten	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
118	PROSE	f81v	E118	B1-S002	B1	daiin	SF0105	AIIN	Sollmaß	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
119	PROSE	f81v	E119	B1-S002	B1	chckhy	SF0024	CKH+Y	durchleiten	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
120	PROSE	f81v	E120	B1-S002	B1	schedy	SF0374	CHD+CLOSE	Posten überführen; Schluss	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
121	PROSE	f81v	E121	B1-S003	B1	qol	SF0339	OL	fortsetzen	Führe weiter, halte den Posten im Arbeitsgang, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
122	PROSE	f81v	E122	B1-S003	B1	sshkchdy	SF0418	SH+KCH+CHD+CLOSE	im Arbeitsgang schwenken; Schluss	Führe weiter, halte den Posten im Arbeitsgang, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
123	PROSE	f81v	E123	B1-S004	B1	chedy	SF0035	CHD+Y	laufenden Posten umsetzen	Übertrage, führe weiter, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
124	PROSE	f81v	E124	B1-S004	B1	ol	SF0244	OL	fortsetzen	Übertrage, führe weiter, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
125	PROSE	f81v	E125	B1-S004	B1	shedy	SF0387	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Übertrage, führe weiter, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
126	PROSE	f81v	E126	B1-S005	B1	qolchedy	SF0340	OL+CHD+CLOSE	weiterüberführen; Schluss	Führe den Posten weiter und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
127	PROSE	f81v	E127	B1-S006	B1	qokain	SF0318	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil und den Zusatz zu, leite den Posten durch und führe ihn zum Ziel.	PROSE_STATEMENT_ATTACHMENT	FULL
128	PROSE	f81v	E128	B1-S006	B1	shckhy	SF0379	CKH+Y	durchleiten	Gib einen gezählten Anteil und den Zusatz zu, leite den Posten durch und führe ihn zum Ziel.	PROSE_STATEMENT_ATTACHMENT	FULL
129	PROSE	f81v	E129	B1-S006	B1	dl	SF0123	LOCAL_WHOLE	Zusatz	Gib einen gezählten Anteil und den Zusatz zu, leite den Posten durch und führe ihn zum Ziel.	PROSE_STATEMENT_ATTACHMENT	NONE
130	PROSE	f81v	E130	B1-S006	B1	ral	SF0357	AL	zur Zielstelle	Gib einen gezählten Anteil und den Zusatz zu, leite den Posten durch und führe ihn zum Ziel.	PROSE_STATEMENT_ATTACHMENT	FULL
131	PROSE	f81v	E131	B1-S007	B1	qokchdy	SF0322	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	Nimm den Posten in Arbeit, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
132	PROSE	f81v	E132	B1-S008	B1	chey	SF0057	Y	dieser Posten	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
133	PROSE	f81v	E133	B1-S008	B1	ol	SF0244	OL	fortsetzen	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
134	PROSE	f81v	E134	B1-S008	B1	cheky	SF0045	CHK+E+Y	kurz wärmen	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
135	PROSE	f81v	E135	B1-S008	B1	ol	SF0244	OL	fortsetzen	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
136	PROSE	f81v	E136	B1-S008	B1	shedy	SF0387	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
137	PROSE	f81v	E137	B1-S009	B1	qokedy	SF0325	OK+E+CLOSE	kurz ansetzen; Schluss	Bearbeite kurz und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
138	PROSE	f81v	E138	B1-S010	B1	qokedy	SF0325	OK+E+CLOSE	kurz ansetzen; Schluss	Bearbeite kurz und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
139	PROSE	f81v	E139	B1-S011	B1	chckhy	SF0024	CKH+Y	durchleiten	Leite durch und nimm den Posten in Arbeit.	PROSE_STATEMENT_ATTACHMENT	FULL
140	PROSE	f81v	E140	B1-S011	B1	qoky	SF0337	OK+Y	aktuellen Posten ansetzen	Leite durch und nimm den Posten in Arbeit.	PROSE_STATEMENT_ATTACHMENT	FULL
141	PROSE	f81v	E141	B1-S012	B1	lsho	SF0170	WASH+START	Waschgang beginnen	Beginne mit dem durchgeleiteten Waschposten den Waschgang, bearbeite kurz, wasche und schließe.	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
142	PROSE	f81v	E142	B1-S012	B1	qokey	SF0332	OK+E+Y	kurz ansetzen	Beginne mit dem durchgeleiteten Waschposten den Waschgang, bearbeite kurz, wasche und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
143	PROSE	f81v	E143	B1-S012	B1	lshedy	SF0169	WASH+CLOSE	waschen; Schluss	Beginne mit dem durchgeleiteten Waschposten den Waschgang, bearbeite kurz, wasche und schließe.	COMPOSED_LEARNED_PROSE_BODY	FULL
144	PROSE	f81v	E144	B1-S013	B1	lshedy	SF0169	WASH+CLOSE	waschen; Schluss	Wasche und schließe.	COMPOSED_LEARNED_PROSE_BODY	FULL
145	PROSE	f81v	E145	B1-S014	B1	chedy	SF0035	CHD+Y	laufenden Posten umsetzen	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
146	PROSE	f81v	E146	B1-S014	B1	qolky	SF0343	OL	auf dem Arbeitsweg weiterleiten	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
147	PROSE	f81v	E147	B1-S014	B1	lchedal	SF0156	L+CHD+AL	zur Ablaufstelle führen	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
148	PROSE	f81v	E148	B1-S014	B1	qol	SF0339	OL	fortsetzen	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
149	PROSE	f81v	E149	B1-S014	B1	otar	SF0271	OT+AR	danach von dort	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
150	PROSE	f81v	E150	B1-S015	B1	ytey	SF0478	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	Nimm einen kurzen Teil des aktuellen Postens, setze ihn an, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
151	PROSE	f81v	E151	B1-S015	B1	okchedy	SF0214	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	Nimm einen kurzen Teil des aktuellen Postens, setze ihn an, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
152	PROSE	f81v	E152	B1-S016	B1	qokal	SF0319	OK+AL	dort ansetzen	Setze dort länger an, führe weiter, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
153	PROSE	f81v	E153	B1-S016	B1	okeey	SF0226	OK+EE+Y	länger ansetzen	Setze dort länger an, führe weiter, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
154	PROSE	f81v	E154	B1-S016	B1	qol	SF0339	OL	fortsetzen	Setze dort länger an, führe weiter, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
155	PROSE	f81v	E155	B1-S016	B1	cheedy	SF0038	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Setze dort länger an, führe weiter, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
156	PROSE	f81v	E156	B1-S017	B1	sal	SF0367	AL	dorthin	Führe dorthin, führe kurz weiter, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
157	PROSE	f81v	E157	B1-S017	B1	teol	SF0428	E+OL	kurz weiterleiten	Führe dorthin, führe kurz weiter, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
158	PROSE	f81v	E158	B1-S017	B1	dchdy	SF0116	CHD+CLOSE	weitergeführten Posten überführen; Schluss	Führe dorthin, führe kurz weiter, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
159	PROSE	f81v	E159	B1-S018	B1	ly	SF0171	L+Y	aktuellen Posten abführen	Führe den aktuellen Posten ab, halte kurz, führe fort, stelle die Stufe ein, sammle länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
160	PROSE	f81v	E160	B1-S018	B1	dsheol	SF0132	SH+E+OL	kurz weiter ruhen lassen	Führe den aktuellen Posten ab, halte kurz, führe fort, stelle die Stufe ein, sammle länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
161	PROSE	f81v	E161	B1-S018	B1	oiiin	SF0203	IIN	Sollstufe	Führe den aktuellen Posten ab, halte kurz, führe fort, stelle die Stufe ein, sammle länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
162	PROSE	f81v	E162	B1-S018	B1	olkeedy	SF0249	SOLK+EE+CLOSE	länger sammeln; Schluss	Führe den aktuellen Posten ab, halte kurz, führe fort, stelle die Stufe ein, sammle länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
163	PROSE	f81v	E163	B1-S019	B1	tedy	SF0426	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
164	PROSE	f81v	E164	B1-S020	B1	cheky	SF0045	CHK+E+Y	kurz wärmen	Wärme kurz, seih und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
165	PROSE	f81v	E165	B1-S020	B1	shckhedy	SF0378	CKHE+CLOSE	seihen; Schluss	Wärme kurz, seih und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
166	PROSE	f81v	E166	B1-S021	B1	chal	SF0020	AL	dorthin	Führe den Posten dorthin.	PROSE_STATEMENT_ATTACHMENT	FULL
167	PROSE	f82r	E167	B2-S001	B2	dchedy	SF0117	CHD+CLOSE	Posten überführen; Schluss	Übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
168	PROSE	f82r	E168	B2-S002	B2	qolchedy	SF0340	OL+CHD+CLOSE	weiterüberführen; Schluss	Führe weiter und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
169	PROSE	f82r	E169	B2-S003	B2	qokain	SF0318	OK+AIN	eine Portion zugeben	Gib einen Anteil zu, setze den Posten länger an und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
170	PROSE	f82r	E170	B2-S003	B2	dy	SF0133	Y	dieser Posten	Gib einen Anteil zu, setze den Posten länger an und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
171	PROSE	f82r	E171	B2-S003	B2	qokeedy	SF0327	OK+EE+CLOSE	länger ansetzen; Schluss	Gib einen Anteil zu, setze den Posten länger an und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
172	PROSE	f82r	E172	B2-S004	B2	qokal	SF0319	OK+AL	dort ansetzen	Setze dort an, leite durch den Ausgang, führe ab, bearbeite länger, seih ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
173	PROSE	f82r	E173	B2-S004	B2	lcheckhy	SF0154	L+CKH+Y	Ausgangsdurchlass	Setze dort an, leite durch den Ausgang, führe ab, bearbeite länger, seih ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
174	PROSE	f82r	E174	B2-S004	B2	lched	SF0155	L+CHD	abführen	Setze dort an, leite durch den Ausgang, führe ab, bearbeite länger, seih ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
175	PROSE	f82r	E175	B2-S004	B2	qokeey	SF0330	OK+EE+Y	länger ansetzen	Setze dort an, leite durch den Ausgang, führe ab, bearbeite länger, seih ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
176	PROSE	f82r	E176	B2-S004	B2	lcheckhedy	SF0153	L+CKHE+CLOSE	abseihen; Schluss	Setze dort an, leite durch den Ausgang, führe ab, bearbeite länger, seih ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
177	PROSE	f82r	E177	B2-S005	B2	qokaly	SF0320	OK+AL+Y	dies dort ansetzen	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
178	PROSE	f82r	E178	B2-S005	B2	solkaiin	SF0407	SOLK+AIIN	bis Sollmass sammeln	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
179	PROSE	f82r	E179	B2-S005	B2	chckhy	SF0024	CKH+Y	durchleiten	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
180	PROSE	f82r	E180	B2-S005	B2	qokaiin	SF0317	OK+AIIN	auf Sollmaß einstellen	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
181	PROSE	f82r	E181	B2-S005	B2	qokaiin	SF0317	OK+AIIN	auf Sollmaß einstellen	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
182	PROSE	f82r	E182	B2-S005	B2	octheol	SF0180	CTH+OL	bereitgestellten Gang fortsetzen	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
183	PROSE	f82r	E183	B2-S005	B2	chkeey	SF0063	CHK+EE+Y	diesen Posten länger warm halten	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
184	PROSE	f82r	E184	B2-S005	B2	ldy	SF0162	L+CLOSE	abziehen; Ende	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
185	PROSE	f82r	E185	B2-S006	B2	oteey	SF0283	OT+EE+Y	langer Folgeposten	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und nimm den Posten in Arbeit.	PROSE_STATEMENT_ATTACHMENT	FULL
186	PROSE	f82r	E186	B2-S006	B2	qokal	SF0319	OK+AL	dort ansetzen	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und nimm den Posten in Arbeit.	PROSE_STATEMENT_ATTACHMENT	FULL
187	PROSE	f82r	E187	B2-S006	B2	sheckhy	SF0383	CKH+E+Y	kurz durchleiten	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und nimm den Posten in Arbeit.	PROSE_STATEMENT_ATTACHMENT	FULL
188	PROSE	f82r	E188	B2-S006	B2	qoky	SF0337	OK+Y	aktuellen Posten ansetzen	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und nimm den Posten in Arbeit.	PROSE_STATEMENT_ATTACHMENT	FULL
189	PROSE	f82r	E189	B2-S007	B2	dshedy	SF0131	SHED+E+CLOSE	kurz absetzen; Schluss	Lass kurz absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
190	PROSE	f82r	E190	B2-S008	B2	sotaiin	SF0415	OT+AIIN	Folgemaß	Stelle den Folgewert ein, setze daraus an, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
191	PROSE	f82r	E191	B2-S008	B2	qokar	SF0321	OK+AR	daraus ansetzen	Stelle den Folgewert ein, setze daraus an, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
192	PROSE	f82r	E192	B2-S008	B2	shedy	SF0387	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Stelle den Folgewert ein, setze daraus an, lass absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
193	PROSE	f82r	E193	B2-S009	B2	solshedy	SF0411	OL+SHED+CLOSE	weiter absetzen; Schluss	Lass weiter absetzen und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
194	PROSE	f82r	E194	B2-S010	B2	qokeey	SF0330	OK+EE+Y	länger ansetzen	Bearbeite länger, führe den Posten durch den Auslass und nimm den Klarauszug.	PROSE_STATEMENT_ATTACHMENT	FULL
195	PROSE	f82r	E195	B2-S010	B2	qoky	SF0337	OK+Y	aktuellen Posten ansetzen	Bearbeite länger, führe den Posten durch den Auslass und nimm den Klarauszug.	PROSE_STATEMENT_ATTACHMENT	FULL
196	PROSE	f82r	E196	B2-S010	B2	ls	SF0168	L	Durchlassöffnung	Bearbeite länger, führe den Posten durch den Auslass und nimm den Klarauszug.	PROSE_STATEMENT_ATTACHMENT	FULL
197	PROSE	f82r	E197	B2-S010	B2	cheey	SF0043	CHEEY	klarer Auszug	Bearbeite länger, führe den Posten durch den Auslass und nimm den Klarauszug.	CROSS_REGISTER_CHEEY_WET_RESULT	FULL
198	PROSE	f82r	E198	B2-S011	B2	okain	SF0208	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu, nimm vom Ausgang einen weiteren Anteil, bearbeite länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
199	PROSE	f82r	E199	B2-S011	B2	char	SF0021	AR	aus dem Ansatz	Gib einen gezählten Anteil zu, nimm vom Ausgang einen weiteren Anteil, bearbeite länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
200	PROSE	f82r	E200	B2-S011	B2	okain	SF0208	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu, nimm vom Ausgang einen weiteren Anteil, bearbeite länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
201	PROSE	f82r	E201	B2-S011	B2	qokeedy	SF0327	OK+EE+CLOSE	länger ansetzen; Schluss	Gib einen gezählten Anteil zu, nimm vom Ausgang einen weiteren Anteil, bearbeite länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
202	PROSE	f82r	E202	B2-S012	B2	lchy	SF0160	L+Y	abziehen	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
203	PROSE	f82r	E203	B2-S012	B2	cheey	SF0043	CHEEY	klarer Auszug	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	CROSS_REGISTER_CHEEY_WET_RESULT	FULL
204	PROSE	f82r	E204	B2-S012	B2	qcthey	SF0307	CTH+E+Y	kurz bereithalten	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
205	PROSE	f82r	E205	B2-S012	B2	qokeey	SF0330	OK+EE+Y	länger ansetzen	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
206	PROSE	f82r	E206	B2-S012	B2	lcheey	SF0159	L+CHEEY	Klarlauf abfuehren	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	CROSS_REGISTER_CHEEY_WET_RESULT	FULL
207	PROSE	f82r	E207	B2-S012	B2	daiin	SF0105	AIIN	Sollmaß	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
208	PROSE	f82r	E208	B2-S012	B2	chey	SF0057	Y	dieser Posten	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
209	PROSE	f82r	E209	B2-S012	B2	qokeeedy	SF0328	OK+EEE+CLOSE	vollständig ansetzen; Schluss	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
210	PROSE	f82r	E210	B2-S013	B2	lchedy	SF0158	L+CHD+CLOSE	abführen; Schluss	Führe ab und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
211	PROSE	f82r	E211	B2-S014	B2	lar	SF0152	L+AR	von dort abfuehren	Führe von dort ab.	PROSE_STATEMENT_ATTACHMENT	FULL
212	PROSE	f82r	E212	B2-S015	B2	tshey	SF0433	CHEEY	Klarlauf zugeben	Nimm den Klarauszug, bearbeite länger und schließe.	CROSS_REGISTER_CHEEY_WET_RESULT	FULL
213	PROSE	f82r	E213	B2-S015	B2	qokeedy	SF0327	OK+EE+CLOSE	länger ansetzen; Schluss	Nimm den Klarauszug, bearbeite länger und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
