surface_id	visible_surface	register_status	prose_occurrences	astro_occurrences	common_atom_sequences	classification	historical_layer	composition_autonomy	apprentice_action_de	memorized_body_or_residue	classification_evidence	short_spoken_value_de
SF0377	sh	PROSE_ONLY	1	0	SH	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	NONE	PROSE:LEXICAL_ROOT_ONLY	halten
SF0378	shckhedy	PROSE_ONLY	3	0	CKHE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	seihen; Schluss
SF0379	shckhy	PROSE_ONLY	1	0	CKH+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	durchleiten
SF0380	shcthey	PROSE_ONLY	1	0	CTH+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz bereithalten
SF0381	shcthy	PROSE_ONLY	2	0	CTH+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	bereit
SF0382	sheckhal	PROSE_ONLY	1	0	CKH+E+AL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz zur Zielstelle durchleiten
SF0383	sheckhy	PROSE_ONLY	1	0	CKH+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz durchleiten
SF0384	shecthedchy	PROSE_ONLY	1	0	CTH+CHD+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	CHD	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	bereiten Posten umsetzen
SF0385	shecthy	PROSE_ONLY	1	0	CTH+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz bereit halten
SF0386	shedal	PROSE_ONLY	2	0	SHED+AL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	dort absetzen
SF0387	shedy	PROSE_ONLY	10	0	SHED+E+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz absetzen lassen; Schluss
SF0388	sheedy	PROSE_ONLY	1	0	SHED+EE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	SHED	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	länger absetzen; Schluss
SF0389	shees	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	shees	ASTRO:NO_COMMON_CORE	Position oder Bedingung halten + lange oder volle Diagrammstufe
SF0390	sheey	PROSE_AND_ASTRO	1	1	SH+EE+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	laenger ruhen
SF0391	shekchy	ASTRO_ONLY	0	1	KCH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten
SF0392	sheody	ASTRO_ONLY	0	1	E+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen gehaltenen Posten kurz markieren
SF0393	shey	PROSE_AND_ASTRO	2	1	CHEEY	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	CHEEY	PROSE:MEMORIZED_WHOLE	klarer Auszug
SF0394	shfydaiin	PROSE_ONLY	1	0	SH+AIIN	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Standmaß
SF0395	sho	PROSE_ONLY	2	0	HO	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	NONE	PROSE:LEXICAL_ROOT_ONLY	Zutat
SF0396	shokchy	ASTRO_ONLY	0	1	HO+KCH	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Eingangsposten + Bearbeiten
SF0397	shor	PROSE_ONLY	1	0	OR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Ansatz
SF0398	shoyty	PROSE_ONLY	1	0	HO+Y+TY	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Zutatenteil
SF0399	shs	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	shs	ASTRO:NO_COMMON_CORE	Position oder Bedingung halten
SF0400	shy	PROSE_ONLY	1	0	Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	dieser Posten
SF0401	skar	PROSE_ONLY	1	0	SK+AR	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY	BREVIGRAPH_PLUS_NOMENCLATOR	PARTIAL	Rahmen lesen, Körper auswendig ergänzen	SK	PROSE:PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY	vom Ausgang ausgießen
SF0402	sodar	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0403	soear	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0404	soeey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	soeey	ASTRO:NO_COMMON_CORE	lange oder volle Diagrammstufe
SF0405	soiiin	PROSE_ONLY	1	0	IIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Sollstufe
SF0406	sol	PROSE_ONLY	3	0	OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	fortsetzen
SF0407	solkaiin	PROSE_ONLY	1	0	SOLK+AIIN	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	bis Sollmass sammeln
SF0408	solkeedy	PROSE_ONLY	1	0	SOLK+EE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	länger sammeln; Schluss
SF0409	solkeey	PROSE_ONLY	1	0	SOLK+EE+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	länger sammeln
SF0410	solkey	PROSE_ONLY	1	0	SOLK+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz sammeln
SF0411	solshedy	PROSE_ONLY	1	0	OL+SHED+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	weiter absetzen; Schluss
SF0412	sor	PROSE_AND_ASTRO	1	1	OR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Ansatz
SF0413	soraiir	ASTRO_ONLY	0	1	OR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Bedingungs-, Tabellen- oder Wahlansatz
SF0414	sosho	ASTRO_ONLY	0	1	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmelsobjekt oder Eingangsbedingung
SF0415	sotaiin	PROSE_ONLY	1	0	OT+AIIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Folgemaß
SF0416	sotodan	PROSE_ONLY	1	0	OT+DAN	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY	BREVIGRAPH_PLUS_NOMENCLATOR	PARTIAL	Rahmen lesen, Körper auswendig ergänzen	DAN	PROSE:PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY	danach anwenden
SF0417	sshey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	sshey	ASTRO:NO_COMMON_CORE	abgelesener oder freigegebener Wert
SF0418	sshkchdy	PROSE_ONLY	1	0	SH+KCH+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	im Arbeitsgang schwenken; Schluss
SF0419	sy	PROSE_AND_ASTRO	1	1	Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	dieser Posten
SF0420	sykos	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	sykos	ASTRO:NO_COMMON_CORE	sekundäre Grundklasse
SF0421	taiin	PROSE_ONLY	1	0	AIIN	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	Sollmaß
SF0422	tal	PROSE_ONLY	1	0	AL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	dorthin
SF0423	talam	PROSE_ONLY	1	0	AL+AM	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY	BREVIGRAPH_PLUS_NOMENCLATOR	PARTIAL	Rahmen lesen, Körper auswendig ergänzen	AM	PROSE:PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY	am Ziel verwahren
SF0424	tchedy	PROSE_ONLY	1	0	CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Posten überführen; Schluss
SF0425	tchody	PROSE_ONLY	1	0	HO+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Eingangsposten beiseitestellen; Schluss
SF0426	tedy	PROSE_ONLY	1	0	SHED+E+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	SHED	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz absetzen lassen; Schluss
SF0427	teeo	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	teeo	ASTRO:NO_COMMON_CORE	lange oder volle Diagrammstufe
SF0428	teol	PROSE_ONLY	1	0	E+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	kurz weiterleiten
SF0429	tey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	tey	ASTRO:NO_COMMON_CORE	aktueller Phasenwert
SF0430	tochso	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	tochso	ASTRO:NO_COMMON_CORE	Grundzustand dieses Platzes
SF0431	todaiin	ASTRO_ONLY	0	1	AIIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Sollwert oder Grad eines Diagrammplatzes
SF0432	tol	PROSE_AND_ASTRO	1	1	OL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	fortsetzen
SF0433	tshey	PROSE_ONLY	1	0	CHEEY	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	CHEEY	PROSE:MEMORIZED_WHOLE	Klarlauf zugeben
SF0434	tshol	PROSE_ONLY	1	0	HO+L	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE	NOMENCLATOR_PLUS_BREVIGRAPH	PARTIAL	Körper lernen, produktiven Rand lesen	L	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Zutat entnehmen
SF0435	y	PROSE_AND_ASTRO	1	9	Y	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	dieser Posten
SF0436	ycheody	ASTRO_ONLY	0	1	CHEO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	aktueller Ablesewert fest
SF0437	ycheor	PROSE_ONLY	1	0	Y+CHEO+OR	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	Y	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Auszugsansatz
SF0438	ychey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	ychey	ASTRO:NO_COMMON_CORE	aktueller Ablesewert
SF0439	ydaiin	ASTRO_ONLY	0	2	AIIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Sollwert oder Grad eines Diagrammplatzes
SF0440	ydam	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	ydam	ASTRO:NO_COMMON_CORE	festgelegter Aspektwert
SF0441	ydchos	ASTRO_ONLY	0	1	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmelsobjekt oder Eingangsbedingung
SF0442	ydoly	ASTRO_ONLY	0	1	OL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0443	yekees	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	yekees	ASTRO:NO_COMMON_CORE	lange oder volle Diagrammstufe
SF0444	yetey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	yetey	ASTRO:NO_COMMON_CORE	ausgewählter Phasenwert
SF0445	yfain	ASTRO_ONLY	0	1	AIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	gezaehlter Teil oder Unterabschnitt
SF0446	yka	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
SF0447	ykady	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
SF0448	ykaiin	PROSE_ONLY	1	0	Y+AIIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	Y	PROSE:LITERAL_PRODUCTIVE_PARSE	Postenmaß
SF0449	ykain	PROSE_ONLY	1	0	Y+AIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	Y	PROSE:LITERAL_PRODUCTIVE_PARSE	Postenportion
SF0450	ykaly	ASTRO_ONLY	0	1	YK+AL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + AL
SF0451	ykan	PROSE_ONLY	1	0	Y+AIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	Y+AIN	PROSE:LITERAL_PRODUCTIVE_PARSE	dieser Anteil
SF0452	ykar	ASTRO_ONLY	0	3	YK+AR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + AR
SF0453	ykchdy	ASTRO_ONLY	0	1	YK+KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + KCH
SF0454	ykchey	ASTRO_ONLY	0	2	YK+KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + KCH
SF0455	ykchos	ASTRO_ONLY	0	1	YK+KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + KCH
SF0456	ykchy	ASTRO_ONLY	0	1	YK+KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + KCH
SF0457	ykchys	ASTRO_ONLY	0	1	YK+KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + KCH
SF0458	ykecho	ASTRO_ONLY	0	1	YK+HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + HO
SF0459	ykeeal	ASTRO_ONLY	0	1	YK+AL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + AL
SF0460	ykeeody	ASTRO_ONLY	0	1	YK+EE+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Klassenposten länger markieren
SF0461	ykees	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
SF0462	ykeey	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
SF0463	ykeody	ASTRO_ONLY	0	2	YK+E+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Klassenposten kurz markieren
SF0464	ykey	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
SF0465	ykeydy	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
SF0466	ykoaiin	ASTRO_ONLY	0	1	YK+AIIN	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + AIIN
SF0467	ykor	ASTRO_ONLY	0	2	YK+OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus + OR
SF0468	ykshy	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
SF0469	yky	ASTRO_ONLY	0	1	YK	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YK lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YK	bezeichnete Klasse oder Haus
