gdt513_local_id	source_event_id	physical_page	source_panel	register	locus	source_order	owner_de	surface	component_recipe	component_atom_count	portable_core_atoms	formal_or_local_atoms	legacy_structural_atoms	unresolved_atoms	component_trace_de	record_role	default_working_reading_de	running_support_tier	running_surface_event_count	running_surface_recipe_count	running_surface_recipes	running_recipe_event_count	running_recipe_surface_count	running_recipe_pages	local_leaveout_class	other_local_surface_pages	other_local_recipe_pages	gdt405_lock_contact	gdt405_locked_recipe	gdt405_lock_alignment	future_batch_recipe_policy	formula_hypothesis_signal	nomenclator_hypothesis_signal	record_hypothesis_signal	renderer_hypothesis_signal	mixed_model_assignment	meaning_status	portable_meaning_changed	structural_tag_promoted_to_word	guard
G513-L029	P912-E1784	f67r2	f67r2	CELESTIAL	f67r2.15	639	zwei lokale Himmelsraeder	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	6	OL+CH	D_ADDR+S_ADDR+O+DY	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · FORTSETZEN · NEHMEN · [S_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER] · FORTSETZEN · NEHMEN · [S_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L030	P912-E1804	f67r2	f67r2	CELESTIAL	f67r2.22	659	zwei lokale Himmelsraeder	okal	OK+AL	2	OK+AL	NONE	NONE	NONE	SETZEN · ZIELORT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: SETZEN · ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	15	1	OK+AL	47	5	f18r|f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f72r|f82r	f82r	YES	OK+AL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L031	P912-E1818	f67r2	f67r2	CELESTIAL	f67r2.28	673	zwei lokale Himmelsraeder	okain	OK+AIN	2	OK+AIN	NONE	NONE	NONE	SETZEN · ANTEIL	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: SETZEN · ANTEIL	A_EXACT_RUNNING_SURFACE_RECIPE	19	1	OK+AIN	63	2	f18r|f1r|f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f89r	f70v	YES	OK+AIN	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L032	P912-E1819	f67r2	f67r2	CELESTIAL	f67r2.28	674	zwei lokale Himmelsraeder	am	AM_ADDR	1	NONE	AM_ADDR	NONE	NONE	[AM_ADDR:LOKALSTRUKTUR=HIER]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI zwei lokale Himmelsraeder: [AM_ADDR:LOKALSTRUKTUR=HIER]	A_EXACT_RUNNING_SURFACE_RECIPE	9	1	AM_ADDR	9	1	f10r|f24v|f55v|f67r2|f72r|f75r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f71v|f88r	f70v|f88r	YES	AM_ADDR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L033	P912-E1824	f67r2	f67r2	CELESTIAL	f67r2.31	679	zwei lokale Himmelsraeder	opcholdy	O+P+OL+D_ADDR+Y	5	P+OL+Y	O+D_ADDR	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · FORTSETZEN · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · FORTSETZEN · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L034	P912-E1832	f67r2	f67r2	CELESTIAL	f67r2.34	687	zwei lokale Himmelsraeder	ofar	O+LOCAL_CHAR_F+AR	3	AR	O+LOCAL_CHAR_F	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · AUSGANG	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	O+LOCAL_CHAR_F+AR	1	1	f67r2	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L035	P912-E1833	f67r2	f67r2	CELESTIAL	f67r2.34	688	zwei lokale Himmelsraeder	oeoldan	O+E+OL+D_ADDR+AN	5	OL	O+E+D_ADDR+AN	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · FORTSETZEN · [D_ADDR:LOKALSTRUKTUR=HIER] · [AN:LOKALSTRUKTUR=KLASSE]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · FORTSETZEN · [D_ADDR:LOKALSTRUKTUR=HIER] · [AN:LOKALSTRUKTUR=KLASSE]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L036	P912-E1840	f67r2	f67r2	CELESTIAL	f67r2.37	695	zwei lokale Himmelsraeder	ytoaiin	Y+T+O+AIIN	4	Y+T+AIIN	O	NONE	NONE	POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L037	P912-E1866	f67r2	f67r2	CELESTIAL	f67r2.47	721	zwei lokale Himmelsraeder	yfain	Y+LOCAL_CHAR_F+AIN	3	Y+AIN	LOCAL_CHAR_F	NONE	NONE	POSTEN · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · ANTEIL	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: POSTEN · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · ANTEIL	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L038	P912-E1876	f67r2	f67r2	CELESTIAL	f67r2.52	731	zwei lokale Himmelsraeder	qotoear	OT+O+E+AR	4	OT+AR	O+E	NONE	NONE	DANACH · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · AUSGANG	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI zwei lokale Himmelsraeder: DANACH · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L039	P912-E1877	f67r2	f67r2	CELESTIAL	f67r2.53	732	zwei lokale Himmelsraeder	dchdar	D_ADDR+CHD+AR	3	CHD+AR	D_ADDR	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · BEARBEITEN · AUSGANG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER] · BEARBEITEN · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L040	P912-E1878	f67r2	f67r2	CELESTIAL	f67r2.54	733	zwei lokale Himmelsraeder	y	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	39	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v|f89r	f69v|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L041	P912-E1879	f67r2	f67r2	CELESTIAL	f67r2.54	734	zwei lokale Himmelsraeder	saldal	S+AL+DA+L	4	S+AL+L	DA	NONE	NONE	WÄHLEN · ZIELORT · [DA:STEUERUNG=ZWEITE STUFE] · VERBINDUNG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: WÄHLEN · ZIELORT · [DA:STEUERUNG=ZWEITE STUFE] · VERBINDUNG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L042	P912-E1880	f67r2	f67r2	CELESTIAL	f67r2.55	735	zwei lokale Himmelsraeder	ytodal	Y+T+O+DA+L	5	Y+T+L	O+DA	NONE	NONE	POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [DA:STEUERUNG=ZWEITE STUFE] · VERBINDUNG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [DA:STEUERUNG=ZWEITE STUFE] · VERBINDUNG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L043	P912-E1881	f67r2	f67r2	CELESTIAL	f67r2.56	736	zwei lokale Himmelsraeder	tol	T+OL	2	T+OL	NONE	NONE	NONE	EINSTELLEN · FORTSETZEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: EINSTELLEN · FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	4	1	T+OL	7	2	f11r|f1r|f56r|f83r|f88v|f89r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	T+OL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L044	P912-E1882	f67r2	f67r2	CELESTIAL	f67r2.56	737	zwei lokale Himmelsraeder	daiin	AIIN	1	AIIN	NONE	NONE	NONE	WERT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: WERT	A_EXACT_RUNNING_SURFACE_RECIPE	100	1	AIIN	155	2	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f72r	f69v|f70v	YES	AIIN	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L045	P912-E1883	f67r2	f67r2	CELESTIAL	f67r2.57	738	zwei lokale Himmelsraeder	otar	OT+AR	2	OT+AR	NONE	NONE	NONE	DANACH · AUSGANG	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI zwei lokale Himmelsraeder: DANACH · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	18	1	OT+AR	22	2	f10r|f55v|f71v|f72r|f75r|f76r|f81r|f81v|f83r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f71v|f72r|f88v	f70v	YES	OT+AR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L046	P912-E1884	f67r2	f67r2	CELESTIAL	f67r2.57	739	zwei lokale Himmelsraeder	dy	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v|f70v|f72r|f89r	f69v|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L047	P912-E1885	f67r2	f67r2	CELESTIAL	f67r2.58	740	zwei lokale Himmelsraeder	cho	HO	1	NONE	HO	NONE	NONE	[HO:LOKALSTRUKTUR=KLASSE]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI zwei lokale Himmelsraeder: [HO:LOKALSTRUKTUR=KLASSE]	A_EXACT_RUNNING_SURFACE_RECIPE	8	1	HO	8	1	f17r|f1r|f24v|f55v|f56r|f88v|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v|f70v	f69v|f70v	YES	HO	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L048	P912-E1886	f67r2	f67r2	CELESTIAL	f67r2.58	741	zwei lokale Himmelsraeder	dal	AL	1	AL	NONE	NONE	NONE	ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	AL	75	3	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v|f70v	f69v|f70v	YES	AL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L049	P912-E1887	f67r2	f67r2	CELESTIAL	f67r2.58	742	zwei lokale Himmelsraeder	g	G_LABEL	1	NONE	G_LABEL	NONE	NONE	[G_LABEL:LOKALSTRUKTUR=VARIANTE]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI zwei lokale Himmelsraeder: [G_LABEL:LOKALSTRUKTUR=VARIANTE]	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	1	1	LOCAL_CHAR_G	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L050	P912-E1888	f67r2	f67r2	CELESTIAL	f67r2.59	743	zwei lokale Himmelsraeder	ytchodly	Y+T+CH+O+D_ADDR+L+Y	7	Y+T+CH+L+Y	O+D_ADDR	NONE	NONE	POSTEN · EINSTELLEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · VERBINDUNG · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: POSTEN · EINSTELLEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · VERBINDUNG · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L051	P912-E1889	f67r2	f67r2	CELESTIAL	f67r2.60	744	zwei lokale Himmelsraeder	octhys	O+CTH+Y+S	4	Y+S	O+CTH	CTH	NONE	[O:STEUERUNG=AUSFÜHRUNG] · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN · WÄHLEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN · WÄHLEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L052	P912-E1890	f67r2	f67r2	CELESTIAL	f67r2.61	745	zwei lokale Himmelsraeder	ytokar	Y+T+OK+AR	4	Y+T+OK+AR	NONE	NONE	NONE	POSTEN · EINSTELLEN · SETZEN · AUSGANG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: POSTEN · EINSTELLEN · SETZEN · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L053	P912-E1891	f67r2	f67r2	CELESTIAL	f67r2.62	746	zwei lokale Himmelsraeder	otolor	OT+OL+OR	3	OT+OL+OR	NONE	NONE	NONE	DANACH · FORTSETZEN · EINHEIT	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI zwei lokale Himmelsraeder: DANACH · FORTSETZEN · EINHEIT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L054	P912-E1892	f67r2	f67r2	CELESTIAL	f67r2.63	747	zwei lokale Himmelsraeder	okodar	OK+O+DA+R	4	OK+R	O+DA	NONE	NONE	SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · [DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · [DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L055	P912-E1893	f67r2	f67r2	CELESTIAL	f67r2.64	748	zwei lokale Himmelsraeder	s	S	1	S	NONE	NONE	NONE	WÄHLEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI zwei lokale Himmelsraeder: WÄHLEN	A_EXACT_RUNNING_SURFACE_RECIPE	38	1	S	38	1	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f76r	f70v	YES	S	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
