component_recipe	intake_tier	atom_count	support_count	reachable_state_count	register_count	transition_cell_count	order_repaired_cell_count	distinct_outgoing_state_count	distinct_clause_count	state_signature_sha256	clause_signature_sha256	full_transition_signature_sha256
A_ADDR+AL	T0_EXACT_OBSERVED	2	1	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	f3ea9ad704bcc06b0f7a467468dcf8aad3307075e7733e6ff0cdec199f2871ef	047ca082743782f39af558e7002af8cbbf56a89ab0943ac88c659e86735bcbbd
A_ADDR+LOCAL_CHAR_I+M_LOCAL	T0_EXACT_OBSERVED	3	2	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	4ec735d804e4faee0888995d622737e32c66ff59b28233a03e8a97e064369c82	b8802d94001c48ee55f0021ccb34ddca92718698a8ff489c5812db60ca42c639
A_ADDR+S	T0_EXACT_OBSERVED	2	4	49	5	245	0	5	21	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	2c4ac145199359d34229f38759711bccc466a4fbb9c0ce7d597e58f8a42e3a9d	42fac633f878ca23b90b2805545a060adf737ced205efc1938b3f29eee710f15
A_ADDR+S+E	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	21	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	53fce46943550fac195d6fde0d2e9d4c90a2c1322e7fc3053383a89492aa45d6	1c426067282e26e8de24c863dbded7b57062d5e22cdd0c87bdcdcd9cc30662b1
A_ADDR+SH+Y+T+EE+D_ADDR	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	3e1bb910d9b23b53acf10724c7a886726320ea12b125d60578b9f9074f8271c4	82e1408555131dfc4e28fa7fad678eb8f9fdf04db6f8719997424adb91d5831b
A_ADDR+T+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	2df417ace50d3b2c11e97e89bead9023422345b310dc06f894f7d4c7597e0496	0cd6e2f52559530ddb761c53c88aee5718564b7f45824d4b7913c77fbb241e6d	0dcd481ce8013a2324c2f0532a12d9d9f45730e43b5a0f9679764eaeb9ecc8ec
A_ADDR+T+CH+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	80378fc31740c90345951d3fa4c54cbfd2b0f8380d0a638602123afcb4e628ef	158cc8c904c9b5aa1a2193058f40151bc4c06f2f38d18e17af5baa918628dcb5
A_ADDR+T+EE+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	812fc734b40d7f917015a6175488c66fecf6ed6a17ec1ba76558fb32ec448f71	cf47d7ad670b5b6c2ca6ed90b9fe3a3d3225744fd560fe950e1b2d0f275b8ddf
A_ADDR+Y	T0_EXACT_OBSERVED	2	2	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	db407693e2af010fdbad73e80307323da0fa7cf995e21b21e63fa9cb4661de32	5aa73c5edff9bd4a90b9a7f52a9f63494116fce578674baf8d17a204af032b9d
CARRIER_Q+E+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	10	50	b7db7ebf91c5c330edc58279f60b6a1109934d9063f3e5012b1f4abe10019816	a39045c5067e3a7dadd0b6678dd3a78c21ab88a4523638c15aa875d99fe360fa	415d8c04bb937ee997e6c3fe5e84d4cd32ceee3ff0e8d565dd42ca411fdc4709
CARRIER_Q+E+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	dfed4d707e22279b0fcd16624a6d0e2c5b4569d3e0cfb705a90eca52e15d9e72	480ec6b33b7af683324092762169ab8ba1f63caa7a92b1971ed11b4c76a7d758
CARRIER_Q+E+K+AIIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	573e8b1574ae7b3212099a780cdc2771bb329a4b06efca7099adfabe5a64861e	d9726d41e0c7526a899068a5620d898d67129f6b15838ad305c661822b5715ab	33b8f226bfa5ad02a1cf137c9dff7b2826257f9398c17a0a6ff436fbd36fc083
CARRIER_Q+E+K+EE+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	b78db042f01228b0094a141d33912a666138d21b6ad1a2ce50ba9e203b66a409	a59781e78c72b27dd8fb0a2cd1f8252671f36adf1e9da796698f2d8ec4c6cc7e
CARRIER_Q+E+P+CHD+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	644fc7bca34ee2ecf33b7fc4822a93c9acfaf1b2fe604fd18e18ecc003d19cad	d72d5a45c6ccc3eba16db355babbbd969cc36219ede40508b69645898290caa9
CARRIER_Q+E+T+AL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	d3b286196bd17664b86320bf1001e6a13c4c7c0ecc9f8b68163093fb95acc0cc	041f42b3530227d02eccad349ed17f3154a824d04b9b344fa7bd4c374f61a489
CARRIER_Q+E+T+CH+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	ee2f6580645970b979afba8dd941aab6af23221b0ee386b1908a430feca0eed3	a84f49e897dae8ebc603ed33648eca43834b68d9630765094facdf34a539f9f2
CARRIER_Q+E+T+IIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	66e0feee8d795f90a2fe5f7b186674b275a81f1fe82fbb9bb09db0f049cb2f43	6b92e5b826c682e9b53e8067dd4bbbb6b515bb8c5f90e37485ce08e50a137799
CARRIER_Q+E+Y+K+EE+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	b68f350642395a524219bf335ef3e451a97a89854634910cdae03920d4f8f208	3c148c2245cad431f2bec632a8606785387d4d6a85f5f0683c485779204e5405
CARRIER_Q+EE+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	899d0f2f4d7967e391769cddb4b2efa7df20ece1d6b64007616519fe078eb4c4	803a5202ff8adc7909f94169240fd83702e330f40edc62ef97c8aea995179cdb
CARRIER_Q+EEE+D_ADDR+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	ab6360afef45ed7d1f954c92a60d9f4ad3cf0ce9ec9e9be47a6aa73677829a10	44e51b0d5ed301801fd4b1c0e67af1915e5e1bc2b8c7e96f789f4846469e27da
CARRIER_Q+EEE+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	f634f81f7265d50e749fcbc2fa1e243d9c3eddd28985cd463d789a57f35b145e	b58e7c73a5bab44f3e888f9dfc5f9c87827c680f7cb3dec293ecdc937254bd28
CARRIER_Q+K+O+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	6b87939f8a6764d089c18a76d2cc7b98b4ea7284c69a6b0713af06df2fd2338e	edba2cdbb42c8913c3a063835c3465019eb96fa4b9a791b96dc16a2f9418af4e
CARRIER_Q+O+AIIN	T0_EXACT_OBSERVED	3	6	49	5	245	0	10	50	b7db7ebf91c5c330edc58279f60b6a1109934d9063f3e5012b1f4abe10019816	d6b9f1addacb0945e84bcb544573b1e41760d82aa89bb580824a8869da8b5dfa	c6eb4da4cb1f6465999a889f5e92fd24f8651a5805717954f842cc2be84aeea5
CARRIER_Q+O+AIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	10	50	77d2e2599f1aa01b5c01284d78c1a5644657a684117cbd4616b5d86cdc64d6a0	71c159bdf963658c25bc077f5738244778486eee301b284c4e7ddc54607257b5	ca880129aeb330c60fabf0df00e14ea3b4f86a4e817defbc7504a0ea4f685f6c
CARRIER_Q+O+A_ADDR+Y	T0_EXACT_OBSERVED	4	2	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	6f8f5e34c3e31d7a3b725dbed69d132cb69fd580c647ca5a81d7a9faab82e895	bbb1552ef87c80775d702292bffafb019265902d1a3987f1d3e3914652ef3149
CARRIER_Q+O+CH+EE+Y	T0_EXACT_OBSERVED	5	2	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	36ce1ac7ac45e70ed1543e8c1cbf08d349cc2df6cddd7d9e498072d54a7405e8	ce064ce0910301345a5e107e8139d5032e73f969c80bec2630337d55a2338926
CARRIER_Q+O+CH+K+OL	T0_EXACT_OBSERVED	5	3	49	5	245	0	5	24	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	9283cd95ca9108d00f47b89e0e50a9e650cc82c1ef2919b0be0336c4acb71935	945594035aeb762d0a1dbd627e513f88bfdd7fa18436461b2cb957d9d6c6a8cd
CARRIER_Q+O+CH+K+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	3c650a6b22529b2add51ea8e7fb531024a53954da4a9f1f2d52a5f1d6f538434	24070745487f5e08b94ad3c6378031fad5bfaee0f142901ed237715245b4932a
CARRIER_Q+O+CH+T+E+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	6ec2cd9d70dfaa8c91b3ac88f3f47548a5e20c96f530525170fe19e538abcfe5	a3387f46a43d075895b0e5fd13b891f0e4de60e25a87af1eac0004f31c92d46b
CARRIER_Q+O+CH+T+OL+Y	T0_EXACT_OBSERVED	6	2	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	d0756cadeb73dd265b5fde72cec5b43541d6b78f1cbdc71e564f3ba422460dbb	475eb01a6aedf3618d3152056efa0bc0881509a676e4a6f8dbce74608fd847bd
CARRIER_Q+O+DY	T0_EXACT_OBSERVED	3	3	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	e08f2d5c053dcd047f5c05f1f7e5caa18cd801b1c837b2ceb0ff7928d71d5c2b	009e718d18e5a3b54b85622e78daa0b83fd6d69af3aa4fc4a559de81bbc8241d
CARRIER_Q+O+D_ADDR+CHD	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	21	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	abc570d1d46e12ba96c1048154145d985d39b3848bf528be47a5cddbfe257bd2	d9f70545202f7ee77e8e17052b1b2cc2e89cc7e3dd9dfff73cdf79ff39b5ef4f
CARRIER_Q+O+D_ADDR+O+AM_ADDR	T0_EXACT_OBSERVED	5	1	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	1d1895958fa064b1fd78f43a0050c24b7664b02701f8ec328bc40bea7bc2dae2	0b3ad3451ebd23c26f91ba502997aca5145ae647ba2f84d7e16d5b8365045378
CARRIER_Q+O+D_ADDR+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	10	50	69deda7d351e2a884cddd51414d4727f8a289d2fa6796a2f2851c0d8b36a7a88	62d7b45d659ac4da038734352ef92ce7d520c1d41371d7c7386331e398d8c0bf	a855f47c7597942a2ce4b342622fb416ad2a3f5f2fcfa9a994f2e4114c23ffa5
CARRIER_Q+O+E+AIR	T0_EXACT_OBSERVED	4	1	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	d3e981eda63dcf99f25c6538b61ab7d21b8e46dc081a19496a1178960edf0d29	912bfd605376c0c995b7bee03be55a2f9bec90b6e56357a51cee669b68a5dd8c
CARRIER_Q+O+E+K+E+OR	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	52a564e1763fe45af7ba82c461105c3078e8b7e6379a7180cc47ed392d8b41f8	64087486c4a30527389388416e45bb5cd33767833da27c151e0c399267735561	eace428503ab26506e7e0bba70856494e1c9f181ea9551e1b468b0cdf0015150
CARRIER_Q+O+E+K+OL	T0_EXACT_OBSERVED	5	2	49	5	245	0	5	23	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	5c8280f44f1a93f5660be65ab279b9c89a2ba0cf632225280bcb79de7b7caee6	f1b842ff34e3c8d77a2838ea8076615fa6557de26de4f905aeb6c0bd919a658f
CARRIER_Q+O+E+S+E+DY	T0_EXACT_OBSERVED	6	1	49	5	245	0	5	21	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	32aad0b1d8272b5354b91d7a5633def719612832699c7352a9e7cebfff56ec0d	550c120e4a14388b5c904b16746b1449e678825847c46753683c443b5f0a6cd3
CARRIER_Q+O+EE+D_ADDR+Y	T0_EXACT_OBSERVED	5	2	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	dcab83336565b1d11b719714fa6a31c58acb24f2fbf49072bed7bd81722d8a43	842cebd8230b1070d5fae44f360a5eead1065b3263b09dc6393386a471ea9271
CARRIER_Q+O+IIN+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	21	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	0be70f8e7f6ecbcdf8abc845ed91ee9459aa20a60657a349227a446070fb9186	1f09871b7630b2b968b628c89806d31e204eb462d34b77ef376723c415b74d13
CARRIER_Q+O+LOCAL_CHAR_F+AIIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	10	50	b7db7ebf91c5c330edc58279f60b6a1109934d9063f3e5012b1f4abe10019816	b01e3091bf60ab9aa1932a82aba81fa5a0bc27e353824502bc445c75bd061b83	641b1fd3d338df8d4601c05863c4478ce4682d4d4597aa69cea85086d072aaea
CARRIER_Q+O+LOCAL_CHAR_F+AIR	T0_EXACT_OBSERVED	4	1	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	c5f90c72650eb5a9e105b2c8ca8176ae785da893c8cf5dd4ef1df876b08cbb2b	ed7063b300b122037cdfb17b72ab3c3b0a5bb93afc388acdd95fbc07339d9c67
CARRIER_Q+O+LOCAL_CHAR_F+CHD+AIIN	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	dfb4419a3e627550b47886dfac740f1add5bd39ccc1a65c5812ece362c7049ee	79b0d6ba8532020b6e25d742edf8728cec72f98fa86237465eebf2dc596e6479	a44d96e488679dca7528e7a5f3eced105b92dfc3f12beb8831590a212605f213
CARRIER_Q+O+LOCAL_CHAR_F+CHD+AIN	T4_NARROW_APPENDIX	5	2	49	5	245	0	1	5	1b694d9176f9754ddbb952b5bc0df465168795d4bf3440b58288673b694c89e6	8e5491fc8e3b62139b85951f702c14736c85c59b6b070964accddeea13e732dc	6a4087b6be48d8280a969a063ebee456b525996af460ee34daf3e219f1ca7ecb
CARRIER_Q+O+LOCAL_CHAR_F+CHD+OR	T4_NARROW_APPENDIX	5	2	49	5	245	0	1	5	b9c408edb0e62a4adf006225207554756de33e5413d5b68545eb942e987e0d5b	d694dcfc266f93d49a3ce41d59b1dd90c1f13e0051e122f97b907ea296f98c7b	89676d7ac493b4e5f4d415daf5d05cba9e52071e4533f61710b080a03897723e
CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	be840eba9710a111fba86d46f324c82d3956ae18e5bb68fea600d97a4c2f8af8	caaecdf0c6153aae2ba02c7b6ea00eb0ad8059d8743901d4e031f35b01493593
CARRIER_Q+O+OL	T0_EXACT_OBSERVED	3	2	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	8f4093933a3543b091bc76f0b12625bcd2afbb164a863db7c1467f78a8f06226	fd7462fca4db62e9102eba401fd262f747dd4de7cff27149e905df1d9200e884
CARRIER_Q+O+OR	T0_EXACT_OBSERVED	3	2	49	5	245	0	10	50	69deda7d351e2a884cddd51414d4727f8a289d2fa6796a2f2851c0d8b36a7a88	5a985747e5c22b3d852cd803f9af005216df386ed1291132a4cbc8839062e0e8	1dcf1742ad6dfa0f05e4b85c9294751649b8578eea9c9c971e9560ceb10c15f8
CARRIER_Q+O+P	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	21	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	921a7f495039f2178d70b26b418c77ba647802dc27e32de04053fe4aee24c4aa	6e03f324f240f4913740c25eefed3c8782945f6c07e3803d8d9fa2bd226c1f21
CARRIER_Q+O+P+CH+OL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	fee605eb291c052620e804b8e98b73418145781c51a929afa86b1fad21ac6b63	fda1938905b4b7c80733a44692d6b9e6694d4951825382f541a9dab35eb3528a
CARRIER_Q+O+P+CHD+Y	T0_EXACT_OBSERVED	5	6	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	346f07f3636b4ed4e68a53c1e0d9031ad9e99c32602a59eee0a5670fc14b9909	f2ede4d766ca127680be8228448cd16e58fc98c111e969d28c6759ceb49e1123
CARRIER_Q+O+P+OL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	21	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	6dcd537cd09c7596db420048c26ad42253e4af0d7de8a7ff70f62c34b9957acb	90f1f24d28d91dc8f22f4145e29f4a074a4bc4ca0743c5bb8ad6de51ccc29dfc
CARRIER_Q+O+P+SH+D_ADDR+Y	T0_EXACT_OBSERVED	6	2	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	8eb5c3c61aa314042ecabcc6f636805422540306ba417f837d42217298b958ac	14d2631e02a4d43c4dc52c635b34c96924bb6177bf022de009767fb9168b5877
CARRIER_Q+O+P+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	46cb56bf43ae6056ce32a2d1976079660af90cb827f7e5520dc1e0f4ca165500	141cd8bb870b3ece691cd1b285baa51f60d5d0b181d707e9348593eced9310ef
CARRIER_Q+O+SH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	8dd7cab59f88dc29075c66b72af684292bd138a84468b91a821056f44c861372	0436e09d2bab4a90711fd7cadb0bdadec90fc745811543f33acda2f7a6e8d1b3
CARRIER_Q+O+Y	T2_FUTURE_STRONG	3	3	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	1c92fe7c27d1509956b1b5dc8bfb579034e44195dc1b7e77ae31762fa00968de	76aa3cfd07c737a9abd00f0b7429583c7f13975f8fd30645ea8c21ac6a2b1271
CARRIER_Q+S+G_LABEL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	21	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	fbec745a5f0b9514d7304d1dea7a25144f240d120fff5e3010d3040574e59c7e	412ce1ae14e3305d5a5cb7c01098dc944ec437393f0199fb8ef80b83cb4f508a
CH	T0_EXACT_OBSERVED	1	2	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	bb55021136f19dc7955720f5212840d53f0d1721dca7accdada40a246072e02b	61ec0f449dc4fcb7ca58766fa2dcff68d89fc0020d2fa179827ecbedc85cf9e4
CH+AIIN	T0_EXACT_OBSERVED	2	5	49	5	245	0	1	5	aee4d7f333ae2c26de4303c483dc989220dee76b78cc4353adebee8e438f5743	84329b66ce695e6e0f4692d0a0d412e25cedb5778dfad0222b0302d46aac65fc	5ea9fdeca74c930e0f3b8bef6add03c5c11346f591a0f413b5b6a082d200105b
CH+AIN	T2_FUTURE_STRONG	2	3	49	5	245	0	1	5	aeec8917c98150564af2a6ef6f185598967c38a4841d5bbb08215944cd292e25	fcd3f653f83e62985f2a1d9d18bafdfd04f630102c82c53ab5d4cf0faf2546e0	cdf3986245b21c206c2b00fbdb9a405f4d39efc95f3efbf8ca0825962b762abd
CH+AIR	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	b9d042f6b7ae2cf01d3e2d761a02586e0a1d823af9f9ac717186c5dc2eb24426	7cd55ab6e8aaf53cf52bbdb84a821ca1d83d80c026818c7c3e39689d3a6e16f9
CH+AL	T0_EXACT_OBSERVED	2	8	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	4b21f8dfc32e8538a82a59891135bb397ff4a3b5aca201fe4144e10e4ce75796	10020e0a91efc20eed82f40ee60bb78de0740a61c1f8e6158ae17050074d4d3e
CH+AL+S	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	532090ac6ee95319f8d326666a9f025c5121f38626611a9392127358d47e41d6	0748f9f3182a5c081d8219244887172593938064cbc4e8612332d8aec4ee130f
CH+AL+Y	T0_EXACT_OBSERVED	3	3	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	e1505d259d656041fe4bb6865dc6dda7c44283faa00603f05f93d5f71a1acfbe	c0dc9a4024b162f621baa945920fa7f74a9897b0425fd35ec6adf6c1413f03e7
CH+AM_ADDR	T0_EXACT_OBSERVED	2	2	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	cf50f706570e133f2155473500c0d69d4f87bb5fd2fc017f404ad4bad61de685	040d337dd6cd436b3c7803afdfe3649f7f3835f6b9191af45e8dc696328b61e8
CH+AR	T1_FUTURE_HIGH	2	4	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	35457398880e3ab4d9dd9c7c6d0aa696afb380e774541d6e0975d8359ca849c0	31e9e3be779eedc6a70d2d94f11e9221fe303b8d1876650983bdc5bd18d6a18c
CH+A_ADDR	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	cf50f706570e133f2155473500c0d69d4f87bb5fd2fc017f404ad4bad61de685	040d337dd6cd436b3c7803afdfe3649f7f3835f6b9191af45e8dc696328b61e8
CH+A_ADDR+S	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	23	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	11905898752e712c49a1af02f925fcde81a09ec3f00ff81f624b08cd5d99e8cb	9f519e4cc1e3113620471b7e6cde2f1875c106738a5da88877f19cf251df3389
CH+CH+K+AL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	8b6d34ca440b25a7b418fa7bcfe318af8cd525a839bc18a59f75dd3d4e2bbbca	9476bce0c38b24b037170e5df77f8ade51ac7c26afb232af60c2f95854611b99
CH+CH+K+D_ADDR+Y	T0_EXACT_OBSERVED	5	2	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	16f5b4ed7ebcbb5bad6396bbde950a9808cc51254ca5965c13c4d4ccbfe1f33d	fe697dbf8a44adc2534935ea6c440640d00e7d0bf00a2346c05822111bf2c73e
CH+CH+K+E+Y	T0_EXACT_OBSERVED	5	4	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	9017436fdccdc863bc6997a34dd002e772b0ae89896f772286b502b9c82fec3a	96c75e7c266ae37e5ebd9ac582a8c102e2d6d123925f6fef18ab7382fcbc832c
CH+CH+OK+E+Y	T4_NARROW_APPENDIX	5	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	6f9da354864c29b93fd703aa3917037db19d736a466bb011a86c575d1344303b	51f09f3516a947a37ab75a71848b8314a4439191107425de85fb2f894d428778
CH+CH+P+E+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	23	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	441b36ec73322ac44ee065f189a548fa570b5d143ff683f01d4a855c3bbb8e11	77bb25bf86ef713f9508b6f9ef3f8899337879726f1015a154fa2c32211804e3
CH+CH+P+E+Y	T0_EXACT_OBSERVED	5	3	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	8d282e5f3aec6cc5b88056a57f924cefd34407af59aaf3fa0d8ea9396705c48b	8c21a6af90a14628d390f6286b29d049ad5cc66f48b8b4b55b3d1079e3625c99
CH+CH+P+Y	T0_EXACT_OBSERVED	4	3	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	1515616b46b408d44680950b2f4ebeb9a7612e0705a3546e9b3a7ae2671aafb7	af18f3edbc8c7442132f5438150028cf865ed37ea40a6809b5371140052ce6e5
CH+CH+S	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	23	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	09c51770c5830c162b8ab5dc4b83f7d64d84948b7bcc07d70c10266e21e53724	7f1e8fb89ab50f553fa075bf867b60f8ffefc7f0806aa9b6354c731414c1f077
CH+CH+T	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	24	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	e5d749a460cb6855666657f5b4844df74a246c802d3015e9162a1486cf03745a	27b4d78b1539a87b6b3ddbfc8ab5a754abc7222bfb23154dc4b5f0393d25fca6
CH+CH+T+D_ADDR+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	02a2e30c4ebfe6ed78b8980ff2c00f5329747a23989d7fe4696c7abe9271282d	5358f375fbb95258907701b7e5f773861393c121d8e5463242356927d5e6df4e
