replay_event_id	event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	all_atoms_on_apprentice_sheet	contains_local_channel	exact_surface_other_pages	exact_recipe_other_pages	surface_page_private	recipe_page_private	event_replay_result
P1024-E0107	P912-E0107	f11r	HERBAL	P1009-S004	f11r.2	ytchoky	Y+T+OK+Y	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0108	P912-E0108	f11r	HERBAL	P1009-S004	f11r.2	kchol	K+OL	2	YES	NO	f13r,f56r	f13r,f18r,f56r,f72r,f75r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0109	P912-E0109	f11r	HERBAL	P1009-S004	f11r.2	daiin	AIIN	1	YES	NO	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0110	P912-E0110	f11r	HERBAL	P1009-S004	f11r.3	qoty	OT+Y	2	YES	NO	f10r,f13r,f75r,f76r,f77r,f81v,f82r,f83r	f10r,f13r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0111	P912-E0111	f11r	HERBAL	P1009-S004	f11r.3	chol	OL	1	YES	NO	f10r,f13r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f88r,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0112	P912-E0112	f11r	HERBAL	P1009-S004	f11r.3	cthy	CH+T+Y	3	YES	NO	f10r,f17r,f18r,f56r	f10r,f17r,f18r,f56r,f75r,f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0113	P912-E0113	f11r	HERBAL	P1009-S004	f11r.3	dor	D_ADDR+OR	2	YES	YES	f13r,f17r,f75r,f83r	f13r,f17r,f75r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0114	P912-E0114	f11r	HERBAL	P1009-S004	f11r.3	ykychy	Y+K+Y+CH+Y	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0115	P912-E0115	f11r	HERBAL	P1009-S004	f11r.3	choty	CH+OT+Y	3	YES	NO	f56r,f72r	f56r,f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0116	P912-E0116	f11r	HERBAL	P1009-S004	f11r.3	dain	AIN	1	YES	NO	f10r,f18r,f67r2,f75r,f76r,f81v,f83r,f88v,f89r	f10r,f18r,f55v,f67r2,f75r,f76r,f77r,f81v,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0117	P912-E0117	f11r	HERBAL	P1009-S004	f11r.3	chaiin	CH+AIIN	2	YES	NO	f10r,f55v	f10r,f55v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0118	P912-E0118	f11r	HERBAL	P1009-S004	f11r.3	daiin	AIIN	1	YES	NO	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0119	P912-E0119	f11r	HERBAL	P1009-S004	f11r.3	dod	D_ADDR+O+D_ADDR	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0120	P912-E0120	f11r	HERBAL	P1009-S004	f11r.4	dchol	D_ADDR+OL	2	YES	YES	f13r	f13r,f76r,f77r,f81v,f82r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0121	P912-E0121	f11r	HERBAL	P1009-S004	f11r.4	chy	Y	1	YES	NO	f10r,f17r,f56r,f72r,f75r,f76r,f77r,f81v,f88r,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0122	P912-E0122	f11r	HERBAL	P1009-S004	f11r.4	kchy	K+Y	2	YES	NO	f13r	f13r,f76r,f81v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0123	P912-E0123	f11r	HERBAL	P1009-S004	f11r.4	dy	Y	1	YES	NO	f10r,f13r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0124	P912-E0124	f11r	HERBAL	P1009-S004	f11r.4	daiin	AIIN	1	YES	NO	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0125	P912-E0125	f11r	HERBAL	P1009-S004	f11r.5	tchol	T+OL	2	YES	NO	f56r	f18r,f56r,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0126	P912-E0126	f11r	HERBAL	P1009-S004	f11r.5	shor	SH+OR	2	YES	NO	f10r,f17r,f18r,f77r,f88v,f89r	f10r,f17r,f18r,f77r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0127	P912-E0127	f11r	HERBAL	P1009-S004	f11r.5	shor	SH+OR	2	YES	NO	f10r,f17r,f18r,f77r,f88v,f89r	f10r,f17r,f18r,f77r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0128	P912-E0128	f11r	HERBAL	P1009-S004	f11r.5	dky	D_ADDR+K+Y	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0129	P912-E0129	f11r	HERBAL	P1009-S004	f11r.5	y	Y	1	YES	NO	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0130	P912-E0130	f11r	HERBAL	P1009-S004	f11r.5	daiin	AIIN	1	YES	NO	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0131	P912-E0131	f11r	HERBAL	P1009-S004	f11r.5	cthy	CH+T+Y	3	YES	NO	f10r,f17r,f18r,f56r	f10r,f17r,f18r,f56r,f75r,f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0132	P912-E0132	f11r	HERBAL	P1009-S004	f11r.5	d	D_ADDR	1	YES	YES	f13r,f17r,f56r,f72r,f77r,f82r	f13r,f17r,f56r,f72r,f77r,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0133	P912-E0133	f11r	HERBAL	P1009-S004	f11r.5	y	Y	1	YES	NO	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0134	P912-E0134	f11r	HERBAL	P1009-S004	f11r.5	chodl	CH+O+D_ADDR+L	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0135	P912-E0135	f11r	HERBAL	P1009-S004	f11r.5	daiin	AIIN	1	YES	NO	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0136	P912-E0136	f11r	HERBAL	P1009-S004	f11r.6	odl	O+D_ADDR+L	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0137	P912-E0137	f11r	HERBAL	P1009-S004	f11r.6	d	D_ADDR	1	YES	YES	f13r,f17r,f56r,f72r,f77r,f82r	f13r,f17r,f56r,f72r,f77r,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0138	P912-E0138	f11r	HERBAL	P1009-S004	f11r.6	s	S	1	YES	NO	f13r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f13r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0139	P912-E0139	f11r	HERBAL	P1009-S004	f11r.6	y	Y	1	YES	NO	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0140	P912-E0140	f11r	HERBAL	P1009-S004	f11r.6	otol	OT+OL	2	YES	NO	f10r,f75r,f88v,f89r	f10r,f75r,f77r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0141	P912-E0141	f11r	HERBAL	P1009-S004	f11r.6	chaiin	CH+AIIN	2	YES	NO	f10r,f55v	f10r,f55v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0142	P912-E0142	f11r	HERBAL	P1009-S004	f11r.6	ykchor	Y+K+CH+OR	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0143	P912-E0143	f11r	HERBAL	P1009-S004	f11r.6	dair	D_ADDR+AIR	2	YES	YES	f10r,f17r,f18r,f88v,f89r	f10r,f17r,f18r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0144	P912-E0144	f11r	HERBAL	P1009-S004	f11r.6	chody	CH+O+D_ADDR+Y	4	YES	YES	f56r,f88r,f88v,f89r	f56r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0145	P912-E0145	f11r	HERBAL	P1009-S004	f11r.6	cthy	CH+T+Y	3	YES	NO	f10r,f17r,f18r,f56r	f10r,f17r,f18r,f56r,f75r,f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0146	P912-E0146	f11r	HERBAL	P1009-S004	f11r.6	s	S	1	YES	NO	f13r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f13r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0147	P912-E0147	f11r	HERBAL	P1009-S004	f11r.6	daiin	AIIN	1	YES	NO	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0148	P912-E0148	f11r	HERBAL	P1009-S004	f11r.7	qotchy	OT+Y	2	YES	NO	f10r,f56r	f10r,f13r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0149	P912-E0149	f11r	HERBAL	P1009-S004	f11r.7	okchol	OK+OL	2	YES	NO	NONE	f10r,f17r,f18r,f56r,f67r2,f71v,f72r,f77r,f83r,f88r,f88v,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0150	P912-E0150	f11r	HERBAL	P1009-S004	f11r.7	cthy	CH+T+Y	3	YES	NO	f10r,f17r,f18r,f56r	f10r,f17r,f18r,f56r,f75r,f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0151	P912-E0151	f11r	HERBAL	P1009-S004	f11r.7	dy	Y	1	YES	NO	f10r,f13r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	f10r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0152	P912-E0152	f13r	HERBAL	P1009-S005	f13r.1	torshor	T+OR+SH+OR	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0153	P912-E0153	f13r	HERBAL	P1009-S005	f13r.1	opchy	O+P+Y	3	YES	NO	NONE	f67r2,f76r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0154	P912-E0154	f13r	HERBAL	P1009-S005	f13r.1	shol	SH+OL	2	YES	NO	f17r,f56r,f72r,f76r,f77r,f81v,f83r	f17r,f56r,f72r,f76r,f77r,f81v,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0155	P912-E0155	f13r	HERBAL	P1009-S005	f13r.1	dy	Y	1	YES	NO	f10r,f11r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0156	P912-E0156	f13r	HERBAL	P1009-S005	f13r.1	qopchy	O+P+Y	3	YES	NO	f67r2	f67r2,f76r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0157	P912-E0157	f13r	HERBAL	P1009-S005	f13r.1	shol	SH+OL	2	YES	NO	f17r,f56r,f72r,f76r,f77r,f81v,f83r	f17r,f56r,f72r,f76r,f77r,f81v,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0158	P912-E0158	f13r	HERBAL	P1009-S005	f13r.1	opchor	O+P+CH+OR	4	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0159	P912-E0159	f13r	HERBAL	P1009-S005	f13r.1	dypchy	D_ADDR+Y+P+Y	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0160	P912-E0160	f13r	HERBAL	P1009-S005	f13r.1	dchg	D_ADDR+CH+LOCAL_CHAR_G	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0161	P912-E0161	f13r	HERBAL	P1009-S005	f13r.2	dchol	D_ADDR+OL	2	YES	YES	f11r	f11r,f76r,f77r,f81v,f82r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0162	P912-E0162	f13r	HERBAL	P1009-S005	f13r.2	chol	OL	1	YES	NO	f10r,f11r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f88r,f89r	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0163	P912-E0163	f13r	HERBAL	P1009-S005	f13r.2	dol	D_ADDR+OL	2	YES	YES	f76r,f77r,f81v,f82r,f88r,f89r	f11r,f76r,f77r,f81v,f82r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0164	P912-E0164	f13r	HERBAL	P1009-S005	f13r.2	shkchy	SH+K+Y	3	YES	NO	NONE	f76r,f83r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0165	P912-E0165	f13r	HERBAL	P1009-S005	f13r.2	ydal	Y+AL	2	YES	NO	f72r	f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0166	P912-E0166	f13r	HERBAL	P1009-S005	f13r.2	shy	Y	1	YES	NO	f10r,f56r,f72r,f75r,f76r,f83r,f88r,f88v	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0167	P912-E0167	f13r	HERBAL	P1009-S005	f13r.2	ykchy	Y+K+Y	3	YES	NO	f17r	f17r,f68r1	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0168	P912-E0168	f13r	HERBAL	P1009-S005	f13r.2	qoty	OT+Y	2	YES	NO	f10r,f11r,f75r,f76r,f77r,f81v,f82r,f83r	f10r,f11r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0169	P912-E0169	f13r	HERBAL	P1009-S005	f13r.2	daiin	AIIN	1	YES	NO	f10r,f11r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0170	P912-E0170	f13r	HERBAL	P1009-S005	f13r.2	s	S	1	YES	NO	f11r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f11r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0171	P912-E0171	f13r	HERBAL	P1009-S005	f13r.2	y	Y	1	YES	NO	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0172	P912-E0172	f13r	HERBAL	P1009-S005	f13r.3	s	S	1	YES	NO	f11r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f11r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0173	P912-E0173	f13r	HERBAL	P1009-S005	f13r.3	y	Y	1	YES	NO	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0174	P912-E0174	f13r	HERBAL	P1009-S005	f13r.3	dchor	D_ADDR+CH+OR	3	YES	YES	f68r1	f68r1	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0175	P912-E0175	f13r	HERBAL	P1009-S005	f13r.3	shaiin	SH+AIIN	2	YES	NO	f18r	f18r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0176	P912-E0176	f13r	HERBAL	P1009-S005	f13r.3	oeees	O+EEE+S	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0177	P912-E0177	f13r	HERBAL	P1009-S005	f13r.3	ykor	Y+K+OR	3	YES	NO	f67r2,f68r1	f67r2,f68r1	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0178	P912-E0178	f13r	HERBAL	P1009-S005	f13r.3	chor	CH+OR	2	YES	NO	f10r,f17r,f18r,f56r,f88r,f88v,f89r	f10r,f17r,f18r,f56r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0179	P912-E0179	f13r	HERBAL	P1009-S005	f13r.3	ytshy	Y+T+Y	3	YES	NO	NONE	f10r,f11r,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0180	P912-E0180	f13r	HERBAL	P1009-S005	f13r.3	ykchy	Y+K+Y	3	YES	NO	f17r	f17r,f68r1	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0181	P912-E0181	f13r	HERBAL	P1009-S005	f13r.3	kchy	K+Y	2	YES	NO	f11r	f11r,f76r,f81v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0182	P912-E0182	f13r	HERBAL	P1009-S005	f13r.3	dar	D_ADDR+AR	2	YES	YES	f10r,f17r,f18r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f17r,f18r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0183	P912-E0183	f13r	HERBAL	P1009-S005	f13r.4	qodchy	O+D_ADDR+Y	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0184	P912-E0184	f13r	HERBAL	P1009-S005	f13r.4	ytchy	Y+T+Y	3	YES	NO	f11r	f10r,f11r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0185	P912-E0185	f13r	HERBAL	P1009-S005	f13r.4	otchor	OT+CH+OR	3	YES	NO	f56r	f10r,f56r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0186	P912-E0186	f13r	HERBAL	P1009-S005	f13r.5	shorodo	SH+OR+O+D_ADDR+O	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0187	P912-E0187	f13r	HERBAL	P1009-S005	f13r.5	shy	Y	1	YES	NO	f10r,f56r,f72r,f75r,f76r,f83r,f88r,f88v	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0188	P912-E0188	f13r	HERBAL	P1009-S005	f13r.5	tshy	T+Y	2	YES	NO	NONE	f10r,f83r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0189	P912-E0189	f13r	HERBAL	P1009-S005	f13r.5	kchol	K+OL	2	YES	NO	f11r,f56r	f11r,f18r,f56r,f72r,f75r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0190	P912-E0190	f13r	HERBAL	P1009-S005	f13r.5	dpchy	D_ADDR+P+Y	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0191	P912-E0191	f13r	HERBAL	P1009-S005	f13r.5	qopchy	O+P+Y	3	YES	NO	f67r2	f67r2,f76r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0192	P912-E0192	f13r	HERBAL	P1009-S005	f13r.5	otchol	OT+CH+OL	3	YES	NO	f17r,f88r,f89r	f10r,f17r,f18r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0193	P912-E0193	f13r	HERBAL	P1009-S005	f13r.5	cfholdy	CH+LOCAL_CHAR_F+OL+DY	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0194	P912-E0194	f13r	HERBAL	P1009-S006	f13r.6	tchor	T+CH+OR	3	YES	NO	f18r	f18r,f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0195	P912-E0195	f13r	HERBAL	P1009-S006	f13r.6	dor	D_ADDR+OR	2	YES	YES	f11r,f17r,f75r,f83r	f11r,f17r,f75r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0196	P912-E0196	f13r	HERBAL	P1009-S006	f13r.6	daiin	AIIN	1	YES	NO	f10r,f11r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0197	P912-E0197	f13r	HERBAL	P1009-S006	f13r.6	qotchol	OT+CH+OL	3	YES	NO	f10r	f10r,f17r,f18r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0198	P912-E0198	f13r	HERBAL	P1009-S006	f13r.6	okchy	OK+Y	2	YES	NO	f56r,f76r	f10r,f17r,f18r,f55v,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0199	P912-E0199	f13r	HERBAL	P1009-S006	f13r.6	okchor	OK+CH+OR	3	YES	NO	f71v	f18r,f71v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0200	P912-E0200	f13r	HERBAL	P1009-S006	f13r.6	oiin	O+IIN	2	YES	NO	f67r2,f72r,f81v	f67r2,f72r,f76r,f77r,f81v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0201	P912-E0201	f13r	HERBAL	P1009-S006	f13r.6	chckhy	CH+K+Y	3	YES	NO	f18r,f55v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	f10r,f18r,f55v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0202	P912-E0202	f13r	HERBAL	P1009-S006	f13r.6	d	D_ADDR	1	YES	YES	f11r,f17r,f56r,f72r,f77r,f82r	f11r,f17r,f56r,f72r,f77r,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0203	P912-E0203	f13r	HERBAL	P1009-S006	f13r.7	dchy	D_ADDR+Y	2	YES	YES	f10r	f10r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0204	P912-E0204	f13r	HERBAL	P1009-S006	f13r.7	qoky	OK+Y	2	YES	NO	f75r,f76r,f77r,f81v,f82r,f83r,f88v	f10r,f17r,f18r,f55v,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0205	P912-E0205	f13r	HERBAL	P1009-S006	f13r.7	chol	OL	1	YES	NO	f10r,f11r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f88r,f89r	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0206	P912-E0206	f13r	HERBAL	P1009-S006	f13r.7	dy	Y	1	YES	NO	f10r,f11r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	f10r,f11r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0207	P912-E0207	f13r	HERBAL	P1009-S006	f13r.7	qoy	O+Y	2	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
