local_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_action_root	observed_action_recipe	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_frame_and_register
G499-L0387	G498-M267	@ACTION+CH+E+Y	P	P+CH+E+Y	HERBAL	G498-M247	S	S+CH+E+Y	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0388	G498-M268	@ACTION+CH+E+Y	P	P+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0389	G498-M272	@ACTION+CHD+Y	OK	OK+CHD+Y	HERBAL	G498-M287	K	K+CHD+Y	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-L0390	G498-M272	@ACTION+CHD+Y	OK	OK+CHD+Y	HERBAL	G498-M302	T	T+CHD+Y	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-L0391	G498-M277	@ACTION+CHD+Y	CH	CH+CHD+Y	HERBAL	G498-M287	K	K+CHD+Y	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-L0392	G498-M277	@ACTION+CHD+Y	CH	CH+CHD+Y	HERBAL	G498-M302	T	T+CHD+Y	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-L0393	G498-M278	@ACTION+CHD+Y	CH	CH+CHD+Y	BIOLOGICAL	G498-M273	OK	OK+CHD+Y	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-L0394	G498-M278	@ACTION+CHD+Y	CH	CH+CHD+Y	BIOLOGICAL	G498-M303	T	T+CHD+Y	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0395	G498-M278	@ACTION+CHD+Y	CH	CH+CHD+Y	BIOLOGICAL	G498-M308	R	R+CHD+Y	2	1	f82r|f83r	G407-E3417|G407-E3499	Markiere den Stationsposten und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	YES
G499-L0396	G498-M278	@ACTION+CHD+Y	CH	CH+CHD+Y	BIOLOGICAL	G498-M313	P	P+CHD+Y	1	1	f81v	G407-E3075	Setze den Stationsposten ein und bearbeite den Stationsposten.	Setze den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0397	G498-M282	@ACTION+CHD+Y	SH	SH+CHD+Y	HERBAL	G498-M287	K	K+CHD+Y	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-L0398	G498-M282	@ACTION+CHD+Y	SH	SH+CHD+Y	HERBAL	G498-M302	T	T+CHD+Y	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-L0399	G498-M283	@ACTION+CHD+Y	SH	SH+CHD+Y	BIOLOGICAL	G498-M273	OK	OK+CHD+Y	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-L0400	G498-M283	@ACTION+CHD+Y	SH	SH+CHD+Y	BIOLOGICAL	G498-M303	T	T+CHD+Y	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0401	G498-M283	@ACTION+CHD+Y	SH	SH+CHD+Y	BIOLOGICAL	G498-M308	R	R+CHD+Y	2	1	f82r|f83r	G407-E3417|G407-E3499	Markiere den Stationsposten und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	YES
G499-L0402	G498-M283	@ACTION+CHD+Y	SH	SH+CHD+Y	BIOLOGICAL	G498-M313	P	P+CHD+Y	1	1	f81v	G407-E3075	Setze den Stationsposten ein und bearbeite den Stationsposten.	Setze den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0403	G498-M288	@ACTION+CHD+Y	K	K+CHD+Y	BIOLOGICAL	G498-M273	OK	OK+CHD+Y	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-L0404	G498-M288	@ACTION+CHD+Y	K	K+CHD+Y	BIOLOGICAL	G498-M303	T	T+CHD+Y	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0405	G498-M288	@ACTION+CHD+Y	K	K+CHD+Y	BIOLOGICAL	G498-M308	R	R+CHD+Y	2	1	f82r|f83r	G407-E3417|G407-E3499	Markiere den Stationsposten und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	YES
G499-L0406	G498-M288	@ACTION+CHD+Y	K	K+CHD+Y	BIOLOGICAL	G498-M313	P	P+CHD+Y	1	1	f81v	G407-E3075	Setze den Stationsposten ein und bearbeite den Stationsposten.	Setze den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0407	G498-M292	@ACTION+CHD+Y	S	S+CHD+Y	HERBAL	G498-M287	K	K+CHD+Y	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-L0408	G498-M292	@ACTION+CHD+Y	S	S+CHD+Y	HERBAL	G498-M302	T	T+CHD+Y	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-L0409	G498-M293	@ACTION+CHD+Y	S	S+CHD+Y	BIOLOGICAL	G498-M273	OK	OK+CHD+Y	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-L0410	G498-M293	@ACTION+CHD+Y	S	S+CHD+Y	BIOLOGICAL	G498-M303	T	T+CHD+Y	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0411	G498-M293	@ACTION+CHD+Y	S	S+CHD+Y	BIOLOGICAL	G498-M308	R	R+CHD+Y	2	1	f82r|f83r	G407-E3417|G407-E3499	Markiere den Stationsposten und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	YES
G499-L0412	G498-M293	@ACTION+CHD+Y	S	S+CHD+Y	BIOLOGICAL	G498-M313	P	P+CHD+Y	1	1	f81v	G407-E3075	Setze den Stationsposten ein und bearbeite den Stationsposten.	Setze den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0413	G498-M297	@ACTION+CHD+Y	CHD	CHD+CHD+Y	HERBAL	G498-M287	K	K+CHD+Y	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-L0414	G498-M297	@ACTION+CHD+Y	CHD	CHD+CHD+Y	HERBAL	G498-M302	T	T+CHD+Y	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-L0415	G498-M298	@ACTION+CHD+Y	CHD	CHD+CHD+Y	BIOLOGICAL	G498-M273	OK	OK+CHD+Y	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-L0416	G498-M298	@ACTION+CHD+Y	CHD	CHD+CHD+Y	BIOLOGICAL	G498-M303	T	T+CHD+Y	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0417	G498-M298	@ACTION+CHD+Y	CHD	CHD+CHD+Y	BIOLOGICAL	G498-M308	R	R+CHD+Y	2	1	f82r|f83r	G407-E3417|G407-E3499	Markiere den Stationsposten und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	YES
G499-L0418	G498-M298	@ACTION+CHD+Y	CHD	CHD+CHD+Y	BIOLOGICAL	G498-M313	P	P+CHD+Y	1	1	f81v	G407-E3075	Setze den Stationsposten ein und bearbeite den Stationsposten.	Setze den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-L0419	G498-M307	@ACTION+CHD+Y	R	R+CHD+Y	HERBAL	G498-M287	K	K+CHD+Y	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-L0420	G498-M307	@ACTION+CHD+Y	R	R+CHD+Y	HERBAL	G498-M302	T	T+CHD+Y	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-L0421	G498-M312	@ACTION+CHD+Y	P	P+CHD+Y	HERBAL	G498-M287	K	K+CHD+Y	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-L0422	G498-M312	@ACTION+CHD+Y	P	P+CHD+Y	HERBAL	G498-M302	T	T+CHD+Y	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-L0423	G498-M321	@ACTION+OL	CH	CH+OL	SOURCE_SECTION_T	G498-M316	OK	OK+OL	1	1	f1r	G407-E0184	Weiter trage den Kennwert [wie zuvor] ein.	Weiter trage den Kennwert [wie zuvor] ein.	YES
G499-L0424	G498-M321	@ACTION+OL	CH	CH+OL	SOURCE_SECTION_T	G498-M326	SH	SH+OL	3	3	f1r	G407-E0005|G407-E0048|G407-E0137	Weiter halte fest.	Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest.	YES
G499-L0425	G498-M321	@ACTION+OL	CH	CH+OL	SOURCE_SECTION_T	G498-M331	K	K+OL	1	1	f1r	G407-E0113	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	YES
G499-L0426	G498-M321	@ACTION+OL	CH	CH+OL	SOURCE_SECTION_T	G498-M346	T	T+OL	1	1	f1r	G407-E0150	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Weiter lege den laufenden Eintrag [wie zuvor] fest.	YES
G499-L0427	G498-M322	@ACTION+OL	CH	CH+OL	HERBAL	G498-M317	OK	OK+OL	8	2	f10r|f11r|f17r|f18r|f24v|f56r	G407-E0268|G407-E0363|G407-E0471|G407-E0531|G407-E0543|G407-E0583|G407-E0633|G407-E0815	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an. || Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	YES
G499-L0428	G498-M322	@ACTION+OL	CH	CH+OL	HERBAL	G498-M327	SH	SH+OL	6	3	f13r|f17r|f24v|f56r|f95v	G407-E0368|G407-E0371|G407-E0470|G407-E0651|G407-E0850|G407-E4537	Weiter halte den Pflanzenposten [wie zuvor].	Weiter halte den Arbeitswert [wie zuvor]. || Weiter halte den Pflanzenposten [wie zuvor]. || Weiter halte die Arbeitseinheit [wie zuvor].	YES
G499-L0429	G498-M322	@ACTION+OL	CH	CH+OL	HERBAL	G498-M332	K	K+OL	4	1	f11r|f13r|f56r	G407-E0322|G407-E0403|G407-E0840|G407-E0849	Weiter gib den Pflanzenposten [wie zuvor] zu.	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES
G499-L0430	G498-M322	@ACTION+OL	CH	CH+OL	HERBAL	G498-M347	T	T+OL	3	2	f11r|f56r	G407-E0339|G407-E0852|G407-E0880	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	YES
G499-L0431	G498-M323	@ACTION+OL	CH	CH+OL	BIOLOGICAL	G498-M318	OK	OK+OL	5	3	f77r|f81r|f83r	G407-E2395|G407-E2407|G407-E2618|G407-E2724|G407-E3739	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an.	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an. || Weiter setze den Stationswert [wie zuvor] im Stationsgang an. || Weiter setze im Stationsgang an.	YES
G499-L0432	G498-M323	@ACTION+OL	CH	CH+OL	BIOLOGICAL	G498-M328	SH	SH+OL	7	2	f76r|f77r|f81r|f81v|f83r	G407-E1865|G407-E2318|G407-E2432|G407-E2716|G407-E3130|G407-E3151|G407-E3465	Weiter halte den Stationsposten [wie zuvor].	Weiter halte den Stationsposten [wie zuvor]. || Weiter halte den Stationswert [wie zuvor].	YES
G499-L0433	G498-M323	@ACTION+OL	CH	CH+OL	BIOLOGICAL	G498-M333	K	K+OL	1	1	f75r	G407-E1578	Weiter führe den Stationsposten [wie zuvor] zu.	Weiter führe den Stationsposten [wie zuvor] zu.	YES
G499-L0434	G498-M323	@ACTION+OL	CH	CH+OL	BIOLOGICAL	G498-M343	CHD	CHD+OL	2	1	f76r|f82r	G407-E2372|G407-E3223	Weiter bearbeite den Stationswert [wie zuvor].	Weiter bearbeite den Stationswert [wie zuvor].	YES
G499-L0435	G498-M323	@ACTION+OL	CH	CH+OL	BIOLOGICAL	G498-M348	T	T+OL	1	1	f83r	G407-E3683	Weiter stelle den Stationsposten [wie zuvor] ein.	Weiter stelle den Stationsposten [wie zuvor] ein.	YES
G499-L0436	G498-M323	@ACTION+OL	CH	CH+OL	BIOLOGICAL	G498-M353	R	R+OL	4	2	f75r|f76r|f81v	G407-E1664|G407-E1887|G407-E2945|G407-E3137	Weiter markiere den Stationsposten [wie zuvor].	Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	YES
G499-L0437	G498-M323	@ACTION+OL	CH	CH+OL	BIOLOGICAL	G498-M358	P	P+OL	1	1	f77r	G407-E2627	Weiter setze den Stationsposten [wie zuvor] ein.	Weiter setze den Stationsposten [wie zuvor] ein.	YES
G499-L0438	G498-M324	@ACTION+OL	CH	CH+OL	CELESTIAL	G498-M319	OK	OK+OL	3	2	f67r2|f71v	G407-E0954|G407-E1012|G407-E1124	Weiter setze den Positionswert [wie zuvor].	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES
G499-L0439	G498-M324	@ACTION+OL	CH	CH+OL	CELESTIAL	G498-M329	SH	SH+OL	2	2	f72r	G407-E1159|G407-E1376	Weiter halte den Positionsposten [wie zuvor].	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES
G499-L0440	G498-M324	@ACTION+OL	CH	CH+OL	CELESTIAL	G498-M334	K	K+OL	1	1	f72r	G407-E1162	Weiter ordne den Positionswert [wie zuvor] zu.	Weiter ordne den Positionswert [wie zuvor] zu.	YES
G499-L0441	G498-M325	@ACTION+OL	CH	CH+OL	PHARMA	G498-M320	OK	OK+OL	10	2	f88r|f88v|f89r	G407-E3851|G407-E3856|G407-E3889|G407-E3891|G407-E3892|G407-E3910|G407-E3913|G407-E3990|G407-E4277|G407-E4369	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an. || Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	YES
G499-L0442	G498-M325	@ACTION+OL	CH	CH+OL	PHARMA	G498-M350	T	T+OL	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	YES
G499-L0443	G498-M330	@ACTION+OL	SH	SH+OL	PHARMA	G498-M320	OK	OK+OL	10	2	f88r|f88v|f89r	G407-E3851|G407-E3856|G407-E3889|G407-E3891|G407-E3892|G407-E3910|G407-E3913|G407-E3990|G407-E4277|G407-E4369	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an. || Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	YES
G499-L0444	G498-M330	@ACTION+OL	SH	SH+OL	PHARMA	G498-M350	T	T+OL	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	YES
G499-L0445	G498-M335	@ACTION+OL	K	K+OL	PHARMA	G498-M320	OK	OK+OL	10	2	f88r|f88v|f89r	G407-E3851|G407-E3856|G407-E3889|G407-E3891|G407-E3892|G407-E3910|G407-E3913|G407-E3990|G407-E4277|G407-E4369	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an. || Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	YES
G499-L0446	G498-M335	@ACTION+OL	K	K+OL	PHARMA	G498-M350	T	T+OL	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	YES
G499-L0447	G498-M336	@ACTION+OL	S	S+OL	SOURCE_SECTION_T	G498-M316	OK	OK+OL	1	1	f1r	G407-E0184	Weiter trage den Kennwert [wie zuvor] ein.	Weiter trage den Kennwert [wie zuvor] ein.	YES
G499-L0448	G498-M336	@ACTION+OL	S	S+OL	SOURCE_SECTION_T	G498-M326	SH	SH+OL	3	3	f1r	G407-E0005|G407-E0048|G407-E0137	Weiter halte fest.	Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest.	YES
G499-L0449	G498-M336	@ACTION+OL	S	S+OL	SOURCE_SECTION_T	G498-M331	K	K+OL	1	1	f1r	G407-E0113	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	YES
G499-L0450	G498-M336	@ACTION+OL	S	S+OL	SOURCE_SECTION_T	G498-M346	T	T+OL	1	1	f1r	G407-E0150	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Weiter lege den laufenden Eintrag [wie zuvor] fest.	YES
G499-L0451	G498-M337	@ACTION+OL	S	S+OL	HERBAL	G498-M317	OK	OK+OL	8	2	f10r|f11r|f17r|f18r|f24v|f56r	G407-E0268|G407-E0363|G407-E0471|G407-E0531|G407-E0543|G407-E0583|G407-E0633|G407-E0815	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an. || Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	YES
G499-L0452	G498-M337	@ACTION+OL	S	S+OL	HERBAL	G498-M327	SH	SH+OL	6	3	f13r|f17r|f24v|f56r|f95v	G407-E0368|G407-E0371|G407-E0470|G407-E0651|G407-E0850|G407-E4537	Weiter halte den Pflanzenposten [wie zuvor].	Weiter halte den Arbeitswert [wie zuvor]. || Weiter halte den Pflanzenposten [wie zuvor]. || Weiter halte die Arbeitseinheit [wie zuvor].	YES
G499-L0453	G498-M337	@ACTION+OL	S	S+OL	HERBAL	G498-M332	K	K+OL	4	1	f11r|f13r|f56r	G407-E0322|G407-E0403|G407-E0840|G407-E0849	Weiter gib den Pflanzenposten [wie zuvor] zu.	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES
G499-L0454	G498-M337	@ACTION+OL	S	S+OL	HERBAL	G498-M347	T	T+OL	3	2	f11r|f56r	G407-E0339|G407-E0852|G407-E0880	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	YES
G499-L0455	G498-M338	@ACTION+OL	S	S+OL	BIOLOGICAL	G498-M318	OK	OK+OL	5	3	f77r|f81r|f83r	G407-E2395|G407-E2407|G407-E2618|G407-E2724|G407-E3739	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an.	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an. || Weiter setze den Stationswert [wie zuvor] im Stationsgang an. || Weiter setze im Stationsgang an.	YES
G499-L0456	G498-M338	@ACTION+OL	S	S+OL	BIOLOGICAL	G498-M328	SH	SH+OL	7	2	f76r|f77r|f81r|f81v|f83r	G407-E1865|G407-E2318|G407-E2432|G407-E2716|G407-E3130|G407-E3151|G407-E3465	Weiter halte den Stationsposten [wie zuvor].	Weiter halte den Stationsposten [wie zuvor]. || Weiter halte den Stationswert [wie zuvor].	YES
G499-L0457	G498-M338	@ACTION+OL	S	S+OL	BIOLOGICAL	G498-M333	K	K+OL	1	1	f75r	G407-E1578	Weiter führe den Stationsposten [wie zuvor] zu.	Weiter führe den Stationsposten [wie zuvor] zu.	YES
G499-L0458	G498-M338	@ACTION+OL	S	S+OL	BIOLOGICAL	G498-M343	CHD	CHD+OL	2	1	f76r|f82r	G407-E2372|G407-E3223	Weiter bearbeite den Stationswert [wie zuvor].	Weiter bearbeite den Stationswert [wie zuvor].	YES
G499-L0459	G498-M338	@ACTION+OL	S	S+OL	BIOLOGICAL	G498-M348	T	T+OL	1	1	f83r	G407-E3683	Weiter stelle den Stationsposten [wie zuvor] ein.	Weiter stelle den Stationsposten [wie zuvor] ein.	YES
G499-L0460	G498-M338	@ACTION+OL	S	S+OL	BIOLOGICAL	G498-M353	R	R+OL	4	2	f75r|f76r|f81v	G407-E1664|G407-E1887|G407-E2945|G407-E3137	Weiter markiere den Stationsposten [wie zuvor].	Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	YES
G499-L0461	G498-M338	@ACTION+OL	S	S+OL	BIOLOGICAL	G498-M358	P	P+OL	1	1	f77r	G407-E2627	Weiter setze den Stationsposten [wie zuvor] ein.	Weiter setze den Stationsposten [wie zuvor] ein.	YES
G499-L0462	G498-M339	@ACTION+OL	S	S+OL	CELESTIAL	G498-M319	OK	OK+OL	3	2	f67r2|f71v	G407-E0954|G407-E1012|G407-E1124	Weiter setze den Positionswert [wie zuvor].	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES
G499-L0463	G498-M339	@ACTION+OL	S	S+OL	CELESTIAL	G498-M329	SH	SH+OL	2	2	f72r	G407-E1159|G407-E1376	Weiter halte den Positionsposten [wie zuvor].	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES
G499-L0464	G498-M339	@ACTION+OL	S	S+OL	CELESTIAL	G498-M334	K	K+OL	1	1	f72r	G407-E1162	Weiter ordne den Positionswert [wie zuvor] zu.	Weiter ordne den Positionswert [wie zuvor] zu.	YES
G499-L0465	G498-M340	@ACTION+OL	S	S+OL	PHARMA	G498-M320	OK	OK+OL	10	2	f88r|f88v|f89r	G407-E3851|G407-E3856|G407-E3889|G407-E3891|G407-E3892|G407-E3910|G407-E3913|G407-E3990|G407-E4277|G407-E4369	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an. || Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	YES
G499-L0466	G498-M340	@ACTION+OL	S	S+OL	PHARMA	G498-M350	T	T+OL	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	YES
G499-L0467	G498-M341	@ACTION+OL	CHD	CHD+OL	SOURCE_SECTION_T	G498-M316	OK	OK+OL	1	1	f1r	G407-E0184	Weiter trage den Kennwert [wie zuvor] ein.	Weiter trage den Kennwert [wie zuvor] ein.	YES
G499-L0468	G498-M341	@ACTION+OL	CHD	CHD+OL	SOURCE_SECTION_T	G498-M326	SH	SH+OL	3	3	f1r	G407-E0005|G407-E0048|G407-E0137	Weiter halte fest.	Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest.	YES
G499-L0469	G498-M341	@ACTION+OL	CHD	CHD+OL	SOURCE_SECTION_T	G498-M331	K	K+OL	1	1	f1r	G407-E0113	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	YES
G499-L0470	G498-M341	@ACTION+OL	CHD	CHD+OL	SOURCE_SECTION_T	G498-M346	T	T+OL	1	1	f1r	G407-E0150	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Weiter lege den laufenden Eintrag [wie zuvor] fest.	YES
G499-L0471	G498-M342	@ACTION+OL	CHD	CHD+OL	HERBAL	G498-M317	OK	OK+OL	8	2	f10r|f11r|f17r|f18r|f24v|f56r	G407-E0268|G407-E0363|G407-E0471|G407-E0531|G407-E0543|G407-E0583|G407-E0633|G407-E0815	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an. || Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	YES
G499-L0472	G498-M342	@ACTION+OL	CHD	CHD+OL	HERBAL	G498-M327	SH	SH+OL	6	3	f13r|f17r|f24v|f56r|f95v	G407-E0368|G407-E0371|G407-E0470|G407-E0651|G407-E0850|G407-E4537	Weiter halte den Pflanzenposten [wie zuvor].	Weiter halte den Arbeitswert [wie zuvor]. || Weiter halte den Pflanzenposten [wie zuvor]. || Weiter halte die Arbeitseinheit [wie zuvor].	YES
