surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v93_context_realizations_de	source_reading_ids	v93_audit_decision	v93_evidence_class	v93_open_semantic_slots	v93_component_global_export_allowed
aly	aly#GLOBAL	Rohstoffklasse I, Grundform	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	18	16	18	58	W2_PROVISIONAL_WORKING	GDT655:NEW_EXACT_WHOLE	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 16 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Rohstoffklasse I, Grundform	aly#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
am	am#V84_1	Maß I	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	22	W1_WEAK_WORKING	GDT661|GDT711	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || AM-Maßleiter und elf aktive AM-haltige Formen stützen Maß I.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Keine historische Einheit ist identifiziert; terminaler Schließrival bleibt.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	ein Maß	am#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
an	an#GLOBAL	Menge-/Klassenwert I	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	5	4	5	47	W2_PROVISIONAL_WORKING	V13:VALUE_MINIM_SERIES	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	Menge-/Klassenwert I	an#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ar	ar#1	Drogenanteil I	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	2	2	2	42	W2_PROVISIONAL_WORKING	GDT693	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Drogenfraktion I; lebender Rivale: Ansatzfraktion I	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Drogenanteil I	ar#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
arain	arain#GLOBAL	erste Drogenfraktion in Menge II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erste Drogenfraktion in Menge II	arain#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
aral	aral#GLOBAL	Rohdrogenfraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	15	14	15	76	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 14 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Rohdrogenfraktion I	aral#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
aram	aram#GLOBAL	ein Maß der ersten Drogenfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	8	8	8	71	W3_SOLID_WORKING_THEORY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Maß der ersten Drogenfraktion	aram#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
araram	araram#1	Drogenanteil I; davon ein Maß	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	30	W1_WEAK_WORKING	GDT694	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: ein Maß des Unteranteils I des Drogenanteils I	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Drogenanteil I; davon ein Maß	araram#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
arl	arl#1	Anteil I der Holzdroge	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	30	W1_WEAK_WORKING	GDT694	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: erste Holzdrogenfraktion; lebender Rivale: Drogenanteil I; ein Pfund	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Anteil I der Holzdroge	arl#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
arol	arol#GLOBAL	Grundauszug, Fraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	8	8	8	61	W3_SOLID_WORKING_THEORY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Grundauszug, Fraktion I	arol#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
arolkeey	arolkeey#GLOBAL	Drogenfraktion I, vollständig erhitzt	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Drogenfraktion I, vollständig erhitzt	arolkeey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
aror	aror#1	eine Portion des Drogenanteils I	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT693	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	eine Portion des Drogenanteils I	aror#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
ary	ary#GLOBAL	Drogenfraktion I, abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	15	13	15	66	W3_SOLID_WORKING_THEORY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 13 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Drogenfraktion I, abgeschlossen	ary#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
as	as#GLOBAL	ein gleicher Teil der Arzneispecies	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	11	10	11	58	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 11 exakte ZL3b-Vorkommen auf 10 Seiten und 11 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein gleicher Teil der Arzneispecies	as#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ay	ay#GLOBAL	ein gleicher Teil, abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	7	5	7	26	W1_WEAK_WORKING	GDT666:CONTEXT_SHORT_DEFAULT	V48-Quelle GDT666:CONTEXT_SHORT_DEFAULT mit Staerke CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY und Scope KNOWN_CONTEXT_LICENSED; 7 exakte ZL3b-Vorkommen auf 5 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	ein gleicher Teil, abgeschlossen	ay#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cfhar	cfhar#GLOBAL	Blütenfraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Blütenfraktion I	cfhar#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ch	ch#GLOBAL	trockne	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	13	13	13	31	W1_WEAK_WORKING	GDT664:CONTEXT_SHORT_DEFAULT	V48-Quelle GDT664:CONTEXT_SHORT_DEFAULT mit Staerke CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY und Scope KNOWN_CONTEXT_LICENSED; 13 exakte ZL3b-Vorkommen auf 13 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	trockne	ch#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chag	chag#GLOBAL	ein Gran Trockendroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Gran Trockendroge	chag#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chaiiin	chaiiin#GLOBAL	trocken, Grad IV	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	1	1	1	46	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	trocken, Grad IV	chaiiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chaiin	chaiin#GLOBAL	trocken, Grad III	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	48	36	47	59	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 48 exakte ZL3b-Vorkommen auf 36 Seiten und 47 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	trocken, Grad III	chaiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chain	chain#GLOBAL	trocken, Grad II	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	19	17	18	59	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 19 exakte ZL3b-Vorkommen auf 17 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	trocken, Grad II	chain#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chair	chair#1	trockener Anteil II	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	38	W1_WEAK_WORKING	GDT694|GDT716	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT694 bindet CHAIR exakt als CH+AIR mit Trockenmerkmal und Anteil II; die Komposition bleibt exact-card-only und GDT711 liefert genau einmal F_R. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: CH und AIR werden nicht frei exportiert; die Zubereitung stammt nur aus dem unmittelbaren OS-Kontext. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	trockener Anteil II der vorstehenden Zubereitung	chair#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
chakal	chakal#GLOBAL	Rohstoff I, trocken-heiß am Gradanfang	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT661:EXACT_WHOLE	V48-Quelle GDT661:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Rohstoff I, trocken-heiß am Gradanfang	chakal#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chal	chal#1	trockenes Material I, Anfangsstufe	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	2	2	2	46	W2_PROVISIONAL_WORKING	GDT656|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Zwei aktive Positionen sowie 35 dreifach reader-exakte GDT656-Atlaspositionen tragen die CH-Trocken-/AL-I-Schnittmenge. || 2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: CH und AL bleiben familiengebundene Analysefelder; keine Stoffidentitaet ist bekannt. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	trockenes Material I, Anfangsstufe	chal#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
cham	cham#GLOBAL	ein Maß Trockendroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	15	13	15	76	W3_SOLID_WORKING_THEORY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 13 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Maß Trockendroge	cham#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chan	chan#GLOBAL	trocken, Grad I	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	12	11	12	59	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 12 exakte ZL3b-Vorkommen auf 11 Seiten und 12 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	trocken, Grad I	chan#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
char	char#1	trockener Anteil I	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	38	W1_WEAK_WORKING	GDT694|GDT716	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT694 bindet CHAR exakt als CH+AR mit Trockenmerkmal und Anteil I; die Komposition bleibt exact-card-only und GDT711 liefert genau einmal F_R. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: CH und AR werden nicht frei exportiert; Kraut und Portion stammen ausschliesslich aus dem unmittelbaren CTHOOR-Kontext. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	trockener Anteil I der vorstehenden Krautansatzportion	char#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
chcfhy	chcfhy#GLOBAL	leicht getrocknete Blütenfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	leicht getrocknete Blütenfraktion	chcfhy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
chckhal	chckhal#GLOBAL	trockenes Arzneikompositum, Rohstoffform I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	61	W3_SOLID_WORKING_THEORY	GDT653:STRONG_LEARNED_HEAD_COMPOUND	V48-Quelle GDT653:STRONG_LEARNED_HEAD_COMPOUND mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockenes Arzneikompositum, Rohstoffform I	chckhal#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
