surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	new_meaning_de	decision
okchey	f104v	f104v.43	chey keeey qockheey lkeey o keeedy qokeey okchey qotodaiin okain orom	chey keeey qockheey okeey okeeedy qokeey okeeey qoteodaiin okain orom	chey keeey qockheey lkeey okeeedy qokeey okeeey qotoodaiin okain orom	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchey	f107r	f107r.6	okcheey qokeedy chotchedy daiinar oteey lteey chedaiin okchey otaiin am	okcheey qokeedy chotchedy daiin ar oteey lteey chedaiin okchey otaiin am	okcheey qokee y chotche y daiinar oteey lteey che aiin okeeey otaiin am	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchey	f99v	f99v.39	dar shol okchey ckhey qokololal okeol	dor shol okchey ckhey qokololal okeol	dar shol kchey ckhey qokol olal okeol	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchdy	f107v	f107v.14	daiin shaiin okaiin qokar qokal qokal cheody qokain okchdy dlkal	daiin shaiin okaiin qokar qokal qokal cheody qokain okchdy dlkal	daiin shaiin kaiin qokar qokal qokal cheody qokain okch y dlkal	READER_VARIANT	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchdy	f34v	f34v.3	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam	ytal seor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam	ytal shor ch al olchdy char or ol ke aiiin chcthy o ch y chckhy ar ag	READER_VARIANT	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchdy	f50v	f50v.4	dar qoain olaiin ols aiin o l okeedy okchdy otar chckhey or	dar qoain olaiin olraiin ol okeedy okchdy otar chckhey or	dar qoain olaiin ols aiin ol okee y okch y otar chy or	READER_VARIANT	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchdy	f78r	f78r.2	okchdy	okchdy	okch y	READER_VARIANT	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchdy	f83v	f83v.34	okchdy	okchdy	kchd	READER_VARIANT	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchdy	f85r1	f85r1.19	okchy okchdy otchedy dam lam	okchy okchdy otchedy dam lam	okchy otchdy otche y ag lam	READER_VARIANT	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f106r	f106r.42	pcheodar shol kain okchedy qoteey shotchy qoty lpaiin shedy lar	pcheodar shol kain okshchedy qoteey shotchy qoty lpaiin shedy lar	pcheodar shol kain okeeche y qoteey otchy qotylpaiin shedy lar	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f108r	f108r.15	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain	orain cheey chey qokeey chedy okchedy qoeedy qockhey diir ain okain	orain cheey chey qokeey che y okche y qoeedy qockhey diirain okain	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f108r	f108r.30	ykeol chedal chokedy o qokedy okchedy saiin alkan	ykeol chedal chokedy o qokedy okchedy saiin alkan	ykeol chedal chokedy o qokedy okche y saiin alkan	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f111v	f111v.48	psalar cheey qekal cheykaiin tain chal al skaiin okchedy opchdal opchy	psalar cheey qekal cheykaiin tain chal al skaiin akchedy opchdal opchy	pralar cheey qekal cheykaiin tain chal al skaiin akche y opchdal opchy	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f112v	f112v.10	dain sheey okchedy oror	dain sheey okchedy oror	dain sheey otche y r r	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f113r	f113r.38	daiin sheor qoteey daiin okchedy sheos aiin	daiin sheor qoteey daiin okchedy sheos aiin	daiin sheor qoteey aiin okched y sheos aiin	ALL_THREE_SPLIT_NORMALIZED	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f50r	f50r.7	todalain qotal kaiin otaiin otal she kar ariin okchedy dariin	todalain qotal kaiin otaiin otal she kar ariin okchedy dariin	to alain qotal kaiin otaiin otal she kar ariin okche y ariin	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f81v	f81v.24	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	ytey okche y qokal okeey qol chee y sal teol dchd ly	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f86v3	f86v3.9	tchol olkey cfhy aiin opchedy okchedy or acheody shol shedy yteey daiin dady	tchol olkey cfhyaiin opchedy okchedy or acheody eol shedy yteey daiin dady	tchol olkey cfhyaiin ypche y okche y or acheo y shol she y yteey daiin a y	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okchedy	f95v1	f95v1.8	dchody sheos qodaiin fchodaiin chtal dar okedy okchedy	dchody sheos qodaiin fchodaiin chtal dar okedy okchedy	chody sheos qodaiin fchodaiin chtal dar oke y okche y	READER_VARIANT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshy	f95v1	f95v1.2	okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am	okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am	oky tshor qok qokain otar oty qoke y otal ytch y qo ar am	READER_VARIANT	heiß-feuchter Ansatz am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshey	f105v	f105v.38	cheody oaiir ain okshey	cheody oaiir aiin okshey	cheody oaiir ain o shey	READER_VARIANT	heiß-feuchter Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshey	f111v	f111v.45	pollaiin okain sheal pchedain opchey polshy okshey opchedy qopchair alky	pol laiin okain sheal pchedain opchey polshy okshey opchedy qopchais alky	pollaiin okain sheal pchedain opchey polshy o shey opchedy qopchair alky	READER_VARIANT	heiß-feuchter Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshey	f38r	f38r.2	okshey chodys ytoiin otaiin otaiin cthar	okseey chodys ytoiin otaiin otaiin cthar	okshey chodys ytoiin ot iin otaiin cthar	READER_VARIANT	heiß-feuchter Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshey	f80v	f80v.43	sor ain shkain shar okshey dalar shokal dy	sor ain shkain shar okshey dalar shokal dy	sor ain shkain shar ok ey dal ar shokal dy	READER_VARIANT	heiß-feuchter Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshedy	f113r	f113r.32	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal	shodaiin shkaiin chcthal okshe y otal okaiin cphoal otain okaiin che y qotal	READER_VARIANT	heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshedy	f75r	f75r.16	dshedy qokar sheedy lch shokain chy okshedy qokain chedy	dshedy qokar sheedy lch shokain chy otshedy qokain chedy	dshedy qokar sheedy lch shokain chy okedy qokain chedy	READER_VARIANT	heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okshedy	f81v	f81v.10	polshy ashyteed qop okeedy otedy okshedy qoty dairam	polshy oshyteed qop okeedy otedy okshedy qoty dairam	polshy oshytee qop okee y ote y okshed qok dair am	READER_VARIANT	heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchy	f19v	f19v.3	otchy chol daiin qotol ytol daiiin	otchy chol daiin qotol ytol daiin	oteey choldaiin qotol ytol daiiin	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchy	f34r	f34r.8	otchy qoky olk checkhy ys air air chodar tam	shotchy qoky olk checkhy ysair air chodar tam	otchy qoky olk checkhy ysair air chodar tag	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchy	f76r	f76r.9	shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	shed al shckhy sain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	shed al ckhy sain chcphedy ain olkeey lkar ain oteey lkain chedy ar daly	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchy	f94v	f94v.8	pchedaiin sheocthy daiin cphedy fchd otchy qotchy par ar	pchedaiin sheocthy daiin cphedy pchd oteey qotchy par ar	pchedaiin sheocthy daiin cphedy fch otchy qotchy par ar	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchey	f113v	f113v.36	ofaral olkaiin okar okeeedy tshedy qokeedy otchey p chedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokee y otcheypchedy tsho lteam	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchey	f113v	f113v.42	pol keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol	pol keeo dy qoeees aiin oraiin oteol fchedy oteeey dar otakeol ol	pol keeo dy qoeees aiin or aiin oteol fche y oteeey dar otakeol ol	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchey	f78v	f78v.29	lchedy otchey qol chedy lr al s aiiin ol shedy ary	lchedy otchey qol chedy lr al s aiiin ol shedy ary	lchedy tchey qol che y lr al s aiiin ol e y ary	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otcheey	f105r	f105r.12	yaiir yteeo dy qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	yaiir yteeody qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	aiir yteeody qoeeody qoeedy kchedy qotchdy otchee che teeor yke y ry	READER_VARIANT	kalt-trockener Ansatz am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f104r	f104r.6	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	ycheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy tain chedam	ycheeo y aiin lkar cheeo dain ockhedy qokee y qotain otch y otain chedam	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f104v	f104v.41	tchedy qotechy otcheeo l keedy qoty raiin cheedy qotaiin otchdy qotain	tchedy qotechy otcheeo lkeeda qoty raiin cheedy qotaiin oteedy qotain	tchedy qotechy otcheeolkee a qoty raiin chee y qotaiin oteedy qotain	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f105r	f105r.2	dshees yey cheey raiin otchdy qodor ches or cheey okees odar cheody qody	dshees yey cheey raiin otchdy qodos ches or cheey okees odar cheody qody	dshees yey chee raiin otch y qodor ches or cheey okees odar cheod qod	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f105r	f105r.5	daiin yteedy yteeeody yl cheod or aiiroekey otchdy otey	doiin yteedy yteeeody yl cheod or aiisockhy otchdy otey	daiin yteedy yteeeody yl cheod or aiiroekey otch y otey	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f114r	f114r.40	yteedy qotey qoedaiin qokchedy teedy qoteeedy qotar otees chos otchdy	yteedy qotey qoedaiin qokchedy teedy qoteeedy qotar otees chos otchdy	ytee y qotey qoe aiin qokchedy teedy qoteeedy qotar otees chos otch y	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f43r	f43r.2	yteody oteol ytedy ar chety dar aiir okaldy daral otchdy daiin dals	yteody oteol ytedy ar chety dar aiir okaldy daral otchdy daiin dal s	yteody teol ytedy ar chety dar aiir okal y aral otch y aiin alr	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f46v	f46v.2	ytair aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin	ytasr aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin	ytair aiin otch okaly daiin qoke y otar ar oldy otedy saim okey tody daiin	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f48r	f48r.2	daiin yteeol cheody kechodshey qotedy chtaiin otchdy tedain okain ckhy	daiin yteeol choody kechodshey qotedy chtaiin otchdy tedain okain ckhy	daiin yteeol cheody kechodshey qote y chtaiin otch y te ain okain ckhy	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f48v	f48v.9	tor shody okal otchedy cheky oly loldy lol otchdy otoldy ytam otedy	tor shody okal otchedy cheky oly loldy lol otchdy otoldy ytam otedy	tor shody okal otche y cheky oly loldy lol otch y otoldy ytam ote y	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f66r	f66r.76	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy	daiin sheol qocthedy qoke y lchey qokaly shcthy qotal otch y	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f75v	f75v.61	oksheyqolkeey lchdy soiin ol otchdy	okshey qolkchy lchdy soiin ol otchdy	okshey qolkeey lchdy soiin ol oteedy	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f85r1	f85r1.30	dorchdy oraiin okeder chcthy okedy chdy chdy otal otchdy otalom	dorchdy osaiin okedes chcthy okedy chdy chdy otal otchdy otalom	dorchdy osaiin oke es chcthy oke y chdy ch y otal otch y otalom	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f85r1	f85r1.4	odeedaiin qokechy daiin chekchy olshedy qokeedy doltshdy otar otchdy ols	odeedaiin qokechy daiin chekchy olshedy qokeedy doltshdy otar otchdy ols	odeedaiin qokechy daiin chekchy olshe y qokee y dolkshdy otar otee y ols	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchdy	f95v1	f95v1.6	tshdal qokshy dchdy shedy dkshey chefar otchdy ol shedar chdam	tshdol qokshy dchdy shedy dkshey chefar otchdy ol shedar chdam	tsh al qokshy dch y shedy j shey chefar otch y ol she ar ch am	READER_VARIANT	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f112r	f112r.12	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	dche y qo otche y chdy qokeey qotain otee y oteey ror	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f112v	f112v.13	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	dcheoty oy otche y che y daiin che al chedy qokaiin otam	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f112v	f112v.24	soiin or okain otchedy qokeedy eeedeeg ckhedy cheedaiin cheedy	soiin or okain otchedy qokeedy eeedeed ckhedy cheedaiin chedy	s iin ar kain otche y qokee y eee eed ckhedy cheedaiin cheely	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f114r	f114r.17	qokeedain cheedy qokey qokeeodaiin daiin oeted akaiin otchedy qokchedy chckhd	qokeedain cheedy qokey qokeeodaiin daiin octhd akaiin otchedy qokchedy chckhd	qokeedain cheedy qokey qokeeodaiin daiin oeted akaiin otched qokchedy chckhd	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f114v	f114v.25	sor aiin otchedy otaiin alkain okeedy	sor aiin otchedy otaiin alkain okeedy	sor aiin otche y otaiin alkain oteedy	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f33r	f33r.1	tshdar shdor shepchdy cphody yfoldy qofody otchedy lfchdy daiin	tshdar shdor shepchdy cphody yfoldy qofockhdy otchedy lfchdy daiin	tshdar sh or shepchdy cpho y yfoldy qofockhdy otche y lfch y daiin	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f48v	f48v.9	tor shody okal otchedy cheky oly loldy lol otchdy otoldy ytam otedy	tor shody okal otchedy cheky oly loldy lol otchdy otoldy ytam otedy	tor shody okal otche y cheky oly loldy lol otch y otoldy ytam ote y	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f76v	f76v.19	or as sheey otar shedy otchedy checkhey olchedy checkhy checkhy lky	or ar sheey otar shedy otchedy checkhey olchedy checkhy sheckhy lky	r ar sheey otar shedy otched checkhey olche y checkhy checthy lky	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f79r	f79r.23	das shear qotaiin ol lkain otchedy or olkl o tshedy otory	dar shear qotaiin ol lkain otchedy or olkl otshedy otory	dar shear qotaiin ol lkain otched or olkl o tshedy otory	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f80r	f80r.12	dykshy ol otchedy qokain qotain chckhey qokain okal qotain okedy qo l r	dykshy olotchedy qokain qotain chckhy qokain okal qotain okedy qolr	d kshy ol otchedy qokain qotain chckhey qok in okal qotain oke y qolr	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f85r1	f85r1.19	okchy okchdy otchedy dam lam	okchy okchdy otchedy dam lam	okchy otchdy otche y ag lam	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f85r1	f85r1.20	pcheo y kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	pcheoy kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	pcheoykshe y qocph y qofol shdaldy dairar cheeteey otche y qokch y y	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f85r1	f85r1.35	s ar chedar olpchdy otol otchedy	sar chedar olpchdy otol otchedy	sar che ar olpchdy otol otche y	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f85r2	f85r2.1	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar	odchdy otedy opoees ar chcthy otchdy otedy otar chepaiin otadar otodaiin opoiin otaiin qopchchs otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkech os aiin otchdy dar otees ofaiin chcphdar	odee y otedy opoees ar chcthy otchdy oto y otar chepaiin ot dar otodaiin opaiin otaiin qopchas otche y olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os iin otchdy dar otees ofaiin chcph ar	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f85r2	f85r2.8	otchedy chotey qocthey oteey ol oloqorain	otchedy chotey qocthey oteey ol oloeorain	otche y chotey qocthey oteey ol oloqorain	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otchedy	f86v3	f86v3.35	dcheey teeody oty otchedy daiiraii	dcheey teeody oty otchedy daiir aiim	dcheey teeody oty otche y daiir aiim	READER_VARIANT	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otcheedy	f105v	f105v.35	doee okcheeo l taiin otcheedy chor aiin odaiin chedy otaiin al kaishd	doee okcheeo lkaiin otcheedy chor aiin odaiin chedy otaiin al kaishd	doee otcheeo l taiin tcheedy chor aiin odaiin chedy otaiin al kaishd	READER_VARIANT	kalt-trockener Ansatz am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otshey	f42r	f42r.15	pchody otshey dodaiin	chody otshey dodaiin	pchody otey dodaiin	READER_VARIANT	kalt-feuchter Ansatz in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otshdy	f79v	f79v.21	dshey qokal sheedy sheky orain otshdy dain cther aror	dshey qokal sheedy sheky orain otshdy dain cther aror	dshey qokal sheedy sheky orain otdy dain cther aror	READER_VARIANT	kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otshedy	f106v	f106v.15	kcheoakar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alody	kcheo okar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alo dy	tcheoykar she y qofch y otedy qokchdy qotshdy qokch y air alody	READER_VARIANT	kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
