event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	previous_architecture	carrier_closure_status	carrier_rule_ids	closed_architecture	teaching_symbol	closed_parse	closed_card_reading_de	contextual_event_reading_de	step_closure_role
355	E355	B4	f83r	f83r.39	F125	B4-S015	21ed2873b71e57269c08	chckhal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKH_THROUGH+AL_TO	zur Zielstelle durchleiten	zur Zielstelle durchleiten	NO_EVENT_CLOSE
356	E356	B4	f83r	f83r.41	F126	B4-S015	42cdc187d5b9ffc60063	solkey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SOLK_COLLECT+E_SHORT+Y_ITEM	kurz sammeln	kurz sammeln	NO_EVENT_CLOSE
357	E357	B4	f83r	f83r.41	F126	B4-S015	de7321bface5628e35d6	lchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	COMMIT_CELL
358	E358	B4	f83r	f83r.41	F127	B4-S016	94df4847b7b16c98394a	qolkain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+AIN_PORTION	weitere Portion	weitere Portion	NO_EVENT_CLOSE
359	E359	B4	f83r	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	dal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO	dorthin	dorthin	NO_EVENT_CLOSE
360	E360	B4	f83r	f83r.44	F128	B4-S016	883a6708116c342cb10b	skar	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C07_SK_POUR	PRODUCTIVE_COMPOSITION	P	SK_POUR+AR_FROM	von dort ausgiessen	von dort ausgiessen	NO_EVENT_CLOSE
361	E361	B4	f83r	f83r.44	F128	B4-S016	bc4f1f5c006c74a4d26d	shedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
362	E362	B5	f83r	f83r.47	F129	B5-S001	601b77449028deed39de	otchdy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	Folgeumsetzung; Schluss	Folgeumsetzung; Schluss	COMMIT_CELL
363	E363	B5	f83r	f83r.47	F130	B5-S002	87411f84689b4f93a303	qokchdy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+CHD_TRANSFER+CLOSE	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
364	E364	B5	f83r	f83r.47	F131	B5-S003	abb23e5e6936b4147f76	shedal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+AL_TO	dort absetzen	dort absetzen	NO_EVENT_CLOSE
365	E365	B5	f83r	f83r.48	F132	B5-S003	dd0ecaf5e27d81befffc	dal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO	dorthin	dorthin	NO_EVENT_CLOSE
366	E366	B5	f83r	f83r.48	F132	B5-S003	dcda95c81a5460feb191	cheol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
367	E367	B5	f83r	f83r.48	F132	B5-S003	8c97dfde96fbc78e3355	lol	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	NONE_ALREADY_COMPOSED	PRODUCTIVE_COMPOSITION	P	L_OUT+OL_CONTINUE	von dort weiterfuehren	von dort weiterfuehren	NO_EVENT_CLOSE
368	E368	B5	f83r	f83r.48	F132	B5-S003	00d8ebe3c68294eeac39	chdal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHD_TRANSFER+AL_TO	dort umsetzen	dort umsetzen	NO_EVENT_CLOSE
369	E369	B5	f83r	f83r.48	F132	B5-S003	2f1c5e56e8f0ff459065	aiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
370	E370	B5	f83r	f83r.49	F133	B5-S003	dcda95c81a5460feb191	sol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
371	E371	B5	f83r	f83r.49	F133	B5-S003	fcc1deda9e24ec268eb0	daiiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	DA+IIN_PORT_GRADE	Öffnungsstufe	Öffnungsstufe	NO_EVENT_CLOSE
372	E372	B5	f83r	f83r.49	F133	B5-S003	6f7ff8287eddf4da9fdb	chedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	umsetzen	NO_EVENT_CLOSE
373	E373	B6	f83r	f83r.52	F134	B6-S001	1bfd786e6b8b63734a59	solkeey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SOLK_COLLECT+EE_LONG+Y_ITEM	länger sammeln	länger sammeln	NO_EVENT_CLOSE
374	E374	B6	f83r	f83r.52	F134	B6-S001	43eb9aa12959b4d5cdc9	qekey	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_WHOLE_CARD	roh	roh	NO_EVENT_CLOSE
375	E375	B6	f83r	f83r.52	F134	B6-S001	3e9c7f217843b588489d	raly	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO+Y_CURRENT	diesen Posten dorthin	diesen Posten dorthin	NO_EVENT_CLOSE
376	E376	B6	f83r	f83r.52	F134	B6-S001	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
377	E377	B6	f83r	f83r.54	F135	B6-S001	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
378	E378	B6	f83r	f83r.54	F135	B6-S001	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
379	E379	B6	f83r	f83r.54	F135	B6-S001	53cd0637c6820ba5e91f	dain	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	DAIN_CLOTH_WHOLE	Tuch	Tuch	NO_EVENT_CLOSE
380	E380	B6	f83r	f83r.54	F135	B6-S001	b921a237be883a820352	chey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
381	E381	B6	f83r	f83r.54	F135	B6-S001	97ddca78c9ebcc956d04	ldalor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	LD_END+AL_TO	Endziel	Endziel	NO_EVENT_CLOSE
