group_serial	page	locus	event_index	source_event_serial	surface_ZL3b	locus_role	inventory_item	default_content_German	content_status	external_label_status	historical_basis_ids	rotation_start_status	f68_f69_mapping	confidence
223	f68r1	f68r1.9	1	12198	odchecthy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S01	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S01; externer Picatrix-Vergleichsname: Alnat; dort überlieferte Operationsklasse: Arznei einnehmen oder Reise beginnen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
224	f68r1	f68r1.10	1	12199	otcheody	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S02	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S02; externer Picatrix-Vergleichsname: Albatain; dort überlieferte Operationsklasse: Wasserlauf, Brunnen oder Saat.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
225	f68r1	f68r1.11	1	12200	okoaly	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S03	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S03; externer Picatrix-Vergleichsname: Alcorata; dort überlieferte Operationsklasse: Seefahrt, Feuerarbeit oder Jagd.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
226	f68r1	f68r1.12	1	12201	chocfhy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S04	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S04; externer Picatrix-Vergleichsname: Aldebatam; dort überlieferte Operationsklasse: Bauten, Quellen oder Trennung.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
227	f68r1	f68r1.13	1	12202	octhey	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S05	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S05; externer Picatrix-Vergleichsname: Altintas; dort überlieferte Operationsklasse: Lernen, Reise oder Bau verbessern.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
228	f68r1	f68r1.14	1	12203	otshey	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S06	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S06; externer Picatrix-Vergleichsname: Achaia; dort überlieferte Operationsklasse: Ernte oder Arzneiwirkung hemmen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
229	f68r1	f68r1.15	1	12204	otydy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S07	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S07; externer Picatrix-Vergleichsname: Aldira; dort überlieferte Operationsklasse: Handel, Ernte oder sichere Schifffahrt.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
230	f68r1	f68r1.16	1	12205	okear	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S08	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S08; externer Picatrix-Vergleichsname: Anathea; dort überlieferte Operationsklasse: Freundschaft, Reise oder Verwahrung.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
231	f68r1	f68r1.17	1	12206	cphocthy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S09	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S09; externer Picatrix-Vergleichsname: Atraff; dort überlieferte Operationsklasse: Streit, Schaden oder Abwehr.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
232	f68r1	f68r1.18	1	12207	ytchody	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S10	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S10; externer Picatrix-Vergleichsname: Algebhal; dort überlieferte Operationsklasse: Ehe, Gebäude oder Beistand.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
233	f68r1	f68r1.19	1	12208	otys	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S11	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S11; externer Picatrix-Vergleichsname: Ozobea; dort überlieferte Operationsklasse: Befreiung, Handel oder festen Bau.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
234	f68r1	f68r1.20	1	12209	olor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S12	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S12; externer Picatrix-Vergleichsname: Acarfa; dort überlieferte Operationsklasse: Pflanzen, Besitz oder Schifffahrt.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
235	f68r1	f68r1.21	1	12210	ockhy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S13	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S13; externer Picatrix-Vergleichsname: Alahuc; dort überlieferte Operationsklasse: Handel, Saat, Reise oder Bau.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
236	f68r1	f68r1.22	1	12211	ofcheor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S14	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S14; externer Picatrix-Vergleichsname: Acimech; dort überlieferte Operationsklasse: Kranke heilen, Reise oder Freundschaft.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
237	f68r1	f68r1.23	1	12212	otchdy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S15	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S15; externer Picatrix-Vergleichsname: Algafra; dort überlieferte Operationsklasse: Brunnen, Schatzsuche oder Trennung.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
238	f68r1	f68r1.24	1	12213	otykchs	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S16	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S16; externer Picatrix-Vergleichsname: Aculine; dort überlieferte Operationsklasse: Befreiung oder Zwietracht.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
239	f68r1	f68r1.25	1	12214	otol	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S17	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S17; externer Picatrix-Vergleichsname: Alichil; dort überlieferte Operationsklasse: dauerhafte Freundschaft, Bau oder Schifffahrt.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
240	f68r1	f68r1.26	1	12215	otor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S18	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S18; externer Picatrix-Vergleichsname: Alcalb; dort überlieferte Operationsklasse: Bau, Befreiung oder Streit.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
241	f68r1	f68r1.27	1	12216	oiinar	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S19	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S19; externer Picatrix-Vergleichsname: Exaula; dort überlieferte Operationsklasse: Krieg, Ernte, Reise oder Gefangenschaft.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
242	f68r1	f68r1.28	1	12217	okoldy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S20	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S20; externer Picatrix-Vergleichsname: Nahaym; dort überlieferte Operationsklasse: Tiere zähmen, Rückkehr oder Versammlung.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
243	f68r1	f68r1.29	1	12218	ykchdy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S21	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S21; externer Picatrix-Vergleichsname: Elbelda; dort überlieferte Operationsklasse: Bau, Ernte, Reise oder Trennung.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
244	f68r1	f68r1.30	1	12219	oeeody	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S22	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S22; externer Picatrix-Vergleichsname: Cadaldeba; dort überlieferte Operationsklasse: Krankheit heilen oder Gefangene lösen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
245	f68r1	f68r1.31	1	12220	ocphy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S23	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S23; externer Picatrix-Vergleichsname: Cacidebehah; dort überlieferte Operationsklasse: Krankheit heilen oder Gefangene lösen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
246	f68r1	f68r1.32	1	12221	okeeodal	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S24	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S24; externer Picatrix-Vergleichsname: Zazedahot; dort überlieferte Operationsklasse: Handel, Ehe oder Sieg.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
247	f68r1	f68r1.33	1	12222	okshor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S25	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S25; externer Picatrix-Vergleichsname: Cadalhacia; dort überlieferte Operationsklasse: Körperglied binden, Streit oder Bau.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
248	f68r1	f68r1.34	1	12223	osdaiin	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S26	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S26; externer Picatrix-Vergleichsname: Almiquidam; dort überlieferte Operationsklasse: Liebe, Reise oder festen Bau.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
249	f68r1	f68r1.35	1	12224	otochedy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S27	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S27; externer Picatrix-Vergleichsname: Algrafaium; dort überlieferte Operationsklasse: Krankheit heilen, Handel oder Gefahr.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
250	f68r1	f68r1.36	1	12225	dolchedy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S28	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S28; externer Picatrix-Vergleichsname: Arexe; dort überlieferte Operationsklasse: Ernte, Reise, Frieden oder Gefangenschaft.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
251	f68r1	f68r1.37	1	12226	oky	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	[LOKALER EXEMPLARTEXT 1/5; KEINE KARTENGLOSSE] Der Mond besitzt	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.38
252	f68r1	f68r1.37	2	12227	okchdy	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	[LOKALER EXEMPLARTEXT 2/5; KEINE KARTENGLOSSE] in dieser lokalen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.38
253	f68r1	f68r1.37	3	12228	okardy	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	[LOKALER EXEMPLARTEXT 3/5; KEINE KARTENGLOSSE] Editionswelt einen vollständigen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.38
254	f68r1	f68r1.37	4	12229	qear	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	[LOKALER EXEMPLARTEXT 4/5; KEINE KARTENGLOSSE] Kreis aus achtundzwanzig	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.38
255	f68r1	f68r1.37	5	12230	oygy	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	[LOKALER EXEMPLARTEXT 5/5; KEINE KARTENGLOSSE] räumlichen Häusern.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.38
256	f69v	f69v.1	1	12946	dair	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 1/40; KEINE KARTENGLOSSE] Rubrik der	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
257	f69v	f69v.1	2	12947	cheyky	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 2/40; KEINE KARTENGLOSSE] achtundzwanzig Wahlstellen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
258	f69v	f69v.1	3	12948	otaza	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 3/40; KEINE KARTENGLOSSE] Nimm zuerst	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
259	f69v	f69v.1	4	12949	sar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 4/40; KEINE KARTENGLOSSE] den bekannten	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
260	f69v	f69v.1	5	12950	ar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 5/40; KEINE KARTENGLOSSE] Mondort oder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
261	f69v	f69v.1	6	12951	chykar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 6/40; KEINE KARTENGLOSSE] die im	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
262	f69v	f69v.1	7	12952	okoirsh	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 7/40; KEINE KARTENGLOSSE] Kalender gelernte	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
263	f69v	f69v.1	8	12953	ar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 8/40; KEINE KARTENGLOSSE] laufende	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
264	f69v	f69v.1	9	12954	chetody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 9/40; KEINE KARTENGLOSSE] Stelle.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
265	f69v	f69v.1	10	12955	okeeos	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 10/40; KEINE KARTENGLOSSE] Prüfe	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
266	f69v	f69v.1	11	12956	o	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 11/40; KEINE KARTENGLOSSE] dann	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
267	f69v	f69v.1	12	12957	tey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 12/40; KEINE KARTENGLOSSE] die	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
268	f69v	f69v.1	13	12958	otokeeey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 13/40; KEINE KARTENGLOSSE] Kräfte	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
269	f69v	f69v.1	14	12959	okeeody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 14/40; KEINE KARTENGLOSSE] des	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
