model	edition	locus	index	word	hypothesis
Q	RF1b	f20r.12	7	daiin	Menge Γ
Q	RF1b	f20r.12	8	dar	⟦dar⟧
Q	RF1b	f20v.5	1	tshol	⟦tshol⟧
Q	RF1b	f20v.5	2	folchol	⟦folchol⟧
Q	RF1b	f20v.5	3	otor	⟦otor⟧
Q	RF1b	f20v.5	4	shol	feucht
Q	RF1b	f20v.5	5	shos	⟦shos⟧
Q	RF1b	f20v.5	6	fshodchy	⟦fshodchy⟧
Q	RF1b	f20v.5	7	otchy	Eigenschaft T
Q	RF1b	f20v.5	8	chcphy	⟦chcphy⟧
Q	RF1b	f20v.5	9	dy	⟦dy⟧
Q	RF1b	f22r.7	1	kchol	⟦kchol⟧
Q	RF1b	f22r.7	2	shol	feucht
Q	RF1b	f22r.7	3	@152;sheor	⟦@152;sheor⟧
Q	RF1b	f22r.7	4	{c'@162;@136;}	⟦{c'@162;@136;}⟧
Q	RF1b	f22r.7	5	chdoly	⟦chdoly⟧
Q	RF1b	f22r.7	6	ytaiin	⟦ytaiin⟧
Q	RF1b	f22r.7	7	ol	auch
Q	RF1b	f22r.7	8	otchy	Eigenschaft T
Q	RF1b	f22r.7	9	cphal	⟦cphal⟧
Q	RF1b	f22v.3	1	qoky	⟦qoky⟧
Q	RF1b	f22v.3	2	kchorl	⟦kchorl⟧
Q	RF1b	f22v.3	3	otchy	Eigenschaft T
Q	RF1b	f22v.3	4	cthy	Kraut
Q	RF1b	f22v.3	5	otchyky	⟦otchyky⟧
Q	RF1b	f22v.3	6	ytchol	⟦ytchol⟧
Q	RF1b	f22v.3	7	otam	⟦otam⟧
Q	RF1b	f2v.3	1	otchy	Eigenschaft T
Q	RF1b	f2v.3	2	chor	Blüten
Q	RF1b	f2v.3	3	lshy	⟦lshy⟧
Q	RF1b	f2v.3	4	chol	getrocknet
Q	RF1b	f2v.3	5	chody	⟦chody⟧
Q	RF1b	f2v.3	6	chodain	⟦chodain⟧
Q	RF1b	f2v.3	7	chcthy	⟦chcthy⟧
Q	RF1b	f2v.3	8	daiin	Menge Γ
Q	RF1b	f32v.8	1	otchol	⟦otchol⟧
Q	RF1b	f32v.8	2	daiin	Menge Γ
Q	RF1b	f32v.8	3	daiin	Menge Γ
Q	RF1b	f32v.8	4	cthodaiin	⟦cthodaiin⟧
Q	RF1b	f32v.8	5	qotaiin	abseihen
Q	RF1b	f32v.8	6	otchy	Eigenschaft T
Q	RF1b	f32v.8	7	@152;	⟦@152;⟧
Q	RF1b	f32v.8	8	shan	⟦shan⟧
Q	RF1b	f44r.6	1	dshor	⟦dshor⟧
Q	RF1b	f44r.6	2	ytchol	⟦ytchol⟧
Q	RF1b	f44r.6	3	shy	⟦shy⟧
Q	RF1b	f44r.6	4	o	⟦o⟧
Q	RF1b	f44r.6	5	@190;cheekchy	⟦@190;cheekchy⟧
Q	RF1b	f44r.6	6	qotchy	zugeben
Q	RF1b	f44r.6	7	otchy	Eigenschaft T
Q	RF1b	f44r.6	8	dar	⟦dar⟧
Q	RF1b	f44v.5	1	oain	⟦oain⟧
Q	RF1b	f44v.5	2	shol	feucht
Q	RF1b	f44v.5	3	cthy	Kraut
Q	RF1b	f44v.5	4	cphaiin	⟦cphaiin⟧
Q	RF1b	f44v.5	5	@222;kchor	⟦@222;kchor⟧
Q	RF1b	f44v.5	6	otchy	Eigenschaft T
Q	RF1b	f44v.5	7	qoty	⟦qoty⟧
Q	RF1b	f44v.5	8	otchear	⟦otchear⟧
Q	RF1b	f44v.5	9	cthain	⟦cthain⟧
Q	RF1b	f56r.10	1	ytchor	⟦ytchor⟧
Q	RF1b	f56r.10	2	otchy	Eigenschaft T
Q	RF1b	f56r.10	3	chok	⟦chok⟧
Q	RF1b	f56r.10	4	yt	⟦yt⟧
Q	RF1b	f56r.10	5	chey	⟦chey⟧
Q	RF1b	f56r.10	6	r	⟦r⟧
Q	RF1b	f56r.10	7	ok	⟦ok⟧
Q	RF1b	f56r.10	8	aiin	⟦aiin⟧
Q	RF1b	f58r.3	1	ykechod	⟦ykechod⟧
Q	RF1b	f58r.3	2	dalaldam	⟦dalaldam⟧
Q	RF1b	f58r.3	3	ytam	⟦ytam⟧
Q	RF1b	f58r.3	4	choty	⟦choty⟧
Q	RF1b	f58r.3	5	otchy	Eigenschaft T
Q	RF1b	f58r.3	6	otaly	⟦otaly⟧
Q	RF1b	f58r.3	7	shoty	⟦shoty⟧
Q	RF1b	f58r.3	8	s	und
Q	RF1b	f6v.1	1	koarysar	⟦koarysar⟧
Q	RF1b	f6v.1	2	cheekar	⟦cheekar⟧
Q	RF1b	f6v.1	3	qoar	⟦qoar⟧
Q	RF1b	f6v.1	4	shor	Früchte
Q	RF1b	f6v.1	5	chapchy	⟦chapchy⟧
Q	RF1b	f6v.1	6	s	und
Q	RF1b	f6v.1	7	chear	⟦chear⟧
Q	RF1b	f6v.1	8	char	⟦char⟧
Q	RF1b	f6v.1	9	otchy	Eigenschaft T
Q	RF1b	f76v.4	1	solkeey	⟦solkeey⟧
Q	RF1b	f76v.4	2	sor	⟦sor⟧
Q	RF1b	f76v.4	3	shecth@222;	⟦shecth@222;⟧
Q	RF1b	f76v.4	4	daiin	Menge Γ
Q	RF1b	f76v.4	5	ok@221;r	⟦ok@221;r⟧
Q	RF1b	f76v.4	6	chpched@222;	⟦chpched@222;⟧
Q	RF1b	f76v.4	7	{cp}chy	⟦{cp}chy⟧
Q	RF1b	f76v.4	8	oty	⟦oty⟧
Q	RF1b	f76v.4	9	olor	⟦olor⟧
Q	RF1b	f76v.4	10	otchy	Eigenschaft T
Q	RF1b	f76v.4	11	r	⟦r⟧
Q	RF1b	f76v.4	12	alchl	⟦alchl⟧
Q	RF1b	f94v.4	1	dchdy	⟦dchdy⟧
Q	RF1b	f94v.4	2	otar	⟦otar⟧
Q	RF1b	f94v.4	3	otchy	Eigenschaft T
Q	RF1b	f94v.4	4	kedy	⟦kedy⟧
Q	RF1b	f94v.4	5	qokch@152;y	⟦qokch@152;y⟧
Q	RF1b	f94v.4	6	ol	auch
Q	RF1b	f94v.4	7	okchy	⟦okchy⟧
Q	RF1b	f94v.6	1	ycheeo	⟦ycheeo⟧
Q	RF1b	f94v.6	2	lkeol	⟦lkeol⟧
Q	RF1b	f94v.6	3	otar	⟦otar⟧
Q	RF1b	f94v.6	4	opchdy	⟦opchdy⟧
Q	RF1b	f94v.6	5	qotar	⟦qotar⟧
Q	RF1b	f94v.6	6	aral	⟦aral⟧
Q	RF1b	f94v.6	7	otor	⟦otor⟧
Q	RF1b	f94v.6	8	otchy	Eigenschaft T
Q	RF1b	f94v.6	9	tady	⟦tady⟧
Q	RF1b	f94v.6	10	oty	⟦oty⟧
Q	RF1b	f94v.8	1	pchedaiin	⟦pchedaiin⟧
Q	RF1b	f94v.8	2	sheocthy	⟦sheocthy⟧
Q	RF1b	f94v.8	3	daiin	Menge Γ
Q	RF1b	f94v.8	4	cphedy	⟦cphedy⟧
Q	RF1b	f94v.8	5	fch@152;	⟦fch@152;⟧
Q	RF1b	f94v.8	6	otchy	Eigenschaft T
Q	RF1b	f94v.8	7	qotchy	zugeben
Q	RF1b	f94v.8	8	par	⟦par⟧
Q	RF1b	f94v.8	9	ar	Anteil
