group_serial	page	locus	opaque_local_id	local_namespace	condition_shelf	condition_family_de	copied_local_label	orientation_status	crosspage_key	word_translation
219	f68r1	f68r1.5	A2:G029	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
220	f68r1	f68r1.6	A2:G030	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
221	f68r1	f68r1.7	A2:G031	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
222	f68r1	f68r1.8	A2:G032	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, unaufgelöste Zentrumsangabe: Lokales Etikett eines der sichtbaren Gesichtsmedaillons; welches Zentrum und welcher Himmelskörper gemeint sind, kann nur das Exemplar bestimmen, nicht die Textlage.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
223	f68r1	f68r1.9	A2:G033	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S01: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S01 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
224	f68r1	f68r1.10	A2:G034	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S02: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S02 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
225	f68r1	f68r1.11	A2:G035	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S03: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S03 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
226	f68r1	f68r1.12	A2:G036	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S04: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S04 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
227	f68r1	f68r1.13	A2:G037	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S05: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S05 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
228	f68r1	f68r1.14	A2:G038	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S06: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S06 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
229	f68r1	f68r1.15	A2:G039	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S07: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S07 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
230	f68r1	f68r1.16	A2:G040	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S08: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S08 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
231	f68r1	f68r1.17	A2:G041	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S09: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S09 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
232	f68r1	f68r1.18	A2:G042	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S10: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S10 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
233	f68r1	f68r1.19	A2:G043	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S11: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S11 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
234	f68r1	f68r1.20	A2:G044	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S12: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S12 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
235	f68r1	f68r1.21	A2:G045	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S13: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S13 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
236	f68r1	f68r1.22	A2:G046	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S14: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S14 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
237	f68r1	f68r1.23	A2:G047	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S15: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S15 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
238	f68r1	f68r1.24	A2:G048	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S16: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S16 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
239	f68r1	f68r1.25	A2:G049	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S17: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S17 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
240	f68r1	f68r1.26	A2:G050	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S18: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S18 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
241	f68r1	f68r1.27	A2:G051	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S19: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S19 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
242	f68r1	f68r1.28	A2:G052	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S20: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S20 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
243	f68r1	f68r1.29	A2:G053	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S21: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S21 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
244	f68r1	f68r1.30	A2:G054	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S22: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S22 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
245	f68r1	f68r1.31	A2:G055	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S23: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S23 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
246	f68r1	f68r1.32	A2:G056	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S24: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S24 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
247	f68r1	f68r1.33	A2:G057	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S25: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S25 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
248	f68r1	f68r1.34	A2:G058	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S26: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S26 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
249	f68r1	f68r1.35	A2:G059	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S27: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S27 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
250	f68r1	f68r1.36	A2:G060	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	C3	Sternort- oder Konstellationsbedingung	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S28: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S28 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
251	f68r1	f68r1.37	A2:G061	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 01/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
252	f68r1	f68r1.37	A2:G062	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 02/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
253	f68r1	f68r1.37	A2:G063	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 03/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
254	f68r1	f68r1.37	A2:G064	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 04/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
255	f68r1	f68r1.37	A2:G065	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 05/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
256	f69v	f69v.1	A3:G001	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 01/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
257	f69v	f69v.1	A3:G002	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 02/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
258	f69v	f69v.1	A3:G003	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 03/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
259	f69v	f69v.1	A3:G004	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 04/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
260	f69v	f69v.1	A3:G005	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 05/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
261	f69v	f69v.1	A3:G006	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 06/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
262	f69v	f69v.1	A3:G007	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 07/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
263	f69v	f69v.1	A3:G008	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 08/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
264	f69v	f69v.1	A3:G009	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 09/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
265	f69v	f69v.1	A3:G010	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 10/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
266	f69v	f69v.1	A3:G011	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 11/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
267	f69v	f69v.1	A3:G012	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 12/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
268	f69v	f69v.1	A3:G013	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 13/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
269	f69v	f69v.1	A3:G014	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 14/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
270	f69v	f69v.1	A3:G015	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 15/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
271	f69v	f69v.1	A3:G016	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 16/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
272	f69v	f69v.1	A3:G017	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 17/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
273	f69v	f69v.1	A3:G018	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 18/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
