instruction_id	clause_id	physical_page	register	instruction_order	phase	start_event	end_event	event_count	minimal_verb_sequence	current_fluent_de
P917-I0754	P915-C181	f81v	BIOLOGICAL	2	CONDITION	P912-E1109	P912-E1109	1	SH	Kurz halten durch den Durchlass; fertig.
P917-I0755	P915-C182	f81v	BIOLOGICAL	1	SELECT	P912-E1110	P912-E1110	1	CH	Entnehmen zur Ziel- oder Anschlussstelle.
P917-I0756	P915-C183	f82r	BIOLOGICAL	1	EXECUTE	P912-E1113	P912-E1113	1	O>SH	Aus diesem Teil diesen Posten länger ausführen und halten unter q-Träger.
P917-I0757	P915-C183	f82r	BIOLOGICAL	2	PREPARE	P912-E1114	P912-E1114	1	OK	Weiter kurz ansetzen.
P917-I0758	P915-C183	f82r	BIOLOGICAL	3	CONDITION	P912-E1115	P912-E1116	2	SH	Nach Sollmaß diesen Posten halten durch den Durchlass.
P917-I0759	P915-C183	f82r	BIOLOGICAL	4	PREPARE	P912-E1117	P912-E1117	1	OK	Den Ansatz länger ansetzen.
P917-I0760	P915-C183	f82r	BIOLOGICAL	5	CONDITION	P912-E1118	P912-E1118	1	SH	Diesen Posten länger halten.
P917-I0761	P915-C183	f82r	BIOLOGICAL	6	CONDITION	P912-E1119	P912-E1120	2	SH	Nach Sollmaß diesen Posten kurz halten.
P917-I0762	P915-C183	f82r	BIOLOGICAL	7	TRANSFER	P912-E1121	P912-E1121	1	CHD	Aus diesem Teil diesen Posten umsetzen.
P917-I0763	P915-C183	f82r	BIOLOGICAL	8	TRANSFER	P912-E1122	P912-E1122	1	CHD	Weiter umsetzen; fertig.
P917-I0764	P915-C184	f82r	BIOLOGICAL	1	PREPARE	P912-E1123	P912-E1123	1	OK	Als eine Portion ansetzen.
P917-I0765	P915-C184	f82r	BIOLOGICAL	2	PREPARE	P912-E1124	P912-E1125	2	OK	Diesen Posten länger ansetzen; fertig.
P917-I0766	P915-C185	f82r	BIOLOGICAL	1	PREPARE	P912-E1126	P912-E1126	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0767	P915-C185	f82r	BIOLOGICAL	2	TRANSFER	P912-E1127	P912-E1128	2	CHD	Diesen Posten umsetzen in den nächsten Lauf durch den Durchlass.
P917-I0768	P915-C185	f82r	BIOLOGICAL	3	PREPARE	P912-E1129	P912-E1129	1	OK	Diesen Posten länger ansetzen.
P917-I0769	P915-C185	f82r	BIOLOGICAL	4	CONTEXT	P912-E1130	P912-E1130	1	NONE	Kurz in den nächsten Lauf durch den Durchlass weiterarbeiten; fertig.
P917-I0770	P915-C186	f82r	BIOLOGICAL	1	PREPARE	P912-E1131	P912-E1131	1	OK	Diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
P917-I0771	P915-C186	f82r	BIOLOGICAL	2	TRANSFER	P912-E1132	P912-E1132	1	SOLK	Nach Sollmaß auffangen.
P917-I0772	P915-C186	f82r	BIOLOGICAL	3	PREPARE	P912-E1133	P912-E1134	2	OK	Nach Sollmaß diesen Posten ansetzen durch den Durchlass.
P917-I0773	P915-C186	f82r	BIOLOGICAL	4	PREPARE	P912-E1135	P912-E1135	1	OK	Nach Sollmaß ansetzen.
P917-I0774	P915-C186	f82r	BIOLOGICAL	5	EXECUTE	P912-E1136	P912-E1136	1	O>CTH	Weiter kurz ausführen und bereitstellen.
P917-I0775	P915-C186	f82r	BIOLOGICAL	6	CONDITION	P912-E1137	P912-E1137	1	CHK	Diesen Posten länger behandeln.
P917-I0776	P915-C186	f82r	BIOLOGICAL	7	CONTEXT	P912-E1138	P912-E1138	1	NONE	In den nächsten Lauf weiterarbeiten; fertig.
P917-I0777	P915-C187	f82r	BIOLOGICAL	1	PREPARE	P912-E1139	P912-E1140	2	OK	Danach diesen Posten länger ansetzen zur Ziel- oder Anschlussstelle.
P917-I0778	P915-C187	f82r	BIOLOGICAL	2	CONDITION	P912-E1141	P912-E1141	1	SH	Diesen Posten kurz halten durch den Durchlass.
P917-I0779	P915-C187	f82r	BIOLOGICAL	3	PREPARE	P912-E1142	P912-E1142	1	OK	Diesen Posten ansetzen.
P917-I0780	P915-C187	f82r	BIOLOGICAL	4	PREPARE	P912-E1143	P912-E1144	2	K>CHD	Weiter diesen Posten zugeben und umsetzen in den nächsten Lauf.
P917-I0781	P915-C187	f82r	BIOLOGICAL	5	PREPARE	P912-E1145	P912-E1145	1	OK	Länger ansetzen; fertig.
P917-I0782	P915-C188	f82r	BIOLOGICAL	1	PREPARE	P912-E1146	P912-E1146	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0783	P915-C188	f82r	BIOLOGICAL	2	CONDITION	P912-E1147	P912-E1147	1	CTH	Weiter bereitstellen.
P917-I0784	P915-C188	f82r	BIOLOGICAL	3	TRANSFER	P912-E1148	P912-E1148	1	CHD	Diesen Posten umsetzen.
P917-I0785	P915-C188	f82r	BIOLOGICAL	4	CONTEXT	P912-E1149	P912-E1149	1	NONE	Danach länger weiterarbeiten; fertig.
P917-I0786	P915-C189	f82r	BIOLOGICAL	1	PREPARE	P912-E1150	P912-E1150	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0787	P915-C189	f82r	BIOLOGICAL	2	SELECT	P912-E1151	P912-E1151	1	S	Von der Entnahmestelle wählen.
P917-I0788	P915-C189	f82r	BIOLOGICAL	3	CONDITION	P912-E1152	P912-E1152	1	SHED	Absetzen; fertig.
P917-I0789	P915-C190	f82r	BIOLOGICAL	1	CONDITION	P912-E1153	P912-E1154	2	SHED	Weiter nach Sollmaß absetzen.
P917-I0790	P915-C190	f82r	BIOLOGICAL	2	CONDITION	P912-E1155	P912-E1155	1	SH	Diesen Posten kurz halten durch den Durchlass.
P917-I0791	P915-C190	f82r	BIOLOGICAL	3	PREPARE	P912-E1156	P912-E1156	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0792	P915-C190	f82r	BIOLOGICAL	4	CONDITION	P912-E1157	P912-E1157	1	SH>K	Diesen Posten kurz halten und zugeben.
P917-I0793	P915-C190	f82r	BIOLOGICAL	5	TRANSFER	P912-E1158	P912-E1159	2	CHD	Danach weiter nach Sollmaß umsetzen.
P917-I0794	P915-C190	f82r	BIOLOGICAL	6	CONDITION	P912-E1160	P912-E1160	1	SH	Kurz halten; fertig.
P917-I0795	P915-C191	f82r	BIOLOGICAL	1	SELECT	P912-E1161	P912-E1161	1	S	Danach nach Sollmaß wählen.
P917-I0796	P915-C191	f82r	BIOLOGICAL	2	PREPARE	P912-E1162	P912-E1162	1	OK	Von der Entnahmestelle ansetzen.
P917-I0797	P915-C191	f82r	BIOLOGICAL	3	CONDITION	P912-E1163	P912-E1163	1	SHED	Absetzen; fertig.
P917-I0798	P915-C192	f82r	BIOLOGICAL	1	CONDITION	P912-E1164	P912-E1164	1	SH	Weiter kurz halten; fertig.
P917-I0799	P915-C193	f82r	BIOLOGICAL	1	PREPARE	P912-E1165	P912-E1165	1	OK	Diesen Posten länger ansetzen.
P917-I0800	P915-C193	f82r	BIOLOGICAL	2	PREPARE	P912-E1166	P912-E1166	1	OK	Diesen Posten ansetzen.
P917-I0801	P915-C193	f82r	BIOLOGICAL	3	CONDITION	P912-E1167	P912-E1168	2	SH	Weiter diesen Posten länger halten.
P917-I0802	P915-C193	f82r	BIOLOGICAL	4	PREPARE	P912-E1169	P912-E1169	1	K	Diesen Posten kurz länger zugeben unter q-Träger.
P917-I0803	P915-C193	f82r	BIOLOGICAL	5	CONDITION	P912-E1170	P912-E1170	1	SH	Länger halten; fertig.
P917-I0804	P915-C194	f82r	BIOLOGICAL	1	PREPARE	P912-E1171	P912-E1171	1	OK	Kurz ansetzen; fertig.
P917-I0805	P915-C195	f82r	BIOLOGICAL	1	SELECT	P912-E1172	P912-E1172	1	CH>O	Entnehmen und ausführen in den nächsten Lauf.
P917-I0806	P915-C195	f82r	BIOLOGICAL	2	CONDITION	P912-E1173	P912-E1173	1	R	Kennzeichnen.
P917-I0807	P915-C195	f82r	BIOLOGICAL	3	CONDITION	P912-E1174	P912-E1174	1	SH	Diesen Posten länger halten.
P917-I0808	P915-C195	f82r	BIOLOGICAL	4	PREPARE	P912-E1175	P912-E1175	1	OK	Diesen Posten kurz ansetzen.
P917-I0809	P915-C195	f82r	BIOLOGICAL	5	TRANSFER	P912-E1176	P912-E1177	2	CHD	Danach diesen Posten umsetzen zur Ziel- oder Anschlussstelle.
P917-I0810	P915-C195	f82r	BIOLOGICAL	6	CONDITION	P912-E1178	P912-E1179	2	S>SH>O>LSH>CTH	Danach den Ansatz und diesen Posten kurz wählen, halten, ausführen, spülen und bereitstellen.
P917-I0811	P915-C195	f82r	BIOLOGICAL	7	PREPARE	P912-E1180	P912-E1180	1	OK	Nach Sollmaß ansetzen.
P917-I0812	P915-C195	f82r	BIOLOGICAL	8	CONDITION	P912-E1181	P912-E1181	1	CHK	Aus diesem Teil diesen Posten kurz behandeln.
P917-I0813	P915-C195	f82r	BIOLOGICAL	9	CONDITION	P912-E1182	P912-E1182	1	R>CH	Diesen Posten kurz kennzeichnen und entnehmen.
P917-I0814	P915-C195	f82r	BIOLOGICAL	10	SELECT	P912-E1183	P912-E1183	1	CH	Aus diesem Teil diesen Posten kurz entnehmen entlang des Laufs.
P917-I0815	P915-C195	f82r	BIOLOGICAL	11	PREPARE	P912-E1184	P912-E1184	1	OK	Nach Sollmaß ansetzen.
P917-I0816	P915-C196	f82r	BIOLOGICAL	1	PREPARE	P912-E1186	P912-E1186	1	K>CHD	Weiter diesen Posten zugeben und umsetzen.
P917-I0817	P915-C196	f82r	BIOLOGICAL	2	PREPARE	P912-E1187	P912-E1187	1	OK	Kurz ansetzen; fertig.
P917-I0818	P915-C197	f82r	BIOLOGICAL	1	EXECUTE	P912-E1188	P912-E1188	1	O>P	Weiter ausführen und einsetzen unter q-Träger.
P917-I0819	P915-C197	f82r	BIOLOGICAL	2	SELECT	P912-E1189	P912-E1190	2	CH>O>P>CHD	Danach aus diesem Teil den Ansatz und diesen Posten kurz entnehmen, ausführen, einsetzen und umsetzen.
P917-I0820	P915-C197	f82r	BIOLOGICAL	3	TRANSFER	P912-E1191	P912-E1192	2	CHD	Danach diesen Posten umsetzen zur Ziel- oder Anschlussstelle.
P917-I0821	P915-C197	f82r	BIOLOGICAL	4	PREPARE	P912-E1193	P912-E1193	1	K	Zugeben zur Innenstelle.
P917-I0822	P915-C197	f82r	BIOLOGICAL	5	CONTEXT	P912-E1194	P912-E1194	1	NONE	Danach kurz weiterarbeiten; fertig.
P917-I0823	P915-C198	f82r	BIOLOGICAL	1	EXECUTE	P912-E1195	P912-E1195	1	O>CHD	Aus diesem Teil ausführen und umsetzen unter q-Träger.
P917-I0824	P915-C198	f82r	BIOLOGICAL	2	EXECUTE	P912-E1196	P912-E1196	1	O	Weiter ausführen unter q-Träger.
P917-I0825	P915-C198	f82r	BIOLOGICAL	3	SELECT	P912-E1197	P912-E1198	2	CH>O	Aus diesem Teil von der Entnahmestelle kurz entnehmen und ausführen durch den Durchlass.
P917-I0826	P915-C198	f82r	BIOLOGICAL	4	PREPARE	P912-E1199	P912-E1200	2	OK	Weiter ansetzen in den nächsten Lauf zur Ziel- oder Anschlussstelle.
P917-I0827	P915-C198	f82r	BIOLOGICAL	5	PREPARE	P912-E1201	P912-E1201	1	OK>CHD	Von der Entnahmestelle diesen Posten ansetzen und umsetzen.
P917-I0828	P915-C198	f82r	BIOLOGICAL	6	EXECUTE	P912-E1202	P912-E1202	1	T	Den Auszug einstellen in den nächsten Lauf.
P917-I0829	P915-C198	f82r	BIOLOGICAL	7	TRANSFER	P912-E1203	P912-E1203	1	CHD	Weiter umsetzen; fertig.
P917-I0830	P915-C199	f82r	BIOLOGICAL	1	PREPARE	P912-E1204	P912-E1204	1	OK	Länger ansetzen; fertig.
P917-I0831	P915-C200	f82r	BIOLOGICAL	1	CONTEXT	P912-E1205	P912-E1205	1	NONE	Danach kurz weiterarbeiten; fertig.
P917-I0832	P915-C201	f82r	BIOLOGICAL	1	TRANSFER	P912-E1206	P912-E1206	1	CHD	Von der Entnahmestelle umsetzen.
P917-I0833	P915-C201	f82r	BIOLOGICAL	2	CONDITION	P912-E1207	P912-E1207	1	SH	Diesen Posten länger halten.
P917-I0834	P915-C201	f82r	BIOLOGICAL	3	SELECT	P912-E1208	P912-E1209	2	S	Weiter von der Entnahmestelle diesen Posten wählen in den nächsten Lauf.
P917-I0835	P915-C201	f82r	BIOLOGICAL	4	CONDITION	P912-E1210	P912-E1210	1	R	Kennzeichnen.
P917-I0836	P915-C201	f82r	BIOLOGICAL	5	SELECT	P912-E1211	P912-E1211	1	CH	Weiter diesen Posten entnehmen.
P917-I0837	P915-C201	f82r	BIOLOGICAL	6	PREPARE	P912-E1212	P912-E1212	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0838	P915-C201	f82r	BIOLOGICAL	7	PREPARE	P912-E1213	P912-E1214	2	OK	Als eine Portion diesen Posten ansetzen.
P917-I0839	P915-C201	f82r	BIOLOGICAL	8	PREPARE	P912-E1215	P912-E1216	2	OK	Aus diesem Teil diesen Posten vollständig länger ansetzen.
P917-I0840	P915-C201	f82r	BIOLOGICAL	9	PREPARE	P912-E1217	P912-E1217	1	OK	Nach Sollmaß ansetzen.
P917-I0841	P915-C201	f82r	BIOLOGICAL	10	TRANSFER	P912-E1218	P912-E1218	1	CHD	Weiter umsetzen; fertig.
P917-I0842	P915-C202	f82r	BIOLOGICAL	1	PREPARE	P912-E1219	P912-E1219	1	K	Kurz zugeben; fertig.
P917-I0843	P915-C203	f82r	BIOLOGICAL	1	TRANSFER	P912-E1220	P912-E1220	1	CHD	Umsetzen in den nächsten Lauf; fertig.
P917-I0844	P915-C204	f82r	BIOLOGICAL	1	PREPARE	P912-E1221	P912-E1221	1	OK	Kurz ansetzen; fertig.
P917-I0845	P915-C205	f82r	BIOLOGICAL	1	PREPARE	P912-E1222	P912-E1222	1	OK	Länger ansetzen; fertig.
P917-I0846	P915-C206	f82r	BIOLOGICAL	1	PREPARE	P912-E1223	P912-E1223	1	K	Aus diesem Teil diesen Posten länger zugeben in den nächsten Lauf.
P917-I0847	P915-C206	f82r	BIOLOGICAL	2	PREPARE	P912-E1224	P912-E1224	1	OK	Nach Sollmaß ansetzen.
P917-I0848	P915-C206	f82r	BIOLOGICAL	3	TRANSFER	P912-E1225	P912-E1227	3	CHD	Nach Sollmaß diesen Posten umsetzen.
P917-I0849	P915-C206	f82r	BIOLOGICAL	4	PREPARE	P912-E1228	P912-E1229	2	OK	Diesen Posten länger ansetzen; fertig.
P917-I0850	P915-C207	f82r	BIOLOGICAL	1	TRANSFER	P912-E1230	P912-E1230	1	CHD	Umsetzen in den nächsten Lauf; fertig.
P917-I0851	P915-C208	f82r	BIOLOGICAL	1	PREPARE	P912-E1231	P912-E1231	1	OK	Länger ansetzen; fertig.
P917-I0852	P915-C209	f82r	BIOLOGICAL	1	CONDITION	P912-E1232	P912-E1232	1	SH	Diesen Posten länger halten.
P917-I0853	P915-C209	f82r	BIOLOGICAL	2	CONDITION	P912-E1233	P912-E1233	1	R	Kennzeichnen.
P917-I0854	P915-C209	f82r	BIOLOGICAL	3	SELECT	P912-E1234	P912-E1236	3	S	Weiter den Ansatz wählen.
P917-I0855	P915-C209	f82r	BIOLOGICAL	4	CONDITION	P912-E1237	P912-E1239	3	R	Von der lokalen Stelle nach Sollmaß diesen Posten kennzeichnen.
P917-I0856	P915-C209	f82r	BIOLOGICAL	5	CONDITION	P912-E1240	P912-E1241	2	SH	Auf der zweiten Stufe kurz halten zur Innenstelle; fertig.
P917-I0857	P915-C210	f82r	BIOLOGICAL	1	TRANSFER	P912-E1242	P912-E1243	2	CHD	Danach diesen Posten länger umsetzen.
P917-I0858	P915-C210	f82r	BIOLOGICAL	2	PREPARE	P912-E1244	P912-E1244	1	OK	Diesen Posten vollständig ansetzen.
P917-I0859	P915-C210	f82r	BIOLOGICAL	3	PREPARE	P912-E1245	P912-E1245	1	OK	Kurz ansetzen; fertig.
P917-I0860	P915-C211	f82r	BIOLOGICAL	1	EXECUTE	P912-E1246	P912-E1246	1	T	Aus diesem Teil diesen Posten länger einstellen in den nächsten Lauf.
P917-I0861	P915-C211	f82r	BIOLOGICAL	2	PREPARE	P912-E1247	P912-E1247	1	OK	Länger ansetzen; fertig.
P917-I0862	P915-C212	f82r	BIOLOGICAL	1	CONDITION	P912-E1248	P912-E1248	1	R>CH	Diesen Posten kurz kennzeichnen und entnehmen zur Ziel- oder Anschlussstelle.
P917-I0863	P915-C212	f82r	BIOLOGICAL	2	PREPARE	P912-E1249	P912-E1249	1	P>CHD	Weiter einsetzen und umsetzen.
P917-I0864	P915-C212	f82r	BIOLOGICAL	3	CONDITION	P912-E1250	P912-E1251	2	SHED	Danach als eine Portion absetzen; fertig.
P917-I0865	P915-C213	f82r	BIOLOGICAL	1	CONDITION	P912-E1252	P912-E1252	1	SHED	Absetzen; fertig.
P917-I0866	P915-C214	f82r	BIOLOGICAL	1	TRANSFER	P912-E1253	P912-E1254	2	CHD	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle.
P917-I0867	P915-C214	f82r	BIOLOGICAL	2	PREPARE	P912-E1255	P912-E1255	1	OK	Diesen Posten länger ansetzen.
P917-I0868	P915-C214	f82r	BIOLOGICAL	3	PREPARE	P912-E1256	P912-E1256	1	K	Diesen Posten länger zugeben.
P917-I0869	P915-C214	f82r	BIOLOGICAL	4	SELECT	P912-E1257	P912-E1258	2	S	Wählen in den nächsten Lauf.
P917-I0870	P915-C214	f82r	BIOLOGICAL	5	PREPARE	P912-E1259	P912-E1261	3	OK	Von der Entnahmestelle nach Sollmaß als eine Portion den Ansatz und diesen Posten ansetzen.
P917-I0871	P915-C214	f82r	BIOLOGICAL	6	PREPARE	P912-E1262	P912-E1263	2	OK	Von der Entnahmestelle als eine Portion ansetzen.
P917-I0872	P915-C214	f82r	BIOLOGICAL	7	PREPARE	P912-E1264	P912-E1264	1	OK	Länger ansetzen; fertig.
P917-I0873	P915-C215	f82r	BIOLOGICAL	1	SELECT	P912-E1265	P912-E1265	1	CH	Diesen Posten entnehmen in den nächsten Lauf.
P917-I0874	P915-C215	f82r	BIOLOGICAL	2	PREPARE	P912-E1266	P912-E1266	1	P>O>S>LSH	Von der lokalen Stelle diesen Posten einsetzen, ausführen, wählen und spülen.
P917-I0875	P915-C215	f82r	BIOLOGICAL	3	PREPARE	P912-E1267	P912-E1267	1	OK	Kurz ansetzen; fertig.
P917-I0876	P915-C216	f82r	BIOLOGICAL	1	TRANSFER	P912-E1268	P912-E1268	1	CPH	Umleiten zur Ziel- oder Anschlussstelle.
P917-I0877	P915-C216	f82r	BIOLOGICAL	2	CONDITION	P912-E1269	P912-E1269	1	SHED	Absetzen; fertig.
P917-I0878	P915-C217	f82r	BIOLOGICAL	1	CONDITION	P912-E1270	P912-E1270	1	SH	Weiter kurz halten.
P917-I0879	P915-C217	f82r	BIOLOGICAL	2	PREPARE	P912-E1271	P912-E1271	1	K	Aus diesem Teil diesen Posten vollständig zugeben.
P917-I0880	P915-C217	f82r	BIOLOGICAL	3	PREPARE	P912-E1272	P912-E1272	1	K	Nach Sollmaß zugeben in den nächsten Lauf.
P917-I0881	P915-C217	f82r	BIOLOGICAL	4	CONDITION	P912-E1273	P912-E1273	1	SHED	Absetzen; fertig.
P917-I0882	P915-C218	f82r	BIOLOGICAL	1	PREPARE	P912-E1274	P912-E1276	3	K	Weiter nach Sollmaß diesen Posten und den Auszug zugeben.
P917-I0883	P915-C218	f82r	BIOLOGICAL	2	PREPARE	P912-E1277	P912-E1277	1	K	Kurz zugeben in den nächsten Lauf; fertig.
P917-I0884	P915-C219	f82r	BIOLOGICAL	1	SELECT	P912-E1278	P912-E1278	1	S>LSH	Von der lokalen Stelle diesen Posten kurz wählen und spülen.
P917-I0885	P915-C219	f82r	BIOLOGICAL	2	TRANSFER	P912-E1279	P912-E1282	4	CHD	Weiter nach Sollmaß diesen Posten umsetzen.
P917-I0886	P915-C219	f82r	BIOLOGICAL	3	PREPARE	P912-E1283	P912-E1283	1	OK	Diesen Posten länger ansetzen.
P917-I0887	P915-C219	f82r	BIOLOGICAL	4	PREPARE	P912-E1284	P912-E1285	2	OK	Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle.
P917-I0888	P915-C219	f82r	BIOLOGICAL	5	CONDITION	P912-E1286	P912-E1286	1	R	Den Auszug kennzeichnen.
P917-I0889	P915-C219	f82r	BIOLOGICAL	6	CONDITION	P912-E1287	P912-E1287	1	SH	Diesen Posten länger halten.
P917-I0890	P915-C219	f82r	BIOLOGICAL	7	PREPARE	P912-E1288	P912-E1288	1	OK	Nach Sollmaß ansetzen.
P917-I0891	P915-C219	f82r	BIOLOGICAL	8	CONDITION	P912-E1289	P912-E1289	1	SH	Diesen Posten kurz halten durch den Durchlass.
P917-I0892	P915-C219	f82r	BIOLOGICAL	9	PREPARE	P912-E1290	P912-E1291	2	K	Weiter aus diesem Teil diesen Posten vollständig zugeben.
P917-I0893	P915-C219	f82r	BIOLOGICAL	10	PREPARE	P912-E1292	P912-E1292	1	OK	Diesen Posten vollständig ansetzen.
P917-I0894	P915-C219	f82r	BIOLOGICAL	11	CONDITION	P912-E1293	P912-E1293	1	R>S	Von der lokalen Stelle diesen Posten kennzeichnen und wählen.
P917-I0895	P915-C219	f82r	BIOLOGICAL	12	CONDITION	P912-E1294	P912-E1294	1	SH	Diesen Posten länger halten.
P917-I0896	P915-C219	f82r	BIOLOGICAL	13	CONDITION	P912-E1295	P912-E1295	1	CTH	Diesen Posten kurz bereitstellen.
P917-I0897	P915-C219	f82r	BIOLOGICAL	14	PREPARE	P912-E1296	P912-E1296	1	OK	Diesen Posten länger ansetzen.
P917-I0898	P915-C219	f82r	BIOLOGICAL	15	PREPARE	P912-E1297	P912-E1300	4	OK	Nach Sollmaß diesen Posten länger vollständig ansetzen in den nächsten Lauf; fertig.
P917-I0899	P915-C220	f82r	BIOLOGICAL	1	TRANSFER	P912-E1301	P912-E1301	1	CHD	Umsetzen in den nächsten Lauf; fertig.
P917-I0900	P915-C221	f82r	BIOLOGICAL	1	PREPARE	P912-E1302	P912-E1303	2	OK	Von der Entnahmestelle länger ansetzen in den nächsten Lauf; fertig.
P917-I0901	P915-C222	f82r	BIOLOGICAL	1	SELECT	P912-E1304	P912-E1304	1	CH	Aus diesem Teil diesen Posten länger entnehmen in den nächsten Lauf.
P917-I0902	P915-C222	f82r	BIOLOGICAL	2	PREPARE	P912-E1305	P912-E1305	1	OK>O	Diesen Posten kurz ansetzen und ausführen.
P917-I0903	P915-C222	f82r	BIOLOGICAL	3	SELECT	P912-E1306	P912-E1306	1	S	Wählen zur Ziel- oder Anschlussstelle.
P917-I0904	P915-C222	f82r	BIOLOGICAL	4	CONDITION	P912-E1307	P912-E1307	1	R	Nach Sollmaß kennzeichnen.
P917-I0905	P915-C222	f82r	BIOLOGICAL	5	PREPARE	P912-E1308	P912-E1308	1	OK	Diesen Posten länger ansetzen.
P917-I0906	P915-C222	f82r	BIOLOGICAL	6	PREPARE	P912-E1309	P912-E1309	1	K	Diesen Posten länger zugeben in den nächsten Lauf.
P917-I0907	P915-C222	f82r	BIOLOGICAL	7	PREPARE	P912-E1310	P912-E1310	1	OK	Diesen Posten länger ansetzen.
P917-I0908	P915-C222	f82r	BIOLOGICAL	8	CONDITION	P912-E1311	P912-E1311	1	R	Nach Sollmaß kennzeichnen.
P917-I0909	P915-C222	f82r	BIOLOGICAL	9	CONTEXT	P912-E1312	P912-E1312	1	NONE	Diesen Posten weiterarbeiten; fertig.
P917-I0910	P915-C223	f82r	BIOLOGICAL	1	EXECUTE	P912-E1313	P912-E1314	2	O>S	Weiter aus diesem Teil kurz ausführen und wählen unter q-Träger; fertig.
P917-I0911	P915-C224	f82r	BIOLOGICAL	1	CONDITION	P912-E1315	P912-E1315	1	SH	Länger halten zur Ziel- oder Anschlussstelle.
P917-I0912	P915-C224	f82r	BIOLOGICAL	2	CONDITION	P912-E1316	P912-E1316	1	SH	Länger halten; fertig.
P917-I0913	P915-C225	f82r	BIOLOGICAL	1	CONDITION	P912-E1317	P912-E1317	1	SHED	Absetzen in den nächsten Lauf.
P917-I0914	P915-C225	f82r	BIOLOGICAL	2	EXECUTE	P912-E1318	P912-E1318	1	O	Diesen Posten kurz ausführen durch den Durchlass.
P917-I0915	P915-C225	f82r	BIOLOGICAL	3	TRANSFER	P912-E1319	P912-E1319	1	CHD	Umsetzen in den nächsten Lauf; fertig.
P917-I0916	P915-C226	f82r	BIOLOGICAL	1	CONDITION	P912-E1320	P912-E1321	2	SH	Von der Entnahmestelle diesen Posten länger halten in den nächsten Lauf.
P917-I0917	P915-C226	f82r	BIOLOGICAL	2	CONDITION	P912-E1322	P912-E1322	1	R	Diesen Posten kennzeichnen.
P917-I0918	P915-C226	f82r	BIOLOGICAL	3	CONDITION	P912-E1323	P912-E1323	1	SH	Diesen Posten kurz halten.
P917-I0919	P915-C226	f82r	BIOLOGICAL	4	PREPARE	P912-E1324	P912-E1324	1	OK	Länger ansetzen; fertig.
P917-I0920	P915-C227	f82r	BIOLOGICAL	1	TRANSFER	P912-E1325	P912-E1326	2	CHD	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf.
P917-I0921	P915-C227	f82r	BIOLOGICAL	2	SELECT	P912-E1327	P912-E1327	1	CH>S	Kurz entnehmen und wählen.
P917-I0922	P915-C227	f82r	BIOLOGICAL	3	PREPARE	P912-E1328	P912-E1330	3	OK	Danach nach Sollmaß diesen Posten länger ansetzen.
P917-I0923	P915-C227	f82r	BIOLOGICAL	4	PREPARE	P912-E1331	P912-E1331	1	OK	Diesen Posten kurz ansetzen.
P917-I0924	P915-C227	f82r	BIOLOGICAL	5	PREPARE	P912-E1332	P912-E1332	1	P>CHD	Einsetzen und umsetzen; fertig.
P917-I0925	P915-C228	f82r	BIOLOGICAL	1	CONDITION	P912-E1333	P912-E1333	1	R>SH	Kurz kennzeichnen und halten zur Ziel- oder Anschlussstelle.
P917-I0926	P915-C228	f82r	BIOLOGICAL	2	CONTEXT	P912-E1334	P912-E1334	1	NONE	Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P917-I0927	P915-C229	f82r	BIOLOGICAL	1	PREPARE	P912-E1335	P912-E1335	1	OK	Länger ansetzen; fertig.
P917-I0928	P915-C230	f82r	BIOLOGICAL	1	CONDITION	P912-E1336	P912-E1336	1	R>SHED	Kennzeichnen und absetzen; fertig.
P917-I0929	P915-C231	f82r	BIOLOGICAL	1	CONTEXT	P912-E1337	P912-E1337	1	NONE	Danach länger weiterarbeiten; fertig.
P917-I0930	P915-C232	f82r	BIOLOGICAL	1	PREPARE	P912-E1338	P912-E1338	1	OK	Länger ansetzen; fertig.
P917-I0931	P915-C233	f82r	BIOLOGICAL	1	EXECUTE	P912-E1339	P912-E1339	1	O>CHD	Ausführen und umsetzen in den nächsten Lauf; fertig.
P917-I0932	P915-C234	f82r	BIOLOGICAL	1	PREPARE	P912-E1340	P912-E1340	1	OK>O	Auf der angegebenen Stufe ansetzen und ausführen.
P917-I0933	P915-C234	f82r	BIOLOGICAL	2	CONDITION	P912-E1341	P912-E1341	1	SHED	Absetzen; fertig.
P917-I0934	P915-C235	f82r	BIOLOGICAL	1	PREPARE	P912-E1342	P912-E1342	1	OK	Länger ansetzen; fertig.
P917-I0935	P915-C236	f82r	BIOLOGICAL	1	SELECT	P912-E1343	P912-E1344	2	CH>CTH	Danach nach Sollmaß diesen Posten kurz entnehmen und bereitstellen.
P917-I0936	P915-C236	f82r	BIOLOGICAL	2	PREPARE	P912-E1345	P912-E1347	3	OK	Danach weiter nach Sollmaß diesen Posten länger ansetzen.
