clause_id	physical_page	register	start_event	end_event	events	instructions	crosses_physical_line	end_reason	phase_run_sequence	phase_runs	verb_counts	source_quantity_inventory	target_path_inventory	grade_inventory	natural_process_summary_de
P915-C197	f82r	BIOLOGICAL	P912-E1188	P912-E1194	7	5	YES	LICENSED_DY_CLOSE	EXECUTEx1>SELECTx1>TRANSFERx1>PREPAREx1>CONTEXTx1	5	O:2;P:2;CHD:2;CH:1;K:1	Entnahmestelle oder bezeichnetes Teil;Ansatz	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ausführen, 2× einsetzen, 2× umsetzen, 1× entnehmen, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C198	f82r	BIOLOGICAL	P912-E1195	P912-E1203	9	7	YES	LICENSED_DY_CLOSE	EXECUTEx2>SELECTx1>PREPAREx2>EXECUTEx1>TRANSFERx1	5	O:3;CHD:3;OK:2;CH:1;T:1	Entnahmestelle oder bezeichnetes Teil;Auszug	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ausführen, 3× umsetzen, 2× ansetzen, 1× entnehmen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C199	f82r	BIOLOGICAL	P912-E1204	P912-E1204	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C200	f82r	BIOLOGICAL	P912-E1205	P912-E1205	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C201	f82r	BIOLOGICAL	P912-E1206	P912-E1218	13	10	YES	LICENSED_DY_CLOSE	TRANSFERx1>CONDITIONx1>SELECTx1>CONDITIONx1>SELECTx1>PREPAREx4>TRANSFERx1	7	OK:4;CHD:2;SH:1;S:1;R:1;CH:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	länger;vollständig	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ansetzen, 2× umsetzen, 1× halten, 1× auswählen, 1× kennzeichnen, 1× entnehmen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
P915-C202	f82r	BIOLOGICAL	P912-E1219	P912-E1219	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	K:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C203	f82r	BIOLOGICAL	P912-E1220	P912-E1220	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C204	f82r	BIOLOGICAL	P912-E1221	P912-E1221	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C205	f82r	BIOLOGICAL	P912-E1222	P912-E1222	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C206	f82r	BIOLOGICAL	P912-E1223	P912-E1229	7	4	YES	LICENSED_DY_CLOSE	PREPAREx2>TRANSFERx1>PREPAREx1	3	OK:2;K:1;CHD:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× zugeben, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C207	f82r	BIOLOGICAL	P912-E1230	P912-E1230	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C208	f82r	BIOLOGICAL	P912-E1231	P912-E1231	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C209	f82r	BIOLOGICAL	P912-E1232	P912-E1241	10	5	YES	LICENSED_DY_CLOSE	CONDITIONx2>SELECTx1>CONDITIONx2	3	SH:2;R:2;S:1	Ansatz;Sollmaß	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 2× kennzeichnen, 1× auswählen. Als Einsatzgrößen erscheinen Ansatz, Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C210	f82r	BIOLOGICAL	P912-E1242	P912-E1245	4	3	NO	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx2	2	OK:2;CHD:1	NONE	NONE	kurz;länger;vollständig	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Die notierten Wirkstufen sind kurz, länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
P915-C211	f82r	BIOLOGICAL	P912-E1246	P912-E1247	2	2	NO	LICENSED_DY_CLOSE	EXECUTEx1>PREPAREx1	2	T:1;OK:1	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C212	f82r	BIOLOGICAL	P912-E1248	P912-E1251	4	3	YES	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1>CONDITIONx1	3	R:1;CH:1;P:1;CHD:1;SHED:1	Portion	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× entnehmen, 1× einsetzen, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C213	f82r	BIOLOGICAL	P912-E1252	P912-E1252	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C214	f82r	BIOLOGICAL	P912-E1253	P912-E1264	12	7	YES	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx2>SELECTx1>PREPAREx3	4	OK:4;CHD:1;K:1;S:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ansetzen, 1× umsetzen, 1× zugeben, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C215	f82r	BIOLOGICAL	P912-E1265	P912-E1267	3	3	YES	LICENSED_DY_CLOSE	SELECTx1>PREPAREx2	2	CH:1;P:1;O:1;S:1;LSH:1;OK:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× einsetzen, 1× ausführen, 1× auswählen, 1× spülen, 1× ansetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C216	f82r	BIOLOGICAL	P912-E1268	P912-E1269	2	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>CONDITIONx1	2	CPH:1;SHED:1	NONE	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umleiten, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
P915-C217	f82r	BIOLOGICAL	P912-E1270	P912-E1273	4	4	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx2>CONDITIONx1	3	K:2;SH:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	weiterer Lauf	kurz;vollständig	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, vollständig. Danach wird der Arbeitsschritt geschlossen.
P915-C218	f82r	BIOLOGICAL	P912-E1274	P912-E1277	4	2	YES	LICENSED_DY_CLOSE	PREPAREx2	1	K:2	Auszug;Sollmaß	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben. Als Einsatzgrößen erscheinen Auszug, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C219	f82r	BIOLOGICAL	P912-E1278	P912-E1300	23	15	YES	LICENSED_DY_CLOSE	SELECTx1>TRANSFERx1>PREPAREx2>CONDITIONx2>PREPAREx1>CONDITIONx1>PREPAREx2>CONDITIONx3>PREPAREx2	9	OK:6;SH:3;S:2;R:2;LSH:1;CHD:1;K:1;CTH:1	Entnahmestelle oder bezeichnetes Teil;Auszug;Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger;vollständig	An der gezeigten Bad- oder Arbeitsstation stehen 15 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× ansetzen, 3× halten, 2× auswählen, 2× kennzeichnen, 1× spülen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
P915-C220	f82r	BIOLOGICAL	P912-E1301	P912-E1301	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C221	f82r	BIOLOGICAL	P912-E1302	P912-E1303	2	1	YES	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C222	f82r	BIOLOGICAL	P912-E1304	P912-E1312	9	9	NO	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1>SELECTx1>CONDITIONx1>PREPAREx3>CONDITIONx1>CONTEXTx1	7	OK:3;R:2;CH:1;O:1;S:1;K:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 2× kennzeichnen, 1× entnehmen, 1× ausführen, 1× auswählen, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C223	f82r	BIOLOGICAL	P912-E1313	P912-E1314	2	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	O:1;S:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C224	f82r	BIOLOGICAL	P912-E1315	P912-E1316	2	2	NO	LICENSED_DY_CLOSE	CONDITIONx2	1	SH:2	NONE	Ziel- oder Anschlussstelle	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C225	f82r	BIOLOGICAL	P912-E1317	P912-E1319	3	3	NO	LICENSED_DY_CLOSE	CONDITIONx1>EXECUTEx1>TRANSFERx1	3	SHED:1;O:1;CHD:1	NONE	weiterer Lauf;Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen, 1× ausführen, 1× umsetzen. Der Gang führt über weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C226	f82r	BIOLOGICAL	P912-E1320	P912-E1324	5	4	YES	LICENSED_DY_CLOSE	CONDITIONx3>PREPAREx1	2	SH:2;R:1;OK:1	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 1× kennzeichnen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C227	f82r	BIOLOGICAL	P912-E1325	P912-E1332	8	5	YES	LICENSED_DY_CLOSE	TRANSFERx1>SELECTx1>PREPAREx3	3	CHD:2;OK:2;CH:1;S:1;P:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 2× ansetzen, 1× entnehmen, 1× auswählen, 1× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C228	f82r	BIOLOGICAL	P912-E1333	P912-E1334	2	2	NO	LICENSED_DY_CLOSE	CONDITIONx1>CONTEXTx1	2	R:1;SH:1	NONE	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× halten. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C229	f82r	BIOLOGICAL	P912-E1335	P912-E1335	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C230	f82r	BIOLOGICAL	P912-E1336	P912-E1336	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	R:1;SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C231	f82r	BIOLOGICAL	P912-E1337	P912-E1337	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C232	f82r	BIOLOGICAL	P912-E1338	P912-E1338	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C233	f82r	BIOLOGICAL	P912-E1339	P912-E1339	1	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	O:1;CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C234	f82r	BIOLOGICAL	P912-E1340	P912-E1341	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;O:1;SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× ausführen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C235	f82r	BIOLOGICAL	P912-E1342	P912-E1342	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C236	f82r	BIOLOGICAL	P912-E1343	P912-E1351	9	4	YES	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1>CONDITIONx1>TRANSFERx1	4	CH:1;CTH:1;OK:1;SH:1;CHD:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× bereitstellen, 1× ansetzen, 1× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C237	f82r	BIOLOGICAL	P912-E1352	P912-E1352	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C238	f82r	BIOLOGICAL	P912-E1353	P912-E1353	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C239	f82r	BIOLOGICAL	P912-E1354	P912-E1356	3	3	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1>CONTEXTx1	3	R:1;CHD:1;OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× umsetzen, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C240	f82r	BIOLOGICAL	P912-E1357	P912-E1363	7	2	YES	LICENSED_DY_CLOSE	CONDITIONx2	1	R:1;SHED:1	Auszug;Sollmaß	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× absetzen. Als Einsatzgrößen erscheinen Auszug, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C241	f82r	BIOLOGICAL	P912-E1364	P912-E1365	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1	2	OK:1;LSH:1	NONE	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× spülen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C242	f82r	BIOLOGICAL	P912-E1366	P912-E1366	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C243	f82r	BIOLOGICAL	P912-E1367	P912-E1371	5	3	YES	LICENSED_DY_CLOSE	CONDITIONx2>TRANSFERx1	2	R:2;SH:1;CHD:1	Entnahmestelle oder bezeichnetes Teil;Auszug	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× kennzeichnen, 1× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C244	f82r	BIOLOGICAL	P912-E1372	P912-E1391	20	13	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	SELECTx1>PREPAREx1>SELECTx1>TRANSFERx1>EXECUTEx1>CONDITIONx1>SELECTx1>CONDITIONx3>SELECTx1>CONDITIONx1>CONTEXTx1	11	CH:3;R:3;OK:1;CHD:1;T:1;SHED:1;SH:1;S:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Auszug;Sollmaß;Portion	weiterer Lauf;Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 13 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× entnehmen, 3× kennzeichnen, 1× ansetzen, 1× umsetzen, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß, Portion. Der Gang führt über weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C245	f83r	BIOLOGICAL	P912-E1404	P912-E1406	3	3	NO	LICENSED_DY_CLOSE	EXECUTEx1>PREPAREx1>EXECUTEx1	3	CHD:2;P:2;T:1;O:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 2× einsetzen, 1× einstellen, 1× ausführen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C246	f83r	BIOLOGICAL	P912-E1407	P912-E1409	3	3	NO	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1>CONDITIONx1	3	P:2;CH:1;CHD:1;SHED:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einsetzen, 1× entnehmen, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
