target_recipe	neighbor_row_count	distinct_source_recipe_count	mutation_families	target_is_exact_catalog_key	target_identity_route	target_execution_decision	target_blocked_factor_rules	source_recipes	fuzzy_identity_matching_used
AIN+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+AIN	NO
AIN+CH+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+AIR	NO
AIN+CH+E+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+E+O	NO
AIN+CH+E+O+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+E+O+D_ADDR+Y	NO
AIN+CH+E+O+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+E+O+L	NO
AIN+CH+E+O+R	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+E+O+R	NO
AIN+CH+K	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+K	NO
AIN+CH+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+K+Y	NO
AIN+CH+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+O	NO
AIN+CH+O+CH+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+O+CH+P+Y	NO
AIN+CH+O+D_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CH+O+D_ADDR	NO
AIN+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OR+CH+OR	NO
AIN+CHD	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CHD+AIN	NO
AIN+CHD+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CHD+OR	NO
AIN+CHD+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+CHD+Y	NO
AIN+DA+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+DA+AM_ADDR	NO
AIN+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	Y+DY	NO
AIN+DY+D_LABEL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	Y+DY+D_LABEL	NO
AIN+D_ADDR	1	1	ADJACENT_SWAP	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	D_ADDR+AIN	NO
AIN+D_ADDR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+AIIN	NO
AIN+D_ADDR+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	Y+D_ADDR+AIR	NO
AIN+D_ADDR+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+AL	NO
AIN+D_ADDR+AL+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	D_ADDR+AIN+AL+DY	NO
AIN+D_ADDR+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+AR	NO
AIN+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	NO
AIN+D_ADDR+CH+O+S	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+CH+O+S	NO
AIN+D_ADDR+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+L	NO
AIN+D_ADDR+O+IIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+O+IIN	NO
AIN+D_ADDR+OL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+D_ADDR+OL+Y	NO
AIN+D_ADDR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	D_ADDR+AIN+Y	NO
AIN+E+K+EE+S	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+E+K+EE+S	NO
AIN+K	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+AIN|Y+K	NO
AIN+K+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+AIIN	NO
AIN+K+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+AIN	NO
AIN+K+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+AIR	NO
AIN+K+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+AL	NO
AIN+K+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+AL+Y	NO
AIN+K+AN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+AN	NO
AIN+K+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+AR	NO
AIN+K+A_ADDR+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+A_ADDR+K+Y	NO
AIN+K+CH+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+CH+AIIN	NO
AIN+K+CH+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+CH+AIN	NO
AIN+K+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+CH+E+Y	NO
AIN+K+CH+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+CH+O	NO
AIN+K+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+CH+OR	NO
AIN+K+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+CH+Y	NO
AIN+K+CHD+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+CHD+Y	NO
AIN+K+E+DA+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+DA+Y	NO
AIN+K+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+DY	NO
AIN+K+E+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+O	NO
AIN+K+E+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+O+DY	NO
AIN+K+E+O+D_ADDR+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+O+D_ADDR+AIN	NO
AIN+K+E+O+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+O+D_ADDR+Y	NO
AIN+K+E+OL+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+OL+OL	NO
AIN+K+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+OR	NO
AIN+K+E+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+E+SH+E+Y	NO
AIN+K+EE+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+EE+AIIN	NO
AIN+K+EE+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+EE+AIN	NO
AIN+K+EE+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+EE+D_ADDR+Y	NO
AIN+K+EE+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+EE+OR	NO
AIN+K+EE+S+AN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+EE+S+AN	NO
AIN+K+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+EE+Y	NO
AIN+K+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+EEE+Y	NO
AIN+K+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+L	NO
AIN+K+O+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+O+AIIN	NO
AIN+K+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+OL	NO
AIN+K+OL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+OL+Y	NO
AIN+K+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+OR	NO
AIN+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+Y	NO
AIN+K+Y+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+K+Y+CH+Y	NO
AIN+L	4	4	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AIN+AL|L+AIN|OR+L|Y+L	NO
AIN+LOCAL_CHAR_F+OL+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+LOCAL_CHAR_F+OL+AIIN	NO
AIN+LOCAL_CHAR_I+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OR+LOCAL_CHAR_I+AIIN	NO
AIN+O	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+AIN|OR+O	NO
AIN+O+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+O+AR	NO
AIN+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	Y+O+DY	NO
AIN+OK	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AIN	NO
AIN+OK+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+OK+AIR	NO
AIN+OK+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+OK+CH+Y	NO
AIN+OK+E+O+D_ADDR+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+OK+E+O+D_ADDR+AIN	NO
AIN+OK+E+O+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+OK+E+O+D_ADDR+Y	NO
AIN+OK+EE+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+OK+EE+OL	NO
AIN+OL	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OL+AIN|Y+OL	NO
AIN+OR	6	6	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AIIN+OR|AIN+AIN|AIN+Y|OR+AIN|OR+OR|Y+OR	NO
AIN+OR+S+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OR+AIN+S+Y	NO
AIN+OT	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OT+AIN	NO
AIN+P	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	P+AIN	NO
AIN+P+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+P+AIR	NO
AIN+P+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+P+AL	NO
AIN+P+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+P+AR	NO
AIN+P+CH	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+P+CH	NO
AIN+P+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+P+CH+OR	NO
AIN+P+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+P+CH+Y	NO
AIN+P+O+D_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+P+O+D_ADDR	NO
AIN+R	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	R+AIN	NO
AIN+S	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+AIN	NO
AIN+S+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OR+AIN+S+Y	NO
AIN+SH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+AIN	NO
AIN+SH+E+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+E+AIIN	NO
AIN+SH+E+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+E+AIN	NO
AIN+SH+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+E+DY	NO
AIN+SH+E+O+D_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+E+O+D_ADDR	NO
AIN+SH+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+E+OR	NO
AIN+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+E+Y	NO
AIN+SH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+EE+Y	NO
AIN+SH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+OR	NO
AIN+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+SH+Y	NO
AIN+T	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	T+AIN|Y+T	NO
AIN+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+AIIN	NO
AIN+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+AIN	NO
AIN+T+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+AIR	NO
AIN+T+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+AL	NO
AIN+T+AL+CH+O+S	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+AL+CH+O+S	NO
AIN+T+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+AR	NO
AIN+T+A_ADDR+S+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+A_ADDR+S+AL	NO
AIN+T+CHD+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+CHD+Y	NO
AIN+T+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+E+DY	NO
AIN+T+E+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+E+O+DY	NO
AIN+T+E+O+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+E+O+OR	NO
AIN+T+E+O+S_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+E+O+S_ADDR	NO
AIN+T+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+EE+Y	NO
AIN+T+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+L	NO
AIN+T+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+O	NO
AIN+T+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+O+DY	NO
AIN+T+O+E+O+P+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+O+E+O+P+CH+E+Y	NO
AIN+T+O+IIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+O+IIN	NO
AIN+T+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+OK+Y	NO
AIN+T+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+OL	NO
AIN+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+OR	NO
AIN+T+SH+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+SH+E+DY	NO
AIN+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	Y+T+Y	NO
AIN+Y	6	6	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_FUTURE_STRONG	READ	NONE	AIIN+Y|AIN+AIN|D_ADDR+AIN+Y|OR+Y|Y+AIN|Y+Y	NO
AIR	25	25	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ_AMBER	NONE	AIR+AIIN|AIR+AIN|AIR+AL|AIR+CHD|AIR+DY|AIR+O|AIR+OL|AIR+OR|AIR+Y|AL|AR|CH+AIR|CHD+AIR|D_ADDR+AIR|K+AIR|L|L+AIR|OK+AIR|OL+AIR|OT+AIR|P+AIR|S+AIR|SH+AIR|T+AIR|Y+AIR	NO
AIR+AIIN	6	6	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_FUTURE_STRONG	READ_AMBER	NONE	AIR+AIN|AIR+OR|AIR+Y|AL+AIIN|AR+AIIN|L+AIIN	NO
AIR+AIIN+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	AIR+Y+DY	NO
AIR+AIIN+LOCAL_CHAR_I	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	AL+AIIN+LOCAL_CHAR_I	NO
AIR+AIN	7	7	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_SECOND_RING_AMBER	READ_AMBER	NONE	AIR+AIIN|AIR+K+AIN|AIR+OR|AIR+Y|AL+AIN|AR+AIN|L+AIN	NO
AIR+AIN+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	AIR+Y+DY	NO
AIR+AIN+K	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AIR+K+AIN	NO
AIR+AIR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	AIR+AL|L+AIR	NO
AIR+AL	4	4	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ_AMBER	NONE	AL+AL|AR+AL|L+AL|S+AIR+AL	NO
AIR+AL+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	L+AL+OR	NO
AIR+AR	4	4	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	AIR+AL|AL+AR|L+AR|OK+AIR+AR	NO
AIR+A_ADDR+AM_ADDR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	D_ADDR+AIR+A_ADDR+AM_ADDR	NO
AIR+CH	4	4	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AIR+CHD|AL+CH|CH+AIR|L+CH	NO
AIR+CH+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AIR+K+AIN	NO
AIR+CH+CH+P+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	L+CH+CH+P+E+DY	NO
AIR+CH+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AIR+CHD+DY	NO
AIR+CH+E+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	L+CH+E+AR	NO
AIR+CH+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AIR+SH+E+DY	NO
AIR+CH+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	D_ADDR+AIR+CH+E+Y	NO
AIR+CH+EE+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	L+CH+EE+D_ADDR+Y	NO
AIR+CH+EE+OR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AR+CH+EE+OR|L+CH+EE+OR	NO
AIR+CH+EE+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	AR+CH+EE+Y|L+CH+EE+Y	NO
AIR+CH+K+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	L+CH+K+E+DY	NO
AIR+CH+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	L+CH+K+Y	NO
AIR+CH+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	L+CH+L	NO
AIR+CH+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	L+CH+O	NO
