component_recipe	component_count	events	surface_types	surfaces	page_count	physical_pages	residual_drawer	current_short_reading_de	teaching_instruction_de
S+OL+CHK+AL	4	1	1	solchkal	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OL+D_ADDR+Y	4	1	1	soldy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OL+SHED	3	1	1	solshed	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; absetzen lassen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OR+AIIN+R	4	1	1	soraiir	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Sollmaß; Zustand kennzeichnen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OT+AIIN	3	1	1	sotaiin	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; danach oder nächster Posten; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OT+O+D_ADDR+AN	5	1	1	sotodan	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; danach oder nächster Posten; Arbeitsgang ausführen; bezeichneter Teil; weiteren Posten zugeben	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OT+Y	3	1	1	sotchy	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; danach oder nächster Posten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+SH+E+CKH+Y	5	1	1	ssheckhy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+SH+E+DY	4	1	1	sshedy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+SH+E+OL	4	1	1	ssheol	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+SH+O+LSH+E+CTH+Y	7	1	1	ssholshecthy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; Arbeitsgang ausführen; spülen; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+AIIN	2	1	1	shaiin	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+AL	2	1	1	shal	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+CTH+E+Y	4	1	1	shcthey	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+D_ADDR+Y	3	1	1	shdy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+AR	3	1	1	shear	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+CH+Y	4	1	1	shechy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+CKH+AL	4	1	1	sheckhal	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+CKH+D_ADDR+Y	5	1	1	sheckhdy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+CTH+CHD+Y	5	1	1	shecthedchy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+CTH+E+D_ADDR+Y	6	1	1	shecthedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+K+AL	4	1	1	shekal	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+K+OR	4	1	1	shekor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+K+Y	4	1	1	sheky	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+O+AM_ADDR	4	1	1	sheom	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+O+D_ADDR+Y	5	1	1	sheody	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+OK+E+Y	5	1	1	sheokey	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+OK+Y	4	1	1	sheoky	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+OL+D_ADDR+LOCAL_CHAR_G	5	1	1	sheoldg	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; einmal ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+OR	3	1	1	sheor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+P+Y	4	1	1	shepchy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material einsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+E+T+AR	4	1	1	shetar	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang einstellen; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+EE+AL	3	1	1	sheeal	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+EE+K+CH+Y	5	1	1	sheekchy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+EE+OL	3	1	1	sheeol	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+EE+S	3	1	1	shees	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+K+CHD+DY	4	1	1	sshkchdy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Material zugeben; Arbeitsgut umsetzen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+O+AL	3	1	1	schoal	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+O+CPH+E+DY	5	1	1	shocphedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; umleiten; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+O+Y	3	1	1	shoy	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+O+Y+T+Y	5	1	1	shoyty	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+OK+AIIN	3	1	1	shokaiin	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+OK+AIN	3	1	1	shokain	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+OK+CH+Y	4	1	1	shokchy	1	f68r1	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+OL+LOCAL_CHAR_F+CH+OR	5	1	1	sholfchor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; über einen Nebenpfad; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+OR+O+D_ADDR+O	5	1	1	shorodo	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Ansatz oder Zubereitung; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+T+OL	3	1	1	shtol	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+Y	2	1	1	shchey	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SH+Y+AIIN	3	1	1	shfydaiin	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
SHED+K+E+D_ADDR+Y	5	1	1	shedkedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	absetzen lassen; Material zugeben; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SOLK+AIIN	2	1	1	solkaiin	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	auffangen; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
SOLK+AIN	2	1	1	qolkain	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	auffangen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
SOLK+AR	2	1	1	olkar	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	auffangen; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
SOLK+AR+Y	3	1	1	qolkary	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	auffangen; Entnahmestelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SOLK+E+DY	3	1	1	olkedy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	auffangen; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
SOLK+E+Y	3	1	1	solkey	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	auffangen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
SOLK+EE+OL+Y	4	1	1	qolkeeoly	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	auffangen; länger oder gehalten; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+AL	2	1	1	tal	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+AL+AM_ADDR	3	1	1	talam	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+AL+O+D_ADDR+Y	5	1	1	talody	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+CH+O	3	1	1	tcho	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+CH+O+DY	4	1	1	tchody	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+CH+OR	3	1	1	tchor	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+CHD	2	1	1	tchd	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Arbeitsgut umsetzen	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+CHEO+L	3	1	1	tcheol	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Auszug; entlang des Arbeitswegs führen	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+E+CHD+Y	4	1	1	techedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+E+Y	3	1	1	ytey	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+O+AIIN	3	1	1	todaiin	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Arbeitsgang ausführen; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+O+CH+S+O	5	1	1	tochso	1	f68r1	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+OK+Y	3	1	1	tchoky	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+OR+SH+OR	4	1	1	torshor	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+OR+Y	3	1	1	torchy	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
T+SH+OL	3	1	1	tshol	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+AIN	2	1	1	ydain	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+AL	2	1	1	ydal	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+AR	2	1	1	yar	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+CH+O+CPH+Y	5	1	1	ychocphy	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+CHEO+D_ADDR+Y	4	1	1	ycheody	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+CHEO+R	3	1	1	ycheor	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Auszug; Zustand kennzeichnen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+DA+AM_ADDR	3	1	1	ydam	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; zweite Arbeitsstufe; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+DY	2	1	1	ydy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+D_ADDR+CH+O+S	5	1	1	ydchos	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+D_ADDR+OL+Y	4	1	1	ydoly	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; bezeichneter Teil; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+E+K+EE+S	5	1	1	yekees	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; kurz oder direkt; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K	2	1	1	shyk	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+AIR	3	1	1	ykair	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Flüssigkeits- oder Stationslauf	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+AN	3	1	1	ykan	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; weiteren Posten zugeben	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+A_ADDR+K+Y	5	1	1	ykaky	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+CH+O	4	1	1	ykcho	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+CH+OR	4	1	1	ykchor	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+E+DA+Y	5	1	1	ykeday	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; zweite Arbeitsstufe; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+E+DY	4	1	1	ykedy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+E+OR	4	1	1	ykeor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+E+SH+E+Y	6	1	1	ykeshey	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+EE+D_ADDR+Y	5	1	1	ykeedy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+EE+S+AN	5	1	1	ykeesan	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen; weiteren Posten zugeben	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+EEE+Y	4	1	1	ykeeey	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; vollständig; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+O+AIIN	4	1	1	ykoaiin	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+OL	3	1	1	ykol	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+OL+Y	4	1	1	ykoly	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+K+Y+CH+Y	5	1	1	ykychy	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+OK+E+O+D_ADDR+Y	6	1	1	yokeody	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+P+AIR	3	1	1	ypair	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material einsetzen; Flüssigkeits- oder Stationslauf	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+P+CH	3	1	1	ypch	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Material einsetzen; bezeichneten Anteil entnehmen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+SH+E+OR	4	1	1	ysheor	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T	2	1	1	yt	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+AIN	3	1	1	ytain	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+AL+CH+O+S	6	1	1	ytalchos	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+E+O+DY	5	1	1	yteody	1	f68r1	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
